arm,mode,example_id,correct40,correct50,rank40,rank50,margin40,margin50,margin40_minus50,choice40,choice50,label
adamw,parallel,parallel_ex000048_eng_latn,False,False,4,3,1.9665576616923013,1.9621354738871255,0.004422187805175781,3,3,2
adamw,parallel,parallel_ex000049_eng_latn,False,False,2,3,0.26990250178745834,1.1488467080252507,-0.8789442062377923,3,2,0
adamw,parallel,parallel_ex000050_eng_latn,False,False,3,3,1.3378988265991212,0.4718226591746011,0.8660761674245201,3,0,1
adamw,parallel,parallel_ex000051_eng_latn,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,parallel,parallel_ex000053_eng_latn,True,True,1,1,0.0,0.0,0.0,3,3,3
adamw,parallel,parallel_ex000054_eng_latn,False,False,2,2,0.36087218197909277,0.34624541889537463,0.01462676308371813,2,2,0
adamw,parallel,parallel_ex000055_eng_latn,False,False,3,3,0.46432666345076123,0.13182473182678223,0.332501931623979,2,1,0
adamw,parallel,parallel_ex000056_eng_latn,False,False,4,4,1.0265217887030706,1.3563625547620983,-0.3298407660590277,2,2,1
adamw,parallel,parallel_ex000057_eng_latn,False,False,4,4,2.215616553720802,0.41071781967625487,1.804898734044547,0,3,1
adamw,parallel,parallel_ex000058_eng_latn,True,False,1,2,0.0,0.4896697998046875,-0.4896697998046875,1,0,1
adamw,parallel,parallel_ex000059_eng_latn,False,False,4,3,2.566305637359619,1.4661931991577148,1.1001124382019043,3,3,2
adamw,parallel,parallel_ex000061_eng_latn,False,False,4,4,4.402202719733829,3.644734064737956,0.7574686549958729,1,1,0
adamw,parallel,parallel_ex000062_eng_latn,False,False,4,4,3.1864248911539717,2.784420331319173,0.40200455983479877,1,1,0
adamw,parallel,parallel_ex000063_eng_latn,False,False,3,4,1.526439030965169,3.2932713826497393,-1.7668323516845703,1,1,2
adamw,parallel,parallel_ex000064_eng_latn,False,False,4,4,1.7449360317654077,1.7760296291775175,-0.03109359741210982,2,2,1
adamw,parallel,parallel_ex000065_eng_latn,False,False,2,2,0.06554131758840454,0.059490003083881415,0.00605131450452312,3,3,1
adamw,parallel,parallel_ex000066_eng_latn,True,True,1,1,0.0,0.0,0.0,2,2,2
adamw,parallel,parallel_ex000067_eng_latn,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,parallel,parallel_ex000068_eng_latn,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,parallel,parallel_ex000069_eng_latn,True,True,1,1,0.0,0.0,0.0,3,3,3
adamw,parallel,parallel_ex000070_eng_latn,False,False,3,3,2.183489244062822,2.023707295512105,0.15978194855071726,2,2,1
adamw,parallel,parallel_ex000071_eng_latn,False,True,2,1,0.24852833788619078,0.0,0.24852833788619078,2,3,3
adamw,parallel,parallel_ex000072_eng_latn,False,False,3,3,0.4068450927734375,0.5227548425847834,-0.11590974981134594,0,0,1
adamw,parallel,parallel_ex000073_eng_latn,False,False,4,3,1.5454428536551346,1.2497950962611606,0.295647757393974,3,1,2
adamw,parallel,parallel_ex000074_eng_latn,True,True,1,1,0.0,0.0,0.0,2,2,2
adamw,parallel,parallel_ex000075_eng_latn,True,True,1,1,0.0,0.0,0.0,3,3,3
adamw,parallel,parallel_ex000076_eng_latn,True,False,1,3,0.0,0.9650949069431851,-0.9650949069431851,0,3,0
adamw,parallel,parallel_ex000077_eng_latn,False,False,4,4,2.0078277587890625,1.1803131103515625,0.8275146484375,3,3,2
adamw,parallel,parallel_ex000078_eng_latn,False,False,3,4,0.8094499905904136,0.958262761433919,-0.14881277084350542,0,0,2
adamw,parallel,parallel_ex000079_eng_latn,False,False,2,2,0.9671894709269204,1.3111693064371743,-0.3439798355102539,1,1,3
adamw,parallel,parallel_ex000080_eng_latn,True,True,1,1,0.0,0.0,0.0,2,2,2
adamw,parallel,parallel_ex000081_eng_latn,False,True,2,1,0.46919028542258534,0.0,0.46919028542258534,2,0,0
adamw,parallel,parallel_ex000082_eng_latn,False,False,3,2,0.5847616195678711,0.040681457519530895,0.5440801620483402,2,1,0
adamw,parallel,parallel_ex000083_eng_latn,False,False,2,2,0.6609234128679549,0.412032263619559,0.24889114924839584,2,2,1
adamw,parallel,parallel_ex000084_eng_latn,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,parallel,parallel_ex000085_eng_latn,False,False,3,3,0.3769665565811282,0.4400883201791461,-0.06312176359801791,1,1,2
adamw,parallel,parallel_ex000086_eng_latn,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,parallel,parallel_ex000087_eng_latn,False,False,3,2,0.4440879821777344,0.13047409057617188,0.3136138916015625,2,0,3
adamw,parallel,parallel_ex000088_eng_latn,True,False,1,3,0.0,0.09438436171587794,-0.09438436171587794,3,2,3
adamw,parallel,parallel_ex000089_eng_latn,False,False,4,3,0.5843252454485208,0.5363640013195221,0.047961244128998715,3,2,1
adamw,parallel,parallel_ex000090_eng_latn,False,False,4,4,1.3705347061157225,0.6611854553222656,0.7093492507934569,2,2,0
adamw,parallel,parallel_ex000091_eng_latn,False,False,2,2,1.5315469106038408,0.6868851979573565,0.8446617126464844,0,0,2
adamw,parallel,parallel_ex000092_eng_latn,False,False,3,3,2.4462883207533093,1.8800292544894748,0.5662590662638345,0,3,1
adamw,parallel,parallel_ex000093_eng_latn,False,False,4,3,0.7273000081380214,0.1644455591837568,0.5628544489542646,1,3,2
adamw,parallel,parallel_ex000094_eng_latn,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,parallel,parallel_ex000095_eng_latn,False,False,4,2,4.967998782793681,4.099542140960693,0.8684566418329878,0,0,2
adamw,parallel,parallel_ex000096_eng_latn,False,False,4,3,1.5478620529174805,2.450237825181749,-0.9023757722642687,1,1,3
adamw,parallel,parallel_ex000097_eng_latn,False,False,3,4,0.16698575019836426,0.21515023708343506,-0.0481644868850708,0,3,2
adamw,parallel,parallel_ex000098_eng_latn,False,True,2,1,0.14236481984456395,0.0,0.14236481984456395,1,0,0
adamw,parallel,parallel_ex000099_eng_latn,False,False,3,4,0.8859376907348633,1.0899060567220058,-0.20396836598714252,0,0,1
adamw,parallel,parallel_ex000100_eng_latn,False,False,2,3,0.3276185989379883,0.2561178207397461,0.07150077819824219,1,2,3
adamw,parallel,parallel_ex000101_eng_latn,False,False,2,2,0.16064507620675217,0.20020948137555816,-0.039564405168805994,2,2,1
adamw,parallel,parallel_ex000102_eng_latn,False,False,2,2,0.20150327682495117,0.5855949719746905,-0.3840916951497393,3,0,1
adamw,parallel,parallel_ex000103_eng_latn,False,False,4,4,2.8551228015453787,2.9360574994768416,-0.0809346979314629,2,2,0
adamw,parallel,parallel_ex000104_eng_latn,False,False,4,3,2.356649398803711,2.088461399078369,0.2681879997253418,1,1,2
adamw,parallel,parallel_ex000105_eng_latn,False,True,2,1,0.21114659309387207,0.0,0.21114659309387207,2,1,1
adamw,parallel,parallel_ex000106_eng_latn,False,True,2,1,1.4728753566741943,0.0,1.4728753566741943,0,1,1
adamw,parallel,parallel_ex000107_eng_latn,False,False,3,3,2.9741236368815107,3.2796287536621085,-0.3055051167805978,2,2,1
adamw,parallel,parallel_ex000108_eng_latn,False,False,2,3,0.43120813369750977,1.3606501579284664,-0.9294420242309567,0,0,2
adamw,nonparallel,group0123_ex000000_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000001_eng_latn_0_v1,False,False,2,2,0.01513905653548786,0.13217961092172903,-0.11704055438624117,0,0,1
adamw,nonparallel,group0123_ex000002_eng_latn_0_v1,True,False,1,2,0.0,0.05345641242133281,-0.05345641242133281,0,1,0
adamw,nonparallel,group0123_ex000003_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000004_eng_latn_0_v1,False,False,2,2,0.06518442723658247,0.023811459231685816,0.04137296800489665,0,0,1
adamw,nonparallel,group0123_ex000005_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000006_eng_latn_0_v1,False,False,2,2,0.5293930278104897,0.38309076253105623,0.14630226527943346,1,1,0
adamw,nonparallel,group0123_ex000007_eng_latn_0_v1,False,True,2,1,0.009907670454546214,0.0,0.009907670454546214,1,0,0
adamw,nonparallel,group0123_ex000008_eng_latn_0_v1,True,False,1,2,0.0,0.1969202215021304,-0.1969202215021304,1,0,1
adamw,nonparallel,group0123_ex000009_eng_latn_0_v1,False,False,2,2,1.0289996331479365,0.969357402384782,0.05964223076315456,0,0,1
adamw,nonparallel,group0123_ex000010_eng_latn_0_v1,False,False,2,2,0.16764352487963308,0.24777534597771878,-0.0801318210980857,1,1,0
adamw,nonparallel,group0123_ex000011_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000012_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000013_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000014_eng_latn_0_v1,False,True,2,1,0.6566276913597475,0.0,0.6566276913597475,0,1,1
adamw,nonparallel,group0123_ex000015_eng_latn_0_v1,False,False,2,2,0.08372048770680163,0.03343963623046875,0.05028085147633288,0,0,1
adamw,nonparallel,group0123_ex000016_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000017_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000018_eng_latn_0_v1,False,False,2,2,0.17330566009917803,0.09286446179146424,0.08044119830771379,0,0,1
adamw,nonparallel,group0123_ex000020_eng_latn_0_v1,True,False,1,2,0.0,0.09231196812221043,-0.09231196812221043,1,0,1
adamw,nonparallel,group0123_ex000021_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000022_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000023_eng_latn_0_v1,False,False,2,2,0.20619943406846808,0.2141155666775174,-0.007916132609049331,0,0,1
adamw,nonparallel,group0123_ex000024_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000025_eng_latn_0_v1,False,False,2,2,0.9913631785999648,1.35730656710538,-0.3659433885054151,0,0,1
adamw,nonparallel,group0123_ex000026_eng_latn_0_v1,True,False,1,2,0.0,0.24909695712002833,-0.24909695712002833,0,1,0
adamw,nonparallel,group0123_ex000027_eng_latn_0_v1,False,False,2,2,0.07209614345005555,0.3965094430106024,-0.3244132995605469,0,0,1
adamw,nonparallel,group0123_ex000028_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000029_eng_latn_0_v1,False,True,2,1,0.8504798889160154,0.0,0.8504798889160154,1,0,0
adamw,nonparallel,group0123_ex000030_eng_latn_0_v1,True,False,1,2,0.0,0.05528586251395051,-0.05528586251395051,1,0,1
adamw,nonparallel,group0123_ex000031_eng_latn_0_v1,False,False,2,2,0.46858242579868836,1.1409339904785156,-0.6723515646798273,1,1,0
adamw,nonparallel,group0123_ex000032_eng_latn_0_v1,False,False,2,2,0.039157867431640625,0.041541099548339844,-0.0023832321166992188,1,1,0
adamw,nonparallel,group0123_ex000033_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000034_eng_latn_0_v1,True,False,1,2,0.0,0.1005392635569855,-0.1005392635569855,1,0,1
adamw,nonparallel,group0123_ex000035_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000036_eng_latn_0_v1,True,False,1,2,0.0,0.09526526409646774,-0.09526526409646774,1,0,1
adamw,nonparallel,group0123_ex000037_eng_latn_0_v1,False,True,2,1,0.11937284469604492,0.0,0.11937284469604492,1,0,0
adamw,nonparallel,group0123_ex000038_eng_latn_0_v1,True,False,1,2,0.0,0.022703904371994987,-0.022703904371994987,1,0,1
adamw,nonparallel,group0123_ex000039_eng_latn_0_v1,False,False,2,2,0.7393097223020066,0.829540651608137,-0.0902309293061303,0,0,1
adamw,nonparallel,group0123_ex000040_eng_latn_0_v1,False,False,2,2,0.22517885480608335,0.005692618233816837,0.2194862365722665,1,1,0
adamw,nonparallel,group0123_ex000041_eng_latn_0_v1,False,False,2,2,0.3866587370828869,0.30816700255948737,0.07849173452339953,0,0,1
adamw,nonparallel,group0123_ex000042_eng_latn_0_v1,False,False,2,2,0.18756109873453752,0.25501372019449864,-0.06745262145996112,0,0,1
adamw,nonparallel,group0123_ex000043_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000044_eng_latn_0_v1,False,False,2,2,0.11009788513183594,0.04349263509114554,0.0666052500406904,1,1,0
adamw,nonparallel,group0123_ex000045_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000046_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000047_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000048_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000049_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000050_eng_latn_0_v1,False,False,2,2,0.14233204458846505,0.1662979969362013,-0.02396595234773624,0,0,1
adamw,nonparallel,group0123_ex000051_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000052_eng_latn_0_v1,False,False,2,2,0.35258047921317015,0.48328917367117796,-0.1307086944580078,1,1,0
adamw,nonparallel,group0123_ex000053_eng_latn_0_v1,False,False,2,2,0.5033729553222654,0.5603326063889726,-0.056959651066707195,1,1,0
adamw,nonparallel,group0123_ex000054_eng_latn_0_v1,False,True,2,1,0.04504048066980637,0.0,0.04504048066980637,1,0,0
adamw,nonparallel,group0123_ex000055_eng_latn_0_v1,False,False,2,2,0.037109375,0.634338965782753,-0.597229590782753,0,0,1
adamw,nonparallel,group0123_ex000056_eng_latn_0_v1,False,False,2,2,0.18616231282552054,0.2743163366942669,-0.08815402386874638,0,0,1
adamw,nonparallel,group0123_ex000057_eng_latn_0_v1,True,False,1,2,0.0,0.09075639279037429,-0.09075639279037429,1,0,1
adamw,nonparallel,group0123_ex000058_eng_latn_0_v1,True,False,1,2,0.0,0.2507688082181492,-0.2507688082181492,1,0,1
adamw,nonparallel,group0123_ex000059_eng_latn_0_v1,False,False,2,2,0.030665471003605838,0.05139937034020026,-0.02073389933659442,1,1,0
adamw,nonparallel,group0123_ex000060_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000061_eng_latn_0_v1,False,False,2,2,1.3840833391462057,0.9397650219145275,0.44431831723167825,1,1,0
adamw,nonparallel,group0123_ex000062_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000063_eng_latn_0_v1,False,False,2,2,1.020033836364746,1.5654640197753906,-0.5454301834106445,1,1,0
adamw,nonparallel,group0123_ex000064_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000066_eng_latn_0_v1,False,False,2,2,1.110337988535563,0.8265201568603517,0.28381783167521135,0,0,1
adamw,nonparallel,group0123_ex000067_eng_latn_0_v1,False,False,2,2,0.04271189371744821,0.32299232482910156,-0.28028043111165335,0,0,1
adamw,nonparallel,group0123_ex000068_eng_latn_0_v1,False,False,2,2,1.3046954761851914,1.5834693561900743,-0.2787738800048829,1,1,0
adamw,nonparallel,group0123_ex000069_eng_latn_0_v1,False,False,2,2,0.3761726585594385,0.5758247890987915,-0.19965213053935305,0,0,1
adamw,nonparallel,group0123_ex000070_eng_latn_0_v1,True,False,1,2,0.0,0.006580470763531299,-0.006580470763531299,0,1,0
adamw,nonparallel,group0123_ex000071_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000072_eng_latn_0_v1,False,False,2,2,0.03833991156684036,0.11986533270941813,-0.08152542114257777,1,1,0
adamw,nonparallel,group0123_ex000073_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000074_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000075_eng_latn_0_v1,True,False,1,2,0.0,0.06274617513020786,-0.06274617513020786,1,0,1
adamw,nonparallel,group0123_ex000076_eng_latn_0_v1,False,False,2,2,0.07014617919921928,0.0776199340820316,-0.007473754882812322,0,0,1
adamw,nonparallel,group0123_ex000077_eng_latn_0_v1,False,False,2,2,0.11280314127604196,0.3628355662027998,-0.2500324249267578,0,0,1
adamw,nonparallel,group0123_ex000078_eng_latn_0_v1,False,False,2,2,1.0511172158377513,1.3323473249162947,-0.2812301090785434,0,0,1
adamw,nonparallel,group0123_ex000079_eng_latn_0_v1,False,False,2,2,0.5076465606689453,0.09168624877929688,0.41596031188964844,0,0,1
adamw,nonparallel,group0123_ex000080_eng_latn_0_v1,False,False,2,2,0.3382600148518877,0.20473003387451172,0.133529980977376,0,0,1
adamw,nonparallel,group0123_ex000081_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000082_eng_latn_0_v1,False,False,2,2,0.7464609146118164,0.45365802447001125,0.29280289014180516,0,0,1
adamw,nonparallel,group0123_ex000083_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000084_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000085_eng_latn_0_v1,False,True,2,1,0.0013588799370656268,0.0,0.0013588799370656268,1,0,0
adamw,nonparallel,group0123_ex000086_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000088_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000089_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000090_eng_latn_0_v1,False,False,2,2,0.7333749135335283,1.228830443488227,-0.49545552995469855,0,0,1
adamw,nonparallel,group0123_ex000091_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000092_eng_latn_0_v1,False,False,2,2,1.698573875427246,1.748799896240234,-0.050226020812988104,0,0,1
adamw,nonparallel,group0123_ex000094_eng_latn_0_v1,False,False,2,2,0.16549929450539969,0.011727950152228717,0.15377134435317097,1,1,0
adamw,nonparallel,group0123_ex000095_eng_latn_0_v1,False,False,2,2,0.23883901323590928,0.1303577423095703,0.10848127092633897,0,0,1
adamw,nonparallel,group0123_ex000096_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000097_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,0,0,0
adamw,nonparallel,group0123_ex000098_eng_latn_0_v1,True,False,1,2,0.0,0.10569621355105685,-0.10569621355105685,1,0,1
adamw,nonparallel,group0123_ex000099_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000100_eng_latn_0_v1,True,True,1,1,0.0,0.0,0.0,1,1,1
adamw,nonparallel,group0123_ex000101_eng_latn_0_v1,False,True,2,1,0.1345337761773,0.0,0.1345337761773,1,0,0
adamw,nonparallel,group0123_ex000102_eng_latn_0_v1,False,False,2,2,1.1132159233093262,1.2543354034423828,-0.14111948013305664,1,1,0
adamw,nonparallel,group0123_ex000103_eng_latn_0_v1,False,False,2,2,0.5199310996315702,0.6693697842684663,-0.14943868463689602,0,0,1
continuous_muon,parallel,parallel_ex000000_eng_latn,False,True,2,1,0.021238851547241033,0.0,0.021238851547241033,1,3,3
continuous_muon,parallel,parallel_ex000001_eng_latn,False,False,4,4,2.295136678786505,1.6179789134434293,0.6771577653430758,1,0,2
continuous_muon,parallel,parallel_ex000002_eng_latn,False,False,3,3,1.4832907177153092,1.7103653181166876,-0.2270746004013784,1,1,0
continuous_muon,parallel,parallel_ex000003_eng_latn,False,False,4,4,2.219883982340495,2.2921061833699548,-0.07222220102945975,1,1,3
continuous_muon,parallel,parallel_ex000004_eng_latn,True,True,1,1,0.0,0.0,0.0,0,0,0
continuous_muon,parallel,parallel_ex000005_eng_latn,True,True,1,1,0.0,0.0,0.0,1,1,1
continuous_muon,parallel,parallel_ex000008_eng_latn,False,False,3,4,1.090010643005371,1.5926775932312012,-0.5026669502258301,3,3,0
continuous_muon,parallel,parallel_ex000009_eng_latn,False,False,2,3,0.8249406814575195,2.9079437255859375,-2.083003044128418,3,3,2
continuous_muon,parallel,parallel_ex000010_eng_latn,False,False,3,3,0.2294353485107421,0.37969570159912136,-0.15026035308837926,2,0,3
continuous_muon,parallel,parallel_ex000011_eng_latn,False,False,3,2,0.2471729278564454,0.08351593017578107,0.16365699768066433,0,0,2
continuous_muon,parallel,parallel_ex000013_eng_latn,False,False,2,3,0.5008306503295898,1.4785737991333008,-0.9777431488037109,3,3,2
continuous_muon,parallel,parallel_ex000014_eng_latn,True,True,1,1,0.0,0.0,0.0,0,0,0
continuous_muon,parallel,parallel_ex000015_eng_latn,False,False,4,3,4.026791095733643,3.835132598876953,0.19165849685668945,0,0,2
continuous_muon,parallel,parallel_ex000016_eng_latn,False,False,2,2,1.9735233783721924,1.1112951437632244,0.862228234608968,3,3,1
continuous_muon,parallel,parallel_ex000017_eng_latn,False,True,2,1,0.06572262446085642,0.0,0.06572262446085642,2,0,0
continuous_muon,parallel,parallel_ex000018_eng_latn,True,True,1,1,0.0,0.0,0.0,1,1,1
continuous_muon,parallel,parallel_ex000020_eng_latn,False,True,2,1,1.6317399342854815,0.0,1.6317399342854815,2,3,3
continuous_muon,parallel,parallel_ex000021_eng_latn,True,True,1,1,0.0,0.0,0.0,0,0,0
continuous_muon,parallel,parallel_ex000022_eng_latn,True,True,1,1,0.0,0.0,0.0,3,3,3
continuous_muon,parallel,parallel_ex000023_eng_latn,False,False,3,3,1.5443567911783855,2.5612463633219402,-1.0168895721435547,1,1,3
