global_step,epoch,stage_length,n_chunks,charged_words,active_tokens,masked_tokens,microbatches,cumulative_words
374,1,64,1046,39456,57794,8688,17,14787556
375,1,64,1046,39964,58259,8920,17,14827520
376,1,64,1046,39475,58313,8819,17,14866995
377,1,64,1046,39646,58056,8952,17,14906641
378,1,64,1046,39564,58112,8721,17,14946205
379,1,64,1046,39540,58201,8850,17,14985745
380,1,64,1046,39387,58317,8841,17,15025132
381,1,64,1046,39683,57917,8671,17,15064815
382,1,64,1046,40465,58228,8630,17,15105280
383,1,64,1046,39622,58106,8775,17,15144902
384,1,64,1046,40040,58008,8617,17,15184942
385,1,64,1046,39619,57925,8664,17,15224561
386,1,64,1046,39374,57857,8579,17,15263935
387,1,64,1046,39093,57982,8616,17,15303028
388,1,64,1046,39803,58006,8818,17,15342831
389,1,64,1046,38970,57925,8526,17,15381801
390,1,64,1046,39196,58091,8719,17,15420997
391,1,64,1046,39806,58104,8796,17,15460803
392,1,64,1046,38912,58089,8670,17,15499715
393,1,64,1046,39730,57891,8669,17,15539445
394,1,64,1046,39642,58009,8668,17,15579087
395,1,64,1046,39059,57916,8627,17,15618146
396,1,64,1046,39972,58012,8763,17,15658118
397,1,64,1046,39900,58159,8858,17,15698018
398,1,64,1046,39376,58170,8795,17,15737394
399,1,64,1046,39679,57894,8967,17,15777073
400,1,64,1046,39312,58068,8523,17,15816385
401,1,64,1046,39187,57881,8689,17,15855572
402,1,64,1046,39557,57648,8658,17,15895129
403,1,64,1046,38970,58222,8626,17,15934099
404,1,64,1046,39905,58535,8861,17,15974004
405,1,64,1046,39897,58408,8835,17,16013901
406,1,64,1046,39642,57977,8723,17,16053543
407,1,64,1046,40098,57975,8755,17,16093641
408,1,64,1046,39924,58203,8808,17,16133565
409,1,64,1046,39284,57708,8751,17,16172849
410,1,64,1046,39948,58108,8578,17,16212797
411,1,64,1046,39049,58325,8866,17,16251846
412,1,64,1046,39611,57455,8428,17,16291457
413,1,64,1046,39349,57946,8671,17,16330806
414,1,64,1046,38765,58018,8621,17,16369571
415,1,64,1046,39637,58080,8816,17,16409208
416,1,64,1046,39394,58121,8684,17,16448602
417,1,64,1046,40163,58352,8710,17,16488765
418,1,64,1046,39234,57612,8564,17,16527999
419,1,64,1046,40014,57838,8562,17,16568013
420,1,64,1046,39404,57432,8888,17,16607417
421,1,64,1046,38984,57511,8365,17,16646401
422,1,64,1046,39450,58534,8925,17,16685851
423,1,64,1046,39637,58240,8578,17,16725488
424,1,64,1046,39293,57714,8457,17,16764781
425,1,64,1046,39360,57850,8493,17,16804141
426,1,64,1046,38969,58117,8490,17,16843110
427,1,64,1046,39489,58501,8855,17,16882599
428,1,64,1046,39686,58122,8962,17,16922285
429,1,64,1046,39752,58260,8909,17,16962037
430,1,64,1046,39735,57957,8726,17,17001772
431,1,64,1046,39622,57735,8624,17,17041394
432,1,64,1046,39332,58157,8725,17,17080726
433,1,64,1046,39268,58210,8626,17,17119994
434,1,64,1046,39310,58006,8518,17,17159304
435,1,64,1046,39534,57897,8735,17,17198838
436,1,64,1046,39411,58299,8744,17,17238249
437,1,64,1046,39877,58018,8632,17,17278126
438,1,64,1046,39026,57596,8882,17,17317152
439,1,64,1046,39392,57744,8515,17,17356544
440,1,64,1046,39184,58049,8628,17,17395728
441,1,64,1046,38616,58034,8634,17,17434344
442,1,64,1046,38885,58161,8802,17,17473229
443,1,64,1046,39471,58166,8541,17,17512700
444,1,64,1046,39639,57693,8600,17,17552339
445,1,64,1046,39272,58027,8698,17,17591611
446,1,64,1046,39344,57593,8645,17,17630955
447,1,64,1046,38951,57488,8615,17,17669906
448,1,64,1046,39543,58170,8608,17,17709449
449,1,64,1046,39498,57970,8699,17,17748947
450,1,64,1046,39083,57674,8690,17,17788030
451,1,64,1046,39405,58178,8850,17,17827435
452,1,64,1046,39284,57603,8399,17,17866719
453,1,64,1046,38748,57656,8697,17,17905467
454,1,64,1046,39826,58271,8743,17,17945293
455,1,64,1046,39329,57815,8629,17,17984622
456,1,64,1046,39351,57654,8616,17,18023973
457,1,64,1046,39228,57863,8677,17,18063201
458,1,64,1046,40259,58007,8636,17,18103460
459,1,64,1046,39801,58137,8701,17,18143261
460,1,64,1046,39604,58038,8853,17,18182865
461,1,64,1046,39122,58313,8831,17,18221987
462,1,64,1045,39087,58038,8469,17,18261074
463,1,64,1045,39564,57908,8729,17,18300638
464,1,64,1045,39437,57813,8520,17,18340075
465,1,64,1045,39912,58378,8908,17,18379987
466,1,64,1045,39970,58127,8656,17,18419957
467,1,64,1045,39431,57803,8478,17,18459388
468,1,64,1045,39310,58053,8727,17,18498698
469,1,64,1045,39247,57885,8553,17,18537945
470,1,64,1045,39581,57977,8736,17,18577526
471,1,64,1045,39369,58549,8509,17,18616895
472,1,64,1045,39039,58098,8718,17,18655934
473,1,64,1045,38735,58115,8738,17,18694669
474,1,64,1045,39907,58158,8857,17,18734576
475,1,64,1045,39391,58009,8820,17,18773967
476,1,64,1045,39563,57497,8713,17,18813530
477,1,64,1045,39368,58178,8644,17,18852898
478,1,64,1045,39460,58129,8594,17,18892358
479,1,64,1045,39100,57680,8438,17,18931458
480,1,64,1045,39659,57883,8645,17,18971117
481,1,64,1045,39291,57491,8713,17,19010408
482,1,64,1045,39850,57797,8551,17,19050258
483,1,64,1045,39485,57936,8493,17,19089743
484,1,64,1045,39220,57775,8569,17,19128963
485,1,64,1045,39809,57965,8753,17,19168772
486,1,64,1045,39911,57721,8669,17,19208683
487,1,64,1045,40257,58063,8905,17,19248940
488,1,64,1045,38960,57921,8695,17,19287900
489,1,64,1045,39397,57749,8682,17,19327297
490,1,64,1045,39330,58496,8917,17,19366627
491,1,64,1045,39734,58012,8641,17,19406361
492,1,64,1045,39516,57519,8753,17,19445877
493,1,64,1045,39376,57960,8484,17,19485253
494,1,64,1045,39796,58309,8740,17,19525049
495,1,64,1045,40434,58039,8739,17,19565483
496,1,64,1045,39439,58067,8564,17,19604922
497,1,64,1045,39517,57575,8384,17,19644439
498,1,64,1045,39344,57778,8596,17,19683783
499,1,64,1045,39396,57409,8660,17,19723179
500,1,64,1045,39191,57715,8540,17,19762370
501,1,64,1045,39522,57870,8585,17,19801892
502,1,64,1045,39711,57905,8570,17,19841603
503,1,64,1045,39632,57939,8734,17,19881235
504,1,64,1045,40116,58096,8567,17,19921351
505,1,64,1045,39086,57737,8671,17,19960437
506,1,64,1045,39563,58488,8834,17,20000000
507,2,64,1046,40230,57500,8681,17,20040230
508,2,64,1046,40315,57495,8680,17,20080545
509,2,64,1046,39885,57126,8436,17,20120430
510,2,64,1046,40372,57500,8535,17,20160802
511,2,64,1046,40495,57766,8776,17,20201297
512,2,64,1046,39546,57432,8579,17,20240843
513,2,64,1046,40084,58035,8708,17,20280927
514,2,64,1046,39607,57019,8328,17,20320534
515,2,64,1046,39878,57495,8514,17,20360412
516,2,64,1046,39715,57093,8763,17,20400127
517,2,64,1046,40294,57993,8773,17,20440421
518,2,64,1046,40047,58295,8588,17,20480468
519,2,64,1046,39879,58515,8610,17,20520347
520,2,64,1046,39495,57868,8810,17,20559842
521,2,64,1046,39393,57887,8788,17,20599235
522,2,64,1046,39594,58209,8698,17,20638829
523,2,64,1046,39460,58167,8680,17,20678289
524,2,64,1046,39561,57654,8550,17,20717850
525,2,64,1046,39619,58035,8705,17,20757469
526,2,64,1046,39451,58461,8835,17,20796920
527,2,64,1046,40010,58366,8720,17,20836930
528,2,64,1046,39799,58112,8596,17,20876729
529,2,64,1046,39971,58081,8837,17,20916700
530,2,64,1046,39536,57935,8787,17,20956236
531,2,64,1046,39907,58075,8738,17,20996143
532,2,64,1046,39178,58261,8760,17,21035321
533,2,64,1046,39105,57763,8712,17,21074426
534,2,64,1046,39241,57831,8586,17,21113667
535,2,64,1046,39092,57724,8812,17,21152759
536,2,64,1046,39618,57898,8847,17,21192377
537,2,64,1046,39521,58106,8957,17,21231898
538,2,64,1046,39818,58045,8767,17,21271716
539,2,64,1046,39501,58051,8779,17,21311217
540,2,64,1046,39158,58021,8790,17,21350375
541,2,64,1046,39720,57609,8724,17,21390095
542,2,64,1046,39784,58251,8792,17,21429879
543,2,64,1046,39969,58142,8653,17,21469848
544,2,64,1046,39399,57910,8682,17,21509247
545,2,64,1046,39182,57931,8758,17,21548429
546,2,64,1046,39455,57909,8719,17,21587884
547,2,64,1046,39299,57917,8901,17,21627183
548,2,64,1046,39639,58386,8834,17,21666822
549,2,64,1046,39230,58007,8819,17,21706052
550,2,64,1046,39549,58146,8843,17,21745601
551,2,64,1046,39913,57895,8845,17,21785514
552,2,64,1046,39064,57806,8476,17,21824578
553,2,64,1046,39258,58341,8912,17,21863836
554,2,64,1046,39550,58584,8683,17,21903386
555,2,64,1046,39422,57655,8760,17,21942808
556,2,64,1046,39328,58330,8927,17,21982136
557,2,64,1046,39271,57745,8417,17,22021407
558,2,64,1046,39697,57902,8523,17,22061104
559,2,64,1046,39870,58292,8813,17,22100974
560,2,64,1046,39910,58102,8670,17,22140884
561,2,64,1046,38818,58003,8667,17,22179702
562,2,64,1046,39506,58059,8600,17,22219208
563,2,64,1046,39413,57988,8499,17,22258621
564,2,64,1046,39544,57792,8421,17,22298165
565,2,64,1046,39878,58094,8718,17,22338043
566,2,64,1046,39820,58546,8682,17,22377863
567,2,64,1046,39104,58201,8597,17,22416967
568,2,64,1046,39550,57696,8581,17,22456517
569,2,64,1046,39300,57747,8644,17,22495817
570,2,64,1046,39025,58007,8883,17,22534842
571,2,64,1046,39044,57620,8430,17,22573886
572,2,64,1046,39575,57585,8474,17,22613461
573,2,64,1046,39408,57921,8496,17,22652869
574,2,64,1046,39196,57922,8711,17,22692065
575,2,64,1046,39314,58173,8923,17,22731379
576,2,64,1046,39615,58339,8769,17,22770994
577,2,64,1046,39298,58051,8792,17,22810292
578,2,64,1046,40182,57959,8546,17,22850474
579,2,64,1046,39232,57720,8515,17,22889706
580,2,64,1046,39485,57655,8522,17,22929191
