probe_id,pair_id,token_class_replayed,target_word_norm,strict_word_nonoverlap,source_word_count
rewritecond:2:27:compact:frontier_consolidation_fwcompact_medium_058642,compact:frontier_consolidation_fwcompact_medium_058642,overlap,and regulation,True,24
rewritecond:3:18:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,nonoverlap,more found,True,12
rewritecond:3:19:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,nonoverlap,found yearly,True,12
rewritecond:3:1:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,overlap,at least,True,12
rewritecond:3:9:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,overlap,000 plant,True,12
rewritecond:3:10:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,overlap,plant specie,True,12
rewritecond:3:12:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,overlap,live across,True,12
rewritecond:3:14:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,overlap,the state,True,12
rewritecond:3:17:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,overlap,with more,True,12
rewritecond:4:0:compact:frontier_consolidation_fwcompact_medium_044450,compact:frontier_consolidation_fwcompact_medium_044450,overlap,boat,False,10
rewritecond:4:4:compact:frontier_consolidation_fwcompact_medium_044450,compact:frontier_consolidation_fwcompact_medium_044450,overlap,are legally,True,10
rewritecond:4:6:compact:frontier_consolidation_fwcompact_medium_044450,compact:frontier_consolidation_fwcompact_medium_044450,overlap,legally responsible,True,10
rewritecond:4:9:compact:frontier_consolidation_fwcompact_medium_044450,compact:frontier_consolidation_fwcompact_medium_044450,overlap,wake,False,10
rewritecond:4:11:compact:frontier_consolidation_fwcompact_medium_044450,compact:frontier_consolidation_fwcompact_medium_044450,overlap,under federal,True,10
rewritecond:4:14:compact:frontier_consolidation_fwcompact_medium_044450,compact:frontier_consolidation_fwcompact_medium_044450,overlap,state law,True,10
rewritecond:5:6:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,nonoverlap,abundant,True,15
rewritecond:5:8:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,nonoverlap,year-round,True,15
rewritecond:5:10:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,nonoverlap,sunshine let,True,15
rewritecond:5:11:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,nonoverlap,lets council,True,15
rewritecond:5:1:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,overlap,zimbabwe,False,15
rewritecond:5:5:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,overlap,zimbabwe's abundant,True,15
rewritecond:5:7:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,overlap,abundant year-round,True,15
rewritecond:5:13:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,overlap,councils easily,True,15
rewritecond:5:14:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,overlap,easily harness,True,15
rewritecond:5:16:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,overlap,solar energy,True,15
rewritecond:6:1:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,nonoverlap,book,False,22
rewritecond:6:8:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,nonoverlap,rules cause,True,22
rewritecond:6:16:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,nonoverlap,words appear,True,22
rewritecond:6:17:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,nonoverlap,appear often,True,22
rewritecond:6:21:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,nonoverlap,decoding,True,22
rewritecond:6:23:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,nonoverlap,decoding hard,True,22
rewritecond:6:3:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,overlap,using common,True,22
rewritecond:6:6:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,overlap,phonic,False,22
rewritecond:6:9:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,overlap,cause confusion,True,22
rewritecond:6:12:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,overlap,many irregular,True,22
rewritecond:6:14:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,overlap,irregular,False,22
rewritecond:6:20:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,overlap,making decoding,True,22
rewritecond:7:0:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,nonoverlap,research,False,11
rewritecond:7:3:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,nonoverlap,science found,True,11
rewritecond:7:5:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,nonoverlap,evolution repeat,True,11
rewritecond:7:6:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,nonoverlap,repeat,False,11
rewritecond:7:10:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,nonoverlap,their combination,True,11
rewritecond:7:11:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,nonoverlap,combination,True,11
rewritecond:7:2:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,overlap,in science,True,11
rewritecond:7:4:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,overlap,found evolution,True,11
rewritecond:7:7:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,overlap,repeats skill,True,11
rewritecond:8:0:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,nonoverlap,more,False,22
rewritecond:8:9:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,nonoverlap,sometimes forcing,True,22
rewritecond:8:11:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,nonoverlap,abandonment,True,22
rewritecond:8:12:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,nonoverlap,abandonment due,True,22
rewritecond:8:15:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,nonoverlap,insufficient,True,22
rewritecond:8:17:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,nonoverlap,insufficient,True,22
rewritecond:8:1:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,overlap,more front,True,22
rewritecond:8:5:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,overlap,military operation,True,22
rewritecond:8:8:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,overlap,sometime,False,22
rewritecond:8:22:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,overlap,is generally,True,22
rewritecond:8:24:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,overlap,undesirable,False,22
rewritecond:8:26:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,overlap,undesirable,False,22
rewritecond:9:0:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,nonoverlap,article,False,8
rewritecond:9:1:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,nonoverlap,article,False,8
rewritecond:9:3:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,nonoverlap,update,True,8
rewritecond:9:7:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,nonoverlap,research publishe,True,8
rewritecond:9:8:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,nonoverlap,publishe,True,8
rewritecond:9:2:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,overlap,articles update,True,8
rewritecond:9:5:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,overlap,if new,True,8
rewritecond:9:6:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,overlap,new research,True,8
rewritecond:10:11:compact:frontier_consolidation_fwcompact_medium_018372,compact:frontier_consolidation_fwcompact_medium_018372,nonoverlap,canada united,True,7
rewritecond:10:13:compact:frontier_consolidation_fwcompact_medium_018372,compact:frontier_consolidation_fwcompact_medium_018372,nonoverlap,to form,True,7
rewritecond:10:7:compact:frontier_consolidation_fwcompact_medium_018372,compact:frontier_consolidation_fwcompact_medium_018372,overlap,upper,False,7
rewritecond:10:9:compact:frontier_consolidation_fwcompact_medium_018372,compact:frontier_consolidation_fwcompact_medium_018372,overlap,and lower,True,7
rewritecond:10:10:compact:frontier_consolidation_fwcompact_medium_018372,compact:frontier_consolidation_fwcompact_medium_018372,overlap,lower canada,True,7
rewritecond:10:15:compact:frontier_consolidation_fwcompact_medium_018372,compact:frontier_consolidation_fwcompact_medium_018372,overlap,the province,True,7
rewritecond:10:17:compact:frontier_consolidation_fwcompact_medium_018372,compact:frontier_consolidation_fwcompact_medium_018372,overlap,of canada,True,7
rewritecond:11:11:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,nonoverlap,879 death,True,9
rewritecond:11:12:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,nonoverlap,death tested,True,9
rewritecond:11:0:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,overlap,loui,False,9
rewritecond:11:2:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,overlap,the stammerer,True,9
rewritecond:11:3:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,overlap,stammerer,False,9
rewritecond:11:4:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,overlap,stammerer,False,9
rewritecond:11:6:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,overlap,stammerer's april,True,9
rewritecond:11:14:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,overlap,the treaty,True,9
rewritecond:12:0:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,nonoverlap,high,False,19
rewritecond:12:3:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,nonoverlap,mainly affect,True,19
rewritecond:12:5:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,nonoverlap,outdoor,False,19
rewritecond:12:6:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,nonoverlap,outdoor worker,True,19
rewritecond:12:10:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,nonoverlap,in poorly,True,19
rewritecond:12:12:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,nonoverlap,conditioned,True,19
rewritecond:12:1:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,overlap,high heat,True,19
rewritecond:12:2:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,overlap,heat mainly,True,19
rewritecond:12:4:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,overlap,affects outdoor,True,19
rewritecond:12:11:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,overlap,poorly conditioned,True,19
rewritecond:12:13:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,overlap,conditioned building,True,19
rewritecond:12:15:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,overlap,or vehicle,True,19
rewritecond:13:0:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,nonoverlap,saying,True,14
rewritecond:13:1:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,nonoverlap,saying,True,14
rewritecond:13:3:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,nonoverlap,flu come,True,14
rewritecond:13:20:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,nonoverlap,viruses help,True,14
rewritecond:13:21:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,nonoverlap,helps nothing,True,14
rewritecond:13:2:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,overlap,saying flu,True,14
rewritecond:13:6:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,overlap,influenza,False,14
rewritecond:13:7:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,overlap,influenza,False,14
rewritecond:13:10:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,overlap,and cold,True,14
rewritecond:13:13:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,overlap,from about,True,14
rewritecond:13:19:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,overlap,viruse,False,14
rewritecond:14:2:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,nonoverlap,americans' immunity,True,20
rewritecond:14:6:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,nonoverlap,unlike,True,20
rewritecond:14:16:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,nonoverlap,fuel,True,20
rewritecond:14:21:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,nonoverlap,skepticism because,True,20
rewritecond:14:24:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,nonoverlap,makes people,True,20
rewritecond:14:25:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,nonoverlap,people believe,True,20
rewritecond:14:0:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,overlap,american,False,20
rewritecond:14:8:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,overlap,in papua,True,20
rewritecond:14:10:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,overlap,papua new,True,20
rewritecond:14:17:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,overlap,fuels skepticism,True,20
rewritecond:14:19:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,overlap,skepticism,False,20
rewritecond:14:22:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,overlap,because seeing,True,20
rewritecond:15:0:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,nonoverlap,engineering,False,20
rewritecond:15:3:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,nonoverlap,solutions ensuring,True,20
rewritecond:15:11:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,nonoverlap,because material,True,20
rewritecond:15:13:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,nonoverlap,seepage,True,20
rewritecond:15:19:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,nonoverlap,catastrophically,True,20
rewritecond:15:21:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,nonoverlap,harm resident,True,20
rewritecond:15:2:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,overlap,engineering solution,True,20
rewritecond:15:5:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,overlap,cavity,False,20
rewritecond:15:7:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,overlap,integrity,False,20
rewritecond:15:16:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,overlap,could catastrophically,True,20
rewritecond:15:18:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,overlap,catastrophically,True,20
rewritecond:15:25:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,overlap,the environment,True,20
rewritecond:16:7:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,nonoverlap,two function,True,22
rewritecond:16:9:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,nonoverlap,are coloring,True,22
rewritecond:16:11:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,nonoverlap,sound via,True,22
rewritecond:16:18:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,nonoverlap,maximizing,True,22
rewritecond:16:20:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,nonoverlap,energy transfer,True,22
rewritecond:16:1:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,overlap,the acoustic,True,22
rewritecond:16:4:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,overlap,acoustic system,True,22
rewritecond:16:13:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,overlap,harmonic,False,22
rewritecond:16:17:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,overlap,maximizing,True,22
rewritecond:16:26:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,overlap,we perceive,True,22
rewritecond:16:30:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,overlap,loudness,False,22
rewritecond:17:1:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,nonoverlap,he said,True,20
rewritecond:17:4:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,nonoverlap,could work,True,20
rewritecond:17:5:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,nonoverlap,work alone,True,20
rewritecond:17:7:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,nonoverlap,but need,True,20
rewritecond:17:10:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,nonoverlap,distributor,True,20
rewritecond:17:12:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,nonoverlap,though,True,20
rewritecond:17:9:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,overlap,a distributor,True,20
rewritecond:17:14:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,overlap,blending,False,20
rewritecond:17:20:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,overlap,10 percent,True,20
rewritecond:17:23:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,overlap,petrol,False,20
rewritecond:17:26:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,overlap,diesel,False,20
rewritecond:17:29:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,overlap,most likely,True,20
rewritecond:18:2:compact:frontier_consolidation_fwcompact_medium_040052,compact:frontier_consolidation_fwcompact_medium_040052,nonoverlap,dyes work,True,7
rewritecond:18:3:compact:frontier_consolidation_fwcompact_medium_040052,compact:frontier_consolidation_fwcompact_medium_040052,nonoverlap,work best,True,7
rewritecond:18:1:compact:frontier_consolidation_fwcompact_medium_040052,compact:frontier_consolidation_fwcompact_medium_040052,overlap,dyes,False,7
rewritecond:18:5:compact:frontier_consolidation_fwcompact_medium_040052,compact:frontier_consolidation_fwcompact_medium_040052,overlap,in water,True,7
rewritecond:18:6:compact:frontier_consolidation_fwcompact_medium_040052,compact:frontier_consolidation_fwcompact_medium_040052,overlap,water deeper,True,7
rewritecond:18:8:compact:frontier_consolidation_fwcompact_medium_040052,compact:frontier_consolidation_fwcompact_medium_040052,overlap,than two,True,7
rewritecond:18:9:compact:frontier_consolidation_fwcompact_medium_040052,compact:frontier_consolidation_fwcompact_medium_040052,overlap,two feet,True,7
