row_index,source,words,raw_tokens,row256_active_tokens,u256_recovered_tokens,u256_recovered_full_words,u256_boundary_tokens,shift_score,prefix_cue_density,suffix_cue_density,suffix_sample,prefix_tail_sample,suffix_action,suffix_causal_temporal,suffix_physical_object,suffix_spatial_state,suffix_mental_social,suffix_material_property,suffix_quantitative,suffix_numbers,suffix_capitalized,suffix_cleanish_flag,suffix_encoding_noise_flag,suffix_allcaps_dense_flag,suffix_is_childes_like,suffix_is_subtitle_like,suffix_is_list_like
46375,childes,160,258,256,2,1,0,0.8930817610062893,0.1069182389937107,1.0,hand.,is it? *CHI: lunch time. *CHI: these are my racing glasses. *CHI: I'm pumping grain Mommy. *CHI: you want grain? *MOT: oh yes what shall I do with it? *CHI: eat it. *CHI: hold your,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
28975,childes,160,257,256,1,1,0,0.8930817610062893,0.1069182389937107,1.0,talk,*CHI: yep. *MOT: was he good? *CHI: yeah. *CHI: when I lived in a bunkhouse and I saw a snake coming out. *MOT: oh in the bunkhouse. *MOT: what did you do? *CHI: I just,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
32916,open_subtitles,160,257,256,1,1,0,0.8930817610062893,0.1069182389937107,1.0,in,"theory true or false test. A: When George W. Bush started his first oil company... who helped funding? Osama bin Laden's brother and brother-in-law, true or false? B: After a terrorist bomb in the barracks",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
39267,simple_wiki,160,257,256,1,1,0,0.8930817610062893,0.1069182389937107,1.0,fall,"its release, ""DNA"" received positive reviews from music critics. Track listing. Notes Personnel. Adapted from AllMusic. = = = First Battle of Ypres = = = The First Battle of Ypres took place in the",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40836,simple_wiki,160,257,256,1,1,0,0.8930817610062893,0.1069182389937107,1.0,in,"Herbert Miller Jr.; November 20, 1924 – September 9, 2022) was an American actor and writer. He played Bill Hooten in ""Guestward, Ho!"", Jim Nash in ""Please Don't Eat the Daisies"" television series, and Alvie",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4836,simple_wiki,160,259,256,3,1,2,0.8867924528301887,0.11320754716981132,1.0,in,"Rantzau (25 October 1949 – 6 November 2022) was a German equestrian and sports administrator. As an equestrian, Rantzau became European junior champion (individual) in 1967. As a senior he became German national champion (team)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13748,open_subtitles,160,258,256,2,1,1,0.8867924528301887,0.11320754716981132,1.0,two,"Just breathe. - I can't breathe. Is okay. Come on, breathe. Is okay. Is okay. You need to breathe. Good, good. Breathe. I shoulïve believed you from the start. I'm sorry. Dakota. Douglas Norquist. There's",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
62773,childes,160,257,256,1,1,0,0.8867924528301887,0.11320754716981132,1.0,on,yeah. *INV1: yeah I would be scared too. *CHI: Mom was crying. *INV1: hm it must have been unpleasant. = = = childes/CHILDES_NA/HSLLD/HV3/ER/rocer3.cha = = = [Home Visit 3] *INV1: um Chi. *CHI: yes. *INV1:,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
23714,childes,160,259,256,3,2,1,0.8860759493670887,0.11392405063291139,1.0,go get,looks like one. *CHI: there's a tiger. *MOT: Chi they even have cars this time. *MOT: she just studied dinosaurs in school. *SIS: this is somethin' like the one we bought Sean. *MOT: mhm. *SIS:,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40898,childes,160,258,256,2,1,0,0.8805031446540881,0.11949685534591195,1.0,on?,some sugar Mommy. *MOT: Adam how d' you make the cookie dough? *CHI: I roll de cookies. *CHI: I making xxx. *MOT: you're making what? *MOT: bread? *CHI: which one dis goes on? *CHI: dis,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
49966,childes,160,258,256,2,1,0,0.8805031446540881,0.11949685534591195,1.0,one.,this? *ROG: I'm hungry for my dinner but but what? *CHI: I can't think of that. *ROG: what could it be? *ROG: I'm hungry for my dinner but... *MOT: you know the answer to that,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
10787,childes,160,257,256,1,1,0,0.8805031446540881,0.11949685534591195,1.0,want,there for you. *MOT: you might be able to see what you write better if you use that. *CHI: hey. *CHI: you not big enough to play the game. *MOT: I don't understand why you,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16678,childes,160,257,256,1,1,0,0.8805031446540881,0.11949685534591195,1.0,say,pieces back. *MAR: or else he'll be destroyed right? *FAT: right. *MAR: no he's too strong for people to destroy him. *FAT: because why he's... *MAR: he's stronger. *FAT: indestructible. *MAR: instructible. *FAT: can you,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
28089,childes,160,257,256,1,1,0,0.8805031446540881,0.11949685534591195,1.0,call,doesn't hafta share. *CHI: the stool is for the cat. *FAT: okay I'll share. *FAT: I like the cat anyways. *FAT: I wanna share. *MAR: mm yeah. *MAR: xxx good cat. *FAT: what should we,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
58291,childes,160,257,256,1,1,0,0.8805031446540881,0.11949685534591195,1.0,all,ah sorry. %add: EX1 *MOT: don't do that. %add: Chi [Chi is still playing with The Very Hungry Caterpillar.] *MOT: what did you like about it? [annoyed tone] *CHI: um fireworks. *MOT: tell her about,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
33704,simple_wiki,160,259,256,3,1,2,0.8742138364779874,0.12578616352201258,1.0,in,"= = = Rosta, Piedmont = = = Rosta is a ""comune"" in the Metropolitan City of Turin in the Piedmont region in Italy. = = = Rubiana = = = Rubiana is a ""comune""",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
47374,gutenberg,160,258,256,2,1,1,0.8742138364779874,0.12578616352201258,1.0,From,"an' kissed it. Ain't they lovely?"" ""Well, I don' know about lovely,"" said the young man, in a judicial manner, ""but the crow, as I take him, is a kind of long-suffering orphan among birds.",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
51156,childes,160,258,256,2,1,0,0.8742138364779874,0.12578616352201258,1.0,people.,*MAR: and then when you catch it it would catch them down blubbing in the water and they could xxx... *MAR: and rip them up. *FAT: that's right. *FAT: that'd be the end of those,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7093,childes,160,257,256,1,1,0,0.8742138364779874,0.12578616352201258,1.0,up,World? *CHI: um that think that you go up in. *FAT: right. *FAT: tramway. *FAT: what else? *FAT: oh no the the the up the needle the up the needle and where it goes twirling,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9274,simple_wiki,160,257,256,1,1,0,0.8742138364779874,0.12578616352201258,1.0,Girl,"of the Provincial Assembly of the Punjab, from May 2013 to May 2018, and MPA from 15 August 2018 to till 13 January 2023. = = = Fastest Girl in Town = = = ""Fastest",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
38160,childes,160,257,256,1,1,0,0.8742138364779874,0.12578616352201258,1.0,one,"do you doing? *CHI: "" I'm eating popsicle. "" *CHI: I'm eating popsicle. *CHI: "" I have a popsicle for Ross. "" *CHI: I have a popsicle for daddy. *FAT: good. *FAT: all that was",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
57437,childes,160,259,256,3,2,0,0.8734177215189873,0.12658227848101267,1.0,can] open,you're there. *MOT: turn that. *CHI: aw it's a cold hole. *MOT: how can it be an old hole when you just made it? *MOT: that hasta be a new hole. *CHI: I can't [?,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
50304,childes,160,258,256,2,2,0,0.8734177215189873,0.12658227848101267,1.0,come on,all here together. *MOT: here we are together to'... [2u sings] [trying to start CHI on another song] *CHI: together togeth'... [sings] *CHI: zzz. [hums] *MOT: come on sing xxx sing it to her xxx,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7865,qwen_pair_packed,124,264,256,8,1,2,0.8699186991869918,0.13008130081300814,1.0,1938.,"very strong hurricane (either category three or four) brought a storm surge onto Block Island. A powerful hurricane, estimated at either Category Three or Four, struck Block Island with a storm surge on September 21,",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
7534,childes,160,257,256,1,1,0,0.8679245283018868,0.1320754716981132,1.0,push,whoops! *INV: I think it does. *INV: yay! %int: lengthened [Chi gets a piece into place] *MOT: that's a good fit! *MOT: he's a hard bird! *INV: you hafta kind of you hafta kind of,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35344,childes,160,257,256,1,1,0,0.8679245283018868,0.1320754716981132,1.0,in,*CHI: bugs dey try to get my spear. *MOT: bugs try to get your spear? *CHI: yep. *CHI: you have one. *CHI: and I throw the bug. *CHI: I gonna show... *MOT: you put them,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
39667,simple_wiki,160,257,256,1,1,0,0.8679245283018868,0.1320754716981132,1.0,on,"Caballeros"" and features the characters Donald Duck, José Carioca and Panchito Pistoles. It was first released in 2018 in the Philippines following the success of ""DuckTales"". In the United States, it was released on Disney+",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
46849,childes,160,257,256,1,1,0,0.8679245283018868,0.1320754716981132,1.0,on,lady? *MOT: maybe that shoelace isn't very good Adam. *PAU: [puts bowl on his head] *CHI: you look like a mashed boy. *CHI: he looks [? look] like a mashed boy. [hits bowl which is,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
34333,childes,160,258,256,2,1,0,0.8616352201257862,0.13836477987421383,1.0,some.,other kind I don't want talk in my voice. *MOT: you remember the lady that came here? *MOT: Kenner? [mother meant to say Kennan] *MOT: gimme that. *CHI: I want them. *CHI: I xxx had,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6186,childes,160,257,256,1,1,0,0.8616352201257862,0.13836477987421383,1.0,over,wouldn't go xxx didn't. *MOT: I got some this morning. *SIS: because... *SIS: because mom they had toilet paper all over the bathroom. *CHI: mommy! *MOT: who? *SIS: um the bathroom had toilet paper all,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
23595,simple_wiki,160,257,256,1,1,0,0.8616352201257862,0.13836477987421383,1.0,person,"= Maryna Zolatava (, ) (born on November 6, 1977, in Minsk, Belarus) is a journalist and political prisoner from Belarus. In 2004 she became the main editor of TUT.BY. Nasha Niva named her the",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24323,childes,160,257,256,1,1,0,0.8616352201257862,0.13836477987421383,1.0,on,[chuckles]. *INV: congratulations you must have studied pretty hard for that huh? *CHI: I studied in one day that's all. *CHI: [laughs]. *INV: well good! *MOT: well he sh spent every day on it xxx,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
40591,childes,160,257,256,1,1,0,0.8616352201257862,0.13836477987421383,1.0,on,if we had a board. *MOT: well this [construction paper] is a board. *CHI: no it isn't it's paper. *MOT: try here. *MOT: okay just try this. *CHI: right first I'll build. [puts red block,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
50031,childes,160,257,256,1,1,0,0.8616352201257862,0.13836477987421383,1.0,start,*CHI: guess what I'm watching. *INV: that's... *CHI: we were watching. *INV: what's that? *CHI: Return of the Jedi. *INV: okay. %int: sing-song *INV: that's a neat movie huh? *CHI: do you think I should,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
57068,simple_wiki,160,259,256,3,2,0,0.8607594936708861,0.13924050632911392,1.0,on 4,"temperatures can occur. For example, Longyearbyen reached almost into double figures Celsius on 30 January 1984. The warmest recorded temperature was as high as on 17 July 1977. The coldest temperature was a very cold",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
34335,childes,160,258,256,2,1,0,0.8553459119496856,0.14465408805031446,1.0,[all,up to the clouds. %int: 4 lengthened *MOT: yeah. %int: lengthened *MOT: and what did you do all while we were there? *CHI: I didn't go to the beach. [speaks softly] *MOT: yes you did.,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
46542,childes,160,258,256,2,1,1,0.8553459119496856,0.14465408805031446,1.0,come,*MOT: can we think of something? *CHI: [slides off of chair] *CHI: no. *MOT: oh I know what scared you before. *CHI: what? *MOT: stand up. *MOT: come here I'll tell you. *CHI: oh! *MOT:,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9375,simple_wiki,160,257,256,1,1,0,0.8553459119496856,0.14465408805031446,1.0,up,"(1,800 mi). It makes up about 84% of Earth's volume. The Earth's mantle behaves as a viscous fluid. Other planetary mantles. Mercury has a silicate mantle that is approximately 490 km thick. Mercury's mantle makes",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
48842,open_subtitles,160,257,256,1,1,0,0.8553459119496856,0.14465408805031446,1.0,close,"What just happened? That's my dress. That's my dress! And that's my dress! And that's my dress! And that's my dress! Look, babe, if you want to go shopping, I'll call tomorrow and have them",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27553,simple_wiki,160,263,256,7,2,0,0.8544303797468354,0.14556962025316456,1.0,"In 2014,","was a professor of mechanical engineering and materials science at The University of Texas at Austin. He is known for his creation of the lithium-ion battery, which is used on cellphones such as iphones. Career.",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
48452,childes,160,260,256,4,1,2,0.8490566037735849,0.1509433962264151,1.0,see?,dis goes dere. *CHI: and dis goes dere. *CHI: and dat goes next to it. *CHI: now one. *CHI: now three. *CHI: that's such a long one. *CHI: it's just looks like a gun. *CHI:,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8738,childes,160,259,256,3,1,2,0.8490566037735849,0.1509433962264151,1.0,keep,"me a song. *CHI: ssh there's a hole in the bowl. *CHI: the hole it grow. *GLO: yeah that's alright. *CHI: [exits on the run, re-enters after] [aft Random sounds from without the kitchen] *CHI:",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3348,childes,160,258,256,2,1,0,0.8490566037735849,0.1509433962264151,1.0,right?,yeah. *FAT: oh there's a cat cat cat yeah. *CHI: my blue one is a little baby car back in Denver. *CHI: Mark will get to ride ride in... *FAT: in the baby push car,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
10188,childes,160,257,256,1,1,0,0.8490566037735849,0.1509433962264151,1.0,on,I see it? *CHI: what is dis Ursula? *CHI: huh? *URS: it's a bunny rabbit. *CHI: what is dat Robin had? *CHI: what is dis? *URS: an eraser. *CHI: eraser for what? *URS: to erase,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
50350,childes,160,257,256,1,1,0,0.8490566037735849,0.1509433962264151,1.0,all,Italy tigers. *MOT: lions and Italy tigers? *MOT: Italian tigers? *CHI: yeah. *MOT: are they different from any other tigers? *CHI: yeah. *MOT: how are they different? *CHI: different here in Boston. [playing with train,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
34830,childes,160,259,256,3,1,2,0.8427672955974843,0.15723270440251572,1.0,eat,xxx? *CHI: what about my soda? *MOT: so you already two glasses of soda. *MOT: eat your supper. *CHI: there's no more left? *MOT: eat your supper Chi. [grunts] *CHI: there's no more left. *MOT:,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44646,childes,160,258,256,2,1,1,0.8427672955974843,0.15723270440251572,1.0,find,*MOT: he really understands a deal. *MOT: when it's time to get Adam he gets his coat on and goes to the door. *MOT: you forgot all about your belt didn't you? *CHI: I can't,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13474,childes,160,257,256,1,1,0,0.8427672955974843,0.15723270440251572,1.0,teacher,*MOT: you got one extra kid. *CHI: oh. *MOT: no no. *MOT: pretend this is the teacher. *MOT: she stays after school. *MOT: bye bye kids! [speaking for teacher] *CHI: no. %int: whining *CHI: the,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
34110,open_subtitles,160,257,256,1,1,0,0.8427672955974843,0.15723270440251572,1.0,in,"$30,000? One could buy a Porsche with this thing. Try not to drop it. JOE CAMPBELL (VOICEOVER): We grew up together, same town. Except see, his father seemed to own most of it. They lived",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
44605,childes,160,259,256,3,2,1,0.8417721518987342,0.15822784810126583,1.0,up on,Mommy get away. *MOT: Mommy went away? *MOT: you know what I... *CHI: xxx you get away. *MOT: I pushed Nina on the swing didn't I? *CHI: ummhm [yes]. *MOT: where did you go? *CHI:,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0
53309,simple_wiki,160,262,256,6,1,0,0.8364779874213837,0.16352201257861634,1.0,1939),"was not obtained from a huge natural emerald, but that it was a simple green glass vase, with no economic value. = = = Ellen Travolta = = = Ellen M. Travolta (born October 6,",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
41884,childes,160,257,256,1,1,0,0.8364779874213837,0.16352201257861634,1.0,more,stew. *MOT: see the carrots in there? *MOT: see this? *MOT: here let's get xxx. *CHI: I have my xxx carrots. *MOT: we don't want Adam eating xxx. *MOT: see if we can find some,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
60776,childes,160,257,256,1,1,0,0.8364779874213837,0.16352201257861634,1.0,up,in like that? *CHI: and the same? *CHI: and it all right in here. *CHI: they all the same. *CHI: and... *CHI: hey that one sticks. *CHI: now. *MOT: look it I pick this thing,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
20733,childes,160,260,256,4,2,1,0.8354430379746836,0.16455696202531644,1.0,right off.,pay for this one? *MOT: no. *SIS: Mommy? *MOT: what? *SIS: you're sposta sell it not give it away for free. *MOT: why Sis? *WOM: how'd you get that sticker on there? *MOT: it peels,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0
53077,childes,160,258,256,2,2,0,0.8354430379746836,0.16455696202531644,1.0,you open,pretty flowers aren't they? *MOT: what? [Nina is trying to open the birthday card in the wrong way] *CHI: hard. *CHI: oh hard. *MOT: it's hard to open that way. *MOT: that's not the way,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8658,open_subtitles,160,262,256,6,1,5,0.8301886792452831,0.16981132075471697,1.0,put,"shh shh! Get in the car. Come on. Up,baby,up anddown - Come on - Down, down Tillyou touch the ground Up,baby,up anddown Comeon Shakeitup like I knew you would Witha littlebit of pole-shakin' action Abootylikethat",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37620,simple_wiki,160,262,256,6,1,1,0.8301886792452831,0.16981132075471697,1.0,1921,"Side. Purple died of a heart attack while riding his bike across the Williamsburg Bridge in New York City, aged 84. = = = Harry J. Lipkin = = = Harry Jeannot Lipkin (June 16,",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
