mode,example_id,hard52,categories,reference_correct,reference_rank,reference_margin,reference_choice,control_correct,control_rank,control_margin,control_choice,treatment_correct,treatment_rank,treatment_margin,treatment_choice,treat_minus_control_rank,treat_minus_control_margin
parallel,parallel_ex000073_eng_latn,True,"physical_object_interaction;tool_affordance;officialcat:object_properties_interactions, affordances",False,3,1.1244109017508368,1,False,2,0.6392397199358264,1,False,4,1.4533555167061945,1,2,0.814115796770368
parallel,parallel_ex000074_eng_latn,False,"physical_object_interaction;officialcat:object_properties_interactions, affordances",True,1,0.0,2,True,1,0.0,2,True,1,0.0,2,0,0.0
parallel,parallel_ex000075_eng_latn,False,physical_object_interaction;officialcat:spatial,False,2,0.1788088026500878,0,False,2,0.8008580889020651,0,False,2,0.3658985864548452,0,0,-0.4349595024472199
parallel,parallel_ex000076_eng_latn,False,"physical_object_interaction;officialcat:object_properties_interactions, affordances",True,1,0.0,0,False,2,0.7261283738272533,3,False,2,0.5084629058837891,3,0,-0.2176654679434642
parallel,parallel_ex000077_eng_latn,False,"physical_object_interaction;officialcat:object_properties_interactions, affordances",False,2,0.5132360458374023,3,True,1,0.0,2,False,2,0.46321868896484375,3,1,0.46321868896484375
parallel,parallel_ex000078_eng_latn,False,"physical_object_interaction;officialcat:object_properties_interactions, affordances",False,3,0.1463165283203125,1,False,2,0.4064563115437827,0,False,2,0.7140140533447266,0,0,0.30755774180094386
parallel,parallel_ex000079_eng_latn,True,physical_object_interaction;officialcat:object_properties_interactions,False,4,2.321968714396159,1,False,3,1.6234871546427407,1,False,4,1.5518315633138022,1,1,-0.0716555913289385
parallel,parallel_ex000080_eng_latn,False,physical_object_interaction;officialcat:object_properties_interactions,False,2,0.5267005988529749,0,True,1,0.0,2,True,1,0.0,2,0,0.0
parallel,parallel_ex000081_eng_latn,False,physical_object_interaction;officialcat:object_properties_interactions,True,1,0.0,0,False,2,0.5944949410178451,2,False,2,0.38654018748890273,2,0,-0.20795475352894233
parallel,parallel_ex000082_eng_latn,False,physical_object_interaction;officialcat:object_properties_interactions,False,4,0.5332393646240234,1,False,3,0.40857505798339844,2,False,2,0.43193912506103516,2,-1,0.02336406707763672
parallel,parallel_ex000083_eng_latn,True,physical_object_interaction;officialcat:object_properties_interactions,False,3,0.9115547452654158,0,False,3,0.9551420484270369,0,False,3,0.770181288037981,0,0,-0.18496076038905584
parallel,parallel_ex000084_eng_latn,False,officialcat:time,False,3,1.6620502471923828,3,False,2,0.05966949462890625,3,False,2,0.834991455078125,3,0,0.7753219604492188
parallel,parallel_ex000085_eng_latn,True,officialcat:spatial,False,3,0.4147905782491219,1,True,1,0.0,2,False,2,0.07446210524615138,1,1,0.07446210524615138
parallel,parallel_ex000086_eng_latn,False,temporal_arithmetic_or_order;physical_object_interaction;officialcat:object_properties_interactions,True,1,0.0,1,False,2,0.8044513066609702,2,False,2,0.23766565322875977,2,0,-0.5667856534322104
parallel,parallel_ex000087_eng_latn,False,physical_object_interaction;officialcat:object_properties_interactions,False,3,0.4866366386413574,0,False,2,0.24621248245239258,0,False,2,0.4896879196166992,0,0,0.24347543716430664
parallel,parallel_ex000088_eng_latn,False,physical_object_interaction;officialcat:counting,True,1,0.0,3,True,1,0.0,3,True,1,0.0,3,0,0.0
parallel,parallel_ex000089_eng_latn,True,"physical_object_interaction;officialcat:object_properties_interactions, affordances",False,4,0.6395220075334822,3,False,4,0.41903741019112717,3,False,4,0.6297011784144808,0,0,0.21066376822335364
parallel,parallel_ex000090_eng_latn,True,physical_object_interaction;officialcat:object_properties_interactions,False,3,1.0218608856201175,2,False,3,1.2369477272033693,2,False,3,0.23910312652587895,3,0,-0.9978446006774904
parallel,parallel_ex000091_eng_latn,False,physical_object_interaction;officialcat:object_properties_interactions,False,2,0.4636033376057944,1,False,3,0.6347382863362627,0,False,3,1.5170307159423828,0,0,0.8822924296061201
parallel,parallel_ex000092_eng_latn,True,physical_object_interaction;officialcat:object_properties_interactions,False,3,1.142121844821506,3,False,3,1.2194919586181643,3,False,3,1.529237535264757,3,0,0.30974557664659264
parallel,parallel_ex000093_eng_latn,False,"physical_object_interaction;officialcat:object_properties_interactions, affordances",False,3,0.8523734410603838,3,False,2,0.010945002237956025,3,False,4,1.1657047271728516,1,2,1.1547597249348955
parallel,parallel_ex000094_eng_latn,False,officialcat:time,False,2,0.27733058929443377,1,False,2,1.2952812194824217,1,False,2,0.8407888412475586,1,0,-0.4544923782348631
parallel,parallel_ex000095_eng_latn,True,direction_spatial;officialcat:spatial,False,3,4.646041631698608,0,False,2,4.169991850852966,0,False,4,6.698413968086243,0,2,2.5284221172332764
parallel,parallel_ex000096_eng_latn,True,direction_spatial;officialcat:spatial,False,4,1.5268248769972061,1,False,4,1.9739145437876384,1,False,4,1.6056602583991157,1,0,-0.3682542853885227
parallel,parallel_ex000097_eng_latn,False,direction_spatial;officialcat:spatial,True,1,0.0,2,True,1,0.0,2,False,2,0.1995476484298706,1,1,0.1995476484298706
parallel,parallel_ex000098_eng_latn,False,"temporal_arithmetic_or_order;officialcat:spatial, counting",True,1,0.0,0,False,3,0.8124313354492188,1,False,2,0.001293182373046875,3,-1,-0.8111381530761719
parallel,parallel_ex000099_eng_latn,False,"temporal_arithmetic_or_order;physical_object_interaction;officialcat:time, counting",False,3,1.0767072041829424,0,False,3,0.7557055155436201,0,False,3,0.9868968327840166,2,0,0.23119131724039654
parallel,parallel_ex000100_eng_latn,False,"temporal_arithmetic_or_order;officialcat:time, counting",False,2,1.834172248840332,2,False,2,0.7540435791015625,2,False,2,0.3749666213989258,2,0,-0.3790769577026367
parallel,parallel_ex000101_eng_latn,True,"temporal_arithmetic_or_order;officialcat:time, counting",False,4,0.6004916599818633,2,False,4,0.5611776624407083,3,False,4,0.5857729684738886,0,0,0.024595306033180275
parallel,parallel_ex000102_eng_latn,False,physical_object_interaction;tool_affordance;officialcat:object_properties,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
parallel,parallel_ex000103_eng_latn,True,physical_object_interaction;officialcat:object_properties_interactions,False,3,2.2421555085615674,2,False,3,2.6151135679963344,2,False,3,2.7468914180606987,2,0,0.13177785006436427
parallel,parallel_ex000104_eng_latn,True,"physical_object_interaction;tool_affordance;officialcat:object_properties_interactions, affordances",False,4,1.8765592575073242,0,False,3,0.4862079620361328,0,False,4,3.076592445373535,3,1,2.5903844833374023
parallel,parallel_ex000105_eng_latn,False,physical_object_interaction;officialcat:object_properties_interactions,False,2,0.058428287506103516,2,False,2,0.3993189334869385,2,False,2,0.7319908142089844,2,0,0.3326718807220459
parallel,parallel_ex000106_eng_latn,False,officialcat:spatial,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
parallel,parallel_ex000107_eng_latn,True,physical_object_interaction;officialcat:object_properties,False,3,3.5093129475911464,2,False,3,3.440867106119792,2,False,3,3.4992097218831377,2,0,0.05834261576334576
parallel,parallel_ex000108_eng_latn,True,physical_object_interaction;officialcat:spatial,False,4,3.1109489440917972,0,False,4,2.0478994369506838,0,False,4,3.010980796813965,0,0,0.9630813598632812
