mode,example_id,reference_correct,reference_rank,reference_margin,reference_choice,control_correct,control_rank,control_margin,control_choice,treatment_correct,treatment_rank,treatment_margin,treatment_choice,treat_minus_control_rank,treat_minus_control_margin
nonparallel,group0123_ex000027_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000028_eng_latn_0_v1,True,1,0.0,1,False,2,0.3132496458111387,0,False,2,0.3584247935901992,0,0,0.04517514777906051
nonparallel,group0123_ex000029_eng_latn_0_v1,False,2,1.6742721557617184,1,False,2,1.3294242858886713,1,False,2,0.6682586669921875,1,0,-0.6611656188964838
nonparallel,group0123_ex000030_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000031_eng_latn_0_v1,False,2,1.5652245657784603,1,False,2,0.27521449497767847,1,False,2,1.0290162222726007,1,0,0.7538017272949222
nonparallel,group0123_ex000032_eng_latn_0_v1,True,1,0.0,0,False,2,0.22342395782470703,1,True,1,0.0,0,-1,-0.22342395782470703
nonparallel,group0123_ex000033_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000034_eng_latn_0_v1,False,2,0.05490650850183787,0,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000035_eng_latn_0_v1,False,2,0.2017445882161466,1,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000036_eng_latn_0_v1,True,1,0.0,1,False,2,0.09094766073180871,0,False,2,0.07874690253953442,0,0,-0.012200758192274286
nonparallel,group0123_ex000037_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000038_eng_latn_0_v1,True,1,0.0,1,False,2,0.2368830167330227,0,False,2,0.12354806753305336,0,0,-0.11333494919996934
nonparallel,group0123_ex000039_eng_latn_0_v1,False,2,1.5094371122472428,0,False,2,1.2045178756215216,0,False,2,1.262737286636253,0,0,0.05821941101473138
nonparallel,group0123_ex000040_eng_latn_0_v1,False,2,0.0486967904227118,1,True,1,0.0,0,False,2,0.023412431989397575,1,1,0.023412431989397575
nonparallel,group0123_ex000041_eng_latn_0_v1,False,2,0.4874283784355211,0,False,2,0.28303178774765136,0,False,2,0.24261297587475816,0,0,-0.0404188118728932
nonparallel,group0123_ex000042_eng_latn_0_v1,False,2,0.38482926686604824,0,False,2,0.14000867207845058,0,False,2,0.4768745422363274,0,0,0.33686587015787683
nonparallel,group0123_ex000043_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000044_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000045_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000046_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000047_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000048_eng_latn_0_v1,False,2,0.11796639182350788,1,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000049_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000050_eng_latn_0_v1,False,2,0.2064735581274748,0,False,2,0.2323263259161088,0,False,2,0.28249763955875284,0,0,0.050171313642644044
nonparallel,group0123_ex000051_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000052_eng_latn_0_v1,False,2,0.30073302132742796,1,False,2,0.6290441240583151,1,False,2,0.2358610970633368,1,0,-0.3931830269949783
nonparallel,group0123_ex000053_eng_latn_0_v1,False,2,0.2649432607797477,1,False,2,0.07077533428485605,1,False,2,0.47956781240609914,1,0,0.4087924781212431
nonparallel,group0123_ex000054_eng_latn_0_v1,False,2,0.04052090513939888,1,True,1,0.0,0,False,2,0.02691306319891229,1,1,0.02691306319891229
nonparallel,group0123_ex000055_eng_latn_0_v1,True,1,0.0,1,False,2,0.07467357928936291,0,False,2,0.24749286358173084,0,0,0.17281928429236793
nonparallel,group0123_ex000056_eng_latn_0_v1,False,2,0.23377059327910832,0,False,2,0.23868042383438492,0,False,2,0.3297318243912484,0,0,0.09105140055686345
nonparallel,group0123_ex000057_eng_latn_0_v1,False,2,0.01428015034845842,0,True,1,0.0,1,False,2,0.009181688416679101,0,1,0.009181688416679101
nonparallel,group0123_ex000058_eng_latn_0_v1,False,2,0.06773464496319104,0,False,2,0.7244380070612979,0,False,2,0.38250028170072126,0,0,-0.34193772536057665
nonparallel,group0123_ex000059_eng_latn_0_v1,False,2,0.044661287161019914,1,True,1,0.0,0,False,2,0.0846445523775543,1,1,0.0846445523775543
nonparallel,group0123_ex000060_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000061_eng_latn_0_v1,False,2,1.5913557325090677,1,False,2,0.8996830894833518,1,False,2,0.8295910244896305,1,0,-0.07009206499372134
nonparallel,group0123_ex000062_eng_latn_0_v1,True,1,0.0,0,False,2,0.2841559516059027,1,False,2,0.12417093912760357,1,0,-0.1599850124782991
nonparallel,group0123_ex000063_eng_latn_0_v1,False,2,1.8812546730041504,1,False,2,2.5217952728271484,1,False,2,2.1715383529663086,1,0,-0.35025691986083984
nonparallel,group0123_ex000064_eng_latn_0_v1,False,2,0.08585739135742188,1,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000066_eng_latn_0_v1,False,2,0.8455808639526365,0,False,2,0.5288709958394371,0,False,2,0.8323187828063965,0,0,0.3034477869669594
nonparallel,group0123_ex000067_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000068_eng_latn_0_v1,False,2,0.5017573269930748,1,False,2,1.0317878723144531,1,False,2,0.17169293490323145,1,0,-0.8600949374112217
nonparallel,group0123_ex000069_eng_latn_0_v1,False,2,0.47482459609572913,0,False,2,0.5970603839771167,0,False,2,0.44810952882508914,0,0,-0.14895085515202755
nonparallel,group0123_ex000070_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000071_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000072_eng_latn_0_v1,False,2,0.8564950731065544,1,False,2,0.8779179043240015,1,False,2,0.36965993245442696,1,0,-0.5082579718695746
nonparallel,group0123_ex000073_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000074_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000075_eng_latn_0_v1,False,2,0.42627470228407116,0,False,2,0.29950697157118,0,False,2,0.2105130513509108,0,0,-0.0889939202202692
nonparallel,group0123_ex000076_eng_latn_0_v1,False,2,0.7577991485595703,0,True,1,0.0,1,False,2,0.7703460693359379,0,1,0.7703460693359379
nonparallel,group0123_ex000077_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000078_eng_latn_0_v1,True,1,0.0,1,False,2,0.3244819641113281,0,False,2,0.10139029366629515,0,0,-0.22309167044503297
nonparallel,group0123_ex000079_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000080_eng_latn_0_v1,False,2,0.26912371317545514,0,False,2,0.5760199228922529,0,False,2,0.3334042231241865,0,0,-0.2426156997680664
nonparallel,group0123_ex000081_eng_latn_0_v1,True,1,0.0,0,False,2,0.13203606238732046,1,False,2,0.013737605168269162,1,0,-0.1182984572190513
nonparallel,group0123_ex000082_eng_latn_0_v1,False,2,0.20643107096354196,0,False,2,0.04628403981526663,0,False,2,0.6610415776570635,0,0,0.6147575378417969
nonparallel,group0123_ex000083_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000084_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000085_eng_latn_0_v1,False,2,0.02346844143337634,1,False,2,0.03983179728190045,1,False,2,0.04799609714084241,1,0,0.008164299858941959
nonparallel,group0123_ex000086_eng_latn_0_v1,False,2,0.08975276947021449,0,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000088_eng_latn_0_v1,True,1,0.0,1,False,2,0.0031606500799004067,0,True,1,0.0,1,-1,-0.0031606500799004067
nonparallel,group0123_ex000089_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000090_eng_latn_0_v1,False,2,1.1850544876522484,0,False,2,1.1641687287224665,0,False,2,1.2505336867438421,0,0,0.08636495802137567
nonparallel,group0123_ex000091_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000092_eng_latn_0_v1,False,2,0.6998761177062987,0,False,2,0.20783319473266637,0,False,2,0.04668855667114258,0,0,-0.1611446380615238
nonparallel,group0123_ex000094_eng_latn_0_v1,False,2,0.05634487376493569,1,False,2,0.052418877096737315,1,True,1,0.0,0,-1,-0.052418877096737315
nonparallel,group0123_ex000095_eng_latn_0_v1,False,2,0.21357863289969314,0,False,2,0.009946005684988712,0,False,2,0.09621184212820877,0,0,0.08626583644322006
nonparallel,group0123_ex000096_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000097_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000098_eng_latn_0_v1,True,1,0.0,1,False,2,0.07994108933668898,0,False,2,0.3073732425004998,0,0,0.22743215316381082
nonparallel,group0123_ex000099_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,True,1,0.0,1,0,0.0
nonparallel,group0123_ex000100_eng_latn_0_v1,True,1,0.0,1,True,1,0.0,1,False,2,0.1551693507603238,0,1,0.1551693507603238
nonparallel,group0123_ex000101_eng_latn_0_v1,True,1,0.0,0,True,1,0.0,0,True,1,0.0,0,0,0.0
nonparallel,group0123_ex000102_eng_latn_0_v1,False,2,3.122929573059082,1,False,2,2.7877864837646484,1,False,2,1.833846092224121,1,0,-0.9539403915405273
nonparallel,group0123_ex000103_eng_latn_0_v1,True,1,0.0,1,False,2,0.2679620222611865,0,False,2,0.10964827104048336,0,0,-0.15831375122070312
