family,role,checkpoint_path,exists,architectures,model_type,auto_map_present,adapter_enabled,adapter_scale,dynamic_modeling_files,safetensor_param_count,adapter_tensor_param_count,tensor_count,scientific_metrics_parameter_count,requires_trusted_remote_code_for_deployed_object,lineage_reading,adapter_bottleneck,adapter_key_examples,auto_map,config_exists,has_dynamic_modeling_file,scientific_metrics_loss_last,scientific_metrics_word_exposure,weight_file,weight_file_exists
COMPACT_EXPERIENCE_five_arm_stock_DeBERTa,ALN,experiments/archive/compact_experience/training/runs/qwen_clean_aligned_16k_seed43022/hf_model/chck_100M,True,DebertaV2ForMaskedLM,deberta-v2,False,,,,34467424,0,170,34467424,False,stock COMPACT_EXPERIENCE aligned-restatement model; plain AutoModel loader should be the deployed object,,,{},True,False,2.507568359375,100000000,experiments/archive/compact_experience/training/runs/qwen_clean_aligned_16k_seed43022/hf_model/chck_100M/model.safetensors,True
COMPACT_EXPERIENCE_five_arm_stock_DeBERTa,SHUF,experiments/archive/compact_experience/training/runs/qwen_shuffled_control_16k_seed43022/hf_model/chck_100M,True,DebertaV2ForMaskedLM,deberta-v2,False,,,,34467424,0,170,34467424,False,stock COMPACT_EXPERIENCE shuffled-correspondence model; plain AutoModel loader should be the deployed object,,,{},True,False,2.8416404724121094,100000000,experiments/archive/compact_experience/training/runs/qwen_shuffled_control_16k_seed43022/hf_model/chck_100M/model.safetensors,True
COMPACT_EXPERIENCE_five_arm_stock_DeBERTa,DUP,experiments/archive/compact_experience/training/runs/selected_original_dup_all_16k_seed43022/hf_model/chck_100M,True,DebertaV2ForMaskedLM,deberta-v2,False,,,,34467424,0,170,34467424,False,stock COMPACT_EXPERIENCE exact-duplication model; plain AutoModel loader should be the deployed object,,,{},True,False,2.3406012058258057,100000000,experiments/archive/compact_experience/training/runs/selected_original_dup_all_16k_seed43022/hf_model/chck_100M/model.safetensors,True
COMPACT_EXPERIENCE_five_arm_stock_DeBERTa,SEP,experiments/archive/compact_experience/training/runs/qwen_separated_pair_16k_seed43022/hf_model/chck_100M,True,DebertaV2ForMaskedLM,deberta-v2,False,,,,34467424,0,170,34467424,False,stock COMPACT_EXPERIENCE separated-pair model; plain AutoModel loader should be the deployed object,,,{},True,False,2.752805709838867,100000000,experiments/archive/compact_experience/training/runs/qwen_separated_pair_16k_seed43022/hf_model/chck_100M/model.safetensors,True
compact_view_reinvest_adapter_scaled,base_seed43022,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_100M,True,AdapterDebertaV2ForMaskedLM,deberta-v2,True,True,1.75,adapter_scaled_modeling.py,35463008,995584,218,35463008,True,adapter-scaled compact-view-reinvest model; trusted custom loading is required,128,deberta.encoder.layer.0.adapter.down.bias;deberta.encoder.layer.0.adapter.down.weight;deberta.encoder.layer.0.adapter.layer_norm.bias;deberta.encoder.layer.0.adapter.layer_norm.weight;deberta.encoder.layer.0.adapter.up.bias;deberta.encoder.layer.0.adapter.up.weight;deberta.encoder.layer.1.adapter.down.bias;deberta.encoder.layer.1.adapter.down.weight,"{""AutoModelForMaskedLM"": ""adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM""}",True,True,2.5441808700561523,100000000,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_100M/model.safetensors,True
compact_view_reinvest_adapter_scaled,base_seed43122,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_seed43122_dense100M/hf_model/chck_100M,True,AdapterDebertaV2ForMaskedLM,deberta-v2,True,True,1.75,adapter_scaled_modeling.py,35463008,995584,218,35463008,True,adapter-scaled compact-view-reinvest model; trusted custom loading is required,128,deberta.encoder.layer.0.adapter.down.bias;deberta.encoder.layer.0.adapter.down.weight;deberta.encoder.layer.0.adapter.layer_norm.bias;deberta.encoder.layer.0.adapter.layer_norm.weight;deberta.encoder.layer.0.adapter.up.bias;deberta.encoder.layer.0.adapter.up.weight;deberta.encoder.layer.1.adapter.down.bias;deberta.encoder.layer.1.adapter.down.weight,"{""AutoModelForMaskedLM"": ""adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM""}",True,True,2.6495566368103027,100000000,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_seed43122_dense100M/hf_model/chck_100M/model.safetensors,True
state_update_adapter_scaled,state_seed43022,experiments/archive/relation_learning/training/runs/state_update_plainuse_seed43022/hf_model/chck_86M,True,AdapterDebertaV2ForMaskedLM,deberta-v2,True,True,1.75,adapter_scaled_modeling.py,35463008,995584,218,35463008,True,adapter-scaled state-update model; trusted custom loading is required,128,deberta.encoder.layer.0.adapter.down.bias;deberta.encoder.layer.0.adapter.down.weight;deberta.encoder.layer.0.adapter.layer_norm.bias;deberta.encoder.layer.0.adapter.layer_norm.weight;deberta.encoder.layer.0.adapter.up.bias;deberta.encoder.layer.0.adapter.up.weight;deberta.encoder.layer.1.adapter.down.bias;deberta.encoder.layer.1.adapter.down.weight,"{""AutoModelForMaskedLM"": ""adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM""}",True,True,2.580573081970215,99909920,experiments/archive/relation_learning/training/runs/state_update_plainuse_seed43022/hf_model/chck_86M/model.safetensors,True
state_update_adapter_scaled,state_seed43122,experiments/archive/relation_learning/training/runs/state_update_plainuse_seed43122/hf_model/chck_86M,True,AdapterDebertaV2ForMaskedLM,deberta-v2,True,True,1.75,adapter_scaled_modeling.py,35463008,995584,218,35463008,True,adapter-scaled state-update model; trusted custom loading is required,128,deberta.encoder.layer.0.adapter.down.bias;deberta.encoder.layer.0.adapter.down.weight;deberta.encoder.layer.0.adapter.layer_norm.bias;deberta.encoder.layer.0.adapter.layer_norm.weight;deberta.encoder.layer.0.adapter.up.bias;deberta.encoder.layer.0.adapter.up.weight;deberta.encoder.layer.1.adapter.down.bias;deberta.encoder.layer.1.adapter.down.weight,"{""AutoModelForMaskedLM"": ""adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM""}",True,True,2.6610662937164307,99909920,experiments/archive/relation_learning/training/runs/state_update_plainuse_seed43122/hf_model/chck_86M/model.safetensors,True
probe_clean_restatement_dose_adapter_scaled,dose21_seed43022,experiments/archive/relation_learning/training/runs/probe_clean_restatement_dose21_seed43022/hf_model/chck_100M,True,AdapterDebertaV2ForMaskedLM,deberta-v2,True,True,1.75,adapter_scaled_modeling.py,35463008,995584,218,35463008,True,adapter-scaled dose model; trusted custom loading is required,128,deberta.encoder.layer.0.adapter.down.bias;deberta.encoder.layer.0.adapter.down.weight;deberta.encoder.layer.0.adapter.layer_norm.bias;deberta.encoder.layer.0.adapter.layer_norm.weight;deberta.encoder.layer.0.adapter.up.bias;deberta.encoder.layer.0.adapter.up.weight;deberta.encoder.layer.1.adapter.down.bias;deberta.encoder.layer.1.adapter.down.weight,"{""AutoModelForMaskedLM"": ""adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM""}",True,True,2.5346996784210205,100000000,experiments/archive/relation_learning/training/runs/probe_clean_restatement_dose21_seed43022/hf_model/chck_100M/model.safetensors,True
probe_clean_restatement_dose_adapter_scaled,dose25_seed43022,experiments/archive/relation_learning/training/runs/probe_clean_restatement_dose25_seed43022/hf_model/chck_100M,True,AdapterDebertaV2ForMaskedLM,deberta-v2,True,True,1.75,adapter_scaled_modeling.py,35463008,995584,218,35463008,True,adapter-scaled dose model; trusted custom loading is required,128,deberta.encoder.layer.0.adapter.down.bias;deberta.encoder.layer.0.adapter.down.weight;deberta.encoder.layer.0.adapter.layer_norm.bias;deberta.encoder.layer.0.adapter.layer_norm.weight;deberta.encoder.layer.0.adapter.up.bias;deberta.encoder.layer.0.adapter.up.weight;deberta.encoder.layer.1.adapter.down.bias;deberta.encoder.layer.1.adapter.down.weight,"{""AutoModelForMaskedLM"": ""adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM""}",True,True,2.538844347000122,100000000,experiments/archive/relation_learning/training/runs/probe_clean_restatement_dose25_seed43022/hf_model/chck_100M/model.safetensors,True
