model_key,id,split,kind,family,template_id,is_affected,correct,margin,answer,foil,error,basin,data_arm,checkpoint
seed43022_first_basin:view:chck_80M,S199_eval_000052,eval_held_recomb,binding,dark_lit,held1,True,True,0.6205723285675049,lit,dark,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000053,eval_held_recomb,binding,dark_lit,held1,False,False,-0.6281352043151855,dark,lit,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000054,eval_held_recomb,binding,dark_lit,held1,False,False,-0.591017484664917,dark,lit,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000055,eval_held_recomb,binding,dark_lit,held1,True,True,0.6453087329864502,lit,dark,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000056,eval_held_recomb,binding,dark_lit,held0,True,False,-2.0077019929885864,dark,lit,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000057,eval_held_recomb,binding,dark_lit,held0,False,True,1.8289793729782104,lit,dark,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000058,eval_held_recomb,binding,dark_lit,held0,False,True,2.4095263481140137,lit,dark,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000059,eval_held_recomb,binding,dark_lit,held0,True,False,-1.7262033224105835,dark,lit,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000060,eval_held_recomb,binding,dark_lit,held1,True,False,-1.018937587738037,dark,lit,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000061,eval_held_recomb,binding,dark_lit,held1,False,True,0.8965404033660889,lit,dark,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000062,eval_held_recomb,binding,dark_lit,held1,False,True,0.9618359804153442,lit,dark,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000063,eval_held_recomb,binding,dark_lit,held1,True,False,-0.8920822739601135,dark,lit,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000064,eval_held_recomb,binding,clean_dirty,held0,True,True,1.3975315988063812,clean,dirty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000065,eval_held_recomb,binding,clean_dirty,held0,False,False,-1.2731660902500153,dirty,clean,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000066,eval_held_recomb,binding,clean_dirty,held0,False,False,-1.2960326671600342,dirty,clean,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000067,eval_held_recomb,binding,clean_dirty,held0,True,True,1.5141679644584656,clean,dirty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000068,eval_held_recomb,binding,clean_dirty,held1,True,True,1.1497899293899536,clean,dirty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000069,eval_held_recomb,binding,clean_dirty,held1,False,False,-1.1652355790138245,dirty,clean,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000070,eval_held_recomb,binding,clean_dirty,held1,False,False,-1.0394953489303589,dirty,clean,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000071,eval_held_recomb,binding,clean_dirty,held1,True,True,1.3207623958587646,clean,dirty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000072,eval_held_recomb,binding,clean_dirty,held0,True,False,-2.7892584204673767,dirty,clean,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000073,eval_held_recomb,binding,clean_dirty,held0,False,True,2.7442091703414917,clean,dirty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000074,eval_held_recomb,binding,clean_dirty,held0,False,True,2.6746733486652374,clean,dirty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000075,eval_held_recomb,binding,clean_dirty,held0,True,False,-2.6354438960552216,dirty,clean,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000076,eval_held_recomb,binding,clean_dirty,held1,True,False,-1.828694462776184,dirty,clean,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000077,eval_held_recomb,binding,clean_dirty,held1,False,True,1.718428611755371,clean,dirty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000078,eval_held_recomb,binding,clean_dirty,held1,False,True,1.8158547282218933,clean,dirty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000079,eval_held_recomb,binding,clean_dirty,held1,True,False,-1.7306357622146606,dirty,clean,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000080,eval_held_recomb,binding,flat_inflated,held0,True,False,-2.7957051396369934,inflated,flat,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000081,eval_held_recomb,binding,flat_inflated,held0,False,True,2.619070753455162,flat,inflated,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000082,eval_held_recomb,binding,flat_inflated,held0,False,True,2.4503425657749176,flat,inflated,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000083,eval_held_recomb,binding,flat_inflated,held0,True,False,-1.9608719050884247,inflated,flat,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000084,eval_held_recomb,binding,flat_inflated,held1,True,False,-1.391375333070755,inflated,flat,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000085,eval_held_recomb,binding,flat_inflated,held1,False,True,1.3927872478961945,flat,inflated,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000086,eval_held_recomb,binding,flat_inflated,held1,False,True,1.4228119254112244,flat,inflated,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000087,eval_held_recomb,binding,flat_inflated,held1,True,False,-1.1295804679393768,inflated,flat,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000088,eval_held_recomb,binding,flat_inflated,held0,True,False,-1.005286693572998,flat,inflated,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000089,eval_held_recomb,binding,flat_inflated,held0,False,True,1.3346649408340454,inflated,flat,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000090,eval_held_recomb,binding,flat_inflated,held0,False,True,1.1184746026992798,inflated,flat,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000091,eval_held_recomb,binding,flat_inflated,held0,True,False,-1.0811415910720825,flat,inflated,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000092,eval_held_recomb,binding,flat_inflated,held1,True,True,0.36121654510498047,flat,inflated,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000093,eval_held_recomb,binding,flat_inflated,held1,False,False,-0.45297956466674805,inflated,flat,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000094,eval_held_recomb,binding,flat_inflated,held1,False,True,0.07953810691833496,inflated,flat,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000095,eval_held_recomb,binding,flat_inflated,held1,True,True,0.5642476081848145,flat,inflated,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000096,eval_held_recomb,binding,dry_wet,held0,True,False,-1.894480675458908,wet,dry,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000097,eval_held_recomb,binding,dry_wet,held0,False,True,1.9085494577884674,dry,wet,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000098,eval_held_recomb,binding,dry_wet,held0,False,True,2.060465693473816,dry,wet,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000099,eval_held_recomb,binding,dry_wet,held0,True,False,-1.6921445429325104,wet,dry,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000100,eval_held_recomb,binding,dry_wet,held1,True,False,-1.3690587282180786,wet,dry,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000101,eval_held_recomb,binding,dry_wet,held1,False,True,1.4144229292869568,dry,wet,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000102,eval_held_recomb,binding,dry_wet,held1,False,True,1.379529446363449,dry,wet,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000103,eval_held_recomb,binding,dry_wet,held1,True,False,-1.2906154096126556,wet,dry,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000104,eval_held_recomb,binding,dry_wet,held0,True,True,1.3192662447690964,dry,wet,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000105,eval_held_recomb,binding,dry_wet,held0,False,False,-1.0854028761386871,wet,dry,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000106,eval_held_recomb,binding,dry_wet,held0,False,False,-1.2117855846881866,wet,dry,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000107,eval_held_recomb,binding,dry_wet,held0,True,True,1.046118050813675,dry,wet,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000108,eval_held_recomb,binding,dry_wet,held1,True,True,1.3769041299819946,dry,wet,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000109,eval_held_recomb,binding,dry_wet,held1,False,False,-1.2718199491500854,wet,dry,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000110,eval_held_recomb,binding,dry_wet,held1,False,False,-1.333740770816803,wet,dry,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000111,eval_held_recomb,binding,dry_wet,held1,True,True,1.2393647730350494,dry,wet,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000112,eval_held_recomb,binding,unlocked_locked,held0,True,False,-1.867344081401825,locked,unlocked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000113,eval_held_recomb,binding,unlocked_locked,held0,False,True,1.9594212472438812,unlocked,locked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000114,eval_held_recomb,binding,unlocked_locked,held0,False,True,2.079643279314041,unlocked,locked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000115,eval_held_recomb,binding,unlocked_locked,held0,True,False,-1.9104649424552917,locked,unlocked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000116,eval_held_recomb,binding,unlocked_locked,held1,True,False,-1.5955346822738647,locked,unlocked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000117,eval_held_recomb,binding,unlocked_locked,held1,False,True,1.5482220649719238,unlocked,locked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000118,eval_held_recomb,binding,unlocked_locked,held1,False,True,1.6414154767990112,unlocked,locked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000119,eval_held_recomb,binding,unlocked_locked,held1,True,False,-1.5001546144485474,locked,unlocked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000120,eval_held_recomb,binding,unlocked_locked,held0,True,True,1.159292221069336,unlocked,locked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000121,eval_held_recomb,binding,unlocked_locked,held0,False,False,-0.9994380474090576,locked,unlocked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000122,eval_held_recomb,binding,unlocked_locked,held0,False,False,-0.9576821327209473,locked,unlocked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000123,eval_held_recomb,binding,unlocked_locked,held0,True,True,1.1900302171707153,unlocked,locked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000124,eval_held_recomb,binding,unlocked_locked,held1,True,True,1.418189287185669,unlocked,locked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000125,eval_held_recomb,binding,unlocked_locked,held1,False,False,-1.2481262683868408,locked,unlocked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000126,eval_held_recomb,binding,unlocked_locked,held1,False,False,-1.4119282960891724,locked,unlocked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000127,eval_held_recomb,binding,unlocked_locked,held1,True,True,1.3157695531845093,unlocked,locked,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000128,eval_held_recomb,binding,empty_full,held0,True,True,3.58689284324646,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000129,eval_held_recomb,binding,empty_full,held0,False,False,-3.4797637462615967,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000130,eval_held_recomb,binding,empty_full,held0,False,False,-3.6843607425689697,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000131,eval_held_recomb,binding,empty_full,held0,True,True,3.5692988634109497,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000132,eval_held_recomb,binding,empty_full,held1,True,True,3.802135467529297,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000133,eval_held_recomb,binding,empty_full,held1,False,False,-3.3718334436416626,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000134,eval_held_recomb,binding,empty_full,held1,False,False,-3.724502444267273,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000135,eval_held_recomb,binding,empty_full,held1,True,True,3.501888632774353,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000136,eval_held_recomb,binding,empty_full,held0,True,False,-5.417165994644165,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000137,eval_held_recomb,binding,empty_full,held0,False,True,5.495917558670044,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000138,eval_held_recomb,binding,empty_full,held0,False,True,5.504295349121094,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000139,eval_held_recomb,binding,empty_full,held0,True,False,-5.5189478397369385,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000140,eval_held_recomb,binding,empty_full,held1,True,False,-4.31906521320343,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000141,eval_held_recomb,binding,empty_full,held1,False,True,4.095432758331299,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000142,eval_held_recomb,binding,empty_full,held1,False,True,4.313366770744324,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000143,eval_held_recomb,binding,empty_full,held1,True,False,-4.145614385604858,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000144,eval_held_recomb,binding,cold_hot,held0,True,True,0.7579812854528427,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000145,eval_held_recomb,binding,cold_hot,held0,False,False,-0.7256543636322021,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000146,eval_held_recomb,binding,cold_hot,held0,False,False,-0.819131076335907,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000147,eval_held_recomb,binding,cold_hot,held0,True,True,0.8101054131984711,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000148,eval_held_recomb,binding,cold_hot,held1,True,True,0.800701379776001,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000149,eval_held_recomb,binding,cold_hot,held1,False,False,-0.7882303893566132,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000150,eval_held_recomb,binding,cold_hot,held1,False,False,-0.8168871998786926,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000151,eval_held_recomb,binding,cold_hot,held1,True,True,0.8827777206897736,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000152,eval_held_recomb,binding,cold_hot,held0,True,False,-1.8449153304100037,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000153,eval_held_recomb,binding,cold_hot,held0,False,True,1.925977110862732,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000154,eval_held_recomb,binding,cold_hot,held0,False,True,1.8083722591400146,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000155,eval_held_recomb,binding,cold_hot,held0,True,False,-1.8834147453308105,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000156,eval_held_recomb,binding,cold_hot,held1,True,False,-0.9388510882854462,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000157,eval_held_recomb,binding,cold_hot,held1,False,True,1.169002652168274,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000158,eval_held_recomb,binding,cold_hot,held1,False,True,1.0284864604473114,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000159,eval_held_recomb,binding,cold_hot,held1,True,False,-1.1158818006515503,cold,hot,,seed43022_first_basin,view,chck_80M
