pair_id,match_level,pair_cost,category,opposition_axis,pivot_norm_a,pivot_norm_b,target_norm_a,target_norm_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,distance_bin_a,distance_bin_b,target_side_a,target_side_b,slot_content_jaccard,slot_surface_jaccard,shared_content_count,row_a,row_b
p0000045,0,-4.818181818181818,causal_connector,condition_exception,unless,if,it's,he's,content,2,1001+,1001+,1,1,after,after,0.13333333333333333,0.13636363636363635,2,15872,12298
p0000046,2,8.5,spatial,spatial_inclusion,into,outside,spirit,home,content,1,501-1000,1001+,2,2,after,after,0.0,0.08333333333333333,0,12650,18654
p0000047,2,8.368421052631579,spatial,spatial_inclusion,into,outside,class,town,content,1,501-1000,1001+,2,2,after,after,0.0,0.10526315789473684,0,15610,17424
p0000048,2,6.217391304347826,spatial,spatial_inclusion,into,outside,bottom,door,content,1,501-1000,1001+,2,2,after,after,0.0,0.13043478260869565,0,19944,4505
p0000049,0,-4.611428571428571,spatial,spatial_inclusion,outside,into,little,bit,content,1,1001+,1001+,2,2,after,after,0.14285714285714285,0.04,1,626,13945
p0000050,1,2.6500000000000004,spatial,spatial_inclusion,outside,into,dark,ground,content,1,1001+,1001+,3-4,2,after,after,0.0,0.08333333333333333,0,10196,6822
p0000051,1,2.4000000000000004,spatial,spatial_inclusion,into,outside,country,night,content,1,1001+,1001+,2,3-4,after,after,0.0,0.125,0,15599,6785
p0000052,0,-1.231,spatial,spatial_inclusion,outside,into,box,world,content,1,1001+,1001+,2,2,after,after,0.0,0.041666666666666664,0,2151,6268
p0000053,2,8.727272727272727,spatial,spatial_inclusion,outside,inside,womb,disks,content,2,11-25,26-50,2,2,after,after,0.0,0.045454545454545456,0,14877,19911
p0000054,2,12.930777777777779,spatial,spatial_inclusion,within,outside,framework,mainstream,content,2,51-100,101-250,2,3-4,after,after,0.0,0.037037037037037035,0,11732,11405
p0000055,2,8.52,spatial,spatial_inclusion,into,outside,toilet,yard,content,2,101-250,251-500,2,2,after,after,0.0,0.08,0,4486,20211
p0000056,1,-0.22173913043478244,spatial,spatial_inclusion,outside,within,door,reason,content,2,1001+,1001+,2,1,after,after,0.125,0.08695652173913043,2,3423,16164
p0000057,0,-1.7826086956521738,spatial,spatial_inclusion,outside,within,town,hour,content,2,1001+,1001+,2,2,after,after,0.0,0.13043478260869565,0,19129,8883
p0000058,0,-1.5454545454545454,spatial,spatial_inclusion,into,outside,question,village,nominal,1,1001+,1001+,2,2,after,after,0.0,0.09090909090909091,0,18388,3150
p0000059,2,6.5,spatial,spatial_inclusion,outside,into,crackling,lining,verbish,2,26-50,51-100,2,2,after,after,0.0,0.08333333333333333,0,8403,15109
p0000060,1,-0.8040372670807447,spatial,spatial_vertical,under,above,beam,leak,content,1,51-100,51-100,2,3-4,after,after,0.14285714285714285,0.13043478260869565,2,16730,1094
p0000061,2,6.5,spatial,spatial_vertical,under,above,finest,valley,content,1,101-250,251-500,2,2,after,after,0.0,0.08333333333333333,0,18576,19655
p0000062,2,7.997521739130436,spatial,spatial_vertical,under,above,command,level,content,1,251-500,501-1000,2,2,after,after,0.0,0.17391304347826086,0,501,16136
p0000063,2,8.428571428571429,spatial,spatial_vertical,under,above,bank,ground,content,2,501-1000,1001+,2,2,after,after,0.0,0.09523809523809523,0,1438,9947
p0000064,2,8.181818181818182,spatial,spatial_vertical,under,above,leadership,average,nominal,1,101-250,251-500,2,2,after,after,0.0,0.13636363636363635,0,13579,8727
p0000065,0,-3.571428571428571,temporal,temporal_before_after,after,before,arrival,anniversary,adjectival,1,101-250,101-250,2,2,after,after,0.0,0.09523809523809523,0,16586,12157
p0000066,0,-1.5454545454545454,temporal,temporal_before_after,after,before,independence,earl,capitalized,1,251-500,251-500,2,2,after,after,0.0,0.09090909090909091,0,19553,15315
p0000067,2,12.604545454545455,temporal,temporal_before_after,after,before,peril,warrior,content,1,51-100,101-250,2,3-4,after,after,0.0,0.09090909090909091,0,9299,2299
p0000068,2,8.478260869565217,temporal,temporal_before_after,before,after,reaches,eats,content,1,51-100,101-250,2,2,after,after,0.0,0.08695652173913043,0,11715,6074
p0000069,0,-1.75,temporal,temporal_before_after,after,before,deaths,portrait,content,1,101-250,101-250,2,2,after,after,0.0,0.125,0,3534,3249
p0000070,1,2.6282608695652177,temporal,temporal_before_after,after,before,siege,warrior,content,1,101-250,101-250,2,3-4,after,after,0.0,0.08695652173913043,0,3130,2111
p0000071,0,-1.75,temporal,temporal_before_after,before,after,chill,transfer,content,1,101-250,101-250,2,2,after,after,0.0,0.125,0,4179,5344
p0000072,2,12.82,temporal,temporal_before_after,before,after,trust,frog,content,1,501-1000,1001+,3-4,2,after,after,0.0,0.08,0,4438,12116
p0000073,2,6.181818181818182,temporal,temporal_before_after,after,before,union,eyes,content,1,501-1000,1001+,2,2,after,after,0.0,0.13636363636363635,0,1076,11152
p0000074,2,6.025285714285715,temporal,temporal_before_after,after,before,names,start,content,1,501-1000,1001+,2,2,after,after,0.07142857142857142,0.15,1,719,10962
p0000075,0,-2.142857142857143,temporal,temporal_before_after,before,after,end,game,content,1,1001+,1001+,2,2,after,after,0.0,0.19047619047619047,0,1576,13735
p0000076,0,-3.803181818181818,temporal,temporal_before_after,before,after,start,end,content,1,1001+,1001+,2,2,after,after,0.0,0.13636363636363635,0,3094,17432
p0000077,0,-1.5217391304347827,temporal,temporal_before_after,after,before,death,days,content,1,1001+,1001+,2,2,after,after,0.0,0.08695652173913043,0,2656,9538
p0000078,0,-1.6708823529411765,temporal,temporal_before_after,after,before,death,start,content,1,1001+,1001+,2,2,after,after,0.0,0.11764705882352941,0,4004,277
p0000079,0,-1.25,temporal,temporal_before_after,after,before,death,rest,content,1,1001+,1001+,2,2,after,after,0.0,0.041666666666666664,0,9320,14556
p0000080,1,2.5500000000000003,temporal,temporal_before_after,after,before,game,lot,content,1,1001+,1001+,2,3-4,after,after,0.0,0.1,0,19165,15123
p0000081,0,-5.1,temporal,temporal_before_after,before,after,always,few,content,1,1001+,1001+,2,2,after,after,0.16666666666666666,0.08333333333333333,2,2757,18796
p0000082,0,-1.2307692307692308,temporal,temporal_before_after,before,after,start,death,content,1,1001+,1001+,2,2,after,after,0.0,0.038461538461538464,0,13714,13534
p0000083,1,3.05,temporal,temporal_before_after,after,before,death,end,content,1,1001+,1001+,2,3-4,after,after,0.0,0.041666666666666664,0,6732,1366
p0000084,1,-0.1615384615384614,temporal,temporal_before_after,before,after,always,lost,content,1,1001+,1001+,3-4,2,after,after,0.125,0.07692307692307693,2,16381,7914
p0000085,1,2.8,temporal,temporal_before_after,before,after,wood,event,content,2,501-1000,501-1000,3-4,2,after,after,0.0,0.08333333333333333,0,12978,19660
p0000086,2,8.76,temporal,temporal_before_after,after,before,race,fire,content,2,501-1000,1001+,2,2,after,after,0.0,0.04,0,18498,5876
p0000087,2,9.47857142857143,temporal,temporal_before_after,before,after,breakfast,years,content,2,501-1000,1001+,1,2,after,after,0.14285714285714285,0.08333333333333333,2,4031,14047
p0000088,0,-3.620578947368421,temporal,temporal_before_after,before,after,introduction,establishment,nominal,1,101-250,101-250,2,2,after,after,0.0,0.10526315789473684,0,10962,8569
p0000089,0,-4.830769230769231,temporal,temporal_before_after,after,before,12,17,number,3,501-1000,501-1000,1,1,after,after,0.15384615384615385,0.07692307692307693,2,666,18022
