n,ngram,component_kind,pair_id,source,example_id,cohort_or_doc,attribution,original_has_ngram,rewrite_has_ngram,eval_hit_rows_in_detail_csv,eval_top_dirs,original_words,rewrite_words,original_text_prefix,rewrite_text_prefix
7,is based on the true story of,official_source_qwen_paraphrase_rewrite,rw2s0_001746,simple_wiki,60464,extra_shard0,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",26,26,"The movie is based on the true story of Red Dog and uses the 2002 novel ""Red Dog"" by Louis de Bernieres as the primary source.","The movie draws its primary source from the 2002 novel ""Red Dog"" by Louis de Bernieres, which is based on the true story of Red Dog."
7,in major league baseball mlb for the,official_source_qwen_paraphrase_rewrite,rw2s0_005947,simple_wiki,59146,extra_shard0,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",20,20,He played sixteen seasons in Major League Baseball (MLB) for the Chicago Cubs and two seasons for the Oakland Athletics.,He spent two seasons with the Oakland Athletics and sixteen seasons in Major League Baseball (MLB) for the Chicago Cubs.
7,seasons in major league baseball mlb for,official_source_qwen_paraphrase_rewrite,rw2s0_005947,simple_wiki,59146,extra_shard0,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",20,20,He played sixteen seasons in Major League Baseball (MLB) for the Chicago Cubs and two seasons for the Oakland Athletics.,He spent two seasons with the Oakland Athletics and sixteen seasons in Major League Baseball (MLB) for the Chicago Cubs.
7,of the president of the united states,official_source_qwen_paraphrase_rewrite,rw2s0_009643,simple_wiki,58501,extra_shard0,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",21,21,"He was the Cyber-Security Coordinator of the Obama Administration, operating in the Executive Office of the President of the United States.",He served as the Cyber-Security Coordinator within the Executive Office of the President of the United States during the Obama Administration.
7,on a scale of 1 to 10,official_source_qwen_paraphrase_rewrite,rw2s0_010372,simple_wiki,61753,extra_shard0,copied_or_preserved_from_pair_original,True,True,3,"{""glue_filtered"": 3}",23,21,"Each assessor gives his or her marks on a scale of 1 to 10 points, from 7 points upwards using intervals of .5.","Each assessor assigns marks on a scale of 1 to 10 points, starting from 7 points upwards with intervals of .5."
7,of the united states as well as,official_source_qwen_paraphrase_rewrite,rw2s0_011836,simple_wiki,61939,extra_shard0,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",26,26,The decoration is given to members of the eight uniformed services of the United States as well as to military and political figures of foreign governments.,"The decoration is awarded to members of the eight uniformed services of the United States, as well as to military and political figures of foreign governments."
7,where there is a will there is,official_source_qwen_paraphrase_rewrite,rw2s0_011913,gutenberg,36797,extra_shard0,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",34,36,"It seemed a vast undertaking; but where there is a will there is always a way, and soon it was evident that each had found “a little chore” to do for sweet charity's sake.","It appeared to be a massive task; yet where there is a will there is always a way, and shortly it became clear that each had discovered ""a little chore"" to perform for sweet charity's sake."
7,in the united kingdom canada and some,official_source_qwen_paraphrase_rewrite,rw2s0_014185,simple_wiki,59463,extra_shard0,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",18,16,"In the United Kingdom, Canada, and some Commonwealth countries, the local laws made by municipalities are called ""by-laws"".","In the United Kingdom, Canada, and some Commonwealth countries, municipalities enact local laws known as ""by-laws""."
7,of the federal government of the united,official_source_qwen_paraphrase_rewrite,rw2s1_002112,simple_wiki,58361,extra_shard1,copied_or_preserved_from_pair_original,True,True,2,"{""glue_filtered"": 2}",19,21,The order tells agencies and officers of the Federal government of the United States things that they must do.,The order instructs agencies and officers of the Federal government of the United States on matters they are required to perform.
7,the federal government of the united states,official_source_qwen_paraphrase_rewrite,rw2s1_002112,simple_wiki,58361,extra_shard1,copied_or_preserved_from_pair_original,True,True,6,"{""glue_filtered"": 6}",19,21,The order tells agencies and officers of the Federal government of the United States things that they must do.,The order instructs agencies and officers of the Federal government of the United States on matters they are required to perform.
7,in the united states and canada and,official_source_qwen_paraphrase_rewrite,rw2s1_006265,simple_wiki,55910,extra_shard1,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",31,31,"""The Shaggy Dog"" grossed $61.1 million in the United States and Canada and $26 million in other territories for a worldwide total of $87.1 million, against its budget of $60 million.","Against its $60 million budget, ""The Shaggy Dog"" earned $61.1 million in the United States and Canada and $26 million in other territories, resulting in a worldwide total of $87.1 million."
7,world war i and world war ii,official_source_qwen_paraphrase_rewrite,rw2s1_007422,simple_wiki,54231,extra_shard1,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",28,28,"For over 300 years, the Grenadier Guards have fought in many large conflicts, such as the Napoleonic Wars, the Crimean War, World War I and World War II.","The Grenadier Guards have participated in numerous major conflicts, including the Napoleonic Wars, the Crimean War, World War I, and World War II, for more than 300 years."
7,how much does it cost for a,official_source_qwen_paraphrase_rewrite,rw2s1_010988,bnc_spoken,3729,extra_shard1,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",18,14,How muc how much does it cost for a printer to w to whip off two hundred then?,How much does it cost for a printer to whip off two hundred then?
7,the attack on the world trade center,official_source_qwen_paraphrase_rewrite,rw2s1_015100,simple_wiki,60348,extra_shard1,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",24,22,"On September 11, 2001, Guy van Grinsven was the only Dutch photographer-cameraman to witness the attack on the World Trade Center in New York.","On September 11, 2001, Guy van Grinsven, the sole Dutch photographer-cameraman, witnessed the attack on the World Trade Center in New York."
7,the new york stock exchange under the,official_source_qwen_paraphrase_rewrite,rw2s1_016646,simple_wiki,58481,extra_shard1,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",18,19,It trades on both the Toronto Stock Exchange and the New York Stock Exchange under the ticker CP.,It is traded on both the Toronto Stock Exchange and the New York Stock Exchange under the ticker CP.
7,and statistical manual of mental disorders dsm,official_source_qwen_paraphrase_rewrite,rw2s1_026025,simple_wiki,57381,extra_shard1,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",18,18,He was a major figure in the development of the Diagnostic and Statistical Manual of Mental Disorders (DSM).,He played a major role in the development of the Diagnostic and Statistical Manual of Mental Disorders (DSM).
7,diagnostic and statistical manual of mental disorders,official_source_qwen_paraphrase_rewrite,rw2s1_026025,simple_wiki,57381,extra_shard1,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",18,18,He was a major figure in the development of the Diagnostic and Statistical Manual of Mental Disorders (DSM).,He played a major role in the development of the Diagnostic and Statistical Manual of Mental Disorders (DSM).
7,the diagnostic and statistical manual of mental,official_source_qwen_paraphrase_rewrite,rw2s1_026025,simple_wiki,57381,extra_shard1,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",18,18,He was a major figure in the development of the Diagnostic and Statistical Manual of Mental Disorders (DSM).,He played a major role in the development of the Diagnostic and Statistical Manual of Mental Disorders (DSM).
7,what are we going to do now,official_source_qwen_paraphrase_rewrite,rw2s1_026498,gutenberg,35721,extra_shard1,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",25,25,"Glyn Williams went to law about it, but he lost his case."" ""What are we going to do now?"" ""Take down the fence, that's all.","Glyn Williams took legal action regarding the matter but lost his case. ""What are we going to do now?"" ""Take down the fence, that's all."""
7,first tuesday after the first monday in,official_source_qwen_paraphrase_rewrite,rw2s1_027837,simple_wiki,59441,extra_shard1,copied_or_preserved_from_pair_original,True,True,2,"{""glue_filtered"": 2}",18,18,The gubernatorial election is held every four years on the first Tuesday after the first Monday in November.,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November."
7,on the first tuesday after the first,official_source_qwen_paraphrase_rewrite,rw2s1_027837,simple_wiki,59441,extra_shard1,copied_or_preserved_from_pair_original,True,True,2,"{""glue_filtered"": 2}",18,18,The gubernatorial election is held every four years on the first Tuesday after the first Monday in November.,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November."
7,the first tuesday after the first monday,official_source_qwen_paraphrase_rewrite,rw2s1_027837,simple_wiki,59441,extra_shard1,copied_or_preserved_from_pair_original,True,True,2,"{""glue_filtered"": 2}",18,18,The gubernatorial election is held every four years on the first Tuesday after the first Monday in November.,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November."
7,tuesday after the first monday in november,official_source_qwen_paraphrase_rewrite,rw2s1_027837,simple_wiki,59441,extra_shard1,copied_or_preserved_from_pair_original,True,True,2,"{""glue_filtered"": 2}",18,18,The gubernatorial election is held every four years on the first Tuesday after the first Monday in November.,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November."
7,into the rock and roll hall of,official_source_qwen_paraphrase_rewrite,rw_000958,simple_wiki,56808,base,copied_or_preserved_from_pair_original,True,True,2,"{""glue_filtered"": 2}",17,17,Hunter was added into the Rock and Roll Hall of Fame with the Grateful Dead in 1994.,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead."
7,the rock and roll hall of fame,official_source_qwen_paraphrase_rewrite,rw_000958,simple_wiki,56808,base,copied_or_preserved_from_pair_original,True,True,4,"{""glue_filtered"": 4}",17,17,Hunter was added into the Rock and Roll Hall of Fame with the Grateful Dead in 1994.,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead."
7,of the high commissioner for human rights,official_source_qwen_paraphrase_rewrite,rw_002766,simple_wiki,61482,base,copied_or_preserved_from_pair_original,True,True,2,"{""glue_filtered"": 2}",30,30,"Joia Perry had spoken in the United Nations Office of the High Commissioner for Human Rights, asking the office to make a human rights framework to improve maternal mortality conditions.","Joia Perry addressed the United Nations Office of the High Commissioner for Human Rights, urging the establishment of a human rights framework aimed at improving conditions related to maternal mortality."
7,office of the high commissioner for human,official_source_qwen_paraphrase_rewrite,rw_002766,simple_wiki,61482,base,copied_or_preserved_from_pair_original,True,True,2,"{""glue_filtered"": 2}",30,30,"Joia Perry had spoken in the United Nations Office of the High Commissioner for Human Rights, asking the office to make a human rights framework to improve maternal mortality conditions.","Joia Perry addressed the United Nations Office of the High Commissioner for Human Rights, urging the establishment of a human rights framework aimed at improving conditions related to maternal mortality."
7,in the new york times book review,official_source_qwen_paraphrase_rewrite,rw_002802,simple_wiki,53518,base,copied_or_preserved_from_pair_original,True,True,3,"{""glue_filtered"": 3}",29,26,"In ""The New York Times Book Review"", Francine Prose praised the ""pure innocence and desperation"" which is obvious to be seen in the book, describing Flipović as an everygirl.","Describing Flipović as an everygirl, Francine Prose noted in ""The New York Times Book Review"" that the book clearly exhibits a pure innocence mixed with desperation."
7,in the united states national film registry,official_source_qwen_paraphrase_rewrite,rw_014109,simple_wiki,56950,base,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",17,19,It was among the first 100 movies selected for preservation in the United States National Film Registry.,This film was one of the initial 100 titles chosen for inclusion in the United States National Film Registry.
7,a member of the house of representatives,official_source_qwen_paraphrase_rewrite,rw_027777,simple_wiki,58740,base,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",17,19,He was a member of the House of Representatives and also parliamentary leader from 2006 to 2018.,"From 2006 to 2018, he served both as a member of the House of Representatives and as parliamentary leader."
7,into the rock and roll hall of,official_source_qwen_paraphrase_rewrite,rw_029530,simple_wiki,61165,base,copied_or_preserved_from_pair_original,True,True,2,"{""glue_filtered"": 2}",14,14,Bolan was posthumously honored into the Rock and Roll Hall of Fame in 2020.,"In 2020, Bolan received posthumous induction into the Rock and Roll Hall of Fame."
7,the rock and roll hall of fame,official_source_qwen_paraphrase_rewrite,rw_029530,simple_wiki,61165,base,copied_or_preserved_from_pair_original,True,True,4,"{""glue_filtered"": 4}",14,14,Bolan was posthumously honored into the Rock and Roll Hall of Fame in 2020.,"In 2020, Bolan received posthumous induction into the Rock and Roll Hall of Fame."
7,of the president of the united states,official_source_qwen_paraphrase_rewrite,rw_033024,open_subtitles,52117,base,copied_or_preserved_from_pair_original,True,True,1,"{""glue_filtered"": 1}",13,12,We are talking about the safety of the President of the United States!,We are discussing the security of the President of the United States!
7,once upon a time there was a,official_source_qwen_paraphrase_rewrite,rw_040277,childes,18900,base,copied_or_preserved_from_pair_original,True,True,8,"{""glue_filtered"": 8}",12,12,*CHI: once upon a time there was a boy that liked jelly.,"*CHI: Once upon a time, there was a boy who enjoyed jelly."
10,was inducted into the rock and roll hall of fame,official_source_qwen_paraphrase_rewrite,rw_000958,simple_wiki,56808,base,rewrite_only_within_pair,False,True,1,"{""glue_filtered"": 1}",17,17,Hunter was added into the Rock and Roll Hall of Fame with the Grateful Dead in 1994.,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead."
8,inducted into the rock and roll hall of,official_source_qwen_paraphrase_rewrite,rw_000958,simple_wiki,56808,base,rewrite_only_within_pair,False,True,1,"{""glue_filtered"": 1}",17,17,Hunter was added into the Rock and Roll Hall of Fame with the Grateful Dead in 1994.,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead."
8,was inducted into the rock and roll hall,official_source_qwen_paraphrase_rewrite,rw_000958,simple_wiki,56808,base,rewrite_only_within_pair,False,True,1,"{""glue_filtered"": 1}",17,17,Hunter was added into the Rock and Roll Hall of Fame with the Grateful Dead in 1994.,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead."
8,induction into the rock and roll hall of,official_source_qwen_paraphrase_rewrite,rw_029530,simple_wiki,61165,base,rewrite_only_within_pair,False,True,1,"{""glue_filtered"": 1}",14,14,Bolan was posthumously honored into the Rock and Roll Hall of Fame in 2020.,"In 2020, Bolan received posthumous induction into the Rock and Roll Hall of Fame."
8,president and vice president of the united states,official_source_qwen_paraphrase_rewrite,rw_037110,open_subtitles,52101,base,rewrite_only_within_pair,False,True,2,"{""glue_filtered"": 2}",29,29,As both the President and the Vice President of the United States are unable to discharge the duties of their offices I'm officially placing you under Secret Service protection.,"Since the President and Vice President of the United States are both incapacitated and unable to perform their official duties, I am hereby initiating Secret Service protection for you."
8,the president and vice president of the united,official_source_qwen_paraphrase_rewrite,rw_037110,open_subtitles,52101,base,rewrite_only_within_pair,False,True,2,"{""glue_filtered"": 2}",29,29,As both the President and the Vice President of the United States are unable to discharge the duties of their offices I'm officially placing you under Secret Service protection.,"Since the President and Vice President of the United States are both incapacitated and unable to perform their official duties, I am hereby initiating Secret Service protection for you."
7,once upon a time there was a,official_source_qwen_paraphrase_rewrite,rw2s0_018145,childes,15416,extra_shard0,rewrite_only_within_pair,False,True,8,"{""glue_filtered"": 8}",27,29,*MOT: once there was a little boy named Tam who lived with his mother and father in a nice house that had roses climbing up the porch.,"*MOT: Once upon a time, there was a little boy named Tam who resided with his mother and father in a nice house featuring roses climbing up the porch."
7,won the nobel prize for literature in,official_source_qwen_paraphrase_rewrite,rw2s1_017917,simple_wiki,54055,extra_shard1,rewrite_only_within_pair,False,True,8,"{""glue_filtered"": 8}",21,21,"She was married to the author Jon Fosse, the 2023 winner of the Nobel Prize for literature, from 1993 to 2009.","From 1993 to 2009, she was married to Jon Fosse, the author who won the Nobel Prize for literature in 2023."
7,series of the same name created by,official_source_qwen_paraphrase_rewrite,rw2s1_030258,simple_wiki,56487,extra_shard1,rewrite_only_within_pair,False,True,1,"{""glue_filtered"": 1}",18,20,The series is based on the comic strip and book series of the same name by Lincoln Peirce.,The series draws its inspiration from the comic strip and book series of the same name created by Lincoln Peirce.
7,a member of the house of representatives,official_source_qwen_paraphrase_rewrite,rw_000928,simple_wiki,61681,base,rewrite_only_within_pair,False,True,1,"{""glue_filtered"": 1}",25,31,He is also in the House of Representatives since 2012 and was Special Advisor to Prime Minister Fumio Kishida from December 2021 to August 2022.,"Since 2012, he has served as a member of the House of Representatives and held the position of Special Advisor to Prime Minister Fumio Kishida from December 2021 through August 2022."
7,inducted into the rock and roll hall,official_source_qwen_paraphrase_rewrite,rw_000958,simple_wiki,56808,base,rewrite_only_within_pair,False,True,1,"{""glue_filtered"": 1}",17,17,Hunter was added into the Rock and Roll Hall of Fame with the Grateful Dead in 1994.,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead."
7,was inducted into the rock and roll,official_source_qwen_paraphrase_rewrite,rw_000958,simple_wiki,56808,base,rewrite_only_within_pair,False,True,1,"{""glue_filtered"": 1}",17,17,Hunter was added into the Rock and Roll Hall of Fame with the Grateful Dead in 1994.,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead."
7,commander in chief of the united states,official_source_qwen_paraphrase_rewrite,rw_001348,simple_wiki,56878,base,rewrite_only_within_pair,False,True,1,"{""glue_filtered"": 1}",22,28,"He was Commander-in-Chief of United States Southern Command, former Chairman of the American Battle Monuments Commission, and Professor Emeritus of Boston University.","Serving as Professor Emeritus at Boston University, he previously held the roles of Chairman of the American Battle Monuments Commission and Commander-in-Chief of the United States Southern Command."
7,the film is an adaptation of the,official_source_qwen_paraphrase_rewrite,rw_007886,simple_wiki,57930,base,rewrite_only_within_pair,False,True,1,"{""glue_filtered"": 1}",12,13,This movie is based on the 1954 play of the same name.,The film is an adaptation of the 1954 play that shares its title.
7,only a matter of time before the,official_source_qwen_paraphrase_rewrite,rw_009101,open_subtitles,51343,base,rewrite_only_within_pair,False,True,1,"{""aoa"": 1}",21,19,"You know, one day the government is going to realize how lucky they were to have Professor x on their side.",It's only a matter of time before the government appreciates the fortune of having Professor x as an ally.
7,induction into the rock and roll hall,official_source_qwen_paraphrase_rewrite,rw_029530,simple_wiki,61165,base,rewrite_only_within_pair,False,True,1,"{""glue_filtered"": 1}",14,14,Bolan was posthumously honored into the Rock and Roll Hall of Fame in 2020.,"In 2020, Bolan received posthumous induction into the Rock and Roll Hall of Fame."
7,and vice president of the united states,official_source_qwen_paraphrase_rewrite,rw_037110,open_subtitles,52101,base,rewrite_only_within_pair,False,True,2,"{""glue_filtered"": 2}",29,29,As both the President and the Vice President of the United States are unable to discharge the duties of their offices I'm officially placing you under Secret Service protection.,"Since the President and Vice President of the United States are both incapacitated and unable to perform their official duties, I am hereby initiating Secret Service protection for you."
7,president and vice president of the united,official_source_qwen_paraphrase_rewrite,rw_037110,open_subtitles,52101,base,rewrite_only_within_pair,False,True,2,"{""glue_filtered"": 2}",29,29,As both the President and the Vice President of the United States are unable to discharge the duties of their offices I'm officially placing you under Secret Service protection.,"Since the President and Vice President of the United States are both incapacitated and unable to perform their official duties, I am hereby initiating Secret Service protection for you."
7,the president and vice president of the,official_source_qwen_paraphrase_rewrite,rw_037110,open_subtitles,52101,base,rewrite_only_within_pair,False,True,2,"{""glue_filtered"": 2}",29,29,As both the President and the Vice President of the United States are unable to discharge the duties of their offices I'm officially placing you under Secret Service protection.,"Since the President and Vice President of the United States are both incapacitated and unable to perform their official duties, I am hereby initiating Secret Service protection for you."
7,widely regarded as one of the most,official_source_qwen_paraphrase_rewrite,rw_042065,open_subtitles,47117,base,rewrite_only_within_pair,False,True,8,"{""glue_filtered"": 8}",17,19,"That's what took down the Stalk Inn, one of the cutest little asparagus farms you'll ever see.","The Stalk Inn, widely regarded as one of the most charming asparagus farms, fell because of this very thing."
7,it would have been nice to have,official_source_qwen_paraphrase_rewrite,rw_043623,open_subtitles,39647,base,rewrite_only_within_pair,False,True,1,"{""aoa"": 1}",13,15,if we could talk for a while before I took him to jail.,It would have been nice to have a conversation before I took him to jail.
