mode,pass,start_word,end_word,total_words_approx,source_words__childes,source_words__qwen_pair_packed,source_words__simple_wiki,source_words__open_subtitles,source_words__bnc_spoken,source_words__gutenberg,source_words__cleanqwen_fineweb_compact_view_reinvest,source_words__switchboard
source_childes_taper_f25_d40,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f25_d40,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f25_d40,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f25_d40,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f25_d40,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f25_d40,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f25_d60,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f25_d60,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f25_d60,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f25_d60,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f25_d60,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f25_d60,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f25_d60,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f25_d60,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f25_d60,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f25_d60,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f40_d15,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f40_d15,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f40_d15,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f40_d15,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f40_d15,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f40_d15,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f40_d15,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f40_d15,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f40_d15,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f40_d15,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f40_d25,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f40_d25,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f40_d25,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f40_d25,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f40_d25,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f40_d25,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f40_d25,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f40_d25,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f40_d25,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f40_d25,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f40_d40,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f40_d40,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f40_d40,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f40_d40,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f40_d40,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f40_d40,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f40_d40,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f40_d40,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f40_d40,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f40_d40,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f40_d60,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f40_d60,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f40_d60,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f40_d60,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f40_d60,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f40_d60,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f40_d60,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f40_d60,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f40_d60,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f40_d60,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f55_d15,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f55_d15,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f55_d15,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f55_d15,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f55_d15,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f55_d15,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f55_d15,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f55_d15,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f55_d15,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f55_d15,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f55_d25,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f55_d25,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f55_d25,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f55_d25,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f55_d25,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f55_d25,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f55_d25,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f55_d25,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f55_d25,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f55_d25,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f55_d40,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f55_d40,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f55_d40,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f55_d40,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f55_d40,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f55_d40,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f55_d40,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f55_d40,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f55_d40,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f55_d40,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f55_d60,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f55_d60,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f55_d60,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f55_d60,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f55_d60,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f55_d60,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f55_d60,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f55_d60,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f55_d60,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f55_d60,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f70_d15,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f70_d15,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f70_d15,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f70_d15,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f70_d15,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f70_d15,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f70_d15,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f70_d15,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f70_d15,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f70_d15,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f70_d25,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f70_d25,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f70_d25,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f70_d25,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f70_d25,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f70_d25,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f70_d25,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f70_d25,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f70_d25,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f70_d25,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f70_d40,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f70_d40,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f70_d40,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f70_d40,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f70_d40,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f70_d40,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f70_d40,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f70_d40,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f70_d40,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f70_d40,10,90000000,100000000,0,,,,,,,,
source_childes_taper_f70_d60,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_f70_d60,2,10000000,20000000,0,,,,,,,,
source_childes_taper_f70_d60,3,20000000,30000000,0,,,,,,,,
source_childes_taper_f70_d60,4,30000000,40000000,0,,,,,,,,
source_childes_taper_f70_d60,5,40000000,50000000,0,,,,,,,,
source_childes_taper_f70_d60,6,50000000,60000000,0,,,,,,,,
source_childes_taper_f70_d60,7,60000000,70000000,0,,,,,,,,
source_childes_taper_f70_d60,8,70000000,80000000,0,,,,,,,,
source_childes_taper_f70_d60,9,80000000,90000000,0,,,,,,,,
source_childes_taper_f70_d60,10,90000000,100000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d25,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_rowsort_ratio_f40_d25,2,10000000,20000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d25,3,20000000,30000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d25,4,30000000,40000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d25,5,40000000,50000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d25,6,50000000,60000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d25,7,60000000,70000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d25,8,70000000,80000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d25,9,80000000,90000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d25,10,90000000,100000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d25,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_rowsort_comp_f40_d25,2,10000000,20000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d25,3,20000000,30000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d25,4,30000000,40000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d25,5,40000000,50000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d25,6,50000000,60000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d25,7,60000000,70000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d25,8,70000000,80000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d25,9,80000000,90000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d25,10,90000000,100000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d40,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_rowsort_ratio_f40_d40,2,10000000,20000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d40,3,20000000,30000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d40,4,30000000,40000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d40,5,40000000,50000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d40,6,50000000,60000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d40,7,60000000,70000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d40,8,70000000,80000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d40,9,80000000,90000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f40_d40,10,90000000,100000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d40,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_rowsort_comp_f40_d40,2,10000000,20000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d40,3,20000000,30000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d40,4,30000000,40000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d40,5,40000000,50000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d40,6,50000000,60000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d40,7,60000000,70000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d40,8,70000000,80000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d40,9,80000000,90000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f40_d40,10,90000000,100000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d25,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_rowsort_ratio_f55_d25,2,10000000,20000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d25,3,20000000,30000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d25,4,30000000,40000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d25,5,40000000,50000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d25,6,50000000,60000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d25,7,60000000,70000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d25,8,70000000,80000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d25,9,80000000,90000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d25,10,90000000,100000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d25,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_rowsort_comp_f55_d25,2,10000000,20000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d25,3,20000000,30000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d25,4,30000000,40000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d25,5,40000000,50000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d25,6,50000000,60000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d25,7,60000000,70000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d25,8,70000000,80000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d25,9,80000000,90000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d25,10,90000000,100000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d40,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_rowsort_ratio_f55_d40,2,10000000,20000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d40,3,20000000,30000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d40,4,30000000,40000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d40,5,40000000,50000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d40,6,50000000,60000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d40,7,60000000,70000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d40,8,70000000,80000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d40,9,80000000,90000000,0,,,,,,,,
source_childes_taper_rowsort_ratio_f55_d40,10,90000000,100000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d40,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
source_childes_taper_rowsort_comp_f55_d40,2,10000000,20000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d40,3,20000000,30000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d40,4,30000000,40000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d40,5,40000000,50000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d40,6,50000000,60000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d40,7,60000000,70000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d40,8,70000000,80000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d40,9,80000000,90000000,0,,,,,,,,
source_childes_taper_rowsort_comp_f55_d40,10,90000000,100000000,0,,,,,,,,
global_sort__childes_ratio,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
global_sort__childes_ratio,2,10000000,20000000,0,,,,,,,,
global_sort__childes_ratio,3,20000000,30000000,0,,,,,,,,
global_sort__childes_ratio,4,30000000,40000000,0,,,,,,,,
global_sort__childes_ratio,5,40000000,50000000,0,,,,,,,,
global_sort__childes_ratio,6,50000000,60000000,0,,,,,,,,
global_sort__childes_ratio,7,60000000,70000000,0,,,,,,,,
global_sort__childes_ratio,8,70000000,80000000,0,,,,,,,,
global_sort__childes_ratio,9,80000000,90000000,0,,,,,,,,
global_sort__childes_ratio,10,90000000,100000000,0,,,,,,,,
global_sort__childes_composite,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
global_sort__childes_composite,2,10000000,20000000,0,,,,,,,,
global_sort__childes_composite,3,20000000,30000000,0,,,,,,,,
global_sort__childes_composite,4,30000000,40000000,0,,,,,,,,
global_sort__childes_composite,5,40000000,50000000,0,,,,,,,,
global_sort__childes_composite,6,50000000,60000000,0,,,,,,,,
global_sort__childes_composite,7,60000000,70000000,0,,,,,,,,
global_sort__childes_composite,8,70000000,80000000,0,,,,,,,,
global_sort__childes_composite,9,80000000,90000000,0,,,,,,,,
global_sort__childes_composite,10,90000000,100000000,0,,,,,,,,
global_sort__childes_freq,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
global_sort__childes_freq,2,10000000,20000000,0,,,,,,,,
global_sort__childes_freq,3,20000000,30000000,0,,,,,,,,
global_sort__childes_freq,4,30000000,40000000,0,,,,,,,,
global_sort__childes_freq,5,40000000,50000000,0,,,,,,,,
global_sort__childes_freq,6,50000000,60000000,0,,,,,,,,
global_sort__childes_freq,7,60000000,70000000,0,,,,,,,,
global_sort__childes_freq,8,70000000,80000000,0,,,,,,,,
global_sort__childes_freq,9,80000000,90000000,0,,,,,,,,
global_sort__childes_freq,10,90000000,100000000,0,,,,,,,,
global_sort__spoken_freq,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
global_sort__spoken_freq,2,10000000,20000000,0,,,,,,,,
global_sort__spoken_freq,3,20000000,30000000,0,,,,,,,,
global_sort__spoken_freq,4,30000000,40000000,0,,,,,,,,
global_sort__spoken_freq,5,40000000,50000000,0,,,,,,,,
global_sort__spoken_freq,6,50000000,60000000,0,,,,,,,,
global_sort__spoken_freq,7,60000000,70000000,0,,,,,,,,
global_sort__spoken_freq,8,70000000,80000000,0,,,,,,,,
global_sort__spoken_freq,9,80000000,90000000,0,,,,,,,,
global_sort__spoken_freq,10,90000000,100000000,0,,,,,,,,
global_sort__whole_freq,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
global_sort__whole_freq,2,10000000,20000000,0,,,,,,,,
global_sort__whole_freq,3,20000000,30000000,0,,,,,,,,
global_sort__whole_freq,4,30000000,40000000,0,,,,,,,,
global_sort__whole_freq,5,40000000,50000000,0,,,,,,,,
global_sort__whole_freq,6,50000000,60000000,0,,,,,,,,
global_sort__whole_freq,7,60000000,70000000,0,,,,,,,,
global_sort__whole_freq,8,70000000,80000000,0,,,,,,,,
global_sort__whole_freq,9,80000000,90000000,0,,,,,,,,
global_sort__whole_freq,10,90000000,100000000,0,,,,,,,,
global_sort__cdi_density,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
global_sort__cdi_density,2,10000000,20000000,0,,,,,,,,
global_sort__cdi_density,3,20000000,30000000,0,,,,,,,,
global_sort__cdi_density,4,30000000,40000000,0,,,,,,,,
global_sort__cdi_density,5,40000000,50000000,0,,,,,,,,
global_sort__cdi_density,6,50000000,60000000,0,,,,,,,,
global_sort__cdi_density,7,60000000,70000000,0,,,,,,,,
global_sort__cdi_density,8,70000000,80000000,0,,,,,,,,
global_sort__cdi_density,9,80000000,90000000,0,,,,,,,,
global_sort__cdi_density,10,90000000,100000000,0,,,,,,,,
global_sort__child_early,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
global_sort__child_early,2,10000000,20000000,0,,,,,,,,
global_sort__child_early,3,20000000,30000000,0,,,,,,,,
global_sort__child_early,4,30000000,40000000,0,,,,,,,,
global_sort__child_early,5,40000000,50000000,0,,,,,,,,
global_sort__child_early,6,50000000,60000000,0,,,,,,,,
global_sort__child_early,7,60000000,70000000,0,,,,,,,,
global_sort__child_early,8,70000000,80000000,0,,,,,,,,
global_sort__child_early,9,80000000,90000000,0,,,,,,,,
global_sort__child_early,10,90000000,100000000,0,,,,,,,,
global_sort__written_control,1,0,10000000,308649,79520,50472,35520,53440,18080,57600,13377,640
global_sort__written_control,2,10000000,20000000,0,,,,,,,,
global_sort__written_control,3,20000000,30000000,0,,,,,,,,
global_sort__written_control,4,30000000,40000000,0,,,,,,,,
global_sort__written_control,5,40000000,50000000,0,,,,,,,,
global_sort__written_control,6,50000000,60000000,0,,,,,,,,
global_sort__written_control,7,60000000,70000000,0,,,,,,,,
global_sort__written_control,8,70000000,80000000,0,,,,,,,,
global_sort__written_control,9,80000000,90000000,0,,,,,,,,
global_sort__written_control,10,90000000,100000000,0,,,,,,,,
