target,decoder_mode,layer_index,layer,pair_id,family,template_id,alt_type,alt_0,alt_1,correct_AB,correct_BA,margin_AB,margin_BA,four_cell_M,both_correct,swap_both_correct,erased_bias,s_AB_alt0,s_AB_alt1,s_BA_alt0,s_BA_alt1,s_erased_alt0,s_erased_alt1
scale1p75_live_80M,raw,5,L5,151003,natural_transfer,nt01,people,Mina,Ava,Ava,Mina,0.084686279296875,-0.12767791748046875,-0.04299163818359375,False,False,0.5988483428955078,-17.825990676879883,-17.741304397583008,-17.879291534423828,-17.75161361694336,-18.693161010742188,-18.09431266784668
scale1p75_live_80M,raw,5,L5,151004,natural_transfer,nt01,people,Pia,Leo,Leo,Pia,8.155298233032227,-8.277603149414062,-0.12230491638183594,False,False,8.758119583129883,-16.656553268432617,-8.50125503540039,-16.641916275024414,-8.364313125610352,-17.528728485107422,-8.770608901977539
scale1p75_live_80M,raw,5,L5,151005,natural_transfer,nt01,people,Rosa,Nina,Nina,Rosa,8.459514617919922,-8.4412260055542,0.018288612365722656,False,False,7.223212242126465,-17.74925422668457,-9.289739608764648,-17.519176483154297,-9.077950477600098,-17.018396377563477,-9.795184135437012
scale1p75_live_80M,raw,5,L5,151006,natural_transfer,nt01,people,Jules,Ava,Ava,Jules,1.1019248962402344,-1.0190925598144531,0.08283233642578125,False,False,1.6925888061523438,-18.099987030029297,-16.998062133789062,-18.059104919433594,-17.04001235961914,-18.781505584716797,-17.088916778564453
scale1p75_live_80M,raw,5,L5,151007,natural_transfer,nt01,people,Owen,Zoe,Zoe,Owen,-5.7385358810424805,5.767590522766113,0.029054641723632812,False,False,-7.049948692321777,-13.501372337341309,-19.23990821838379,-13.557486534118652,-19.325077056884766,-12.767029762268066,-19.816978454589844
scale1p75_live_80M,raw,6,L6,151000,natural_transfer,nt01,people,Arun,Nina,Nina,Arun,8.551791191101074,-8.707623481750488,-0.15583229064941406,False,False,9.199690818786621,-17.75598907470703,-9.204197883605957,-18.00738525390625,-9.299761772155762,-18.235950469970703,-9.036259651184082
scale1p75_live_80M,raw,6,L6,151001,natural_transfer,nt01,people,Leah,Omar,Omar,Leah,-7.07574462890625,7.104066848754883,0.028322219848632812,False,False,-7.959464073181152,-12.218070983886719,-19.29381561279297,-12.137849807739258,-19.24191665649414,-11.979180335998535,-19.938644409179688
scale1p75_live_80M,raw,6,L6,151002,natural_transfer,nt01,people,Clara,Nina,Nina,Clara,1.3753623962402344,-1.5263710021972656,-0.15100860595703125,False,False,2.421847343444824,-10.976930618286133,-9.601568222045898,-10.975552558898926,-9.44918155670166,-11.468778610229492,-9.046931266784668
scale1p75_live_80M,raw,6,L6,151003,natural_transfer,nt01,people,Mina,Ava,Ava,Mina,0.38593101501464844,-0.37056922912597656,0.015361785888671875,False,False,0.2708587646484375,-16.8897647857666,-16.503833770751953,-16.912015914916992,-16.541446685791016,-17.45378875732422,-17.18292999267578
scale1p75_live_80M,raw,6,L6,151004,natural_transfer,nt01,people,Pia,Leo,Leo,Pia,6.920178413391113,-7.142255783081055,-0.2220773696899414,False,False,7.088533401489258,-15.021322250366211,-8.101143836975098,-15.06882095336914,-7.926565170288086,-15.444194793701172,-8.355661392211914
scale1p75_live_80M,raw,6,L6,151005,natural_transfer,nt01,people,Rosa,Nina,Nina,Rosa,7.427879333496094,-7.337108612060547,0.09077072143554688,False,False,7.307312965393066,-16.828046798706055,-9.400167465209961,-16.750049591064453,-9.412940979003906,-16.39358901977539,-9.086276054382324
scale1p75_live_80M,raw,6,L6,151006,natural_transfer,nt01,people,Jules,Ava,Ava,Jules,1.0445823669433594,-0.9306850433349609,0.11389732360839844,False,False,1.5285491943359375,-16.924823760986328,-15.880241394042969,-16.902231216430664,-15.971546173095703,-17.876789093017578,-16.34823989868164
scale1p75_live_80M,raw,6,L6,151007,natural_transfer,nt01,people,Owen,Zoe,Zoe,Owen,-3.312455177307129,3.3511762619018555,0.03872108459472656,False,False,-5.0633392333984375,-14.433085441589355,-17.745540618896484,-14.441960334777832,-17.793136596679688,-13.24454116821289,-18.307880401611328
scale1p75_live_80M,raw,7,L7,151000,natural_transfer,nt01,people,Arun,Nina,Nina,Arun,1.736119955778122,-10.466805398464203,-8.730685442686081,False,False,10.86672067642212,-2.042243003845215,-0.3061230480670929,-10.613275527954102,-0.14647012948989868,-17.95359992980957,-7.086879253387451
scale1p75_live_80M,raw,7,L7,151001,natural_transfer,nt01,people,Leah,Omar,Omar,Leah,-6.425887584686279,-1.7724881172180176,-8.198375701904297,False,True,-9.902812004089355,-2.0904393196105957,-8.516326904296875,-2.8917486667633057,-1.119260549545288,-10.306649208068848,-20.209461212158203
scale1p75_live_80M,raw,7,L7,151002,natural_transfer,nt01,people,Clara,Nina,Nina,Clara,-4.115772247314453,-7.548556298017502,-11.664328545331955,False,True,1.8491029739379883,-0.8472542762756348,-4.963026523590088,-7.8029069900512695,-0.2543506920337677,-9.662898063659668,-7.81379508972168
scale1p75_live_80M,raw,7,L7,151003,natural_transfer,nt01,people,Mina,Ava,Ava,Mina,-9.81119990348816,-8.315663576126099,-18.126863479614258,False,True,-2.1056289672851562,-1.6889469623565674,-11.500146865844727,-9.500558853149414,-1.1848952770233154,-16.13085174560547,-18.236480712890625
scale1p75_live_80M,raw,7,L7,151004,natural_transfer,nt01,people,Pia,Leo,Leo,Pia,0.2159939706325531,-6.70529218018055,-6.4892982095479965,False,False,6.863400936126709,-0.6780648231506348,-0.46207085251808167,-6.8789825439453125,-0.17369036376476288,-14.104028701782227,-7.240627765655518
scale1p75_live_80M,raw,7,L7,151005,natural_transfer,nt01,people,Rosa,Nina,Nina,Rosa,1.1282048225402832,-10.045090317726135,-8.916885495185852,False,False,4.261376857757568,-1.4774835109710693,-0.34927868843078613,-10.202655792236328,-0.15756547451019287,-11.744028091430664,-7.482651233673096
scale1p75_live_80M,raw,7,L7,151006,natural_transfer,nt01,people,Jules,Ava,Ava,Jules,-10.221252918243408,-15.038267612457275,-25.259520530700684,False,True,0.0260467529296875,-3.6692442893981934,-13.890497207641602,-16.18272590637207,-1.144458293914795,-17.874107360839844,-17.848060607910156
scale1p75_live_80M,raw,7,L7,151007,natural_transfer,nt01,people,Owen,Zoe,Zoe,Owen,-6.0611395835876465,-3.1671977043151855,-9.228337287902832,False,True,-3.1343612670898438,-2.899681568145752,-8.960821151733398,-3.9136695861816406,-0.7464718818664551,-11.609773635864258,-14.744134902954102
scale1p75_live_80M,raw,8,L8,151000,natural_transfer,nt01,people,Arun,Nina,Nina,Arun,0.049591049551963806,-2.602277297526598,-2.552686247974634,False,False,11.551445007324219,-0.11542027443647385,-0.06582922488451004,-2.6506707668304443,-0.04839346930384636,-18.105514526367188,-6.554069519042969
scale1p75_live_80M,raw,8,L8,151001,natural_transfer,nt01,people,Leah,Omar,Omar,Leah,0.19120341539382935,-1.2080903202295303,-1.016886904835701,False,False,-12.896444320678711,-0.7688465118408203,-0.577643096446991,-1.2772886753082275,-0.0691983550786972,-9.338584899902344,-22.235029220581055
scale1p75_live_80M,raw,8,L8,151002,natural_transfer,nt01,people,Clara,Nina,Nina,Clara,-4.263815030455589,-0.3785114288330078,-4.642326459288597,False,True,1.2840399742126465,-0.18143309652805328,-4.445248126983643,-1.3283144235610962,-0.9498029947280884,-8.727201461791992,-7.443161487579346
scale1p75_live_80M,raw,8,L8,151003,natural_transfer,nt01,people,Mina,Ava,Ava,Mina,-15.102950498461723,-15.209978565573692,-30.312929064035416,False,True,-3.0011558532714844,-0.08484704792499542,-15.187797546386719,-15.271121978759766,-0.0611434131860733,-17.175548553466797,-20.17670440673828
scale1p75_live_80M,raw,8,L8,151004,natural_transfer,nt01,people,Pia,Leo,Leo,Pia,-0.011096881702542305,-0.18422510661184788,-0.19532198831439018,False,True,8.679878234863281,-0.02351837418973446,-0.034615255892276764,-0.214949369430542,-0.030724262818694115,-15.470051765441895,-6.790173530578613
scale1p75_live_80M,raw,8,L8,151005,natural_transfer,nt01,people,Rosa,Nina,Nina,Rosa,-0.05870411917567253,-2.9216957837343216,-2.980399902909994,False,True,5.587520122528076,-0.05643310770392418,-0.11513722687959671,-2.988269090652466,-0.06657330691814423,-12.703857421875,-7.116337299346924
scale1p75_live_80M,raw,8,L8,151006,natural_transfer,nt01,people,Jules,Ava,Ava,Jules,-14.93241161108017,-21.71942761540413,-36.6518392264843,False,True,1.2979850769042969,-0.9586864113807678,-15.891098022460938,-21.829099655151367,-0.10967203974723816,-19.919429779052734,-18.621444702148438
scale1p75_live_80M,raw,8,L8,151007,natural_transfer,nt01,people,Owen,Zoe,Zoe,Owen,-2.0839943885803223,-0.7463703900575638,-2.830364778637886,False,True,-6.035259246826172,-0.5209834575653076,-2.60497784614563,-0.8135293126106262,-0.06715892255306244,-11.073776245117188,-17.10903549194336
scale1p75_live_80M,stat,0,emb,151000,natural_transfer,nt01,people,Arun,Nina,Nina,Arun,12.747817993164062,-12.747817993164062,0.0,False,False,9.225622177124023,-28.53508949279785,-15.787271499633789,-28.53508949279785,-15.787271499633789,-22.06920623779297,-12.843584060668945
scale1p75_live_80M,stat,0,emb,151001,natural_transfer,nt01,people,Leah,Omar,Omar,Leah,-9.98951530456543,9.98951530456543,0.0,False,False,-7.487878799438477,-16.022998809814453,-26.012514114379883,-16.022998809814453,-26.012514114379883,-12.831350326538086,-20.319229125976562
scale1p75_live_80M,stat,0,emb,151002,natural_transfer,nt01,people,Clara,Nina,Nina,Clara,1.7469215393066406,-1.7469215393066406,0.0,False,False,0.1866626739501953,-11.970345497131348,-10.223423957824707,-11.970345497131348,-10.223423957824707,-13.03024673461914,-12.843584060668945
scale1p75_live_80M,stat,0,emb,151003,natural_transfer,nt01,people,Mina,Ava,Ava,Mina,-0.6663608551025391,0.6663608551025391,0.0,False,False,-1.3072357177734375,-24.711458206176758,-25.377819061279297,-24.711458206176758,-25.377819061279297,-20.31326675415039,-21.620502471923828
scale1p75_live_80M,stat,0,emb,151004,natural_transfer,nt01,people,Pia,Leo,Leo,Pia,9.218283653259277,-9.218283653259277,0.0,False,False,13.575908660888672,-24.882299423217773,-15.664015769958496,-24.882299423217773,-15.664015769958496,-26.068180084228516,-12.492271423339844
scale1p75_live_80M,stat,0,emb,151005,natural_transfer,nt01,people,Rosa,Nina,Nina,Rosa,11.67892837524414,-11.67892837524414,0.0,False,False,10.477409362792969,-24.729705810546875,-13.050777435302734,-24.729705810546875,-13.050777435302734,-23.320993423461914,-12.843584060668945
scale1p75_live_80M,stat,0,emb,151006,natural_transfer,nt01,people,Jules,Ava,Ava,Jules,1.1249809265136719,-1.1249809265136719,0.0,False,False,5.265779495239258,-27.684661865234375,-26.559680938720703,-27.684661865234375,-26.559680938720703,-26.886281967163086,-21.620502471923828
scale1p75_live_80M,stat,0,emb,151007,natural_transfer,nt01,people,Owen,Zoe,Zoe,Owen,-13.384645462036133,13.384645462036133,0.0,False,False,-16.059873580932617,-13.763622283935547,-27.14826774597168,-13.763622283935547,-27.14826774597168,-9.183944702148438,-25.243818283081055
scale1p75_live_80M,stat,1,L1,151000,natural_transfer,nt01,people,Arun,Nina,Nina,Arun,16.484132766723633,-16.498491287231445,-0.0143585205078125,False,False,14.95950984954834,-25.46258544921875,-8.978452682495117,-25.399654388427734,-8.901163101196289,-23.08788299560547,-8.128373146057129
scale1p75_live_80M,stat,1,L1,151001,natural_transfer,nt01,people,Leah,Omar,Omar,Leah,-15.640207290649414,15.519152641296387,-0.12105464935302734,False,False,-14.822359085083008,-11.621427536010742,-27.261634826660156,-11.625622749328613,-27.144775390625,-10.240621566772461,-25.06298065185547
scale1p75_live_80M,stat,1,L1,151002,natural_transfer,nt01,people,Clara,Nina,Nina,Clara,3.4467592239379883,-3.41874361038208,0.028015613555908203,False,False,3.9577388763427734,-11.178935050964355,-7.732175827026367,-11.16389274597168,-7.7451491355896,-12.076513290405273,-8.1187744140625
scale1p75_live_80M,stat,1,L1,151003,natural_transfer,nt01,people,Mina,Ava,Ava,Mina,2.199930191040039,-2.1812210083007812,0.018709182739257812,False,False,0.3452911376953125,-24.99504852294922,-22.79511833190918,-24.93594741821289,-22.75472640991211,-21.992923736572266,-21.647632598876953
scale1p75_live_80M,stat,1,L1,151004,natural_transfer,nt01,people,Pia,Leo,Leo,Pia,12.683093070983887,-12.701010704040527,-0.017917633056640625,False,False,14.028512001037598,-24.67473030090332,-11.991637229919434,-24.693893432617188,-11.99288272857666,-24.667247772216797,-10.6387357711792
scale1p75_live_80M,stat,1,L1,151005,natural_transfer,nt01,people,Rosa,Nina,Nina,Rosa,15.638129234313965,-15.464313507080078,0.17381572723388672,False,False,15.500368118286133,-23.301422119140625,-7.66329288482666,-23.188430786132812,-7.724117279052734,-23.539844512939453,-8.03947639465332
scale1p75_live_80M,stat,1,L1,151006,natural_transfer,nt01,people,Jules,Ava,Ava,Jules,1.8882427215576172,-1.9514732360839844,-0.06323051452636719,False,False,2.826742172241211,-24.421445846557617,-22.533203125,-24.40473175048828,-22.453258514404297,-23.91221809387207,-21.08547592163086
scale1p75_live_80M,stat,1,L1,151007,natural_transfer,nt01,people,Owen,Zoe,Zoe,Owen,-10.316765785217285,10.287978172302246,-0.028787612915039062,False,False,-12.646512031555176,-14.507060050964355,-24.82382583618164,-14.508872032165527,-24.796850204467773,-12.55197811126709,-25.198490142822266
scale1p75_live_80M,stat,2,L2,151000,natural_transfer,nt01,people,Arun,Nina,Nina,Arun,12.197404384613037,-12.583036422729492,-0.3856320381164551,False,False,10.525638580322266,-19.284610748291016,-7.0872063636779785,-19.311141967773438,-6.728105545043945,-18.89217758178711,-8.366539001464844
scale1p75_live_80M,stat,2,L2,151001,natural_transfer,nt01,people,Leah,Omar,Omar,Leah,-9.951394081115723,9.795398712158203,-0.15599536895751953,False,False,-8.65550422668457,-11.320233345031738,-21.27162742614746,-11.409339904785156,-21.20473861694336,-11.942184448242188,-20.597688674926758
scale1p75_live_80M,stat,2,L2,151002,natural_transfer,nt01,people,Clara,Nina,Nina,Clara,1.785064697265625,-1.7747163772583008,0.010348320007324219,False,False,3.0872650146484375,-8.476469039916992,-6.691404342651367,-8.426838874816895,-6.652122497558594,-11.733597755432129,-8.646332740783691
scale1p75_live_80M,stat,2,L2,151003,natural_transfer,nt01,people,Mina,Ava,Ava,Mina,-0.2564811706542969,0.2603931427001953,0.0039119720458984375,False,False,-0.49213600158691406,-19.27310562133789,-19.529586791992188,-19.28178596496582,-19.542179107666016,-18.32723045349121,-18.819366455078125
scale1p75_live_80M,stat,2,L2,151004,natural_transfer,nt01,people,Pia,Leo,Leo,Pia,5.1335039138793945,-5.34744930267334,-0.2139453887939453,False,False,5.683080673217773,-17.312088012695312,-12.178584098815918,-17.44882583618164,-12.1013765335083,-17.404905319213867,-11.721824645996094
scale1p75_live_80M,stat,2,L2,151005,natural_transfer,nt01,people,Rosa,Nina,Nina,Rosa,11.12739896774292,-11.307788372039795,-0.180389404296875,False,False,10.015887260437012,-17.823680877685547,-6.696281909942627,-17.818784713745117,-6.510996341705322,-18.530643463134766,-8.514756202697754
