base_correct,cand_correct,checkpoint,column,gold_completion_full_nll_mean,gold_completion_full_nll_sum,gold_completion_ig_r8_mean,gold_completion_local_r8_nll_mean,gold_completion_token_count_scored,gold_full_nll_delta_chck100_minus_chck82,gold_ig_r8_delta_chck100_minus_chck82,item_id,status_82_to_100,target_tokens_preview,uid
True,True,chck82,EWoK,2.346800953770677,14.080805722624063,0.24810371547937393,2.594904669250051,6,0.24853386481603001,-0.09090676965812841,EWoK:physical-dynamics:8,both_correct,ĠThe Ġwheel Ġis Ġacceler ating .,physical-dynamics
True,True,chck82,EWoK,5.757534019649029,46.06027215719223,0.07181724160909653,5.829351261258125,8,-0.32418006658554077,0.10535809397697449,EWoK:social-relations:343,both_correct,ĠJesse Ġis ĠAlex 's Ġsub ord inate .,social-relations
True,True,chck82,EWoK,2.3986117653548717,19.188894122838974,0.035599623806774616,2.4342113891616464,8,0.22741522709839046,-0.1454294187715277,EWoK:social-interactions:62,both_correct,ĠCha o Ġis Ġev ading ĠY an .,social-interactions
True,True,chck82,EWoK,2.4206354590132833,19.365083672106266,0.4655946921557188,2.886230151169002,8,-0.053153791930526495,0.041475809179246426,EWoK:spatial-relations:300,both_correct,ĠThe Ġcandle Ġis Ġin Ġfront Ġof ĠAli .,spatial-relations
True,True,chck82,EWoK,1.6850342700596561,18.535376970656216,3.8513575625521215,5.536391832611778,11,-0.07413808946413081,0.14439403142949425,EWoK:agent-properties:85,both_correct,ĠJesse Ġdoub ts Ġthat Ġthe Ġtruck Ġis Ġin Ġthe Ġschool .,agent-properties
True,True,chck82,EWoK,3.820512969046831,22.923077814280987,3.874858340869347,7.695371309916179,6,0.0801285492877164,-0.10823492084940245,EWoK:spatial-relations:127,both_correct,ĠAli Ġis Ġbelow ĠWe i .,spatial-relations
True,True,chck82,EWoK,3.243035987019539,19.458215922117233,0.1509192188580831,3.393955205877622,6,0.010546372272074223,-0.15152513980865479,EWoK:material-dynamics:256,both_correct,ĠCha o Ġfold s Ġit .,material-dynamics
True,True,chck82,EWoK,3.07314024751003,39.950823217630386,2.5950834000339875,5.668223647544017,13,0.21624529877534293,-0.09662573240124273,EWoK:agent-properties:1291,both_correct,ĠLi Ġmakes Ġless Ġeffort Ġto Ġinteract Ġwith ĠMaria Ġthan Ġwith ĠFat ima,agent-properties
True,True,chck82,EWoK,0.9688369050563779,7.750695240451023,1.3035936948435847,2.2724305998999625,8,0.025703544029965997,-0.1189342018624302,EWoK:physical-relations:60,both_correct,ĠThe Ġpiano Ġis Ġbigger Ġthan Ġthe Ġcouch .,physical-relations
True,True,chck82,EWoK,4.109028421342373,28.76319894939661,0.8253787149276052,4.934407136269978,7,0.1145327442458699,0.07463016999619354,EWoK:material-properties:162,both_correct,ĠThe Ġballoon Ġis Ġtrans p arent .,material-properties
True,True,chck82,EWoK,3.509175844490528,14.036703377962112,0.2256167121231556,3.7347925566136837,4,0.20701954327523708,0.05765127018094063,EWoK:social-properties:162,both_correct,ĠJesse Ġis Ġshy .,social-properties
True,True,chck82,EWoK,1.3972657735326461,9.780860414728522,3.165704109040754,4.5629698825734,7,0.07077277345316735,-0.002734805856432043,EWoK:spatial-relations:347,both_correct,ĠThe Ġwheel Ġis Ġbehind ĠCha o .,spatial-relations
True,True,chck82,EWoK,1.8079225347222139,21.695070416666567,2.5727289628703147,4.380651497592528,12,-0.06308220524806529,-0.06214056711178273,EWoK:agent-properties:33,both_correct,ĠCha o Ġdoub ts Ġthat Ġthe Ġwheel Ġis Ġin Ġthe Ġshop .,agent-properties
True,True,chck82,EWoK,1.8261385541409254,12.782969878986478,0.6331819245325667,2.4593204786734923,7,0.36223755963146687,-0.1091129428574017,EWoK:physical-relations:663,both_correct,ĠThe Ġrock Ġis Ġunder Ġthe Ġairplane .,physical-relations
True,True,chck82,EWoK,4.399944178760052,17.599776715040207,1.592320777475834,5.992264956235886,4,0.09952415525913239,-0.051480501890182495,EWoK:social-properties:11,both_correct,ĠAli Ġis Ġhumble .,social-properties
True,True,chck82,EWoK,3.231934813807519,22.623543696652632,-0.1390617897975192,3.0928730240099997,7,-0.13184342696747242,0.09276421799274562,EWoK:social-relations:1243,both_correct,ĠJesse Ġand ĠAlex Ġare Ġromantic Ġpartners .,social-relations
True,True,chck82,EWoK,4.379616641998291,21.898083209991455,0.18136744499206542,4.560984086990357,5,0.09534692764282227,-0.23357534408569336,EWoK:material-dynamics:665,both_correct,ĠJesse Ġstir s Ġit .,material-dynamics
True,True,chck82,EWoK,2.8490199271589516,14.245099635794759,0.16092298403382302,3.0099429111927747,5,0.09687113016843796,-0.15923576056957245,EWoK:material-properties:69,both_correct,ĠThe Ġballoon Ġis Ġsturdy .,material-properties
True,True,chck82,EWoK,2.1916337842897824,26.299605411477387,3.5641790844965726,5.755812868786355,12,0.08880157357392182,0.0648734129499644,EWoK:physical-interactions:102,both_correct,ĠThe Ġcool er Ġis Ġcoll iding Ġwith Ġthe Ġscrew dri ver .,physical-interactions
True,True,chck82,EWoK,1.914513928242601,24.88868106715381,3.011997638986661,4.926511567229261,13,0.10718889842526247,-0.08898703073366354,EWoK:agent-properties:1407,both_correct,ĠAli Ġmakes Ġmore Ġeffort Ġto Ġinteract Ġwith ĠJesse Ġthan Ġwith ĠWe i,agent-properties
True,True,chck82,EWoK,1.6555640738690272,16.555640738690272,2.495314636477269,4.150878710346296,10,0.09876268696971247,-0.09636385948397219,EWoK:agent-properties:769,both_correct,ĠMohammed Ġmakes Ġno Ġeffort Ġto Ġinteract Ġwith ĠCar men .,agent-properties
True,True,chck82,EWoK,5.425336301326752,21.701345205307007,-0.0036104321479797363,5.421725869178772,4,-0.30980193614959717,0.1377360224723816,EWoK:material-dynamics:193,both_correct,ĠIt Ġdri ps .,material-dynamics
True,True,chck82,EWoK,1.5825470220937858,23.73820533140679,1.7053665447689128,3.2879135668626986,15,0.1161747040770329,-0.13498971319835018,EWoK:agent-properties:955,both_correct,ĠCha o Ġmakes Ġmore Ġeffort Ġto Ġget Ġthe Ġtruck Ġthan Ġto Ġget,agent-properties
True,True,chck82,EWoK,1.2202394199557602,8.541675939690322,0.7277007436911974,1.9479401636469578,7,-0.11598496365227873,0.0582819088096066,EWoK:agent-properties:2113,both_correct,ĠLi Ġdoes Ġnot Ġsee Ġthe Ġpiano .,agent-properties
True,True,chck82,EWoK,2.791472722377096,19.54030905663967,0.11445660410182816,2.905929326478924,7,-0.2531906488750666,0.06405999138951303,EWoK:social-relations:1533,both_correct,ĠAli Ġis ĠWe i 's Ġstudent .,social-relations
True,True,chck82,EWoK,2.6430072186547995,37.002101061167195,1.1969220551462578,3.8399292738010575,14,0.1375167270224278,-0.029800376717633137,EWoK:agent-properties:1119,both_correct,ĠMohammed Ġmakes Ġmore Ġeffort Ġto Ġget Ġthe Ġbus Ġthan Ġto Ġget Ġthe,agent-properties
True,True,chck82,EWoK,2.1245205347659066,16.996164278127253,2.5721691491780803,4.696689683943987,8,-0.08346788340713829,-0.08765276405028999,EWoK:social-relations:1064,both_correct,ĠCha o Ġis ĠY an 's Ġparent .,social-relations
True,True,chck82,EWoK,1.9257923541590571,15.406338833272457,3.150951505638659,5.076743859797716,8,0.09635021002031863,-0.2546733079943806,EWoK:physical-interactions:459,both_correct,ĠCha o Ġis Ġclimbing Ġon Ġthe Ġtruck .,physical-interactions
True,True,chck82,EWoK,2.504925610763686,17.534479275345802,-0.14375137324844087,2.3611742375152454,7,-0.03100769753966981,-0.019215683851923265,EWoK:social-relations:88,both_correct,ĠMohammed Ġis ĠCar men 's Ġboss .,social-relations
True,True,chck82,EWoK,1.5891698417898235,22.248377785057528,2.508224883177068,4.097394724966891,14,0.056939857866382226,0.22150346472959193,EWoK:agent-properties:1130,both_correct,ĠAli Ġmakes Ġmore Ġeffort Ġto Ġget Ġthe Ġcandle Ġthan Ġto Ġget Ġthe,agent-properties
True,True,chck82,EWoK,5.564947485923767,22.25978994369507,0.04585409164428711,5.610801577568054,4,-0.052306175231933594,-0.00892186164855957,EWoK:material-dynamics:424,both_correct,ĠIt Ġri ps .,material-dynamics
True,True,chck82,EWoK,1.7698697687126697,17.698697687126696,1.730604302790016,3.5004740715026856,10,0.03051039483398199,0.10149179790169005,EWoK:agent-properties:58,both_correct,ĠMohammed Ġbelieves Ġthat Ġthe Ġvolleyball Ġis Ġin Ġthe Ġgallery .,agent-properties
True,True,chck82,EWoK,2.940309469516461,38.22402310371399,2.3425965309143066,5.282906000430767,13,0.23011658727549555,-0.10441599514048816,EWoK:agent-properties:1070,both_correct,ĠLi Ġmakes Ġmore Ġeffort Ġto Ġinteract Ġwith ĠMaria Ġthan Ġwith ĠFat ima,agent-properties
True,True,chck82,EWoK,1.9561425612236445,25.429853295907378,3.5686086466392646,5.524751207862909,13,0.10876486049248624,-0.2590234637833557,EWoK:agent-properties:1296,both_correct,ĠMohammed Ġmakes Ġmore Ġeffort Ġto Ġinteract Ġwith ĠCar men Ġthan Ġwith ĠLi,agent-properties
True,True,chck82,EWoK,2.498905819654465,12.494529098272324,0.15623268149793149,2.655138501152396,5,0.0840575821697711,-0.019265900179743778,EWoK:physical-dynamics:54,both_correct,ĠThe Ġrock Ġis Ġrolling .,physical-dynamics
True,True,chck82,EWoK,2.533016826957464,17.73111778870225,1.8510859438351221,4.384102770792587,7,0.039174723838056646,-0.056036883166858065,EWoK:physical-interactions:532,both_correct,ĠLi Ġis Ġthrowing Ġthe Ġcool er .,physical-interactions
True,True,chck82,EWoK,5.241613495562758,36.691294468939304,1.0340600184031896,6.275673513965947,7,0.05012036540678544,0.06653187956128792,EWoK:agent-properties:333,both_correct,ĠJesse Ġchoo ses ĠMohammed Ġover ĠAlex .,agent-properties
True,True,chck82,EWoK,1.5488849671987386,20.135504573583603,4.219283217994066,5.768168185192805,13,0.058846149307030915,-0.21455807410753636,EWoK:agent-properties:1106,both_correct,ĠMohammed Ġmakes Ġmore Ġeffort Ġto Ġinteract Ġwith ĠCar men Ġthan Ġwith ĠLi,agent-properties
True,True,chck82,EWoK,1.2347733215428889,9.878186572343111,0.9820723324082792,2.216845653951168,8,0.0987512394785881,0.046269186306744814,EWoK:physical-relations:571,both_correct,ĠThe Ġrock Ġis Ġsupported Ġby Ġthe Ġairplane .,physical-relations
True,True,chck82,EWoK,5.158777523040771,25.793887615203857,0.06440439224243164,5.223181915283203,5,0.06704921722412127,-0.14931635856628417,EWoK:material-dynamics:438,both_correct,ĠJesse Ġri ps Ġit .,material-dynamics
True,True,chck82,EWoK,1.6412684491835534,16.412684491835535,2.3995345061644913,4.0408029553480445,10,0.016027763951569796,-0.11197068961337209,EWoK:agent-properties:701,both_correct,ĠAli Ġmakes Ġno Ġeffort Ġto Ġinteract Ġwith ĠWe i .,agent-properties
True,True,chck82,EWoK,5.973293399810791,29.866466999053955,1.8056279182434083,7.778921318054199,5,0.2479084968566898,-0.2472590923309328,EWoK:agent-properties:2143,both_correct,ĠMohammed Ġtastes Ġthe Ġdonut .,agent-properties
True,True,chck82,EWoK,1.160570218893034,8.123991532251239,1.6124414539496814,2.7730116728427157,7,-0.07307407140199618,-0.20666372988905235,EWoK:physical-relations:320,both_correct,ĠThe Ġbin Ġis Ġinside Ġthe Ġbox .,physical-relations
True,True,chck82,EWoK,4.075223467219621,40.75223467219621,2.5008837969973685,6.576107264216989,10,-0.09888302953913763,0.12612141575664282,EWoK:social-relations:233,both_correct,ĠCha o Ġis ĠY an 's Ġsub ord inate .,social-relations
True,True,chck82,EWoK,1.1072653795459442,7.7508576568216085,0.11576649679669312,1.223031876342637,7,0.03996567793988737,-0.037656343608562445,EWoK:quantitative-properties:40,both_correct,ĠThere Ġis Ġa Ġlot Ġof Ġsyrup .,quantitative-properties
True,True,chck82,EWoK,1.9506521105766297,9.753260552883148,-0.05861806869506836,1.8920340418815613,5,-0.0702383548021317,-0.02496980428695679,EWoK:quantitative-properties:115,both_correct,ĠThere Ġare Ġsome Ġrings .,quantitative-properties
True,True,chck82,EWoK,4.401999797139849,30.813998579978943,-0.3458861495767321,4.056113647563117,7,-0.16543856688908232,0.015965146677834663,EWoK:social-relations:678,both_correct,ĠJesse Ġis ĠAlex 's Ġlandl ord .,social-relations
True,True,chck82,EWoK,3.6387446522712708,21.832467913627625,0.2551201979319255,3.893864850203196,6,-0.22154976924260472,0.15217129389444983,EWoK:social-relations:1125,both_correct,ĠAlex Ġis ĠJesse 's Ġparent .,social-relations
True,True,chck82,EWoK,1.01801906854962,8.14415254839696,1.6333504661015468,2.6513695346511668,8,0.03704939634189941,-0.0789961332193343,EWoK:physical-relations:108,both_correct,ĠThe Ġtruck Ġis Ġbigger Ġthan Ġthe Ġbed .,physical-relations
True,True,chck82,EWoK,5.2801268100738525,26.400634050369263,-0.19300355911254882,5.087123250961303,5,0.03260543346405065,-0.06408212184906006,EWoK:material-dynamics:705,both_correct,ĠJesse Ġp ours Ġit .,material-dynamics
True,True,chck82,EWoK,2.273546381155029,18.18837104924023,0.06016070651821792,2.333707087673247,8,-0.07325649808626622,0.00702695338986814,EWoK:social-relations:1115,both_correct,ĠY an Ġis ĠCha o 's Ġparent .,social-relations
True,True,chck82,EWoK,5.034800624940544,40.278404999524355,2.4170058774761856,7.45180650241673,8,-0.39854706823825836,0.1799021391198039,EWoK:agent-properties:403,both_correct,ĠLi Ġchoo ses Ġbasketball Ġover Ġdomin oes .,agent-properties
True,True,chck82,EWoK,2.842482802872029,25.582345225848258,6.093068999445273,8.9355518023173,9,0.022314682085480708,-0.2329449929917855,EWoK:agent-properties:1956,both_correct,ĠCha o Ġpre fers ĠY an Ġover ĠAli .,agent-properties
True,True,chck82,EWoK,6.606605529785156,33.03302764892578,0.7745218276977539,7.38112735748291,5,-0.18922429084777814,0.08755056262016292,EWoK:social-properties:225,both_correct,ĠJesse Ġis Ġbig oted .,social-properties
True,True,chck82,EWoK,2.1777315267245285,17.421852213796228,2.4234715875354595,4.601203114259988,8,-0.16940738243283704,0.2915200240095146,EWoK:social-relations:1446,both_correct,ĠY an Ġis ĠCha o 's Ġstudent .,social-relations
True,True,chck82,EWoK,1.0601733384860887,9.541560046374798,3.585736138125261,4.645909476611349,9,0.1137899426329465,0.03142432526995709,EWoK:physical-relations:709,both_correct,ĠThe Ġtrain Ġis Ġon Ġthe Ġb ould er .,physical-relations
True,True,chck82,EWoK,2.507248225621879,20.057985804975033,2.6225780125241727,5.129826238146052,8,-0.18426765804179013,-0.06863178755156696,EWoK:social-relations:1395,both_correct,ĠCha o Ġis ĠY an 's Ġstudent .,social-relations
True,True,chck82,EWoK,3.231672227648752,22.621705593541265,0.418684362832989,3.650356590481741,7,-0.11313060391694307,-0.05055221223405426,EWoK:material-properties:60,both_correct,ĠThe Ġbin Ġis Ġfra g ile .,material-properties
True,True,chck82,EWoK,3.9377498803660274,23.626499282196164,-0.549796236368517,3.3879536439975104,6,-0.17565900956590985,-0.04755294695496559,EWoK:material-dynamics:213,both_correct,ĠCha o Ġp ours Ġit .,material-dynamics
True,True,chck82,EWoK,5.266423946013674,42.13139156810939,2.1583431272301823,7.424767073243856,8,-0.2530624018982053,0.06466004718095064,EWoK:agent-properties:208,both_correct,ĠLi Ġchoo ses ĠMaria Ġover ĠFat ima .,agent-properties
True,True,chck82,EWoK,3.1030910909175873,27.927819818258286,1.921664931707912,5.0247560226255,9,-0.03707916537920619,0.054935574531555176,EWoK:physical-interactions:424,both_correct,ĠThe Ġwheel Ġis Ġrevol ving Ġaround Ġthe Ġnail .,physical-interactions
True,True,chck82,EWoK,1.099194900797946,7.694364305585623,0.7571327060993228,1.856327606897269,7,0.028824981834207453,-0.0707590082394225,EWoK:agent-properties:2119,both_correct,ĠJesse Ġdoes Ġnot Ġsee Ġthe Ġtruck .,agent-properties
True,True,chck82,EWoK,2.5942682467401026,12.971341233700514,1.383076486736536,3.977344733476639,5,0.33896167892962703,-0.1314116301015018,EWoK:physical-dynamics:20,both_correct,ĠThe Ġballoon Ġis Ġfalling .,physical-dynamics
True,True,chck82,EWoK,2.7308738983701915,21.84699118696153,-1.0978085696697235,1.633065328700468,8,-0.10002187581267208,0.04296328336931765,EWoK:physical-relations:217,both_correct,ĠThe Ġcouch Ġis Ġblock ing Ġthe Ġpiano .,physical-relations
True,True,chck82,EWoK,2.581554065924138,20.652432527393103,1.4866362982429564,4.068190364167094,8,-0.003366928081959486,0.06915825372561812,EWoK:quantitative-properties:215,both_correct,ĠMohammed Ġhas Ġall Ġof Ġthe Ġst eaks .,quantitative-properties
True,True,chck82,EWoK,3.389669496566057,27.117355972528458,0.7923907414078712,4.1820602379739285,8,-0.11614378495141864,-0.037032514810562134,EWoK:social-relations:835,both_correct,ĠWe i Ġis ĠAli 's Ġlandl ord .,social-relations
True,True,chck82,EWoK,4.835735607147217,24.178678035736084,-0.5371191024780273,4.298616504669189,5,0.26801290512084996,-0.08763341903686528,EWoK:material-dynamics:524,both_correct,ĠAli Ġsquee zes Ġit .,material-dynamics
True,True,chck82,EWoK,2.978842804208398,23.830742433667183,1.129782296717167,4.108625100925565,8,0.16678764764219522,-0.07451567286625504,EWoK:physical-interactions:180,both_correct,ĠThe Ġtruck Ġis Ġhe ating Ġthe Ġsandwich .,physical-interactions
True,True,chck82,EWoK,1.9082228758682807,17.174005882814527,2.2084722735841447,4.1166951494524255,9,0.11083255723739671,0.03335349675681876,EWoK:agent-properties:763,both_correct,ĠMohammed Ġmakes Ġno Ġeffort Ġto Ġget Ġthe Ġvolleyball .,agent-properties
True,True,chck82,EWoK,3.0315613567829134,15.157806783914566,2.6755936324596403,5.707154989242554,5,0.09614559412002555,-0.29187945127487147,EWoK:agent-properties:552,both_correct,ĠMohammed Ġhears Ġthe Ġhammer .,agent-properties
True,True,chck82,EWoK,1.5667244011743202,14.100519610568881,2.171727275217159,3.7384516763914792,9,-0.058941448935204255,0.06386910640220655,EWoK:agent-properties:761,both_correct,ĠLi Ġmakes Ġno Ġeffort Ġto Ġinteract Ġwith ĠMaria .,agent-properties
True,True,chck82,EWoK,2.9662815337069333,23.730252269655466,1.0181331667117774,3.9844147004187107,8,0.15945603279396892,0.007448107935488224,EWoK:physical-interactions:265,both_correct,ĠThe Ġnail Ġis Ġhe ating Ġthe Ġwheel .,physical-interactions
True,True,chck82,EWoK,3.571234325878322,21.427405955269933,0.05012999971707662,3.621364325595399,6,-0.03361482328424836,-0.036684662103652954,EWoK:material-dynamics:653,both_correct,ĠCha o Ġwrink les Ġit .,material-dynamics
True,True,chck82,EWoK,2.076394690821568,12.458368144929409,0.1538430191576481,2.230237709979216,6,0.06345884346713637,0.016415433026850224,EWoK:quantitative-properties:70,both_correct,ĠThere Ġare Ġenough Ġsculpt ures .,quantitative-properties
True,True,chck82,EWoK,3.6260537145038447,21.756322287023067,4.199044283479452,7.825097997983296,6,0.016783058332900058,0.17969439458101988,EWoK:social-interactions:197,both_correct,ĠWe i Ġis Ġteaching ĠAli .,social-interactions
True,True,chck82,EWoK,1.7929239404387771,17.929239404387772,2.910932775121182,4.70385671555996,10,0.00639625298790647,-0.024985585687681944,EWoK:spatial-relations:406,both_correct,ĠThe Ġshop Ġis Ġto Ġthe Ġleft Ġof ĠCha o .,spatial-relations
True,True,chck82,EWoK,1.1543569070054218,17.315353605081327,2.4636911775063104,3.618048084511732,15,0.14707511186910183,0.05545147428832298,EWoK:agent-properties:1691,both_correct,ĠLi Ġmakes Ġmore Ġeffort Ġto Ġget Ġthe Ġcar Ġthan Ġto Ġget Ġthe,agent-properties
True,True,chck82,EWoK,1.0660198537632823,10.660198537632823,2.7437856724485754,3.809805526211858,10,0.07854061559773973,-0.18537639011628926,EWoK:physical-relations:491,both_correct,ĠThe Ġtrain Ġis Ġsupported Ġby Ġthe Ġb ould er .,physical-relations
True,True,chck82,EWoK,2.4501184738344617,22.051066264510155,2.047326491938697,4.497444965773159,9,0.19155795085761262,-0.1390233474473157,EWoK:physical-interactions:90,both_correct,ĠThe Ġtruck Ġis Ġcoll iding Ġwith Ġthe Ġsandwich .,physical-interactions
True,True,chck82,EWoK,0.7484449289477197,5.987559431581758,1.34446964864037,2.0929145775880897,8,0.08532261350774206,-0.13979965819453355,EWoK:physical-relations:74,both_correct,ĠThe Ġbed Ġis Ġsmaller Ġthan Ġthe Ġtruck .,physical-relations
True,True,chck82,EWoK,3.4584700784512927,24.20929054915905,3.31486767743315,6.773337755884443,7,-0.15185363803591034,0.33105283975601196,EWoK:social-relations:1493,both_correct,ĠMohammed Ġis ĠCar men 's Ġstudent .,social-relations
True,True,chck82,EWoK,3.719704031944275,18.598520159721375,0.059011650085449216,3.7787156820297243,5,-0.15060650110244733,-0.07110471725463867,EWoK:material-dynamics:463,both_correct,ĠLi Ġstir s Ġit .,material-dynamics
True,True,chck82,EWoK,1.4264178903152545,8.558507341891527,-0.1414051577448845,1.28501273257037,6,0.009994086343795061,-0.18844778276979923,EWoK:social-interactions:120,both_correct,ĠAli Ġis Ġhelping ĠWe i .,social-interactions
True,True,chck82,EWoK,3.19019877910614,19.14119267463684,0.15950865546862283,3.349707434574763,6,-0.13695975144704198,-0.02944071094195047,EWoK:social-properties:240,both_correct,ĠCha o Ġis Ġtrust worthy .,social-properties
True,True,chck82,EWoK,1.0450524392404728,7.315367074683309,-0.05252281203866005,0.9925296272018126,7,0.14443826462541298,0.03930215537548065,EWoK:physical-relations:639,both_correct,ĠThe Ġairplane Ġis Ġon Ġthe Ġrock .,physical-relations
True,True,chck82,EWoK,2.1965210113142217,15.375647079199553,1.8879310286470823,4.084452039961304,7,0.05299917768154838,-0.1006260234862566,EWoK:physical-interactions:361,both_correct,ĠThe Ġsandwich Ġis Ġpushing Ġthe Ġtruck .,physical-interactions
