adult_kind,adult_text_sha,child_kind,child_text_sha,clean_source,clean_text_sha,row,subset,words
position_matched_direct_fineweb_replacement,b1614863a81e51c4c2b6b1fd84bc4dc53d160cf2c74d502e5e36d9cf1d969ea7,original_clean_unselected,28755fa7f43286b3c8ae849ff9cf3e9fb6d595a0b3bba0aade5f71f3968faa87,cleanqwen_lengthmatched_dose2p64x::gutenberg,28755fa7f43286b3c8ae849ff9cf3e9fb6d595a0b3bba0aade5f71f3968faa87,35,adult_replaced_only,158
position_matched_direct_fineweb_replacement,7ec118bb7a34a8ff156a31275cbcfdfd7fcfccdd4df8a3542f30873f43619021,original_clean_unselected,4d4226243648cb03fa29ae10d1e6d28267685ad90f5f9f4eb214b4de5e90392b,cleanqwen_lengthmatched_dose2p64x::simple_wiki,4d4226243648cb03fa29ae10d1e6d28267685ad90f5f9f4eb214b4de5e90392b,38,adult_replaced_only,148
position_matched_direct_fineweb_replacement,170f0781857168ca3f79d1c54cd568c02d22d76c3328312128624ae7123c8886,original_clean_unselected,e110bafa4cb2db26c4732ceada81eb90053e588d89a916a4a16ef446c93b8a57,cleanqwen_lengthmatched_dose2p64x::simple_wiki,e110bafa4cb2db26c4732ceada81eb90053e588d89a916a4a16ef446c93b8a57,43,adult_replaced_only,141
position_matched_direct_fineweb_replacement,61237e480ac0606549bae2c39358114c93ea21b05393cb61d0ecafb519f86d29,original_clean_unselected,643809c107c13fe32452832ad11ad2eb16bc0b569c457ea45981519acfcc73a7,cleanqwen_lengthmatched_dose2p64x::gutenberg,643809c107c13fe32452832ad11ad2eb16bc0b569c457ea45981519acfcc73a7,48,adult_replaced_only,140
position_matched_direct_fineweb_replacement,5db1eb1255101984d415b05d2e794aedceb0b575dce60b345564cdb1993af6c6,original_clean_unselected,05442e243606002fe238e51b8d82ca0d85bce3f76164d3d3c1602c80e944db4c,cleanqwen_lengthmatched_dose2p64x::simple_wiki,05442e243606002fe238e51b8d82ca0d85bce3f76164d3d3c1602c80e944db4c,60,adult_replaced_only,133
position_matched_direct_fineweb_replacement,5741ca419fde4bc6cd80f4d607b9dfa6f5476d68c8c9602289a53d525cae1ff1,position_matched_direct_fineweb_replacement,5741ca419fde4bc6cd80f4d607b9dfa6f5476d68c8c9602289a53d525cae1ff1,cleanqwen_lengthmatched_dose2p64x::bnc_spoken,9f1891ce481586d06373d75a461ee82cf7988847bd5d735763f0daa604a84855,18,replaced_in_both_arms,137
position_matched_direct_fineweb_replacement,1de5b5845e9d185a453711ba39b94717b3e66417e0ea200f6e507cca6f412b61,position_matched_direct_fineweb_replacement,1de5b5845e9d185a453711ba39b94717b3e66417e0ea200f6e507cca6f412b61,cleanqwen_lengthmatched_dose2p64x::childes,d4768e0e13c22b2b222f3631ee048b7dc718c683db15fd40914b23400edd6585,55,replaced_in_both_arms,129
position_matched_direct_fineweb_replacement,bf4a3644e9f98eda8d000ffda0b4e54066fbc17d04a109653537b255be90d7e9,position_matched_direct_fineweb_replacement,bf4a3644e9f98eda8d000ffda0b4e54066fbc17d04a109653537b255be90d7e9,cleanqwen_lengthmatched_dose2p64x::childes,eefeec6ac43e19542402a3b34776d15a853cd793234263c9901e816c400236c8,65,replaced_in_both_arms,129
position_matched_direct_fineweb_replacement,a60c8e6d4701498b643a0eaef89bb6355abd511b64303ba9133fdf9f923fefc3,position_matched_direct_fineweb_replacement,96be252a92be512fc7ec4bf36967ba7db5a550f1a5f102d8fab7bc1aece96fd3,cleanqwen_lengthmatched_dose2p64x::open_subtitles,ec35452ed31366cc8c6e19d11d86191f04e03de606e90916e3b303d56564fca8,160,replaced_in_both_arms,141
position_matched_direct_fineweb_replacement,1ffade4020d475dd842eef78f002ccc0be4ebca0c9ac5534022dd075802b197c,position_matched_direct_fineweb_replacement,1d1f2571a1e0937764c1fe83ce8bae70eddc72c8349dd468961f37e7e0de1f34,cleanqwen_lengthmatched_dose2p64x::childes,dee9058adb415807087deb208e0da339c1db8b74e45ca615c0a831d7900a7434,365,replaced_in_both_arms,122
position_matched_direct_fineweb_replacement,e1be5deecfa300d8599eb3c99657a0fbc57aeb35b36dbf057ba2a334e26eefc8,position_matched_direct_fineweb_replacement,e1be5deecfa300d8599eb3c99657a0fbc57aeb35b36dbf057ba2a334e26eefc8,cleanqwen_lengthmatched_dose2p64x::childes,c9606c286fd55a348405a5d8fdf227a2404ced00cf80a9af7ca7d013a215c96c,401,replaced_in_both_arms,92
position_matched_direct_fineweb_replacement,f9be2d47afd7a10c07726d9ab2e91d66ac80e3b0da3e90142e459bcc4f9855ac,position_matched_direct_fineweb_replacement,f9be2d47afd7a10c07726d9ab2e91d66ac80e3b0da3e90142e459bcc4f9855ac,cleanqwen_lengthmatched_dose2p64x::open_subtitles,80bfa62e10ff43e04b2a3ffa14833596cf246c8432ea4c2def236b34c591e971,417,replaced_in_both_arms,129
position_matched_direct_fineweb_replacement,066e26c2ca2890630ff3f23adaba70d3e469bb8a4ba8592484d5b0af2d1875eb,position_matched_direct_fineweb_replacement,066e26c2ca2890630ff3f23adaba70d3e469bb8a4ba8592484d5b0af2d1875eb,cleanqwen_lengthmatched_dose2p64x::bnc_spoken,c7312a37c9988d359ad6efd3cb87437b275787d4a80e5b506121cae8325c8f56,423,replaced_in_both_arms,129
position_matched_direct_fineweb_replacement,42ea423f1edb5daf8db0e8ab7a24e49e100028e2a308d4e5267f50f5e8ead4d6,position_matched_direct_fineweb_replacement,3aadc40a7282a87ac69b76153f7339f7daa52593f9f1d65d61ae7417f4b480e8,cleanqwen_lengthmatched_dose2p64x::childes,2841c4556e1546241eebd0cb8b05fbaf293bfb446a50e9a803215ed8097ab241,445,replaced_in_both_arms,141
position_matched_direct_fineweb_replacement,71fc28c72e2b7c3226e406e9a191625f4b900b7873c8e1b32eeadfb8642593d3,position_matched_direct_fineweb_replacement,71fc28c72e2b7c3226e406e9a191625f4b900b7873c8e1b32eeadfb8642593d3,cleanqwen_lengthmatched_dose2p64x::simple_wiki,f8cbe60bd974a7d5a632c1b685917fbfd4c51c859df0295087172f4785be4fb4,457,replaced_in_both_arms,128
position_matched_direct_fineweb_replacement,a64c13381c502fa5883750d0f1d2a846724bb2b4207feba993cffe11cf982064,position_matched_direct_fineweb_replacement,a64c13381c502fa5883750d0f1d2a846724bb2b4207feba993cffe11cf982064,cleanqwen_lengthmatched_dose2p64x::simple_wiki,7060e889bd8696f8afed132f4dffbda7e56d1d886426e04cb36aa3a1d09ccf35,458,replaced_in_both_arms,128
position_matched_direct_fineweb_replacement,6f7e83cb095a6a9a5fca7e466d0b95f522f2e6f5b0e5c3406864b3aefccebaed,position_matched_direct_fineweb_replacement,42ea423f1edb5daf8db0e8ab7a24e49e100028e2a308d4e5267f50f5e8ead4d6,cleanqwen_lengthmatched_dose2p64x::childes,a05f86805c808524796b5b4888579337443489071a1db28f505ed74d7ae6f04d,501,replaced_in_both_arms,141
position_matched_direct_fineweb_replacement,913bfd7e8bd14f8c6a30e30d9a49e435a2e5235c7e73a12f655e8ba44438e1fb,original_clean_unselected,191d3000b901c8f59d5e745ed7f3936e5d46f05a2baad6054c02f50f8f977f78,cleanqwen_lengthmatched_dose2p64x::gutenberg,191d3000b901c8f59d5e745ed7f3936e5d46f05a2baad6054c02f50f8f977f78,0,changed_union,135
position_matched_direct_fineweb_replacement,0c44fb510ae5011b74b00fe7ddb79201de8c7c3a6c6c33f9505050a9583a4878,original_clean_unselected,e58cbf07cd6a426eeabfb614b20e659b14300ab61a2d35b28bc9761d2693dd13,cleanqwen_lengthmatched_dose2p64x::simple_wiki,e58cbf07cd6a426eeabfb614b20e659b14300ab61a2d35b28bc9761d2693dd13,10,changed_union,154
position_matched_direct_fineweb_replacement,ba1112137d0067f0d96a858f47fc5313de445f9d2dbecb65497d9279efc94fca,original_clean_unselected,00c929623ff109be2a3af706a593f5d327e315d3c9006fa461179473b650b8cd,cleanqwen_lengthmatched_dose2p64x::bnc_spoken,00c929623ff109be2a3af706a593f5d327e315d3c9006fa461179473b650b8cd,11,changed_union,128
original_clean_unselected,a045caf5224848bb31ee08130a3f68a1032156a470c0fa456bf27fa913d32620,position_matched_direct_fineweb_replacement,ba1112137d0067f0d96a858f47fc5313de445f9d2dbecb65497d9279efc94fca,cleanqwen_lengthmatched_dose2p64x::childes,a045caf5224848bb31ee08130a3f68a1032156a470c0fa456bf27fa913d32620,13,changed_union,128
original_clean_unselected,210e1a97d7e749420a5a1d57260a82d116cdf665daab33278c2928af9365c848,position_matched_direct_fineweb_replacement,913bfd7e8bd14f8c6a30e30d9a49e435a2e5235c7e73a12f655e8ba44438e1fb,cleanqwen_lengthmatched_dose2p64x::childes,210e1a97d7e749420a5a1d57260a82d116cdf665daab33278c2928af9365c848,14,changed_union,135
original_clean_unselected,4fd375da054d58a35d3545c3684bc90e468912ce955e5aedaccd5cc7759f693f,position_matched_direct_fineweb_replacement,b1614863a81e51c4c2b6b1fd84bc4dc53d160cf2c74d502e5e36d9cf1d969ea7,cleanqwen_lengthmatched_dose2p64x::open_subtitles,4fd375da054d58a35d3545c3684bc90e468912ce955e5aedaccd5cc7759f693f,15,changed_union,158
position_matched_direct_fineweb_replacement,5741ca419fde4bc6cd80f4d607b9dfa6f5476d68c8c9602289a53d525cae1ff1,position_matched_direct_fineweb_replacement,5741ca419fde4bc6cd80f4d607b9dfa6f5476d68c8c9602289a53d525cae1ff1,cleanqwen_lengthmatched_dose2p64x::bnc_spoken,9f1891ce481586d06373d75a461ee82cf7988847bd5d735763f0daa604a84855,18,changed_union,137
position_matched_direct_fineweb_replacement,d1874f1416f2c1596ea0d8535e0eb21abd1a5739f903216b496a8da9f505c729,original_clean_unselected,7ce2316ee8628729184a4a0fa9ec448d898b5c9a1839b3e1bcc35fdcb4121e93,cleanqwen_lengthmatched_dose2p64x::childes,7ce2316ee8628729184a4a0fa9ec448d898b5c9a1839b3e1bcc35fdcb4121e93,23,changed_union,133
position_matched_direct_fineweb_replacement,d15fe704a889a7ef27fe2e652a99c460c15e74164efe7e652beb6671d66672da,original_clean_unselected,b742ba01bb207232fb4a6db1bf659c5049ba5397dba4b4e531995e0cdf3b7d82,cleanqwen_lengthmatched_dose2p64x::gutenberg,b742ba01bb207232fb4a6db1bf659c5049ba5397dba4b4e531995e0cdf3b7d82,25,changed_union,137
original_clean_unselected,ae6fb3764992732c9538f0c7eb8ae056193f87176e88dcedd93b4de86250b1a4,position_matched_direct_fineweb_replacement,d15fe704a889a7ef27fe2e652a99c460c15e74164efe7e652beb6671d66672da,cleanqwen_lengthmatched_dose2p64x::childes,ae6fb3764992732c9538f0c7eb8ae056193f87176e88dcedd93b4de86250b1a4,26,changed_union,137
position_matched_direct_fineweb_replacement,5ff97cef135210c762021f4b6ae116816fc2bf6f6c2bef83901e89e28acca9cc,original_clean_unselected,64b029debf94cd09e23d2331d7a324a9f7a8911545d9fa8aeb98271337dd9464,cleanqwen_lengthmatched_dose2p64x::simple_wiki,64b029debf94cd09e23d2331d7a324a9f7a8911545d9fa8aeb98271337dd9464,28,changed_union,138
position_matched_direct_fineweb_replacement,f973cde78a17ea5b691fbffc8745ef3953ae210d562a0a6863e0a609493ef148,original_clean_unselected,eca46ed703f418d75bd04fb230dbaac5ac69d8cbcc329ece5161659679bbc2c9,cleanqwen_lengthmatched_dose2p64x::gutenberg,eca46ed703f418d75bd04fb230dbaac5ac69d8cbcc329ece5161659679bbc2c9,33,changed_union,134
original_clean_unselected,89965ca897f975c63ca9db7c5c76e3faff9f3beeac71ec369a16afc6d22ce34b,original_clean_unselected,89965ca897f975c63ca9db7c5c76e3faff9f3beeac71ec369a16afc6d22ce34b,cleanqwen_lengthmatched_dose2p64x::simple_wiki,89965ca897f975c63ca9db7c5c76e3faff9f3beeac71ec369a16afc6d22ce34b,1,unchanged_in_both_arms,144
original_clean_unselected,13301b6cc3bb107b4b667bffc0ff81685b50dde780f502192f08debb76a7a72a,original_clean_unselected,13301b6cc3bb107b4b667bffc0ff81685b50dde780f502192f08debb76a7a72a,cleanqwen_lengthmatched_dose2p64x::bnc_spoken,13301b6cc3bb107b4b667bffc0ff81685b50dde780f502192f08debb76a7a72a,2,unchanged_in_both_arms,160
original_clean_unselected,56181f3f9fb13713054b93b46cc270b977afad616213a3d00c6c02ee42938c36,original_clean_unselected,56181f3f9fb13713054b93b46cc270b977afad616213a3d00c6c02ee42938c36,cleanqwen_lengthmatched_dose2p64x::open_subtitles,56181f3f9fb13713054b93b46cc270b977afad616213a3d00c6c02ee42938c36,3,unchanged_in_both_arms,124
original_clean_unselected,6f24f960c4edc07a7b8fd9614dceb5815a4138ae99ee8ae2c0ac518101554814,original_clean_unselected,6f24f960c4edc07a7b8fd9614dceb5815a4138ae99ee8ae2c0ac518101554814,cleanqwen_lengthmatched_dose2p64x::gutenberg,6f24f960c4edc07a7b8fd9614dceb5815a4138ae99ee8ae2c0ac518101554814,4,unchanged_in_both_arms,159
original_clean_unselected,d80117f8f03d34d95e95381c21c51da7618b4996b63b44aa166d6f364c4eb8b1,original_clean_unselected,d80117f8f03d34d95e95381c21c51da7618b4996b63b44aa166d6f364c4eb8b1,cleanqwen_lengthmatched_dose2p64x::gutenberg,d80117f8f03d34d95e95381c21c51da7618b4996b63b44aa166d6f364c4eb8b1,5,unchanged_in_both_arms,155
original_clean_unselected,50f8ae9d3f667b03b5a5ce8dacd0f648b8345d3a77c80ec0d6f40e6bd2dc4fd7,original_clean_unselected,50f8ae9d3f667b03b5a5ce8dacd0f648b8345d3a77c80ec0d6f40e6bd2dc4fd7,cleanqwen_lengthmatched_dose2p64x::gutenberg,50f8ae9d3f667b03b5a5ce8dacd0f648b8345d3a77c80ec0d6f40e6bd2dc4fd7,6,unchanged_in_both_arms,140
original_clean_unselected,6229df523ab71a16952cf3c0e139cbc481a8556f3d1dcc34cb902d755087803b,original_clean_unselected,6229df523ab71a16952cf3c0e139cbc481a8556f3d1dcc34cb902d755087803b,cleanqwen_lengthmatched_dose2p64x::childes,6229df523ab71a16952cf3c0e139cbc481a8556f3d1dcc34cb902d755087803b,7,unchanged_in_both_arms,150
original_clean_unselected,4cd3d634cb46c814aeddd8179dd575fe1891bba2dc6989f88d026084f8c6aea5,original_clean_unselected,4cd3d634cb46c814aeddd8179dd575fe1891bba2dc6989f88d026084f8c6aea5,cleanqwen_lengthmatched_dose2p64x::bnc_spoken,4cd3d634cb46c814aeddd8179dd575fe1891bba2dc6989f88d026084f8c6aea5,8,unchanged_in_both_arms,117
original_clean_unselected,85594ea8cecdcfdcb91c9c0c6a683f37a5052cbf124ada5e75745a867fbd57b0,original_clean_unselected,85594ea8cecdcfdcb91c9c0c6a683f37a5052cbf124ada5e75745a867fbd57b0,cleanqwen_lengthmatched_dose2p64x::gutenberg,85594ea8cecdcfdcb91c9c0c6a683f37a5052cbf124ada5e75745a867fbd57b0,9,unchanged_in_both_arms,149
original_clean_unselected,35f7fdd1e54a259e97b801e68f7a791f7c7bc6421efa0fe72d1214c6e052acd4,original_clean_unselected,35f7fdd1e54a259e97b801e68f7a791f7c7bc6421efa0fe72d1214c6e052acd4,cleanqwen_lengthmatched_dose2p64x::childes,35f7fdd1e54a259e97b801e68f7a791f7c7bc6421efa0fe72d1214c6e052acd4,12,unchanged_in_both_arms,143
original_clean_unselected,a03c2a9867913fb5b1fd5dc24bd99703ecaa853fd4f9a4e8e6b0c243c469ef1f,original_clean_unselected,a03c2a9867913fb5b1fd5dc24bd99703ecaa853fd4f9a4e8e6b0c243c469ef1f,cleanqwen_lengthmatched_dose2p64x::childes,a03c2a9867913fb5b1fd5dc24bd99703ecaa853fd4f9a4e8e6b0c243c469ef1f,16,unchanged_in_both_arms,156
original_clean_unselected,034b8291f94a6062ca9d0b3e4123f4cc1a53506800cf41556ea59c52fe2c36d7,original_clean_unselected,034b8291f94a6062ca9d0b3e4123f4cc1a53506800cf41556ea59c52fe2c36d7,cleanqwen_lengthmatched_dose2p64x::gutenberg,034b8291f94a6062ca9d0b3e4123f4cc1a53506800cf41556ea59c52fe2c36d7,17,unchanged_in_both_arms,135
position_matched_direct_fineweb_replacement,913bfd7e8bd14f8c6a30e30d9a49e435a2e5235c7e73a12f655e8ba44438e1fb,original_clean_unselected,191d3000b901c8f59d5e745ed7f3936e5d46f05a2baad6054c02f50f8f977f78,cleanqwen_lengthmatched_dose2p64x::gutenberg,191d3000b901c8f59d5e745ed7f3936e5d46f05a2baad6054c02f50f8f977f78,0,cross_arm_text_diff_positions,135
position_matched_direct_fineweb_replacement,0c44fb510ae5011b74b00fe7ddb79201de8c7c3a6c6c33f9505050a9583a4878,original_clean_unselected,e58cbf07cd6a426eeabfb614b20e659b14300ab61a2d35b28bc9761d2693dd13,cleanqwen_lengthmatched_dose2p64x::simple_wiki,e58cbf07cd6a426eeabfb614b20e659b14300ab61a2d35b28bc9761d2693dd13,10,cross_arm_text_diff_positions,154
position_matched_direct_fineweb_replacement,ba1112137d0067f0d96a858f47fc5313de445f9d2dbecb65497d9279efc94fca,original_clean_unselected,00c929623ff109be2a3af706a593f5d327e315d3c9006fa461179473b650b8cd,cleanqwen_lengthmatched_dose2p64x::bnc_spoken,00c929623ff109be2a3af706a593f5d327e315d3c9006fa461179473b650b8cd,11,cross_arm_text_diff_positions,128
original_clean_unselected,a045caf5224848bb31ee08130a3f68a1032156a470c0fa456bf27fa913d32620,position_matched_direct_fineweb_replacement,ba1112137d0067f0d96a858f47fc5313de445f9d2dbecb65497d9279efc94fca,cleanqwen_lengthmatched_dose2p64x::childes,a045caf5224848bb31ee08130a3f68a1032156a470c0fa456bf27fa913d32620,13,cross_arm_text_diff_positions,128
original_clean_unselected,210e1a97d7e749420a5a1d57260a82d116cdf665daab33278c2928af9365c848,position_matched_direct_fineweb_replacement,913bfd7e8bd14f8c6a30e30d9a49e435a2e5235c7e73a12f655e8ba44438e1fb,cleanqwen_lengthmatched_dose2p64x::childes,210e1a97d7e749420a5a1d57260a82d116cdf665daab33278c2928af9365c848,14,cross_arm_text_diff_positions,135
original_clean_unselected,4fd375da054d58a35d3545c3684bc90e468912ce955e5aedaccd5cc7759f693f,position_matched_direct_fineweb_replacement,b1614863a81e51c4c2b6b1fd84bc4dc53d160cf2c74d502e5e36d9cf1d969ea7,cleanqwen_lengthmatched_dose2p64x::open_subtitles,4fd375da054d58a35d3545c3684bc90e468912ce955e5aedaccd5cc7759f693f,15,cross_arm_text_diff_positions,158
position_matched_direct_fineweb_replacement,d1874f1416f2c1596ea0d8535e0eb21abd1a5739f903216b496a8da9f505c729,original_clean_unselected,7ce2316ee8628729184a4a0fa9ec448d898b5c9a1839b3e1bcc35fdcb4121e93,cleanqwen_lengthmatched_dose2p64x::childes,7ce2316ee8628729184a4a0fa9ec448d898b5c9a1839b3e1bcc35fdcb4121e93,23,cross_arm_text_diff_positions,133
position_matched_direct_fineweb_replacement,d15fe704a889a7ef27fe2e652a99c460c15e74164efe7e652beb6671d66672da,original_clean_unselected,b742ba01bb207232fb4a6db1bf659c5049ba5397dba4b4e531995e0cdf3b7d82,cleanqwen_lengthmatched_dose2p64x::gutenberg,b742ba01bb207232fb4a6db1bf659c5049ba5397dba4b4e531995e0cdf3b7d82,25,cross_arm_text_diff_positions,137
original_clean_unselected,ae6fb3764992732c9538f0c7eb8ae056193f87176e88dcedd93b4de86250b1a4,position_matched_direct_fineweb_replacement,d15fe704a889a7ef27fe2e652a99c460c15e74164efe7e652beb6671d66672da,cleanqwen_lengthmatched_dose2p64x::childes,ae6fb3764992732c9538f0c7eb8ae056193f87176e88dcedd93b4de86250b1a4,26,cross_arm_text_diff_positions,137
position_matched_direct_fineweb_replacement,5ff97cef135210c762021f4b6ae116816fc2bf6f6c2bef83901e89e28acca9cc,original_clean_unselected,64b029debf94cd09e23d2331d7a324a9f7a8911545d9fa8aeb98271337dd9464,cleanqwen_lengthmatched_dose2p64x::simple_wiki,64b029debf94cd09e23d2331d7a324a9f7a8911545d9fa8aeb98271337dd9464,28,cross_arm_text_diff_positions,138
position_matched_direct_fineweb_replacement,f973cde78a17ea5b691fbffc8745ef3953ae210d562a0a6863e0a609493ef148,original_clean_unselected,eca46ed703f418d75bd04fb230dbaac5ac69d8cbcc329ece5161659679bbc2c9,cleanqwen_lengthmatched_dose2p64x::gutenberg,eca46ed703f418d75bd04fb230dbaac5ac69d8cbcc329ece5161659679bbc2c9,33,cross_arm_text_diff_positions,134
