variant,copy_zone,lex_class,targets,view_active_tokens,wwm_token_mass,wwm_groups,expected_masked_token_mass_p015,full_visible_frac,counterpart_any_visible_frac,counterpart_full_visible_frac,whole_word_copy_frac,complete_bpe_copy_frac,same_bpe_any_frac,mean_frac_view_bpes_seen_in_source,mean_min_visible_gap,contentlike_frac
best_contiguous_span,tail_only,capitalized_content,3622,7953,7953,3616,1192.95,0.9977912755383765,0.9994478188845941,0.9994478188845941,1.0,0.9977912755383765,0.9983434566537824,1.0,22.13716814159292,1.0
best_contiguous_span,tail_only,content,34522,56277,56287,34481,8443.05,0.9987544174729158,0.9999130988934593,0.9999130988934593,1.0,0.9987544174729158,0.998812351543943,1.0,19.64287578666512,1.0
best_contiguous_span,tail_only,function,20484,20782,20782,20467,3117.2999999999997,0.999170083967975,0.9999023628197617,0.9999023628197617,1.0,0.999170083967975,0.999170083967975,1.0,19.36820247227244,0.0
best_contiguous_span,tail_only,number,886,3185,3962,886,594.3,0.9988713318284425,1.0,1.0,1.0,0.9988713318284425,1.0,1.0,23.148984198645596,1.0
best_contiguous_span,tail_only,short_other,1374,1708,1713,1372,256.95,0.9985443959243085,0.9992721979621543,0.9992721979621543,1.0,0.9985443959243085,0.9985443959243085,1.0,20.13192419825073,0.0
compact,absent,capitalized_content,1241,2940,2940,1237,441.0,0.9967767929089444,0.0,0.0,0.0,0.0,0.5028203062046737,0.2973486160834585,,1.0
compact,absent,content,16746,25092,25096,16716,3764.3999999999996,0.9980293801504837,0.0,0.0,0.0,0.0,0.2641824913412158,0.14668234407107342,,1.0
compact,absent,function,7533,7737,7737,7521,1160.55,0.9984070091596974,0.0,0.0,0.0,0.0,0.03159431833266959,0.018592385764304394,,0.0
compact,absent,number,143,700,822,143,123.3,1.0,0.0,0.0,0.0,0.0,1.0,0.6836105813378541,,1.0
compact,absent,punct_or_symbol,19,23,23,19,3.4499999999999997,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0
compact,absent,short_other,1014,1133,1134,1013,170.1,0.9990138067061144,0.0,0.0,0.0,0.0,0.11341222879684418,0.07091148404080289,,0.0
compact,both_prefix_tail,capitalized_content,742,1394,1394,740,209.1,0.9973045822102425,1.0,1.0,1.0,0.7789757412398922,0.8840970350404312,0.8668114543114542,16.56081081081081,1.0
compact,both_prefix_tail,content,2658,4176,4179,2654,626.85,0.9981188863807374,1.0,1.0,1.0,0.86418359668924,0.9969902182091799,0.9859269027882442,18.358703843255462,1.0
compact,both_prefix_tail,function,8953,9017,9017,8943,1352.55,0.9988830559588965,0.9997766111917793,0.9997766111917793,1.0,0.9671618451915559,0.9707360661230873,0.971281076447128,19.344962540534496,0.0
compact,both_prefix_tail,number,43,128,162,43,24.3,1.0,1.0,1.0,1.0,0.9069767441860465,1.0,1.0,20.651162790697676,1.0
compact,both_prefix_tail,short_other,201,252,254,201,38.1,1.0,1.0,1.0,1.0,0.8805970149253731,0.9850746268656716,0.9718076285240465,20.34825870646766,0.0
compact,prefix_only,capitalized_content,12634,26818,26819,12622,4022.85,0.9988127275605508,0.9998416970080735,0.9998416970080735,1.0,0.7076935254076302,0.855390216875099,0.8185835766726275,28.70385041990176,1.0
compact,prefix_only,content,36106,56689,56704,36061,8505.6,0.9986428848390849,0.9997784301778098,0.9997784301778098,1.0,0.831800808729851,0.9835207444746026,0.9728105221179457,29.214386733590306,1.0
compact,prefix_only,function,22366,22601,22601,22335,3390.15,0.9986139676294375,0.9998211571134759,0.9998211571134759,1.0,0.9116069033354198,0.9207278905481534,0.921028281471532,27.61262592343855,0.0
compact,prefix_only,number,1690,6091,7619,1688,1142.85,0.9982248520710059,1.0,1.0,1.0,0.8319526627218935,0.9988165680473373,0.990769000943764,32.21623222748815,1.0
compact,prefix_only,short_other,2023,2379,2385,2018,357.75,0.9975284231339595,0.9995056846267919,0.9995056846267919,1.0,0.8709836875926842,0.9777558082056352,0.9678229269904195,28.9400396432111,0.0
compact,tail_only,capitalized_content,4408,9529,9529,4394,1429.35,0.9968239564428312,0.9995462794918331,0.9993194192377496,1.0,0.7184664246823956,0.9326225045372051,0.9092756356069965,19.23054164770141,1.0
compact,tail_only,content,29052,50636,50645,28975,7596.75,0.9970397907200881,0.9996557896186149,0.9996557896186149,1.0,0.7838703015282941,0.9938042131350682,0.989077050549872,20.59337359792925,1.0
compact,tail_only,function,11778,12124,12124,11749,1818.6,0.9975377823059942,0.999745287824758,0.999745287824758,1.0,0.9649346238750213,0.9823399558498896,0.9839560813686271,20.815218316452466,0.0
compact,tail_only,number,980,3518,4382,976,657.3,0.9928571428571429,1.0,1.0,1.0,0.8051020408163265,0.9959183673469387,0.9930291276346604,22.628073770491802,1.0
compact,tail_only,short_other,1378,1761,1767,1376,265.05,0.9985486211901307,1.0,1.0,1.0,0.8367198838896952,0.9905660377358491,0.9862281976744186,20.72747093023256,0.0
compact_scrambled,absent,capitalized_content,1241,2941,2941,1237,441.15,0.9967767929089444,0.0,0.0,0.0,0.0,0.5028203062046737,0.2977932401740001,,1.0
compact_scrambled,absent,content,16746,25101,25105,16716,3765.75,0.998148811656515,0.0,0.0,0.0,0.0,0.264481070106294,0.14687178333086442,,1.0
compact_scrambled,absent,function,7533,7736,7736,7520,1160.3999999999999,0.9982742599230054,0.0,0.0,0.0,0.0,0.03159431833266959,0.01859485815602837,,0.0
compact_scrambled,absent,number,143,700,822,143,123.3,1.0,0.0,0.0,0.0,0.0,1.0,0.6836105813378541,,1.0
compact_scrambled,absent,punct_or_symbol,19,23,23,19,3.4499999999999997,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0
compact_scrambled,absent,short_other,1014,1132,1133,1012,169.95,0.9980276134122288,0.0,0.0,0.0,0.0,0.11341222879684418,0.07098155467720685,,0.0
compact_scrambled,both_prefix_tail,capitalized_content,742,1392,1392,740,208.79999999999998,0.9973045822102425,1.0,1.0,1.0,0.7789757412398922,0.8840970350404312,0.8668114543114542,18.654054054054054,1.0
compact_scrambled,both_prefix_tail,content,2658,4174,4177,2652,626.55,0.9977426636568849,1.0,1.0,1.0,0.86418359668924,0.9962377727614747,0.9859162895927602,17.355580693815988,1.0
compact_scrambled,both_prefix_tail,function,8953,9014,9014,8940,1352.1,0.9985479727465654,0.9997766111917793,0.9997766111917793,1.0,0.9668267619792248,0.9704009829107562,0.9712714392244592,18.9748322147651,0.0
compact_scrambled,both_prefix_tail,number,43,128,162,43,24.3,1.0,1.0,1.0,1.0,0.9069767441860465,1.0,1.0,20.13953488372093,1.0
compact_scrambled,both_prefix_tail,short_other,201,252,254,201,38.1,1.0,1.0,1.0,1.0,0.8805970149253731,0.9850746268656716,0.9718076285240465,19.203980099502488,0.0
compact_scrambled,prefix_only,capitalized_content,12634,26768,26769,12604,4015.35,0.9971505461453222,0.9998416970080735,0.9998416970080735,1.0,0.7061104954883647,0.85396548994776,0.8183773858638982,35.25483973341796,1.0
compact_scrambled,prefix_only,content,36106,56669,56684,36052,8502.6,0.9983105301057996,0.9997784301778098,0.9997784301778098,1.0,0.8314407577687919,0.9832991746524123,0.9727898656966393,31.466354155109286,1.0
compact_scrambled,prefix_only,function,22366,22594,22594,22328,3389.1,0.9983009925780202,0.9998211571134759,0.9998211571134759,1.0,0.9112492175623714,0.9203702047751051,0.9209587364146662,30.58393049086349,0.0
compact_scrambled,prefix_only,number,1690,6089,7616,1687,1142.3999999999999,0.9976331360946745,1.0,1.0,1.0,0.829585798816568,0.9982248520710059,0.9907635291008142,36.480735032602254,1.0
compact_scrambled,prefix_only,short_other,2023,2381,2387,2020,358.05,0.9985170538803757,0.9995056846267919,0.9995056846267919,1.0,0.8719723183391004,0.9787444389520514,0.9678547854785479,31.714851485148515,0.0
compact_scrambled,tail_only,capitalized_content,4408,9527,9527,4392,1429.05,0.9961433756805808,0.9995462794918331,0.9993194192377496,1.0,0.7177858439201452,0.9323956442831216,0.9094999566311042,16.75068306010929,1.0
compact_scrambled,tail_only,content,29052,50692,50701,28999,7605.15,0.9980035797879664,0.9996557896186149,0.9996557896186149,1.0,0.7845931433292028,0.9946303180503924,0.9891033325177606,15.593985999517225,1.0
compact_scrambled,tail_only,function,11778,12132,12132,11757,1819.8,0.9982170147733062,0.999745287824758,0.999745287824758,1.0,0.9656138563423332,0.9830191883172016,0.9839669983839415,16.839755039550905,0.0
compact_scrambled,tail_only,number,980,3532,4397,978,659.55,0.996938775510204,1.0,1.0,1.0,0.8091836734693878,0.9979591836734694,0.9930433829973707,18.065439672801634,1.0
compact_scrambled,tail_only,short_other,1378,1762,1768,1377,265.2,0.9992743105950653,1.0,1.0,1.0,0.8374455732946299,0.9912917271407837,0.986238198983297,15.90486564996369,0.0
prefix_fluent,absent,punct_or_symbol,332,348,350,332,52.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0
prefix_fluent,both_prefix_tail,capitalized_content,597,1190,1190,596,178.5,0.998324958123953,1.0,1.0,1.0,0.998324958123953,0.998324958123953,1.0,14.840604026845638,1.0
prefix_fluent,both_prefix_tail,content,2431,3543,3545,2431,531.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.729740847387905,1.0
prefix_fluent,both_prefix_tail,function,14001,14093,14093,13992,2113.95,0.9993571887722306,1.0,1.0,1.0,0.9993571887722306,0.9993571887722306,1.0,17.50142938822184,0.0
prefix_fluent,both_prefix_tail,number,27,82,101,27,15.149999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.185185185185187,1.0
prefix_fluent,both_prefix_tail,short_other,188,236,237,188,35.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.643617021276597,0.0
prefix_fluent,prefix_only,capitalized_content,12934,27434,27436,12929,4115.4,0.9996134219885573,0.9999226843977115,0.9999226843977115,1.0,0.9995361063862688,0.9996134219885573,1.0,32.1959935029778,1.0
prefix_fluent,prefix_only,content,64361,95189,95212,64328,14281.8,0.9993940429763366,0.9999844626404188,0.9999844626404188,1.0,0.9993940429763366,0.9994872671338233,1.0,31.53082638975252,1.0
prefix_fluent,prefix_only,function,61421,62098,62098,61397,9314.699999999999,0.9996092541638854,0.9999348756939809,0.9999348756939809,1.0,0.9996092541638854,0.9996092541638854,1.0,29.72959590859488,0.0
prefix_fluent,prefix_only,number,1778,6391,7979,1777,1196.85,0.999437570303712,1.0,1.0,1.0,0.9966254218222722,0.999437570303712,1.0,34.8992684299381,1.0
prefix_fluent,prefix_only,short_other,3638,4219,4224,3634,633.6,0.9989004947773502,1.0,1.0,1.0,0.9989004947773502,0.9989004947773502,1.0,31.463126031920748,0.0
prefix_scrambled,absent,punct_or_symbol,332,348,350,332,52.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0
prefix_scrambled,both_prefix_tail,capitalized_content,597,1192,1192,597,178.79999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.025125628140703,1.0
prefix_scrambled,both_prefix_tail,content,2431,3542,3544,2431,531.6,0.9995886466474702,1.0,1.0,1.0,0.9995886466474702,1.0,1.0,16.62320032908268,1.0
prefix_scrambled,both_prefix_tail,function,14001,14095,14095,13994,2114.25,0.9995000357117348,1.0,1.0,1.0,0.9995000357117348,0.9995000357117348,1.0,17.629769901386307,0.0
prefix_scrambled,both_prefix_tail,number,27,82,101,27,15.149999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.037037037037038,1.0
prefix_scrambled,both_prefix_tail,short_other,188,236,237,188,35.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.52127659574468,0.0
prefix_scrambled,prefix_only,capitalized_content,12934,27421,27423,12927,4113.45,0.9993814751816916,0.9999226843977115,0.9999226843977115,1.0,0.9993041595794031,0.9994587907839803,1.0,35.42198499265104,1.0
prefix_scrambled,prefix_only,content,64361,95202,95225,64332,14283.75,0.9994872671338233,0.9999844626404188,0.9999844626404188,1.0,0.9994872671338233,0.9995494165721477,1.0,30.702574146614438,1.0
prefix_scrambled,prefix_only,function,61421,62091,62091,61390,9313.65,0.9994952866283519,0.9999348756939809,0.9999348756939809,1.0,0.9994952866283519,0.9994952866283519,1.0,29.599446163870336,0.0
prefix_scrambled,prefix_only,number,1778,6391,7979,1777,1196.85,0.9988751406074241,1.0,1.0,1.0,0.9960629921259843,0.999437570303712,1.0,35.36578503095104,1.0
prefix_scrambled,prefix_only,short_other,3638,4222,4227,3637,634.05,0.9997251236943375,1.0,1.0,1.0,0.9997251236943375,0.9997251236943375,1.0,31.061039318119327,0.0
sourcewide_onegap,absent,punct_or_symbol,282,300,302,282,45.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0
sourcewide_onegap,both_prefix_tail,capitalized_content,757,1492,1492,756,223.79999999999998,0.9986789960369881,1.0,1.0,1.0,0.9986789960369881,0.9986789960369881,1.0,17.07804232804233,1.0
sourcewide_onegap,both_prefix_tail,content,3461,5417,5420,3459,813.0,0.9994221323316961,1.0,1.0,1.0,0.9994221323316961,0.9994221323316961,1.0,18.1289389997109,1.0
sourcewide_onegap,both_prefix_tail,function,15070,15184,15184,15055,2277.6,0.9990046449900465,1.0,1.0,1.0,0.9990046449900465,0.9990046449900465,1.0,17.969378943872467,0.0
sourcewide_onegap,both_prefix_tail,number,43,130,162,43,24.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.162790697674417,1.0
sourcewide_onegap,both_prefix_tail,short_other,201,268,269,201,40.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.865671641791046,0.0
sourcewide_onegap,prefix_only,capitalized_content,11050,23353,23355,11037,3503.25,0.9986425339366516,0.9998190045248869,0.9998190045248869,1.0,0.998552036199095,0.9988235294117647,1.0,30.400380538189726,1.0
sourcewide_onegap,prefix_only,content,35186,53068,53086,35149,7962.9,0.998863184220997,0.9998863184220997,0.9998863184220997,1.0,0.998863184220997,0.9989484454044222,1.0,28.626475859910666,1.0
sourcewide_onegap,prefix_only,function,28173,28536,28536,28145,4280.4,0.9990061406311007,0.9998580200901572,0.9998580200901572,1.0,0.9990061406311007,0.9990061406311007,1.0,27.142654112631018,0.0
sourcewide_onegap,prefix_only,number,1358,4862,6091,1357,913.65,0.9985272459499264,1.0,1.0,1.0,0.9948453608247423,0.9992636229749632,1.0,32.25865880619013,1.0
sourcewide_onegap,prefix_only,short_other,1543,1805,1808,1539,271.2,0.9974076474400518,1.0,1.0,1.0,0.9974076474400518,0.9974076474400518,1.0,29.082521117608838,0.0
sourcewide_onegap,tail_only,capitalized_content,4110,9230,9230,4097,1384.5,0.9968369829683699,0.9985401459854014,0.9985401459854014,1.0,0.9968369829683699,0.9968369829683699,1.0,22.00414937759336,1.0
sourcewide_onegap,tail_only,content,37890,64531,64543,37817,9681.449999999999,0.9978886249670098,0.999788862496701,0.9997624703087886,1.0,0.9978886249670098,0.9980733702823964,1.0,19.195626305629744,1.0
sourcewide_onegap,tail_only,function,20010,20667,20667,19990,3100.0499999999997,0.999000499750125,0.9999000499750125,0.9999000499750125,1.0,0.999000499750125,0.999000499750125,1.0,19.439719859929966,0.0
sourcewide_onegap,tail_only,number,977,3636,4491,976,673.65,0.9979529170931423,1.0,1.0,1.0,0.9979529170931423,0.9989764585465711,1.0,22.517418032786885,1.0
sourcewide_onegap,tail_only,short_other,1597,2208,2214,1594,332.09999999999997,0.9981214777708203,1.0,1.0,1.0,0.9981214777708203,0.9981214777708203,1.0,19.6267252195734,0.0
sourcewide_onegap_scrambled,absent,punct_or_symbol,282,300,302,282,45.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0
sourcewide_onegap_scrambled,both_prefix_tail,capitalized_content,757,1492,1492,756,223.79999999999998,0.9986789960369881,1.0,1.0,1.0,0.9986789960369881,0.9986789960369881,1.0,18.636243386243386,1.0
sourcewide_onegap_scrambled,both_prefix_tail,content,3461,5418,5421,3458,813.15,0.998844264663392,1.0,1.0,1.0,0.998844264663392,0.9991331984975441,1.0,16.3155002891845,1.0
sourcewide_onegap_scrambled,both_prefix_tail,function,15070,15184,15184,15055,2277.6,0.9990046449900465,1.0,1.0,1.0,0.9990046449900465,0.9990046449900465,1.0,17.78040518100299,0.0
sourcewide_onegap_scrambled,both_prefix_tail,number,43,130,162,43,24.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.232558139534884,1.0
sourcewide_onegap_scrambled,both_prefix_tail,short_other,201,268,269,201,40.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.91044776119403,0.0
sourcewide_onegap_scrambled,prefix_only,capitalized_content,11050,23325,23327,11030,3499.0499999999997,0.9979185520361991,0.9998190045248869,0.9998190045248869,1.0,0.9978280542986425,0.9981900452488688,1.0,36.55176790571169,1.0
sourcewide_onegap_scrambled,prefix_only,content,35186,53030,53048,35132,7957.2,0.9983800375149207,0.9998863184220997,0.9998863184220997,1.0,0.9983800375149207,0.9984652986983459,1.0,32.20289195035865,1.0
sourcewide_onegap_scrambled,prefix_only,function,28173,28522,28522,28131,4278.3,0.998509210946651,0.9998580200901572,0.9998580200901572,1.0,0.998509210946651,0.998509210946651,1.0,31.962994561160286,0.0
sourcewide_onegap_scrambled,prefix_only,number,1358,4857,6086,1357,912.9,0.9985272459499264,1.0,1.0,1.0,0.9948453608247423,0.9992636229749632,1.0,36.99705232129698,1.0
sourcewide_onegap_scrambled,prefix_only,short_other,1543,1806,1809,1540,271.34999999999997,0.9980557355800389,1.0,1.0,1.0,0.9980557355800389,0.9980557355800389,1.0,33.6987012987013,0.0
sourcewide_onegap_scrambled,tail_only,capitalized_content,4110,9237,9237,4099,1385.55,0.997080291970803,0.9985401459854014,0.9985401459854014,1.0,0.997080291970803,0.997323600973236,1.0,16.059282751890706,1.0
sourcewide_onegap_scrambled,tail_only,content,37890,64594,64606,37842,9690.9,0.9986803906043811,0.999788862496701,0.9997624703087886,1.0,0.9986803906043811,0.9987331749802059,1.0,14.829633740288568,1.0
sourcewide_onegap_scrambled,tail_only,function,20010,20672,20672,19994,3100.7999999999997,0.9992003998001,0.9999000499750125,0.9999000499750125,1.0,0.9992003998001,0.9992003998001,1.0,15.838751625487646,0.0
sourcewide_onegap_scrambled,tail_only,number,977,3643,4498,977,674.6999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.82088024564995,1.0
sourcewide_onegap_scrambled,tail_only,short_other,1597,2210,2216,1595,332.4,0.9987476518472135,1.0,1.0,1.0,0.9987476518472135,0.9987476518472135,1.0,14.316614420062695,0.0
