word,stream_count,occurrence_row_count,char_len,vowel_group_count,suffix_ing,suffix_ed,suffix_plural_s,suffix_y,subword_len,single_piece,first_piece_id_scaled,piece_logfreq_mean,piece_logfreq_min,piece_logfreq_max,whole_logfreq,row_logfreq,occurrences_per_row,count_src__bnc_spoken,logfreq_src__bnc_spoken,count_src__childes,logfreq_src__childes,count_src__cleanqwen_fineweb_compact_view_reinvest,logfreq_src__cleanqwen_fineweb_compact_view_reinvest,count_src__gutenberg,logfreq_src__gutenberg,count_src__neutral_cleanqwen_topup_compact_reinvest::open_subtitles,logfreq_src__neutral_cleanqwen_topup_compact_reinvest::open_subtitles,count_src__open_subtitles,logfreq_src__open_subtitles,count_src__qwen_pair_packed,logfreq_src__qwen_pair_packed,count_src__simple_wiki,logfreq_src__simple_wiki,count_src__switchboard,logfreq_src__switchboard,childes_logfreq,childes_enrichment,spoken_logfreq,spoken_enrichment,childes_occurrence_fraction,spoken_occurrence_fraction,qwen_occurrence_fraction,source_presence_count,source_entropy,first_occurrence_log10_position,median_occurrence_log10_position,occurrence_centroid_fraction,occurrence_position_sd_fraction,early_1m_fraction,early_5m_fraction,early_10m_fraction,early_20m_fraction,early_50m_fraction,last_10m_fraction,mean_occurrence_row_words,sd_occurrence_row_words,mean_relative_row_position,first_row_quarter_fraction,last_row_quarter_fraction,mean_clause_words,clause_le3_fraction,clause_le8_fraction,clause_initial_fraction,uppercase_fraction,speaker_tagged_fraction,child_speaker_fraction,prev_determiner_fraction,prev_possessive_fraction,prev_to_fraction,prev_pronoun_fraction,prev_copula_fraction,next_copula_fraction
awake,2520,2250,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.445766953549411,2.795902224061683,2.795902224061683,2.795902224061683,3.227042387534594,8.15369863022298,1.12,40,1.9506423157698642,360,2.6391039326429104,20,1.57701558435169,960,3.944636546722139,0,8.622553707074063,600,3.4911676394325233,510,3.4279175135114373,30,1.0577787532308447,0,0.8618025465900853,2.6391039326429104,-0.5879384548916837,2.5358168123758915,-0.6912255751587026,0.14285714285714285,0.15873015873015872,0.20238095238095238,7.0,0.6679077764456199,4.489538120181136,7.703291386718552,0.500518029715457,0.2882122029079334,0.00992063492063492,0.05357142857142857,0.1,0.2,0.5,0.09999999999999998,155.5793650793651,11.58053455369196,0.4929824250790092,0.25,0.21825396825396826,17.849206349206348,0.1349206349206349,0.29365079365079366,0.0,0.007936507936507936,0.14285714285714285,0.047619047619047616,0.0,0.015873015873015872,0.011904761904761904,0.07142857142857142,0.10714285714285714,0.011904761904761904
baby,50200,26180,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.06451809802844412,5.659113796608185,5.659113796608185,5.659113796608185,6.21861007980149,10.60756107532002,1.917494270435447,330,4.049947000949111,33660,7.175692297978997,480,4.731417926617675,3550,5.2520262821356765,0,8.622553707074063,9170,6.217152087303572,2430,4.988379152392227,580,4.003941870755425,0,0.8618025465900853,7.175692297978997,0.9570822181775069,6.97693939865833,0.7583293188568403,0.6705179282868526,0.6770916334661354,0.04840637450199203,7.0,0.4740104712210038,3.2368961311602136,7.703291386718552,0.5003205610363365,0.2885851141059612,0.008605577689243029,0.051354581673306775,0.1,0.2,0.5,0.09999999999999998,158.85916334661354,5.83206940656216,0.5051355161048914,0.24900398406374502,0.2593625498007968,10.165338645418327,0.1796812749003984,0.6141434262948208,0.11812749003984063,0.16872509960159363,0.6625498007968128,0.23147410358565737,0.32629482071713145,0.05717131474103586,0.006573705179282869,0.008366533864541833,0.0049800796812749,0.022908366533864542
babysitter,250,230,10.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.22315815174266007,3.1751753607884106,2.4513474462268263,4.329533182787797,0.9182887345368282,5.875041799926696,1.0869565217391304,0,-2.4438068389025744,120,1.5432617288486163,0,-2.136556482352618,0,-3.6159646160464174,0,8.622553707074063,100,1.7035627254116152,20,0.2129517620510794,10,-0.008572673219043673,0,0.8618025465900853,1.5432617288486163,0.6249729943117881,1.3347527987981873,0.41646406426135907,0.48,0.48,0.08,4.0,0.4777093940028923,5.528045881100176,7.703291386718552,0.4949176284932386,0.28942698386445953,0.004,0.052,0.1,0.2,0.5,0.09999999999999998,159.76,0.8138795979756901,0.4512531739825743,0.28,0.16,11.8,0.04,0.44,0.04,0.08,0.48,0.08,0.76,0.12,0.04,0.0,0.0,0.08
backyard,600,480,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.03387657938106574,4.535808841580554,2.278578550046416,6.793039133114691,1.7925924555319468,6.60961816590034,1.25,10,0.6007155988208485,320,2.5214942522786314,40,2.2578926723198207,10,-0.5714421783229946,0,8.622553707074063,120,1.8850547508431947,80,1.5807840603312346,20,0.6604769557618412,0,0.8618025465900853,2.5214942522786314,0.7289017967466846,2.343709705159219,0.5511172496272723,0.5333333333333333,0.55,0.13333333333333333,7.0,0.6172274616089399,5.1871205741452275,7.703291386718552,0.5014248277351353,0.2905996382251159,0.01,0.05333333333333334,0.1,0.2,0.5,0.09999999999999998,154.85,11.334056349486465,0.4933561780998904,0.31666666666666665,0.2833333333333333,14.0,0.06666666666666667,0.23333333333333334,0.016666666666666666,0.03333333333333333,0.5,0.13333333333333333,0.6,0.23333333333333334,0.0,0.0,0.0,0.0
bad,30900,23610,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07678691326374901,5.3159799562874195,5.3159799562874195,5.3159799562874195,5.733357457996604,10.504237744812487,1.3087674714104194,1370,5.4722712574002115,9270,5.886204570455814,770,5.203630352967498,5750,5.734224651046164,0,8.622553707074063,9350,6.23659009470126,3090,5.228615045006045,1160,4.696658295331971,140,6.5001572159238314,5.886204570455814,0.15284711245921034,5.828597271444085,0.09523981344748123,0.3,0.3488673139158576,0.1,8.0,0.7481697516015948,3.4167555340541775,7.703291386718552,0.5003034302097428,0.28872401948776627,0.009967637540453074,0.049676375404530744,0.1,0.2,0.5,0.09999999999999998,157.3453074433657,8.971161220451938,0.492328389041313,0.26537216828478966,0.24627831715210355,13.24368932038835,0.12977346278317153,0.4779935275080906,0.05857605177993527,0.06310679611650485,0.3029126213592233,0.10906148867313915,0.24433656957928804,0.020388349514563107,0.005501618122977346,0.010032362459546926,0.08349514563106795,0.008737864077669903
ball,21170,10000,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07739730208142587,5.020356959641887,5.020356959641887,5.020356959641887,5.355193796189734,9.645181308216218,2.117,360,4.136832298382375,15140,6.376740527463105,520,4.811380586262351,1110,4.08974820784801,0,8.622553707074063,1270,4.240570800672704,2020,4.803627160425245,740,4.247377703325332,10,3.906324984313508,6.376740527463105,1.0215467312733715,6.192375538784733,0.837181742594999,0.7151629664619745,0.7326405290505432,0.09541804440245631,8.0,0.4862868693058499,1.9720130691235815,7.703291386718552,0.5002688261959666,0.2889026797042015,0.009022201228153047,0.04846480869154464,0.1,0.2,0.5,0.09999999999999998,157.56683986773737,8.155775305602829,0.5022179232580752,0.24515824279641002,0.26074633915918755,11.778932451582428,0.13179026924893716,0.47850732168162496,0.050070854983467174,0.042040623523854515,0.7312234293811998,0.40103920642418517,0.3363249881908361,0.017949929145016533,0.0023618327822390174,0.005668398677373642,0.002834199338686821,0.03164855928200284
balloon,3110,1400,7.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.39052676554965515,3.018906973238117,3.018906973238117,3.018906973238117,3.437368577966983,7.679375532190156,2.2214285714285715,10,0.6007155988208485,2760,4.674779077642006,60,2.6592340632441234,20,0.09760745065789034,0,8.622553707074063,60,1.1960483629492806,180,2.3882576536796525,20,0.6604769557618412,0,0.8618025465900853,4.674779077642006,1.2374104996750228,4.469886134174883,1.0325175562078996,0.887459807073955,0.8906752411575563,0.05787781350482315,7.0,0.23055183434260812,5.456254339099154,7.703291386718552,0.49984080990985313,0.2888779323558847,0.00964630225080386,0.04694533762057878,0.1,0.2,0.5,0.09999999999999998,158.4501607717042,6.799606923564552,0.5012656598747358,0.21543408360128619,0.21864951768488747,10.067524115755628,0.21221864951768488,0.5787781350482315,0.04501607717041801,0.01929260450160772,0.9035369774919614,0.3890675241157556,0.4758842443729904,0.0932475884244373,0.006430868167202572,0.0,0.0,0.028938906752411574
banana,1540,820,6.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6178966001342855,2.2924516049146635,2.2924516049146635,2.2924516049146635,2.734692132048631,7.1447048480201385,1.8780487804878048,0,-2.4438068389025744,1330,3.9449220663356503,60,2.6592340632441234,10,-0.5714421783229946,0,8.622553707074063,30,0.5111316815258509,80,1.5807840603312346,30,1.0577787532308447,0,0.8618025465900853,3.9449220663356503,1.2102299342870193,3.7364131362852215,1.0017210042365905,0.8636363636363636,0.8636363636363636,0.05194805194805195,6.0,0.26981058132038943,4.047014932220892,7.703291386718552,0.5003038844044282,0.28970427453720105,0.014285714285714285,0.05584415584415584,0.1,0.2,0.5,0.09999999999999998,156.45454545454547,12.604416309677639,0.49222021619109335,0.2727272727272727,0.24675324675324675,7.3896103896103895,0.2792207792207792,0.6883116883116883,0.12987012987012986,0.05844155844155844,0.8246753246753247,0.44805194805194803,0.461038961038961,0.012987012987012988,0.0,0.006493506493506494,0.012987012987012988,0.0
basement,1070,810,8.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7643288774949643,1.9509149007467568,1.9509149007467568,1.9509149007467568,2.370710922041646,7.132442278665724,1.3209876543209877,10,0.6007155988208485,260,2.314214837111328,0,-2.136556482352618,40,0.7784845386260214,0,8.622553707074063,480,3.2682322263228323,180,2.3882576536796525,100,2.250209797116609,0,0.8618025465900853,2.314214837111328,-0.05649608493031799,2.143375144154014,-0.22733577788763215,0.24299065420560748,0.2523364485981308,0.16822429906542055,6.0,0.6331981638059737,3.655129836261019,7.703291386718552,0.5018607242889085,0.2877587543906641,0.011214953271028037,0.05420560747663551,0.1,0.2,0.5,0.09999999999999998,156.26168224299064,13.019278622936412,0.5497129515178858,0.21495327102803738,0.3177570093457944,13.30841121495327,0.06542056074766354,0.411214953271028,0.009345794392523364,0.009345794392523364,0.2803738317757009,0.102803738317757,0.7570093457943925,0.018691588785046728,0.0,0.0,0.0,0.037383177570093455
basket,3910,2400,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.256607458951352,3.239270428238515,3.239270428238515,3.239270428238515,3.6662503360535745,8.218223265460988,1.6291666666666667,30,1.667067025270737,1940,4.322312926726868,0,-2.136556482352618,1240,4.200452367645384,0,8.622553707074063,150,2.1073680821014156,510,3.4279175135114373,40,1.3413540437299722,0,0.8618025465900853,4.322312926726868,0.6560625906732933,4.129145642502536,0.4628953064489614,0.4961636828644501,0.5038363171355499,0.13043478260869565,6.0,0.540207640590313,4.451377131380731,7.703291386718552,0.49967848389951447,0.2871502631689081,0.008184143222506393,0.040153452685421996,0.1,0.2,0.5,0.09999999999999998,157.3145780051151,9.116510261540446,0.5388662293863197,0.22506393861892582,0.29411764705882354,15.974424552429667,0.10485933503836317,0.391304347826087,0.020460358056265986,0.0076726342710997444,0.5038363171355499,0.19948849104859334,0.4731457800511509,0.061381074168797956,0.0025575447570332483,0.0,0.0,0.058823529411764705
bat,2090,1160,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.12085698590001831,3.067670696720618,3.067670696720618,3.067670696720618,3.0399883648085284,7.491397163204485,1.8017241379310345,10,0.6007155988208485,730,3.345341207108661,120,3.3482404511380373,390,3.0446105337932683,0,8.622553707074063,470,3.2472009569379194,200,2.493341122653341,160,2.718346012187549,10,3.906324984313508,3.345341207108661,0.3053528423001324,3.1638426969409945,0.1238543321324661,0.3492822966507177,0.3588516746411483,0.09569377990430622,8.0,0.7521745150326334,4.476202430399668,7.703291386718552,0.5004910791584724,0.28900771212448917,0.014354066985645933,0.05119617224880383,0.1,0.2,0.5,0.09999999999999998,157.0956937799043,7.852737347499526,0.48864514021249617,0.2535885167464115,0.22488038277511962,17.516746411483254,0.10526315789473684,0.39712918660287083,0.03827751196172249,0.3827751196172249,0.3444976076555024,0.215311004784689,0.41148325358851673,0.009569377990430622,0.014354066985645933,0.019138755980861243,0.009569377990430622,0.023923444976076555
bath,5660,4170,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1554660318622963,3.7762976564080657,3.7762976564080657,3.7762976564080657,4.0360973205300725,8.77058214917166,1.3573141486810552,180,3.4450711194303065,4020,5.05077352790611,50,2.4785640344886417,410,3.094558493406011,0,8.622553707074063,530,3.3672249559665226,340,3.022942001496284,130,2.511425296380227,0,0.8618025465900853,5.05077352790611,1.0146762073760378,4.88606189067238,0.8499645701423075,0.7102473498233216,0.7420494699646644,0.06007067137809187,7.0,0.4833226374248306,3.5432022507615075,7.703291386718552,0.50089083354645,0.2893631590010934,0.014134275618374558,0.05530035335689046,0.1,0.2,0.5,0.09999999999999998,158.0547703180212,7.8498837649943844,0.5072360368616278,0.26325088339222613,0.2667844522968198,11.869257950530036,0.12190812720848057,0.5247349823321554,0.024734982332155476,0.045936395759717315,0.7014134275618374,0.22614840989399293,0.4787985865724382,0.20141342756183744,0.0176678445229682,0.0017667844522968198,0.0017667844522968198,0.007067137809187279
bathroom,4080,3100,8.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.30965024720747114,3.364695557046784,3.364695557046784,3.364695557046784,3.7088046229212064,8.474109605279926,1.3161290322580645,200,3.5501545884039944,2460,4.559731836223939,60,2.6592340632441234,40,0.7784845386260214,0,8.622553707074063,950,3.950393159840969,270,2.792798974193253,100,2.250209797116609,0,0.8618025465900853,4.559731836223939,0.8509272133027328,4.429372399903902,0.7205677769826955,0.6029411764705882,0.6519607843137255,0.0661764705882353,7.0,0.5325828885485091,3.442571073813327,7.703291386718552,0.49937024406337277,0.28857079001651803,0.01053921568627451,0.04803921568627451,0.1,0.2,0.5,0.09999999999999998,158.48774509803923,6.295800562226791,0.5040022205199214,0.22549019607843138,0.23774509803921567,12.174019607843137,0.056372549019607844,0.5220588235294118,0.01715686274509804,0.014705882352941176,0.5955882352941176,0.1642156862745098,0.8431372549019608,0.031862745098039214,0.004901960784313725,0.0,0.0,0.00980392156862745
bathtub,880,490,7.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7936885796252212,1.8909968144126532,1.8909968144126532,1.8909968144126532,2.1753197419481696,6.630216216495411,1.7959183673469388,0,-2.4438068389025744,780,3.4115467158733934,0,-2.136556482352618,10,-0.5714421783229946,0,8.622553707074063,60,1.1960483629492806,30,0.610253559520083,0,-3.0530951109424667,0,0.8618025465900853,3.4115467158733934,1.2362269739252238,3.2030377858229646,1.027718043874795,0.8863636363636364,0.8863636363636364,0.03409090909090909,4.0,0.20757569843561738,4.484390091783357,7.703291386718552,0.5002566486067707,0.2900144941292543,0.014772727272727272,0.06136363636363636,0.1,0.2,0.5,0.09999999999999998,159.2840909090909,3.890398623056863,0.5301890866842056,0.2159090909090909,0.2727272727272727,7.375,0.17045454545454544,0.7386363636363636,0.03409090909090909,0.0,0.8522727272727273,0.3068181818181818,0.7613636363636364,0.045454545454545456,0.0,0.0,0.0,0.0
beach,8150,4950,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2222425685161448,3.8543958716929145,3.8543958716929145,3.8543958716929145,4.400664368058253,8.942034798052562,1.6464646464646464,50,2.171313677938685,3900,5.020472004946274,240,4.039310787753143,1320,4.262948296250714,0,8.622553707074063,680,3.6162328200040057,1330,4.385836966324461,630,4.086565225022453,0,0.8618025465900853,5.020472004946274,0.6198076368880212,4.824700478030266,0.4240361099720129,0.4785276073619632,0.48466257668711654,0.16319018404907976,7.0,0.6751910566370319,3.472436317729356,7.703291386718552,0.49983447417312943,0.28879757833147673,0.007239263803680981,0.04699386503067485,0.1,0.2,0.5,0.09999999999999998,155.85766871165643,10.79601662342173,0.5252022508004195,0.2196319018404908,0.2809815950920245,14.114110429447853,0.08220858895705521,0.37668711656441717,0.015950920245398775,0.150920245398773,0.48466257668711654,0.1607361963190184,0.7263803680981595,0.0036809815950920245,0.00245398773006135,0.0,0.001226993865030675,0.03680981595092025
