model_key,uid,domain,idx,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,selection_pattern,selection_DiD_item,score_candidate0_context1_target1,score_candidate1_context2_target1,margin_c0_minus_c1,pred_candidate_index,correct,official_prediction_match,num_cand0_completion_tokens,num_cand1_completion_tokens
reinv430,agent-properties_46,agent-properties,46,believe,doubt,indirect,antonym,concept swap,0110,-2,-15.98477554321289,-17.371761322021484,1.3869857788085938,0,1,1,11,11
reinv430,agent-properties_58,agent-properties,58,believe,doubt,indirect,antonym,concept swap,0110,-2,-14.938185691833496,-16.025861740112305,1.0876760482788086,0,1,1,10,10
reinv430,agent-properties_167,agent-properties,167,choose,-,indirect,antonym,variable swap,0110,-2,-38.87485885620117,-40.991519927978516,2.1166610717773438,0,1,1,8,8
reinv430,agent-properties_196,agent-properties,196,choose,-,indirect,antonym,variable swap,0110,-2,-31.574886322021484,-31.92440414428711,0.349517822265625,0,1,1,8,8
reinv430,agent-properties_233,agent-properties,233,choose,-,indirect,antonym,variable swap,0110,-2,-39.92827606201172,-41.42208480834961,1.4938087463378906,0,1,1,7,7
reinv430,agent-properties_297,agent-properties,297,choose,-,indirect,variable swap,variable swap,0110,-2,-35.8440055847168,-37.88274383544922,2.038738250732422,0,1,1,10,10
reinv430,agent-properties_341,agent-properties,341,choose,-,indirect,variable swap,variable swap,0110,-2,-30.602619171142578,-32.001670837402344,1.3990516662597656,0,1,1,9,9
reinv430,agent-properties_435,agent-properties,435,choose,-,indirect,variable swap,variable swap,0110,-2,-39.04844284057617,-44.15625762939453,5.107814788818359,0,1,1,8,8
clean431,agent-properties_6,agent-properties,6,believe,doubt,direct,antonym,concept swap,0110,-2,-6.622359275817871,-8.259978294372559,1.6376190185546875,0,1,1,11,11
clean431,agent-properties_14,agent-properties,14,believe,doubt,indirect,antonym,concept swap,0110,-2,-26.71031951904297,-27.471708297729492,0.7613887786865234,0,1,1,12,12
clean431,agent-properties_46,agent-properties,46,believe,doubt,indirect,antonym,concept swap,0110,-2,-19.394832611083984,-21.092166900634766,1.6973342895507812,0,1,1,11,11
clean431,agent-properties_58,agent-properties,58,believe,doubt,indirect,antonym,concept swap,0110,-2,-18.744121551513672,-19.24941062927246,0.5052890777587891,0,1,1,10,10
clean431,agent-properties_167,agent-properties,167,choose,-,indirect,antonym,variable swap,0110,-2,-42.37916946411133,-42.700801849365234,0.32163238525390625,0,1,1,8,8
clean431,agent-properties_196,agent-properties,196,choose,-,indirect,antonym,variable swap,0110,-2,-28.2866153717041,-29.407907485961914,1.1212921142578125,0,1,1,8,8
clean431,agent-properties_233,agent-properties,233,choose,-,indirect,antonym,variable swap,0110,-2,-44.98946762084961,-45.564666748046875,0.5751991271972656,0,1,1,7,7
clean431,agent-properties_297,agent-properties,297,choose,-,indirect,variable swap,variable swap,0110,-2,-27.956600189208984,-28.049047470092773,0.09244728088378906,0,1,1,10,10
clean431,agent-properties_341,agent-properties,341,choose,-,indirect,variable swap,variable swap,0110,-2,-31.163698196411133,-31.390838623046875,0.2271404266357422,0,1,1,9,9
clean431,agent-properties_435,agent-properties,435,choose,-,indirect,variable swap,variable swap,0110,-2,-30.48829460144043,-30.868572235107422,0.3802776336669922,0,1,1,8,8
reinv431,agent-properties_6,agent-properties,6,believe,doubt,direct,antonym,concept swap,0110,-2,-10.956201553344727,-10.264325141906738,-0.6918764114379883,1,0,1,11,11
reinv431,agent-properties_14,agent-properties,14,believe,doubt,indirect,antonym,concept swap,0110,-2,-21.74803352355957,-21.616125106811523,-0.13190841674804688,1,0,1,12,12
reinv431,agent-properties_46,agent-properties,46,believe,doubt,indirect,antonym,concept swap,0110,-2,-16.04031753540039,-14.940229415893555,-1.100088119506836,1,0,1,11,11
reinv431,agent-properties_58,agent-properties,58,believe,doubt,indirect,antonym,concept swap,0110,-2,-22.307823181152344,-21.210323333740234,-1.0974998474121094,1,0,1,10,10
reinv431,agent-properties_167,agent-properties,167,choose,-,indirect,antonym,variable swap,0110,-2,-52.68972396850586,-52.14579391479492,-0.5439300537109375,1,0,1,8,8
reinv431,agent-properties_196,agent-properties,196,choose,-,indirect,antonym,variable swap,0110,-2,-33.607032775878906,-33.538326263427734,-0.06870651245117188,1,0,1,8,8
reinv431,agent-properties_233,agent-properties,233,choose,-,indirect,antonym,variable swap,0110,-2,-50.816158294677734,-50.81609344482422,-6.4849853515625e-05,1,0,1,7,7
reinv431,agent-properties_297,agent-properties,297,choose,-,indirect,variable swap,variable swap,0110,-2,-30.77300453186035,-25.472484588623047,-5.300519943237305,1,0,1,10,10
reinv431,agent-properties_341,agent-properties,341,choose,-,indirect,variable swap,variable swap,0110,-2,-33.123497009277344,-27.159255981445312,-5.964241027832031,1,0,1,9,9
reinv431,agent-properties_435,agent-properties,435,choose,-,indirect,variable swap,variable swap,0110,-2,-41.592613220214844,-38.69438934326172,-2.898223876953125,1,0,1,8,8
