model_key,uid,domain,idx,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,selection_pattern,selection_DiD_item,score_candidate0_context1_target1,score_candidate1_context2_target1,margin_c0_minus_c1,pred_candidate_index,correct,official_prediction_match,num_cand0_completion_tokens,num_cand1_completion_tokens
clean430,material-dynamics_62,material-dynamics,62,break,ripple,direct,material,concept swap,0110,-2,-13.332558631896973,-10.174230575561523,-3.158328056335449,1,0,1,3,3
clean430,material-dynamics_66,material-dynamics,66,break,ripple,direct,material,concept swap,0110,-2,-14.210673332214355,-11.20606803894043,-3.004605293273926,1,0,1,3,3
clean430,material-dynamics_90,material-dynamics,90,break,splash,direct,material,concept swap,0110,-2,-13.359655380249023,-13.23056697845459,-0.1290884017944336,1,0,1,3,3
clean430,material-dynamics_94,material-dynamics,94,break,splash,direct,material,concept swap,0110,-2,-14.635991096496582,-13.940058708190918,-0.6959323883056641,1,0,1,3,3
clean430,material-dynamics_110,material-dynamics,110,break,wrinkle,direct,material,concept swap,0110,-2,-13.359655380249023,-10.216959953308105,-3.142695426940918,1,0,1,3,3
clean430,material-dynamics_112,material-dynamics,112,break,wrinkle,direct,material,concept swap,0110,-2,-12.998628616333008,-11.462453842163086,-1.5361747741699219,1,0,1,3,3
clean430,material-dynamics_114,material-dynamics,114,break,wrinkle,direct,material,concept swap,0110,-2,-14.635991096496582,-10.820417404174805,-3.8155736923217773,1,0,1,3,3
clean430,material-dynamics_116,material-dynamics,116,break,wrinkle,direct,material,concept swap,0110,-2,-13.332558631896973,-10.174230575561523,-3.158328056335449,1,0,1,3,3
clean430,material-dynamics_118,material-dynamics,118,break,wrinkle,direct,material,concept swap,0110,-2,-14.210673332214355,-11.20606803894043,-3.004605293273926,1,0,1,3,3
clean430,material-dynamics_130,material-dynamics,130,drape,pour,direct,material,concept swap,0110,-2,-24.902624130249023,-23.935514450073242,-0.9671096801757812,1,0,1,5,5
clean430,material-dynamics_134,material-dynamics,134,drape,pour,direct,material,concept swap,0110,-2,-26.700490951538086,-25.598194122314453,-1.1022968292236328,1,0,1,5,5
clean430,material-dynamics_136,material-dynamics,136,drape,pour,direct,material,concept swap,0110,-2,-21.483680725097656,-20.54010772705078,-0.943572998046875,1,0,1,5,5
clean430,material-dynamics_138,material-dynamics,138,drape,pour,direct,material,concept swap,0110,-2,-28.76058578491211,-27.77922821044922,-0.9813575744628906,1,0,1,5,5
clean430,material-dynamics_152,material-dynamics,152,drape,stir,direct,material,concept swap,0110,-2,-24.902624130249023,-23.935514450073242,-0.9671096801757812,1,0,1,5,5
clean430,material-dynamics_160,material-dynamics,160,drape,stir,direct,material,concept swap,0110,-2,-26.700490951538086,-25.598194122314453,-1.1022968292236328,1,0,1,5,5
clean430,material-dynamics_164,material-dynamics,164,drape,stir,direct,material,concept swap,0110,-2,-21.483680725097656,-20.54010772705078,-0.943572998046875,1,0,1,5,5
clean430,material-dynamics_168,material-dynamics,168,drape,stir,direct,material,concept swap,0110,-2,-28.76058578491211,-27.77922821044922,-0.9813575744628906,1,0,1,5,5
clean430,material-dynamics_404,material-dynamics,404,rip ,pour,direct,material,concept swap,0110,-2,-26.76244354248047,-26.56583023071289,-0.19661331176757812,1,0,1,5,5
clean430,material-dynamics_406,material-dynamics,406,rip ,pour,direct,material,concept swap,0110,-2,-20.535526275634766,-19.560792922973633,-0.9747333526611328,1,0,1,5,5
clean430,material-dynamics_408,material-dynamics,408,rip ,pour,direct,material,concept swap,0110,-2,-23.607295989990234,-23.577739715576172,-0.0295562744140625,1,0,1,5,5
clean430,material-dynamics_440,material-dynamics,440,rip ,stir,direct,material,concept swap,0110,-2,-26.76244354248047,-26.56583023071289,-0.19661331176757812,1,0,1,5,5
clean430,material-dynamics_444,material-dynamics,444,rip ,stir,direct,material,concept swap,0110,-2,-20.535526275634766,-19.560792922973633,-0.9747333526611328,1,0,1,5,5
clean430,material-dynamics_448,material-dynamics,448,rip ,stir,direct,material,concept swap,0110,-2,-23.607295989990234,-23.577739715576172,-0.0295562744140625,1,0,1,5,5
clean430,material-dynamics_478,material-dynamics,478,squeeze,pour,direct,material,concept swap,0110,-2,-26.20695686340332,-25.57530975341797,-0.6316471099853516,1,0,1,5,5
clean430,material-dynamics_482,material-dynamics,482,squeeze,pour,direct,material,concept swap,0110,-2,-18.004140853881836,-16.898420333862305,-1.1057205200195312,1,0,1,5,5
clean430,material-dynamics_486,material-dynamics,486,squeeze,pour,direct,material,concept swap,0110,-2,-23.56838607788086,-23.515457153320312,-0.052928924560546875,1,0,1,5,5
clean430,material-dynamics_525,material-dynamics,525,squeeze,stir,direct,material,concept swap,0110,-2,-21.732440948486328,-21.441267013549805,-0.29117393493652344,1,0,1,5,5
clean430,material-dynamics_538,material-dynamics,538,squeeze,stir,direct,material,concept swap,0110,-2,-26.20695686340332,-25.57530975341797,-0.6316471099853516,1,0,1,5,5
clean430,material-dynamics_541,material-dynamics,541,squeeze,stir,direct,material,concept swap,0110,-2,-25.764741897583008,-23.914108276367188,-1.8506336212158203,1,0,1,5,5
clean430,material-dynamics_546,material-dynamics,546,squeeze,stir,direct,material,concept swap,0110,-2,-18.004140853881836,-16.898420333862305,-1.1057205200195312,1,0,1,5,5
clean430,material-dynamics_554,material-dynamics,554,squeeze,stir,direct,material,concept swap,0110,-2,-23.56838607788086,-23.515457153320312,-0.052928924560546875,1,0,1,5,5
clean430,material-dynamics_661,material-dynamics,661,tap,stir,direct,material,concept swap,0110,-2,-21.732440948486328,-21.441267013549805,-0.29117393493652344,1,0,1,5,5
clean430,material-dynamics_665,material-dynamics,665,tap,stir,direct,material,concept swap,0110,-2,-25.764741897583008,-23.914108276367188,-1.8506336212158203,1,0,1,5,5
clean430,material-dynamics_31,material-dynamics,31,break,flap,indirect,material,concept swap,0110,-2,-22.930959701538086,-18.170543670654297,-4.760416030883789,1,0,1,4,4
clean430,material-dynamics_177,material-dynamics,177,drape,stir,indirect,material,concept swap,0110,-2,-23.71050262451172,-23.192520141601562,-0.5179824829101562,1,0,1,6,6
clean430,material-dynamics_187,material-dynamics,187,drape,stir,indirect,material,concept swap,0110,-2,-23.688152313232422,-21.56670570373535,-2.1214466094970703,1,0,1,5,5
clean430,material-dynamics_257,material-dynamics,257,fold,stir,indirect,material,concept swap,0110,-2,-23.71050262451172,-23.192520141601562,-0.5179824829101562,1,0,1,6,6
clean430,material-dynamics_260,material-dynamics,260,fold,stir,indirect,material,concept swap,0110,-2,-22.811813354492188,-22.31102752685547,-0.5007858276367188,1,0,1,5,5
clean430,material-dynamics_267,material-dynamics,267,fold,stir,indirect,material,concept swap,0110,-2,-23.688152313232422,-21.56670570373535,-2.1214466094970703,1,0,1,5,5
clean430,material-dynamics_317,material-dynamics,317,hang,stir,indirect,material,concept swap,0110,-2,-23.71050262451172,-23.192520141601562,-0.5179824829101562,1,0,1,6,6
clean430,material-dynamics_320,material-dynamics,320,hang,stir,indirect,material,concept swap,0110,-2,-23.100181579589844,-22.610126495361328,-0.4900550842285156,1,0,1,5,5
clean430,material-dynamics_327,material-dynamics,327,hang,stir,indirect,material,concept swap,0110,-2,-23.688152313232422,-21.56670570373535,-2.1214466094970703,1,0,1,5,5
clean430,material-dynamics_457,material-dynamics,457,rip ,stir,indirect,material,concept swap,0110,-2,-23.71050262451172,-23.192520141601562,-0.5179824829101562,1,0,1,6,6
clean430,material-dynamics_467,material-dynamics,467,rip ,stir,indirect,material,concept swap,0110,-2,-23.688152313232422,-21.56670570373535,-2.1214466094970703,1,0,1,5,5
clean430,material-dynamics_503,material-dynamics,503,squeeze,pour,indirect,material,concept swap,0110,-2,-27.323394775390625,-26.160579681396484,-1.1628150939941406,1,0,1,5,5
clean430,material-dynamics_579,material-dynamics,579,squeeze,stir,indirect,material,concept swap,0110,-2,-23.71050262451172,-23.192520141601562,-0.5179824829101562,1,0,1,6,6
clean430,material-dynamics_585,material-dynamics,585,squeeze,stir,indirect,material,concept swap,0110,-2,-25.38540267944336,-24.33687973022461,-1.04852294921875,1,0,1,5,5
clean430,material-dynamics_611,material-dynamics,611,squeeze,stir,indirect,material,concept swap,0110,-2,-24.560184478759766,-23.789533615112305,-0.7706508636474609,1,0,1,5,5
clean430,material-dynamics_617,material-dynamics,617,squeeze,stir,indirect,material,concept swap,0110,-2,-23.688152313232422,-21.56670570373535,-2.1214466094970703,1,0,1,5,5
clean430,material-dynamics_682,material-dynamics,682,tap,stir,indirect,material,concept swap,0110,-2,-16.509233474731445,-15.933821678161621,-0.5754117965698242,1,0,1,4,4
clean430,material-dynamics_687,material-dynamics,687,tap,stir,indirect,material,concept swap,0110,-2,-24.560184478759766,-23.789533615112305,-0.7706508636474609,1,0,1,5,5
clean430,material-dynamics_757,material-dynamics,757,wrinkle,stir,indirect,material,concept swap,0110,-2,-23.71050262451172,-23.192520141601562,-0.5179824829101562,1,0,1,6,6
clean430,material-dynamics_767,material-dynamics,767,wrinkle,stir,indirect,material,concept swap,0110,-2,-23.688152313232422,-21.56670570373535,-2.1214466094970703,1,0,1,5,5
clean430,material-dynamics_2,material-dynamics,2,break,drip,direct,material,concept swap,1110,-1,-12.998628616333008,-13.647377967834473,0.6487493515014648,0,1,1,3,3
clean430,material-dynamics_6,material-dynamics,6,break,drip,direct,material,concept swap,0010,-1,-13.332558631896973,-12.960575103759766,-0.37198352813720703,1,0,1,3,3
clean430,material-dynamics_8,material-dynamics,8,break,drip,direct,material,concept swap,0010,-1,-14.210673332214355,-13.842122077941895,-0.36855125427246094,1,0,1,3,3
clean430,material-dynamics_21,material-dynamics,21,break,flap,direct,material,concept swap,1110,-1,-16.53810691833496,-21.475404739379883,4.937297821044922,0,1,1,4,4
clean430,material-dynamics_23,material-dynamics,23,break,flap,direct,material,concept swap,1110,-1,-16.244888305664062,-20.497852325439453,4.252964019775391,0,1,1,4,4
clean430,material-dynamics_25,material-dynamics,25,break,flap,direct,material,concept swap,1110,-1,-17.22576904296875,-22.150371551513672,4.924602508544922,0,1,1,4,4
clean430,material-dynamics_27,material-dynamics,27,break,flap,direct,material,concept swap,1110,-1,-16.674877166748047,-21.34326934814453,4.668392181396484,0,1,1,4,4
clean430,material-dynamics_29,material-dynamics,29,break,flap,direct,material,concept swap,1110,-1,-17.24069595336914,-21.569656372070312,4.328960418701172,0,1,1,4,4
clean430,material-dynamics_56,material-dynamics,56,break,ripple,direct,material,concept swap,1110,-1,-12.998628616333008,-13.647377967834473,0.6487493515014648,0,1,1,3,3
clean430,material-dynamics_64,material-dynamics,64,break,ripple,direct,material,concept swap,0010,-1,-13.332558631896973,-12.960575103759766,-0.37198352813720703,1,0,1,3,3
clean430,material-dynamics_68,material-dynamics,68,break,ripple,direct,material,concept swap,0010,-1,-14.210673332214355,-13.842122077941895,-0.36855125427246094,1,0,1,3,3
clean430,material-dynamics_92,material-dynamics,92,break,splash,direct,material,concept swap,1110,-1,-12.998628616333008,-13.647377967834473,0.6487493515014648,0,1,1,3,3
clean430,material-dynamics_96,material-dynamics,96,break,splash,direct,material,concept swap,0010,-1,-13.332558631896973,-12.960575103759766,-0.37198352813720703,1,0,1,3,3
clean430,material-dynamics_98,material-dynamics,98,break,splash,direct,material,concept swap,0010,-1,-14.210673332214355,-13.842122077941895,-0.36855125427246094,1,0,1,3,3
clean430,material-dynamics_155,material-dynamics,155,drape,stir,direct,material,concept swap,1110,-1,-19.551876068115234,-21.240501403808594,1.6886253356933594,0,1,1,6,6
clean430,material-dynamics_157,material-dynamics,157,drape,stir,direct,material,concept swap,1110,-1,-18.886974334716797,-21.240501403808594,2.353527069091797,0,1,1,6,6
clean430,material-dynamics_159,material-dynamics,159,drape,stir,direct,material,concept swap,1110,-1,-25.764741897583008,-25.882793426513672,0.11805152893066406,0,1,1,5,5
clean430,material-dynamics_162,material-dynamics,162,drape,stir,direct,material,concept swap,0010,-1,-21.483680725097656,-20.7216796875,-0.7620010375976562,1,0,1,5,5
clean430,material-dynamics_166,material-dynamics,166,drape,stir,direct,material,concept swap,0111,-1,-28.76058578491211,-28.180564880371094,-0.5800209045410156,1,0,1,5,5
clean430,material-dynamics_191,material-dynamics,191,flap,drip,direct,material,concept swap,0111,-1,-19.536989212036133,-18.122201919555664,-1.4147872924804688,1,0,1,4,4
clean430,material-dynamics_193,material-dynamics,193,flap,drip,direct,material,concept swap,0111,-1,-19.901226043701172,-18.499897003173828,-1.4013290405273438,1,0,1,4,4
clean430,material-dynamics_195,material-dynamics,195,flap,drip,direct,material,concept swap,0111,-1,-20.303897857666016,-18.668352127075195,-1.6355457305908203,1,0,1,4,4
clean430,material-dynamics_197,material-dynamics,197,flap,drip,direct,material,concept swap,0111,-1,-19.967050552368164,-19.34107208251953,-0.6259784698486328,1,0,1,4,4
clean430,material-dynamics_199,material-dynamics,199,flap,drip,direct,material,concept swap,0111,-1,-20.670989990234375,-19.206684112548828,-1.4643058776855469,1,0,1,4,4
clean430,material-dynamics_210,material-dynamics,210,fold,pour,direct,material,concept swap,0111,-1,-19.11319923400879,-17.94780158996582,-1.1653976440429688,1,0,1,5,5
clean430,material-dynamics_214,material-dynamics,214,fold,pour,direct,material,concept swap,0111,-1,-22.119403839111328,-21.087726593017578,-1.03167724609375,1,0,1,5,5
clean430,material-dynamics_218,material-dynamics,218,fold,pour,direct,material,concept swap,0111,-1,-18.766929626464844,-17.919355392456055,-0.8475742340087891,1,0,1,5,5
clean430,material-dynamics_232,material-dynamics,232,fold,stir,direct,material,concept swap,0111,-1,-19.11319923400879,-17.94780158996582,-1.1653976440429688,1,0,1,5,5
clean430,material-dynamics_234,material-dynamics,234,fold,stir,direct,material,concept swap,0111,-1,-15.243268013000488,-12.996992111206055,-2.2462759017944336,1,0,1,6,6
clean430,material-dynamics_235,material-dynamics,235,fold,stir,direct,material,concept swap,1110,-1,-19.551876068115234,-21.240501403808594,1.6886253356933594,0,1,1,6,6
clean430,material-dynamics_13,material-dynamics,13,break,drip,indirect,material,concept swap,1111,0,-20.820186614990234,-20.92588233947754,0.10569572448730469,0,1,1,4,4
clean430,material-dynamics_15,material-dynamics,15,break,drip,indirect,material,concept swap,1111,0,-20.819440841674805,-22.506935119628906,1.6874942779541016,0,1,1,4,4
clean430,material-dynamics_17,material-dynamics,17,break,drip,indirect,material,concept swap,1111,0,-21.85312271118164,-22.08526611328125,0.23214340209960938,0,1,1,4,4
clean430,material-dynamics_19,material-dynamics,19,break,drip,indirect,material,concept swap,1111,0,-20.3837947845459,-22.16888427734375,1.7850894927978516,0,1,1,4,4
clean430,material-dynamics_30,material-dynamics,30,break,flap,indirect,material,concept swap,1111,0,-13.469934463500977,-15.992314338684082,2.5223798751831055,0,1,1,3,3
clean430,material-dynamics_34,material-dynamics,34,break,flap,indirect,material,concept swap,1111,0,-15.782220840454102,-16.655517578125,0.8732967376708984,0,1,1,3,3
clean430,material-dynamics_39,material-dynamics,39,break,flap,indirect,material,concept swap,1111,0,-18.797195434570312,-19.803918838500977,1.006723403930664,0,1,1,4,4
clean430,material-dynamics_53,material-dynamics,53,break,ripple,direct,material,concept swap,1111,0,-30.612510681152344,-33.19640350341797,2.583892822265625,0,1,1,5,5
clean430,material-dynamics_61,material-dynamics,61,break,ripple,direct,material,concept swap,1111,0,-30.79913330078125,-32.40637969970703,1.6072463989257812,0,1,1,5,5
clean430,material-dynamics_65,material-dynamics,65,break,ripple,direct,material,concept swap,1111,0,-29.78573226928711,-31.848844528198242,2.063112258911133,0,1,1,5,5
clean430,material-dynamics_12,material-dynamics,12,break,drip,indirect,material,concept swap,0000,0,-14.816608428955078,-13.905881881713867,-0.9107265472412109,1,0,1,3,3
clean430,material-dynamics_16,material-dynamics,16,break,drip,indirect,material,concept swap,0000,0,-15.302251815795898,-11.925788879394531,-3.376462936401367,1,0,1,3,3
clean430,material-dynamics_18,material-dynamics,18,break,drip,indirect,material,concept swap,0000,0,-17.96925163269043,-16.243953704833984,-1.7252979278564453,1,0,1,3,3
clean430,material-dynamics_33,material-dynamics,33,break,flap,indirect,material,concept swap,0000,0,-20.27260398864746,-19.269275665283203,-1.0033283233642578,1,0,1,4,4
clean430,material-dynamics_38,material-dynamics,38,break,flap,indirect,material,concept swap,0000,0,-17.96925163269043,-16.064308166503906,-1.9049434661865234,1,0,1,3,3
clean430,material-dynamics_76,material-dynamics,76,break,ripple,indirect,material,concept swap,0000,0,-14.816608428955078,-13.905881881713867,-0.9107265472412109,1,0,1,3,3
clean430,material-dynamics_82,material-dynamics,82,break,ripple,indirect,material,concept swap,0000,0,-15.302251815795898,-11.925788879394531,-3.376462936401367,1,0,1,3,3
clean430,material-dynamics_86,material-dynamics,86,break,ripple,indirect,material,concept swap,0000,0,-17.96925163269043,-16.243953704833984,-1.7252979278564453,1,0,1,3,3
clean430,material-dynamics_88,material-dynamics,88,break,ripple,indirect,material,concept swap,0000,0,-17.96925163269043,-16.064308166503906,-1.9049434661865234,1,0,1,3,3
clean430,material-dynamics_102,material-dynamics,102,break,splash,indirect,material,concept swap,0000,0,-14.816608428955078,-13.905881881713867,-0.9107265472412109,1,0,1,3,3
clean430,physical-dynamics_5,physical-dynamics,5,accelerate,slow down,direct,antonym,concept swap,0110,-2,-18.6708984375,-18.016529083251953,-0.6543693542480469,1,0,1,7,7
clean430,physical-dynamics_7,physical-dynamics,7,accelerate,slow down,direct,antonym,concept swap,0110,-2,-19.71798324584961,-19.634258270263672,-0.0837249755859375,1,0,1,7,7
clean430,physical-dynamics_1,physical-dynamics,1,accelerate,slow down,direct,antonym,concept swap,0100,-1,-17.72763442993164,-17.351112365722656,-0.3765220642089844,1,0,1,7,7
clean430,physical-dynamics_3,physical-dynamics,3,accelerate,slow down,direct,antonym,concept swap,1110,-1,-19.016536712646484,-19.34418296813965,0.32764625549316406,0,1,1,7,7
clean430,physical-dynamics_9,physical-dynamics,9,accelerate,slow down,direct,antonym,concept swap,0100,-1,-19.171142578125,-18.307653427124023,-0.8634891510009766,1,0,1,7,7
clean430,physical-dynamics_24,physical-dynamics,24,fall,rise,direct,antonym,concept swap,0111,-1,-20.202259063720703,-19.77097511291504,-0.43128395080566406,1,0,1,5,5
clean430,physical-dynamics_26,physical-dynamics,26,fall,rise,direct,antonym,concept swap,0100,-1,-15.492501258850098,-14.018774032592773,-1.4737272262573242,1,0,1,5,5
clean430,physical-dynamics_40,physical-dynamics,40,grow,shrink,direct,antonym,concept swap,0010,-1,-13.91585636138916,-12.812600135803223,-1.1032562255859375,1,0,1,5,5
clean430,physical-dynamics_42,physical-dynamics,42,grow,shrink,direct,antonym,concept swap,0010,-1,-14.098149299621582,-13.196969985961914,-0.901179313659668,1,0,1,5,5
clean430,physical-dynamics_44,physical-dynamics,44,grow,shrink,direct,antonym,concept swap,0010,-1,-13.223480224609375,-12.74687671661377,-0.47660350799560547,1,0,1,5,5
clean430,physical-dynamics_45,physical-dynamics,45,grow,shrink,direct,antonym,concept swap,1110,-1,-19.505020141601562,-20.178958892822266,0.6739387512207031,0,1,1,6,6
clean430,physical-dynamics_46,physical-dynamics,46,grow,shrink,direct,antonym,concept swap,0010,-1,-15.558406829833984,-14.688072204589844,-0.8703346252441406,1,0,1,5,5
clean430,physical-dynamics_48,physical-dynamics,48,grow,shrink,direct,antonym,concept swap,0010,-1,-14.379517555236816,-13.386865615844727,-0.9926519393920898,1,0,1,5,5
clean430,physical-dynamics_49,physical-dynamics,49,grow,shrink,direct,antonym,concept swap,1110,-1,-20.719711303710938,-21.523967742919922,0.8042564392089844,0,1,1,6,6
clean430,physical-dynamics_81,physical-dynamics,81,sink,float,direct,antonym,concept swap,0100,-1,-15.16384506225586,-11.24211311340332,-3.921731948852539,1,0,1,5,5
clean430,physical-dynamics_83,physical-dynamics,83,sink,float,direct,antonym,concept swap,0100,-1,-16.67074966430664,-15.251058578491211,-1.4196910858154297,1,0,1,5,5
clean430,physical-dynamics_95,physical-dynamics,95,sink,float,direct,antonym,concept swap,0100,-1,-18.99500274658203,-16.78302764892578,-2.21197509765625,1,0,1,5,5
clean430,physical-dynamics_99,physical-dynamics,99,sink,float,direct,antonym,concept swap,0100,-1,-17.273447036743164,-15.473387718200684,-1.8000593185424805,1,0,1,5,5
clean430,physical-dynamics_103,physical-dynamics,103,sink,float,indirect,antonym,concept swap,1110,-1,-16.644433975219727,-18.293533325195312,1.649099349975586,0,1,1,5,5
clean430,physical-dynamics_107,physical-dynamics,107,sink,float,indirect,antonym,concept swap,1110,-1,-18.023338317871094,-19.670124053955078,1.6467857360839844,0,1,1,5,5
clean430,physical-dynamics_110,physical-dynamics,110,sink,float,indirect,antonym,concept swap,0010,-1,-16.57497215270996,-15.472774505615234,-1.1021976470947266,1,0,1,5,5
clean430,physical-dynamics_112,physical-dynamics,112,sink,float,indirect,antonym,concept swap,0010,-1,-18.09912872314453,-15.707908630371094,-2.3912200927734375,1,0,1,5,5
clean430,physical-dynamics_114,physical-dynamics,114,sink,float,indirect,antonym,concept swap,0010,-1,-16.247041702270508,-15.899591445922852,-0.34745025634765625,1,0,1,5,5
clean430,physical-dynamics_115,physical-dynamics,115,sink,float,indirect,antonym,concept swap,0111,-1,-15.658138275146484,-14.788005828857422,-0.8701324462890625,1,0,1,5,5
clean430,physical-dynamics_116,physical-dynamics,116,sink,float,indirect,antonym,concept swap,0010,-1,-18.465835571289062,-15.421024322509766,-3.044811248779297,1,0,1,5,5
clean430,physical-dynamics_118,physical-dynamics,118,sink,float,indirect,antonym,concept swap,0010,-1,-16.195945739746094,-15.66137981414795,-0.5345659255981445,1,0,1,5,5
clean430,physical-dynamics_51,physical-dynamics,51,roll,slide,indirect,negation,concept swap,0010,-1,-10.351297378540039,-9.519968032836914,-0.831329345703125,1,0,1,5,5
clean430,physical-dynamics_52,physical-dynamics,52,roll,slide,indirect,negation,concept swap,1110,-1,-13.934873580932617,-14.109766960144043,0.17489337921142578,0,1,1,5,5
clean430,physical-dynamics_59,physical-dynamics,59,roll,slide,indirect,negation,concept swap,0010,-1,-11.116331100463867,-10.40325927734375,-0.7130718231201172,1,0,1,5,5
clean430,physical-dynamics_62,physical-dynamics,62,roll,slide,indirect,other,concept swap,1110,-1,-15.387788772583008,-16.671682357788086,1.2838935852050781,0,1,1,5,5
clean430,physical-dynamics_64,physical-dynamics,64,roll,slide,indirect,other,concept swap,1110,-1,-14.0784330368042,-15.084421157836914,1.0059881210327148,0,1,1,5,5
clean430,physical-dynamics_66,physical-dynamics,66,roll,slide,indirect,other,concept swap,0100,-1,-23.71977996826172,-23.331092834472656,-0.3886871337890625,1,0,1,5,5
clean430,physical-dynamics_0,physical-dynamics,0,accelerate,slow down,direct,antonym,concept swap,1111,0,-17.30451202392578,-17.885099411010742,0.5805873870849609,0,1,1,6,6
clean430,physical-dynamics_2,physical-dynamics,2,accelerate,slow down,direct,antonym,concept swap,1111,0,-18.233144760131836,-19.639738082885742,1.4065933227539062,0,1,1,6,6
clean430,physical-dynamics_4,physical-dynamics,4,accelerate,slow down,direct,antonym,concept swap,1111,0,-18.7491397857666,-19.042619705200195,0.29347991943359375,0,1,1,6,6
clean430,physical-dynamics_6,physical-dynamics,6,accelerate,slow down,direct,antonym,concept swap,1111,0,-17.92731475830078,-19.282054901123047,1.3547401428222656,0,1,1,6,6
clean430,physical-dynamics_8,physical-dynamics,8,accelerate,slow down,direct,antonym,concept swap,1111,0,-17.94837188720703,-18.577970504760742,0.6295986175537109,0,1,1,6,6
clean430,physical-dynamics_10,physical-dynamics,10,accelerate,slow down,indirect,antonym,concept swap,1111,0,-16.797780990600586,-18.46187973022461,1.6640987396240234,0,1,1,6,6
clean430,physical-dynamics_12,physical-dynamics,12,accelerate,slow down,indirect,antonym,concept swap,1111,0,-18.018627166748047,-19.336578369140625,1.3179512023925781,0,1,1,6,6
clean430,physical-dynamics_14,physical-dynamics,14,accelerate,slow down,indirect,antonym,concept swap,1111,0,-18.049152374267578,-19.298858642578125,1.2497062683105469,0,1,1,6,6
clean430,physical-dynamics_16,physical-dynamics,16,accelerate,slow down,indirect,antonym,concept swap,1111,0,-18.330097198486328,-19.75860595703125,1.4285087585449219,0,1,1,6,6
clean430,physical-dynamics_18,physical-dynamics,18,accelerate,slow down,indirect,antonym,concept swap,1111,0,-17.058034896850586,-18.54319190979004,1.4851570129394531,0,1,1,6,6
clean430,physical-dynamics_20,physical-dynamics,20,fall,rise,direct,antonym,concept swap,0000,0,-17.011964797973633,-15.799072265625,-1.2128925323486328,1,0,1,5,5
clean430,physical-dynamics_22,physical-dynamics,22,fall,rise,direct,antonym,concept swap,0000,0,-12.46086311340332,-11.278698921203613,-1.182164192199707,1,0,1,5,5
clean430,physical-dynamics_28,physical-dynamics,28,fall,rise,direct,antonym,concept swap,0000,0,-18.171178817749023,-17.3790225982666,-0.7921562194824219,1,0,1,5,5
