domain,line_idx,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,PLL_0,PLL_1,margin,is_correct
agent-properties,43,believe,doubt,indirect,antonym,concept swap,-32.981884,-35.905743,2.923859,1
agent-properties,44,believe,doubt,indirect,antonym,concept swap,-16.851841,-18.019859,1.168018,1
agent-properties,45,believe,doubt,indirect,antonym,concept swap,-29.718306,-28.303949,-1.414356,0
agent-properties,46,believe,doubt,indirect,antonym,concept swap,-16.040371,-14.940276,-1.100095,0
agent-properties,47,believe,doubt,indirect,antonym,concept swap,-26.22224,-27.445116,1.222876,1
agent-properties,48,believe,doubt,indirect,antonym,concept swap,-18.136145,-18.830971,0.694826,1
agent-properties,49,believe,doubt,indirect,antonym,concept swap,-31.998856,-31.082748,-0.916107,0
agent-properties,50,believe,doubt,indirect,antonym,concept swap,-17.975248,-19.016075,1.040827,1
agent-properties,51,believe,doubt,indirect,antonym,concept swap,-28.956841,-27.76845,-1.188391,0
agent-properties,52,believe,doubt,indirect,antonym,concept swap,-16.829744,-15.188414,-1.641331,0
agent-properties,53,believe,doubt,indirect,antonym,concept swap,-30.102268,-31.69553,1.593262,1
agent-properties,54,believe,doubt,indirect,antonym,concept swap,-18.378727,-19.598188,1.219461,1
agent-properties,55,believe,doubt,indirect,antonym,concept swap,-31.7208,-31.071413,-0.649387,0
agent-properties,56,believe,doubt,indirect,antonym,concept swap,-21.646183,-22.898247,1.252064,1
agent-properties,57,believe,doubt,indirect,antonym,concept swap,-35.40704,-33.461189,-1.94585,0
agent-properties,58,believe,doubt,indirect,antonym,concept swap,-22.307877,-21.210354,-1.097523,0
agent-properties,59,believe,doubt,indirect,antonym,concept swap,-35.691528,-36.554958,0.86343,1
agent-properties,60,believe,doubt,indirect,antonym,concept swap,-25.140648,-26.06497,0.924322,1
agent-properties,61,believe,doubt,indirect,antonym,concept swap,-38.842258,-39.807774,0.965515,1
agent-properties,62,believe,doubt,indirect,antonym,concept swap,-19.550791,-21.238764,1.687973,1
agent-properties,63,believe,doubt,indirect,antonym,concept swap,-31.507153,-29.15064,-2.356512,0
agent-properties,64,believe,doubt,indirect,antonym,concept swap,-19.94125,-18.447517,-1.493732,0
agent-properties,65,believe,doubt,indirect,antonym,concept swap,-31.38134,-33.036419,1.655079,1
agent-properties,66,believe,doubt,indirect,antonym,concept swap,-21.329239,-25.023584,3.694345,1
agent-properties,67,believe,doubt,indirect,antonym,concept swap,-36.030121,-32.67387,-3.356251,0
agent-properties,68,believe,doubt,indirect,antonym,concept swap,-15.516325,-18.030575,2.51425,1
agent-properties,69,believe,doubt,indirect,antonym,concept swap,-28.09201,-26.153545,-1.938465,0
agent-properties,70,believe,doubt,indirect,negation,concept swap,-12.648676,-14.251163,1.602487,1
agent-properties,71,believe,doubt,indirect,negation,concept swap,-25.386957,-26.202152,0.815195,1
agent-properties,72,believe,doubt,indirect,negation,concept swap,-11.656587,-12.117833,0.461246,1
agent-properties,73,believe,doubt,indirect,negation,concept swap,-21.543282,-23.769869,2.226587,1
agent-properties,74,believe,doubt,indirect,negation,concept swap,-10.844454,-12.495255,1.650802,1
agent-properties,75,believe,doubt,indirect,negation,concept swap,-23.79545,-23.863434,0.067984,1
agent-properties,76,believe,doubt,indirect,negation,concept swap,-11.472231,-12.693862,1.221631,1
agent-properties,77,believe,doubt,indirect,negation,concept swap,-24.947332,-26.316561,1.369228,1
agent-properties,78,believe,doubt,indirect,negation,concept swap,-14.403988,-16.365116,1.961128,1
agent-properties,79,believe,doubt,indirect,negation,concept swap,-27.979311,-28.994158,1.014847,1
agent-properties,80,believe,doubt,indirect,other,concept swap,-12.324357,-8.735947,-3.58841,0
agent-properties,81,believe,doubt,indirect,other,concept swap,-20.737156,-25.351898,4.614742,1
agent-properties,82,believe,doubt,indirect,other,concept swap,-8.278372,-8.068572,-0.2098,0
agent-properties,83,believe,doubt,indirect,other,concept swap,-20.115017,-20.204596,0.089579,1
agent-properties,84,believe,doubt,indirect,other,concept swap,-13.327109,-9.294043,-4.033067,0
agent-properties,85,believe,doubt,indirect,other,concept swap,-22.92547,-26.238686,3.313215,1
agent-properties,86,believe,doubt,indirect,other,concept swap,-9.734904,-8.091187,-1.643717,0
agent-properties,87,believe,doubt,indirect,other,concept swap,-20.73068,-21.88126,1.150579,1
agent-properties,88,believe,doubt,indirect,other,concept swap,-12.189584,-8.120359,-4.069224,0
agent-properties,89,believe,doubt,indirect,other,concept swap,-19.006964,-22.73909,3.732126,1
agent-properties,90,believe,doubt,indirect,variable swap,concept swap,-21.781425,-20.492588,-1.288837,0
agent-properties,91,believe,doubt,indirect,variable swap,concept swap,-28.95956,-32.731312,3.771751,1
agent-properties,92,believe,doubt,indirect,variable swap,concept swap,-21.150795,-25.023584,3.872789,1
agent-properties,93,believe,doubt,indirect,variable swap,concept swap,-36.030121,-32.966488,-3.063633,0
agent-properties,94,believe,doubt,indirect,variable swap,concept swap,-21.538345,-17.423445,-4.114901,0
agent-properties,95,believe,doubt,indirect,variable swap,concept swap,-27.297916,-30.638399,3.340483,1
agent-properties,96,believe,doubt,indirect,variable swap,concept swap,-18.562195,-18.030575,-0.53162,0
agent-properties,97,believe,doubt,indirect,variable swap,concept swap,-28.09201,-27.423267,-0.668743,0
agent-properties,98,believe,doubt,indirect,variable swap,concept swap,-23.282726,-24.655186,1.372459,1
agent-properties,99,believe,doubt,indirect,variable swap,concept swap,-35.910793,-32.048328,-3.862465,0
agent-properties,100,believe,doubt,indirect,variable swap,concept swap,-18.966955,-19.598188,0.631233,1
agent-properties,101,believe,doubt,indirect,variable swap,concept swap,-31.7208,-30.716772,-1.004028,0
agent-properties,102,believe,doubt,indirect,variable swap,concept swap,-18.378727,-17.591955,-0.786772,0
agent-properties,103,believe,doubt,indirect,variable swap,concept swap,-29.04343,-31.071413,2.027983,1
agent-properties,104,believe,doubt,indirect,variable swap,concept swap,-19.52804,-23.301546,3.773506,1
agent-properties,105,believe,doubt,indirect,variable swap,concept swap,-32.922848,-30.186691,-2.736156,0
agent-properties,106,believe,doubt,indirect,variable swap,concept swap,-21.329239,-17.487009,-3.84223,0
agent-properties,107,believe,doubt,indirect,variable swap,concept swap,-29.430931,-32.67387,3.242939,1
agent-properties,108,believe,doubt,indirect,variable swap,concept swap,-15.516325,-15.665582,0.149257,1
agent-properties,109,believe,doubt,indirect,variable swap,concept swap,-24.873039,-26.153545,1.280506,1
agent-properties,110,believe,imagine,direct,negation,concept swap,-10.417178,-10.854239,0.437061,1
agent-properties,111,believe,imagine,direct,negation,concept swap,-17.780611,-17.032137,-0.748474,0
agent-properties,112,believe,imagine,direct,negation,concept swap,-8.651212,-11.690693,3.039481,1
agent-properties,113,believe,imagine,direct,negation,concept swap,-18.706533,-15.689586,-3.016948,0
agent-properties,114,believe,imagine,direct,negation,concept swap,-9.460555,-11.286113,1.825558,1
agent-properties,115,believe,imagine,direct,negation,concept swap,-18.496153,-16.422729,-2.073423,0
agent-properties,116,believe,imagine,direct,negation,concept swap,-8.305723,-10.817683,2.51196,1
agent-properties,117,believe,imagine,direct,negation,concept swap,-19.36441,-16.308174,-3.056236,0
agent-properties,118,believe,imagine,direct,negation,concept swap,-10.512294,-12.510261,1.997967,1
agent-properties,119,believe,imagine,direct,negation,concept swap,-20.020113,-18.590527,-1.429586,0
agent-properties,120,believe,imagine,direct,other,concept swap,-10.649153,-8.788961,-1.860191,0
agent-properties,121,believe,imagine,direct,other,concept swap,-14.900217,-16.349415,1.449198,1
agent-properties,122,believe,imagine,direct,other,concept swap,-8.84992,-6.544734,-2.305186,0
agent-properties,123,believe,imagine,direct,other,concept swap,-12.719797,-14.286692,1.566895,1
agent-properties,124,believe,imagine,direct,other,concept swap,-9.689231,-7.21031,-2.478921,0
agent-properties,125,believe,imagine,direct,other,concept swap,-13.756524,-15.339974,1.58345,1
agent-properties,126,believe,imagine,direct,other,concept swap,-8.750413,-6.495906,-2.254507,0
agent-properties,127,believe,imagine,direct,other,concept swap,-13.191331,-14.996916,1.805585,1
agent-properties,128,believe,imagine,direct,other,concept swap,-10.591999,-8.393466,-2.198533,0
agent-properties,129,believe,imagine,direct,other,concept swap,-15.690353,-18.549074,2.858721,1
agent-properties,130,choose,-,indirect,antonym,variable swap,-31.227924,-31.820696,0.592772,1
agent-properties,131,choose,-,indirect,antonym,variable swap,-39.350945,-39.375706,0.024761,1
agent-properties,132,choose,-,indirect,antonym,variable swap,-24.505695,-25.031906,0.526211,1
agent-properties,133,choose,-,indirect,antonym,variable swap,-29.440966,-30.031851,0.590885,1
agent-properties,134,choose,-,indirect,antonym,variable swap,-23.314087,-23.03907,-0.275017,0
agent-properties,135,choose,-,indirect,antonym,variable swap,-29.182909,-28.380131,-0.802778,0
agent-properties,136,choose,-,indirect,antonym,variable swap,-27.832783,-28.031046,0.198263,1
agent-properties,137,choose,-,indirect,antonym,variable swap,-42.098965,-41.665058,-0.433907,0
agent-properties,138,choose,-,indirect,antonym,variable swap,-29.364887,-29.427402,0.062515,1
agent-properties,139,choose,-,indirect,antonym,variable swap,-38.707569,-38.709763,0.002193,1
agent-properties,140,choose,-,indirect,antonym,variable swap,-32.496136,-32.160355,-0.335781,0
agent-properties,141,choose,-,indirect,antonym,variable swap,-39.343178,-40.953621,1.610443,1
agent-properties,142,choose,-,indirect,antonym,variable swap,-31.946678,-32.248539,0.301861,1
agent-properties,143,choose,-,indirect,antonym,variable swap,-38.47953,-37.082947,-1.396584,0
agent-properties,144,choose,-,indirect,antonym,variable swap,-43.9543,-44.35825,0.40395,1
agent-properties,145,choose,-,indirect,antonym,variable swap,-45.162964,-45.356472,0.193508,1
agent-properties,146,choose,-,indirect,antonym,variable swap,-25.570387,-25.428112,-0.142275,0
agent-properties,147,choose,-,indirect,antonym,variable swap,-38.752277,-39.25893,0.506653,1
agent-properties,148,choose,-,indirect,antonym,variable swap,-22.611217,-23.690342,1.079124,1
agent-properties,149,choose,-,indirect,antonym,variable swap,-37.484947,-36.565929,-0.919018,0
agent-properties,150,choose,-,indirect,antonym,variable swap,-28.215485,-27.219454,-0.996031,0
agent-properties,151,choose,-,indirect,antonym,variable swap,-29.840263,-30.779623,0.93936,1
agent-properties,152,choose,-,indirect,antonym,variable swap,-31.940729,-32.560432,0.619703,1
agent-properties,153,choose,-,indirect,antonym,variable swap,-42.249092,-42.735237,0.486145,1
agent-properties,154,choose,-,indirect,antonym,variable swap,-45.105705,-45.557655,0.45195,1
agent-properties,155,choose,-,indirect,antonym,variable swap,-45.935707,-46.718128,0.782421,1
agent-properties,156,choose,-,indirect,antonym,variable swap,-46.297192,-45.033558,-1.263634,0
agent-properties,157,choose,-,indirect,antonym,variable swap,-45.030956,-44.1185,-0.912457,0
agent-properties,158,choose,-,indirect,antonym,variable swap,-24.224468,-24.087269,-0.137199,0
agent-properties,159,choose,-,indirect,antonym,variable swap,-30.773033,-30.880108,0.107075,1
agent-properties,160,choose,-,indirect,antonym,variable swap,-46.625366,-47.242336,0.61697,1
agent-properties,161,choose,-,indirect,antonym,variable swap,-56.473801,-56.027267,-0.446533,0
agent-properties,162,choose,-,indirect,antonym,variable swap,-50.920967,-51.703987,0.78302,1
agent-properties,163,choose,-,indirect,antonym,variable swap,-55.835426,-56.749104,0.913677,1
agent-properties,164,choose,-,indirect,antonym,variable swap,-48.730625,-51.766289,3.035664,1
agent-properties,165,choose,-,indirect,antonym,variable swap,-56.412361,-54.921562,-1.490799,0
agent-properties,166,choose,-,indirect,antonym,variable swap,-48.496674,-48.546375,0.049702,1
agent-properties,167,choose,-,indirect,antonym,variable swap,-52.689758,-52.145828,-0.54393,0
agent-properties,168,choose,-,indirect,antonym,variable swap,-22.53825,-21.70672,-0.83153,0
agent-properties,169,choose,-,indirect,antonym,variable swap,-28.473124,-29.579653,1.106529,1
agent-properties,170,choose,-,indirect,antonym,variable swap,-21.252184,-22.413805,1.161621,1
agent-properties,171,choose,-,indirect,antonym,variable swap,-31.364496,-30.25868,-1.105816,0
agent-properties,172,choose,-,indirect,antonym,variable swap,-26.255768,-25.831417,-0.424351,0
agent-properties,173,choose,-,indirect,antonym,variable swap,-29.95113,-30.695244,0.744114,1
agent-properties,174,choose,-,indirect,antonym,variable swap,-35.299873,-37.467995,2.168121,1
agent-properties,175,choose,-,indirect,antonym,variable swap,-38.923962,-37.578499,-1.345463,0
agent-properties,176,choose,-,indirect,antonym,variable swap,-28.73403,-27.261383,-1.472647,0
agent-properties,177,choose,-,indirect,antonym,variable swap,-51.76437,-52.192078,0.427708,1
agent-properties,178,choose,-,indirect,antonym,variable swap,-26.082029,-27.956142,1.874113,1
agent-properties,179,choose,-,indirect,antonym,variable swap,-51.539845,-51.357544,-0.182301,0
agent-properties,180,choose,-,indirect,antonym,variable swap,-26.365925,-26.633986,0.268061,1
agent-properties,181,choose,-,indirect,antonym,variable swap,-33.123516,-32.886436,-0.23708,0
agent-properties,182,choose,-,indirect,antonym,variable swap,-42.488224,-39.978973,-2.509251,0
agent-properties,183,choose,-,indirect,antonym,variable swap,-55.214432,-55.905792,0.69136,1
agent-properties,184,choose,-,indirect,antonym,variable swap,-41.207825,-41.264351,0.056526,1
agent-properties,185,choose,-,indirect,antonym,variable swap,-55.28796,-54.82737,-0.46059,0
agent-properties,186,choose,-,indirect,antonym,variable swap,-37.064541,-36.617947,-0.446594,0
agent-properties,187,choose,-,indirect,antonym,variable swap,-51.978806,-52.288589,0.309784,1
agent-properties,188,choose,-,indirect,antonym,variable swap,-43.821495,-43.357716,-0.463779,0
agent-properties,189,choose,-,indirect,antonym,variable swap,-44.447731,-44.496563,0.048832,1
agent-properties,190,choose,-,indirect,antonym,variable swap,-26.311977,-25.670355,-0.641623,0
agent-properties,191,choose,-,indirect,antonym,variable swap,-30.35323,-30.55719,0.20396,1
agent-properties,192,choose,-,indirect,antonym,variable swap,-20.901155,-20.358658,-0.542498,0
agent-properties,193,choose,-,indirect,antonym,variable swap,-27.996088,-27.446358,-0.54973,0
agent-properties,194,choose,-,indirect,antonym,variable swap,-28.858704,-27.586637,-1.272066,0
agent-properties,195,choose,-,indirect,antonym,variable swap,-30.039595,-31.105055,1.06546,1
agent-properties,196,choose,-,indirect,antonym,variable swap,-33.607075,-33.538349,-0.068726,0
agent-properties,197,choose,-,indirect,antonym,variable swap,-34.38298,-33.041618,-1.341362,0
agent-properties,198,choose,-,indirect,antonym,variable swap,-26.931051,-26.531471,-0.39958,0
agent-properties,199,choose,-,indirect,antonym,variable swap,-34.672852,-36.195934,1.523083,1
agent-properties,200,choose,-,indirect,antonym,variable swap,-25.502653,-26.177153,0.6745,1
agent-properties,201,choose,-,indirect,antonym,variable swap,-33.64249,-32.244072,-1.398418,0
agent-properties,202,choose,-,indirect,antonym,variable swap,-24.700788,-24.70196,0.001171,1
agent-properties,203,choose,-,indirect,antonym,variable swap,-27.116354,-26.63855,-0.477804,0
agent-properties,204,choose,-,indirect,antonym,variable swap,-36.988098,-36.415283,-0.572815,0
agent-properties,205,choose,-,indirect,antonym,variable swap,-38.709267,-38.592461,-0.116806,0
agent-properties,206,choose,-,indirect,antonym,variable swap,-43.928867,-42.207237,-1.72163,0
agent-properties,207,choose,-,indirect,antonym,variable swap,-38.352489,-38.94413,0.59164,1
agent-properties,208,choose,-,indirect,antonym,variable swap,-40.297127,-40.018425,-0.278702,0
agent-properties,209,choose,-,indirect,antonym,variable swap,-38.822681,-38.7183,-0.104382,0
agent-properties,210,choose,-,indirect,antonym,variable swap,-42.057655,-41.73996,-0.317696,0
agent-properties,211,choose,-,indirect,antonym,variable swap,-35.517849,-35.603939,0.08609,1
agent-properties,212,choose,-,indirect,antonym,variable swap,-21.253353,-20.381763,-0.87159,0
agent-properties,213,choose,-,indirect,antonym,variable swap,-24.112698,-25.543285,1.430588,1
agent-properties,214,choose,-,indirect,antonym,variable swap,-20.326517,-21.185162,0.858644,1
agent-properties,215,choose,-,indirect,antonym,variable swap,-27.933859,-24.260696,-3.673162,0
agent-properties,216,choose,-,indirect,antonym,variable swap,-25.337749,-24.988581,-0.349169,0
agent-properties,217,choose,-,indirect,antonym,variable swap,-27.713808,-28.036114,0.322306,1
agent-properties,218,choose,-,indirect,antonym,variable swap,-36.53698,-37.1786,0.641621,1
agent-properties,219,choose,-,indirect,antonym,variable swap,-42.484344,-41.831036,-0.653309,0
agent-properties,220,choose,-,indirect,antonym,variable swap,-27.028954,-26.538313,-0.490641,0
agent-properties,221,choose,-,indirect,antonym,variable swap,-36.027706,-37.881287,1.85358,1
agent-properties,222,choose,-,indirect,antonym,variable swap,-26.161541,-26.738991,0.57745,1
agent-properties,223,choose,-,indirect,antonym,variable swap,-36.782623,-34.732361,-2.050262,0
agent-properties,224,choose,-,indirect,antonym,variable swap,-29.52002,-29.571342,0.051323,1
agent-properties,225,choose,-,indirect,antonym,variable swap,-39.604389,-39.611023,0.006634,1
agent-properties,226,choose,-,indirect,antonym,variable swap,-31.79179,-31.229992,-0.561798,0
agent-properties,227,choose,-,indirect,antonym,variable swap,-41.098534,-42.461479,1.362946,1
agent-properties,228,choose,-,indirect,antonym,variable swap,-31.67514,-31.666218,-0.008923,0
agent-properties,229,choose,-,indirect,antonym,variable swap,-41.54245,-38.694397,-2.848053,0
agent-properties,230,choose,-,indirect,antonym,variable swap,-29.089626,-29.21698,0.127354,1
agent-properties,231,choose,-,indirect,antonym,variable swap,-41.331818,-41.800724,0.468906,1
agent-properties,232,choose,-,indirect,antonym,variable swap,-48.744076,-48.695805,-0.048271,0
agent-properties,233,choose,-,indirect,antonym,variable swap,-50.816147,-50.816078,-6.9e-05,0
agent-properties,234,choose,-,indirect,antonym,variable swap,-26.902874,-26.714582,-0.188292,0
agent-properties,235,choose,-,indirect,antonym,variable swap,-37.246056,-37.688957,0.442902,1
agent-properties,236,choose,-,indirect,antonym,variable swap,-23.443016,-24.137672,0.694656,1
agent-properties,237,choose,-,indirect,antonym,variable swap,-36.207695,-35.658211,-0.549484,0
agent-properties,238,choose,-,indirect,antonym,variable swap,-25.231052,-24.460428,-0.770624,0
agent-properties,239,choose,-,indirect,antonym,variable swap,-30.710907,-31.266115,0.555208,1
agent-properties,240,choose,-,indirect,variable swap,variable swap,-31.227924,-33.415802,2.187878,1
agent-properties,241,choose,-,indirect,variable swap,variable swap,-30.680639,-39.375706,8.695066,1
agent-properties,242,choose,-,indirect,variable swap,variable swap,-34.377869,-31.820696,-2.557173,0
agent-properties,243,choose,-,indirect,variable swap,variable swap,-39.350945,-31.023649,-8.327295,0
agent-properties,244,choose,-,indirect,variable swap,variable swap,-34.734581,-25.031906,-9.702675,0
agent-properties,245,choose,-,indirect,variable swap,variable swap,-29.440966,-27.824116,-1.61685,0
agent-properties,246,choose,-,indirect,variable swap,variable swap,-24.505695,-35.327862,10.822166,1
agent-properties,247,choose,-,indirect,variable swap,variable swap,-28.397982,-30.031851,1.633869,1
agent-properties,248,choose,-,indirect,variable swap,variable swap,-32.395348,-23.03907,-9.356277,0
agent-properties,249,choose,-,indirect,variable swap,variable swap,-29.182909,-27.62862,-1.554289,0
agent-properties,250,choose,-,indirect,variable swap,variable swap,-23.314087,-31.399551,8.085464,1
agent-properties,251,choose,-,indirect,variable swap,variable swap,-26.971741,-28.380131,1.40839,1
agent-properties,252,choose,-,indirect,variable swap,variable swap,-32.319351,-28.031046,-4.288305,0
agent-properties,253,choose,-,indirect,variable swap,variable swap,-42.098965,-29.881777,-12.217188,0
agent-properties,254,choose,-,indirect,variable swap,variable swap,-27.832783,-32.024536,4.191753,1
agent-properties,255,choose,-,indirect,variable swap,variable swap,-29.693766,-41.665058,11.971292,1
agent-properties,256,choose,-,indirect,variable swap,variable swap,-35.950085,-29.427402,-6.522682,0
agent-properties,257,choose,-,indirect,variable swap,variable swap,-38.707569,-31.15205,-7.555519,0
agent-properties,258,choose,-,indirect,variable swap,variable swap,-40.577431,-32.160355,-8.417076,0
agent-properties,259,choose,-,indirect,variable swap,variable swap,-39.343178,-37.161179,-2.181999,0
agent-properties,260,choose,-,indirect,variable swap,variable swap,-39.472862,-32.248539,-7.224323,0
agent-properties,261,choose,-,indirect,variable swap,variable swap,-38.47953,-37.288857,-1.190674,0
agent-properties,262,choose,-,indirect,variable swap,variable swap,-29.364887,-35.891529,6.526642,1
agent-properties,263,choose,-,indirect,variable swap,variable swap,-30.997137,-38.709763,7.712626,1
agent-properties,264,choose,-,indirect,variable swap,variable swap,-32.496136,-42.21101,9.714874,1
agent-properties,265,choose,-,indirect,variable swap,variable swap,-39.578224,-40.953621,1.375397,1
agent-properties,266,choose,-,indirect,variable swap,variable swap,-31.946678,-38.627514,6.680836,1
agent-properties,267,choose,-,indirect,variable swap,variable swap,-35.640869,-37.082947,1.442078,1
agent-properties,268,choose,-,indirect,variable swap,variable swap,-43.9543,-42.124439,-1.829861,0
agent-properties,269,choose,-,indirect,variable swap,variable swap,-45.159943,-45.356472,0.196529,1
agent-properties,270,choose,-,indirect,variable swap,variable swap,-42.575451,-44.35825,1.782799,1
agent-properties,271,choose,-,indirect,variable swap,variable swap,-45.162964,-45.155884,-0.00708,0
agent-properties,272,choose,-,indirect,variable swap,variable swap,-33.815006,-25.428112,-8.386894,0
agent-properties,273,choose,-,indirect,variable swap,variable swap,-38.752277,-29.264229,-9.488049,0
agent-properties,274,choose,-,indirect,variable swap,variable swap,-32.345459,-23.690342,-8.655117,0
agent-properties,275,choose,-,indirect,variable swap,variable swap,-37.484947,-25.488111,-11.996836,0
agent-properties,276,choose,-,indirect,variable swap,variable swap,-25.570387,-34.003277,8.43289,1
agent-properties,277,choose,-,indirect,variable swap,variable swap,-29.473568,-39.25893,9.785362,1
agent-properties,278,choose,-,indirect,variable swap,variable swap,-22.611217,-31.547562,8.936344,1
agent-properties,279,choose,-,indirect,variable swap,variable swap,-25.34527,-36.565929,11.220659,1
agent-properties,280,choose,-,indirect,variable swap,variable swap,-29.375971,-27.219454,-2.156517,0
agent-properties,281,choose,-,indirect,variable swap,variable swap,-29.840263,-28.041494,-1.798769,0
agent-properties,282,choose,-,indirect,variable swap,variable swap,-28.215485,-30.156059,1.940575,1
agent-properties,283,choose,-,indirect,variable swap,variable swap,-29.067507,-30.779623,1.712116,1
agent-properties,284,choose,-,indirect,variable swap,variable swap,-31.940729,-47.178268,15.237539,1
agent-properties,285,choose,-,indirect,variable swap,variable swap,-35.101524,-42.735237,7.633713,1
agent-properties,286,choose,-,indirect,variable swap,variable swap,-47.065514,-32.560432,-14.505081,0
agent-properties,287,choose,-,indirect,variable swap,variable swap,-42.249092,-36.502605,-5.746487,0
agent-properties,288,choose,-,indirect,variable swap,variable swap,-52.426819,-45.557655,-6.869164,0
agent-properties,289,choose,-,indirect,variable swap,variable swap,-45.935707,-28.75753,-17.178177,0
agent-properties,290,choose,-,indirect,variable swap,variable swap,-45.105705,-52.942467,7.836761,1
agent-properties,291,choose,-,indirect,variable swap,variable swap,-29.952232,-46.718128,16.765896,1
agent-properties,292,choose,-,indirect,variable swap,variable swap,-52.851696,-45.033558,-7.818138,0
agent-properties,293,choose,-,indirect,variable swap,variable swap,-45.030956,-29.044384,-15.986572,0
agent-properties,294,choose,-,indirect,variable swap,variable swap,-46.297192,-52.768921,6.471729,1
agent-properties,295,choose,-,indirect,variable swap,variable swap,-26.963228,-44.1185,17.155272,1
agent-properties,296,choose,-,indirect,variable swap,variable swap,-26.450165,-24.087269,-2.362896,0
agent-properties,297,choose,-,indirect,variable swap,variable swap,-30.773033,-25.472515,-5.300518,0
agent-properties,298,choose,-,indirect,variable swap,variable swap,-24.224468,-26.434137,2.209669,1
