label,pred_id,entity_type,reported_numops,total_ops,irrelevant_ops,irrelevant_bin,base_correct,label_correct,gold,pred,pred_item_count,gold_item_count,pred_item_hits,gold_item_hits,pred_minus_gold_item_hits,pred_item_hit_fraction,gold_item_hit_fraction,pred_token_hits,gold_token_hits,pred_minus_gold_token_hits,pred_token_hit_fraction,gold_token_hit_fraction,pred_more_items,pred_more_tokens,pred_less_items,pred_less_tokens,pred_hit_items,gold_hit_items,operation_items,operations
coherent86,ambiref_0_ops_76,ambiref,0,0,0,0,1,1,the yellow suit and the red rose and the red guitar.,the yellow suit and the red rose and the red guitar.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_77,ambiref,0,0,0,0,0,0,the yellow fan and the big jacket and the red bread.,the yellow fan and the big jacket and the red fan.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_78,ambiref,0,0,0,0,0,0,the blue beer and the small plant.,the red drug and the small card.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_79,ambiref,0,0,0,0,0,0,the blue radio and the small book and the blue mirror.,the green radio and the big book and the blue engine.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_80,ambiref,0,0,0,0,0,0,the big string and the big map.,the green pipe and the blue jacket.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_81,ambiref,0,0,0,0,1,1,the yellow stone and the blue mirror.,the yellow stone and the blue mirror.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_82,ambiref,0,0,0,0,1,1,the blue train and the big bomb and the yellow clock.,the blue train and the big bomb and the yellow clock.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_83,ambiref,0,0,0,0,1,1,the red shirt and the red cigarette.,the red shirt and the red cigarette.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_84,ambiref,0,0,0,0,0,0,the small key and the small seed and the yellow brain.,the small key and the big seed and the yellow brain.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_85,ambiref,0,0,0,0,0,0,the blue sheet and the yellow seed.,the big cheese and the small camera.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_86,ambiref,0,0,0,0,0,0,the blue string and the small drug and the green chemical.,the blue dress and the blue seed and the yellow coat.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_87,ambiref,0,0,0,0,0,0,the blue file and the big cheese and the red apple.,the red cheese and the yellow bowl and the big machine.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_88,ambiref,0,0,0,0,0,0,the blue brick and the big car.,the small ticket and the green beer.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_89,ambiref,0,0,0,0,0,0,the green sheet and the yellow ticket and the big egg.,the green sheet and the red computer and the big egg.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_90,ambiref,0,0,0,0,0,0,the yellow tea and the big map.,the red wheel and the green creature.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_91,ambiref,0,0,0,0,0,0,the green brain and the blue tie and the green suit.,the big pipe and the red bus and the blue drink.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_92,ambiref,0,0,0,0,0,0,the blue bowl.,the yellow letter.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_93,ambiref,0,0,0,0,0,0,the blue car and the red car and the big tie.,the blue engine and the blue coat and the yellow plant.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,
coherent86,ambiref_0_ops_94,ambiref,0,1,1,1-3,0,0,the green drug and the small ticket and the yellow paper.,the green document and the red cake and the yellow hat.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the green note,Remove the note from Box 3.
coherent86,ambiref_0_ops_95,ambiref,0,1,1,1-3,0,0,the small dish and the green note and the small branch.,the green dish and the green note and the small branch.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the small shell,Remove the shell from Box 4.
coherent86,ambiref_0_ops_96,ambiref,0,1,1,1-3,1,1,the green cross and the blue bottle and the small cross.,the green cross and the blue bottle and the small cross.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the small beer,Remove the beer from Box 1.
coherent86,ambiref_0_ops_97,ambiref,0,1,1,1-3,0,0,the blue camera and the yellow television.,the blue camera and the green tape.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,False,False,False,False,,,the big dress || the red shoe,Move the dress and the shoe from Box 2 to Box 1.
coherent86,ambiref_0_ops_98,ambiref,0,1,1,1-3,0,0,the red pot and the green engine.,the green machine and the blue knife.,2,2,1.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.2,0.0,True,True,False,False,the blue knife,,the blue knife,Remove the knife from Box 5.
coherent86,ambiref_0_ops_99,ambiref,0,1,1,1-3,0,0,the small cigarette.,the blue disk.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the yellow camera || the small shoe,Remove the camera and the shoe from Box 3.
coherent86,ambiref_0_ops_100,ambiref,0,1,1,1-3,1,1,the big pipe and the red bus and the blue drink.,the big pipe and the red bus and the blue drink.,3,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.125,False,False,False,False,,,the big bus,Remove the bus from Box 3.
coherent86,ambiref_0_ops_101,ambiref,0,1,1,1-3,0,0,the yellow cash.,the red magazine.,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,False,True,False,False,,,the big computer || the small milk || the red milk,Put the big computer and the small milk and the red milk into Box 5.
coherent86,ambiref_0_ops_102,ambiref,0,1,1,1-3,1,1,the big cup.,the big cup.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the blue brain,Remove the brain from Box 4.
coherent86,ambiref_0_ops_103,ambiref,0,1,1,1-3,0,0,the small cross and the small disk.,the red drug and the small card.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.2,False,False,False,True,,,the yellow disk,Remove the disk from Box 0.
coherent86,ambiref_0_ops_104,ambiref,0,1,1,1-3,0,0,the red drink and the big ticket and the blue radio.,the small mirror and the big guitar and the blue block.,3,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.125,0.0,False,True,False,False,,,the red block,Remove the block from Box 6.
coherent86,ambiref_0_ops_105,ambiref,0,1,1,1-3,1,1,the small fig and the small crown and the green dish.,the small fig and the small crown and the green dish.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the small creature,Remove the creature from Box 3.
coherent86,ambiref_0_ops_106,ambiref,0,1,1,1-3,1,1,the blue document.,the blue document.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the big string,Move the string from Box 1 to Box 0.
coherent86,ambiref_0_ops_107,ambiref,0,1,1,1-3,0,0,the red bag and the green chemical.,the red bag and the red chemical.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,False,False,False,False,,,the blue crown || the small ball,Move the crown and the ball from Box 0 to Box 5.
coherent86,ambiref_0_ops_108,ambiref,0,1,1,1-3,0,0,the red fish and the small paper.,the red fish and the red picture.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,False,False,False,False,,,the red shell || the big glass,Remove the shell and the glass from Box 2.
coherent86,ambiref_0_ops_109,ambiref,0,1,1,1-3,0,0,the yellow watch.,the big bone.,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,False,True,False,False,,,the red bone,Move the bone from Box 5 to Box 3.
coherent86,ambiref_0_ops_110,ambiref,0,1,1,1-3,0,0,the yellow document and the red tissue and the big bomb.,the yellow note and the small bus and the blue letter.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the green cream,Move the cream from Box 3 to Box 4.
coherent86,ambiref_0_ops_111,ambiref,0,1,1,1-3,0,0,the green picture.,the green book.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the red leaf,Remove the leaf from Box 3.
