label,pred_id,entity_type,reported_numops,total_ops,irrelevant_ops,irrelevant_bin,base_correct,label_correct,gold,pred,pred_item_count,gold_item_count,pred_item_hits,gold_item_hits,pred_minus_gold_item_hits,pred_item_hit_fraction,gold_item_hit_fraction,pred_token_hits,gold_token_hits,pred_minus_gold_token_hits,pred_token_hit_fraction,gold_token_hit_fraction,pred_more_items,pred_more_tokens,pred_less_items,pred_less_tokens,pred_hit_items,gold_hit_items,operation_items,operations,flip_type
binding_ep25_alpha0p50,ambiref_0_ops_129,ambiref,0,1,1,1-3,1,0,the blue shirt and the small cake and the small engine.,the blue shirt and the small cake and the red tie.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the blue milk,Remove the milk from Box 5.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_130,ambiref,0,1,1,1-3,0,1,the blue ticket and the green picture.,the blue ticket and the green picture.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the red block,Remove the block from Box 6.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_133,ambiref,0,1,1,1-3,1,0,the green glass and the yellow bread and the blue branch.,the green car and the yellow fish and the big newspaper.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,4.0,-2.0,0.25,0.5,False,False,False,True,,,the big bread || the blue tissue,Move the bread and the blue tissue from Box 3 to Box 1.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_143,ambiref,0,1,1,1-3,1,0,the red paper.,the blue string.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the small magazine,Put the small magazine into Box 3.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_146,ambiref,0,1,1,1-3,0,1,the green cross and the red cross.,the green cross and the red cross.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the yellow camera,Remove the camera from Box 6.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_147,ambiref,0,1,1,1-3,1,0,the small game.,the red game.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.5,False,False,False,True,,,the small wire,Put the small wire into Box 6.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_164,ambiref,0,1,1,1-3,1,0,the small newspaper and the big cross.,the yellow meat and the red mirror.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the small beer,Remove the beer from Box 1.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_177,ambiref,0,2,2,1-3,1,0,the small note.,the red flower.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the blue hat || the small bread,Put the blue hat into Box 3. || Remove the bread from Box 6.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_187,ambiref,0,2,2,1-3,0,1,the small seed and the green seed and the green flower.,the small seed and the green seed and the green flower.,3,3,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.5,0.5,False,False,False,False,,,the green train || the green cross || the yellow cigarette || the red seed || the small shell || the green plane,Remove the train and the cross and the cigarette from Box 4. || Remove the seed and the shell and the plane from Box 1.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_190,ambiref,0,2,2,1-3,1,0,the blue painting.,the big drug.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the small dish || the green cheese || the big suit,Put the small dish into Box 0. || Remove the cheese and the suit from Box 1.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_203,ambiref,0,2,2,1-3,0,1,the green bag.,the green bag.,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,False,False,False,False,,,the blue bag || the red tie || the small cup || the red painting,Remove the bag and the tie from Box 3. || Remove the cup and the painting from Box 1.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_217,ambiref,0,2,2,1-3,1,0,the red bone.,the yellow suit.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.5,False,False,False,True,,,the small cross || the small bone,Put the small cross into Box 0. || Remove the bone from Box 6.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_221,ambiref,0,2,2,1-3,0,1,the blue ice.,the blue ice.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the blue engine || the blue coat || the yellow plant || the big painting,Remove the engine and the coat and the plant from Box 6. || Remove the painting from Box 2.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_227,ambiref,0,2,2,1-3,0,1,the blue ticket and the green picture.,the blue ticket and the green picture.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the red block || the green radio,Remove the block from Box 6. || Remove the radio from Box 2.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_229,ambiref,0,2,2,1-3,1,0,the green brain and the blue tie and the green suit.,the green brain and the blue tie and the yellow suit.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the big bus || the small pipe,Remove the bus from Box 3. || Remove the pipe from Box 0.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_241,ambiref,0,2,2,1-3,0,1,the red train and the big meat and the big shoe.,the red train and the big meat and the big shoe.,3,3,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.375,0.375,False,False,False,False,,,the yellow camera || the small shoe || the red shoe || the green fan,Remove the camera and the shoe from Box 3. || Remove the shoe and the fan from Box 1.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_242,ambiref,0,2,2,1-3,0,1,the green cross and the red cross.,the green cross and the red cross.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the yellow camera || the blue bus,Remove the camera from Box 6. || Put the blue bus into Box 5.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_258,ambiref,0,3,3,1-3,0,1,the green bomb and the red jacket and the small hat.,the green bomb and the red jacket and the small hat.,3,3,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.5,0.5,False,False,False,False,,,the small flower || the small chemical || the red car || the blue magazine,Put the small flower and the small chemical into Box 0. || Put the red car into Box 6. || Put the blue magazine into Box 4.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_264,ambiref,0,3,3,1-3,0,1,the blue disk and the big medicine.,the blue disk and the big medicine.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,False,False,False,False,,,the green medicine || the yellow key || the big tea,Remove the medicine from Box 6. || Remove the key from Box 5. || Remove the tea from Box 3.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_276,ambiref,0,3,3,1-3,1,0,the blue gift and the yellow watch.,the blue gift and the red gift.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,False,False,False,False,,,the yellow wire || the blue phone || the small card || the green shell,Remove the wire from Box 2. || Remove the phone and the card from Box 5. || Remove the shell from Box 1.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_284,ambiref,0,3,3,1-3,1,0,the green cash and the red document and the yellow picture.,the small mirror and the small block and the big file.,3,3,3.0,0.0,3.0,1.0,0.0,5.0,3.0,2.0,0.625,0.375,True,True,False,False,the small mirror || the small block || the big file,,the red cake || the small mirror || the small block || the big file || the blue chemical,Put the red cake into Box 6. || Move the mirror and the block and the file from Box 4 to Box 5. || Move the chemical from Box 2 to Box 4.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_285,ambiref,0,3,3,1-3,0,1,the yellow brick and the green television and the blue meat.,the yellow brick and the green television and the blue meat.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.25,0.25,False,False,False,False,,,the yellow key || the green coat || the yellow key || the green bottle || the green key,Move the key from Box 3 to Box 1. || Remove the coat and the key from Box 1. || Remove the bottle and the key from Box 4.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_292,ambiref,0,3,3,1-3,1,0,the big beer.,the red fish.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.5,False,False,False,True,,,the red shell || the big glass || the big shell || the yellow rock || the blue beer,Remove the shell and the glass from Box 2. || Remove the shell and the rock from Box 3. || Remove the beer from Box 3.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_293,ambiref,0,3,3,1-3,1,0,the blue brick.,the big cream.,1,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,True,True,False,False,the big cream,,the small coffee || the yellow coat || the big cross || the big cream || the red cream,Remove the coffee and the coat from Box 1. || Put the big cross into Box 0. || Move the big cream and the red cream from Box 5 to Box 1.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_295,ambiref,0,3,3,1-3,0,1,the small cross and the big plate and the green plant.,the small cross and the big plate and the green plant.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.25,0.25,False,False,False,False,,,the blue phone || the small meat || the yellow tea || the blue phone,Move the phone from Box 4 to Box 3. || Remove the meat and the tea from Box 5. || Move the phone from Box 3 to Box 4.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_301,ambiref,0,3,3,1-3,1,0,the small magazine and the red gift and the blue magazine.,the small magazine and the red gift and the blue letter.,3,3,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.375,0.375,False,False,False,False,,,the red cream || the big plane || the green plane || the blue bill,Remove the cream and the plane from Box 5. || Move the plane from Box 0 to Box 2. || Put the blue bill into Box 0.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_308,ambiref,0,4,4,4-6,0,1,the blue plane and the yellow wheel and the green plane.,the blue plane and the yellow wheel and the green plane.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.25,0.25,False,False,False,False,,,the red mirror || the blue suit || the green cake || the red mirror || the blue map,Put the red mirror into Box 4. || Remove the suit and the cake from Box 0. || Remove the mirror from Box 4. || Remove the map from Box 1.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_312,ambiref,0,4,4,4-6,0,1,the blue rose and the small hat.,the blue rose and the small hat.,2,2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the small block || the red chemical || the red rose || the red bag || the yellow computer,Move the block from Box 4 to Box 6. || Remove the chemical from Box 3. || Put the red rose into Box 2. || Put the red bag and the yellow computer into Box 4.,base_wrong_to_label_correct
