example_id,source,source_pos,words,c_score,s_score,c_residual_surface,s_residual_surface,s_residual_surface_plus_c,c_residual_surface_plus_s,source_pos,char_per_word,alpha_word_rate,noise_word_rate,digit_word_rate,punct_only_rate,filler_rate,pronoun_rate,function_word_rate,dialogue_marker_rate_row,upper_word_rate,sent_end_per_word,quote_char_per_word,word_ttr,tokens_per_word_row,token_ttr_row,moderate_token_ratio_union,bigram_diversity_token,in_r_a,in_r_b,in_c_high,in_c_control,in_s_high
41,bnc_spoken.train.txt,0.008609827803443932,160,0.640625,0.456511,0.04554238013684264,0.010372205914787824,-0.0007096538110977768,0.027736792516805386,0.008609827803443932,3.66875,1.0,0.0,0.0,0.0,0.0,0.14375,0.3375,0.0,0.0,0.04375,0.03125,0.5375,1.1375,0.510989010989011,0.12637362637362637,0.9005524861878453,0,0,1,0,0
42,bnc_spoken.train.txt,0.00881982360352793,160,0.56875,0.483671,0.0009177327954689174,0.03545839656708366,0.03523508399372477,-0.0599524034251282,0.00881982360352793,3.59375,0.99375,0.00625,0.0,0.00625,0.0,0.1,0.31875,0.0,0.0125,0.03125,0.0125,0.5125,1.1125,0.5168539325842697,0.16292134831460675,0.847457627118644,1,0,1,0,0
43,bnc_spoken.train.txt,0.009029819403611928,160,0.571875,0.500983,0.005596374855479369,0.025356877228070895,0.023995107357116408,-0.03793285151778658,0.009029819403611928,3.90625,0.99375,0.00625,0.0,0.00625,0.00625,0.125,0.35625,0.0,0.0,0.04375,0.01875,0.575,1.19375,0.5706806282722513,0.193717277486911,0.8894736842105263,0,0,1,0,1
44,bnc_spoken.train.txt,0.009239815203695927,160,0.58125,0.455369,-0.07360921504092155,0.0003318073058472537,0.018243189916176017,-0.07417881654187286,0.009239815203695927,4.00625,0.9875,0.0125,0.0,0.0125,0.0,0.175,0.33125,0.0,0.0,0.01875,0.05,0.5125,1.13125,0.4861878453038674,0.15469613259668508,0.8611111111111112,1,1,1,0,0
45,bnc_spoken.train.txt,0.009449811003779925,160,0.640625,0.480896,0.04675891237225405,0.009291982864394088,-0.002085896514929464,0.030807704267142078,0.009449811003779925,3.96875,0.9875,0.0125,0.0,0.0125,0.0,0.11875,0.3625,0.0,0.0,0.0375,0.025,0.575,1.11875,0.5698324022346368,0.1564245810055866,0.9157303370786517,1,0,1,0,0
46,bnc_spoken.train.txt,0.009659806803863923,160,0.71875,0.477926,0.1231321028986545,0.03419318985092035,0.004231367742015768,0.06443390090566348,0.009659806803863923,3.78125,0.975,0.025,0.0,0.025,0.0,0.15625,0.31875,0.0,0.0,0.03125,0.04375,0.525,1.225,0.5255102040816326,0.15306122448979592,0.882051282051282,1,0,1,0,0
47,bnc_spoken.train.txt,0.009869802603947922,160,0.4,0.370081,-0.045992721710858886,-0.035846928416595425,-0.0246554867554446,0.015544392966055143,0.009869802603947922,3.7625,0.975,0.025,0.0,0.025,0.03125,0.18125,0.24375,0.0,0.0,0.11875,0.0625,0.58125,1.275,0.5343137254901961,0.1323529411764706,0.916256157635468,1,1,0,1,0
48,bnc_spoken.train.txt,0.01007979840403192,160,0.578125,0.447278,0.03877071840274837,-0.004668438031127986,-0.014102544494604019,0.04678485571306179,0.01007979840403192,3.675,0.99375,0.00625,0.0,0.00625,0.01875,0.15,0.31875,0.0,0.00625,0.04375,0.03125,0.55,1.2,0.5625,0.140625,0.9162303664921466,1,0,1,0,0
49,bnc_spoken.train.txt,0.010289794204115918,160,0.6,0.45426,0.008266939413022145,-0.004805489438469923,-0.006817089681194266,0.016516347876060378,0.010289794204115918,3.84375,0.9875,0.0125,0.0,0.0125,0.0,0.1375,0.3625,0.0,0.0,0.0375,0.025,0.5,1.1625,0.5053763440860215,0.1989247311827957,0.8486486486486486,0,0,1,0,0
50,bnc_spoken.train.txt,0.010499790004199917,160,0.63125,0.456331,0.03392518744924666,0.013573622852976586,0.005318582880158074,0.01062384412695172,0.010499790004199917,4.14375,1.0,0.0,0.0,0.0,0.0,0.125,0.35,0.0,0.0,0.03125,0.0375,0.5125,1.25625,0.48756218905472637,0.14427860696517414,0.865,0,0,1,0,0
51,bnc_spoken.train.txt,0.010709785804283915,160,0.75,0.469492,0.17693637412691987,0.06322546262759049,0.02017140896175912,0.06839952826389184,0.010709785804283915,3.6375,0.9875,0.0125,0.0,0.0125,0.00625,0.175,0.325,0.0,0.0,0.05,0.05,0.5125,1.2375,0.47474747474747475,0.11616161616161616,0.8223350253807107,1,0,1,0,0
52,bnc_spoken.train.txt,0.010919781604367913,160,0.65,0.470172,0.048664309759006597,0.04722332098480403,0.035381799905187084,-0.032402243143230924,0.010919781604367913,3.5875,0.9875,0.0125,0.0,0.0125,0.0,0.225,0.34375,0.0,0.0,0.05625,0.01875,0.4875,1.21875,0.4717948717948718,0.1282051282051282,0.8556701030927835,1,1,1,0,0
53,bnc_spoken.train.txt,0.011129777404451912,160,0.503125,0.418096,-0.03870903946749704,-0.010002530452369873,-0.0005834323680444786,-0.02153806023174698,0.011129777404451912,3.74375,0.975,0.025,0.0,0.025,0.00625,0.15,0.2875,0.0,0.00625,0.05625,0.025,0.4875,1.19375,0.5026178010471204,0.15706806282722513,0.8631578947368421,0,0,0,1,0
54,bnc_spoken.train.txt,0.01133977320453591,160,0.58125,0.523768,0.019312638586273634,0.05839208458205075,0.053692726509267874,-0.08092692345905472,0.01133977320453591,3.9,1.0,0.0,0.0,0.0,0.0,0.1,0.3375,0.0,0.00625,0.05,0.0,0.55,1.125,0.5555555555555556,0.17777777777777778,0.8547486033519553,0,0,1,0,1
55,bnc_spoken.train.txt,0.011549769004619908,160,0.59375,0.461088,0.04036008656290224,0.019252214630349762,0.009431366082891857,0.007310511834375921,0.011549769004619908,4.15,0.99375,0.00625,0.0,0.00625,0.0,0.1125,0.29375,0.0,0.00625,0.0625,0.04375,0.55625,1.3,0.5384615384615384,0.15865384615384615,0.8647342995169082,1,0,1,0,0
57,bnc_spoken.train.txt,0.011969760604787905,160,0.625,0.396185,0.12117059330144708,-0.014183521814430666,-0.04366804839899241,0.14551892792788196,0.011969760604787905,4.18125,0.99375,0.00625,0.0,0.00625,0.0125,0.15625,0.26875,0.0,0.0,0.1125,0.06875,0.48125,1.3125,0.4857142857142857,0.16666666666666666,0.8277511961722488,0,0,1,0,0
58,bnc_spoken.train.txt,0.012179756404871903,160,0.54375,0.429753,0.02724240458008531,-0.01435329066724006,-0.02098220433501985,0.05188217520467514,0.012179756404871903,4.225,1.0,0.0,0.0,0.0,0.00625,0.125,0.35,0.0,0.0,0.0875,0.0125,0.4625,1.2625,0.4752475247524752,0.21287128712871287,0.845771144278607,1,1,0,0,0
59,bnc_spoken.train.txt,0.012389752204955902,160,0.484375,0.434036,-0.047617723489178365,-0.010100824864478719,0.0014860296342869006,-0.03027800582095308,0.012389752204955902,3.9625,0.9875,0.0125,0.0,0.0125,0.00625,0.1,0.35,0.0,0.0,0.0625,0.05625,0.59375,1.2625,0.5693069306930693,0.14356435643564355,0.9154228855721394,1,1,0,1,0
60,bnc_spoken.train.txt,0.0125997480050399,160,0.571875,0.481146,-0.061564421702368755,0.029824810455217288,0.04480532494218381,-0.11276358610135484,0.0125997480050399,3.725,0.9875,0.0125,0.0,0.0125,0.0,0.175,0.3125,0.0,0.0,0.025,0.05625,0.5375,1.1875,0.5157894736842106,0.15263157894736842,0.8677248677248677,0,1,1,0,0
61,bnc_spoken.train.txt,0.012809743805123898,160,0.55625,0.482101,-0.03425407707856365,0.03268985820955089,0.0410249271296142,-0.09037156446925243,0.012809743805123898,3.84375,1.0,0.0,0.0,0.0,0.0,0.13125,0.31875,0.0,0.0,0.0375,0.0375,0.5375,1.225,0.5255102040816326,0.14795918367346939,0.8717948717948718,0,1,1,0,0
62,bnc_spoken.train.txt,0.013019739605207897,160,0.5,0.427983,-0.03720937717289552,-0.042897456837534376,-0.03384327264517156,0.0364311225117922,0.013019739605207897,4.2875,1.0,0.0,0.0,0.0,0.00625,0.0875,0.30625,0.0,0.0,0.0625,0.01875,0.575,1.23125,0.5583756345177665,0.2182741116751269,0.8418367346938775,1,0,0,1,0
63,bnc_spoken.train.txt,0.013229735405291895,160,0.48125,0.376231,-0.04867344498595588,-0.023436072489079474,-0.011592328528196416,-0.008441594056455504,0.013229735405291895,3.7125,0.98125,0.01875,0.0,0.01875,0.0125,0.20625,0.2875,0.0,0.00625,0.1,0.06875,0.5125,1.26875,0.46798029556650245,0.1330049261083744,0.8613861386138614,0,1,0,1,0
64,bnc_spoken.train.txt,0.013439731205375893,160,0.525,0.40501,-0.017080275738939776,-0.05441592253153804,-0.05025976689694828,0.07633355392472224,0.013439731205375893,4.03125,0.975,0.025,0.0,0.025,0.00625,0.11875,0.3,0.0,0.0,0.0625,0.05,0.59375,1.2375,0.5707070707070707,0.18181818181818182,0.9238578680203046,0,1,0,0,0
65,bnc_spoken.train.txt,0.013649727005459892,160,0.496875,0.419276,-0.02766198418233795,-0.028017077215537478,-0.021286066944944948,0.020433910492037854,0.013649727005459892,3.80625,0.975,0.025,0.0,0.025,0.00625,0.1125,0.3625,0.0,0.0,0.05625,0.0125,0.5625,1.175,0.5691489361702128,0.1595744680851064,0.893048128342246,0,1,0,1,0
66,bnc_spoken.train.txt,0.01385972280554389,160,0.640625,0.443313,0.04992219375454554,-0.006581860537103912,-0.0187294634233397,0.061221033698435456,0.01385972280554389,3.8375,0.99375,0.00625,0.0,0.00625,0.0,0.1375,0.3125,0.0,0.0,0.04375,0.0375,0.5,1.16875,0.49732620320855614,0.1657754010695187,0.8763440860215054,1,1,1,0,0
67,bnc_spoken.train.txt,0.014069718605627888,160,0.646875,0.501373,0.02730022404722421,0.06326983293059485,0.056626850010783936,-0.08131279069678765,0.014069718605627888,3.6625,1.0,0.0,0.0,0.0,0.0,0.15625,0.225,0.0,0.0,0.025,0.06875,0.56875,1.275,0.5,0.1323529411764706,0.8669950738916257,0,0,1,0,1
68,bnc_spoken.train.txt,0.014279714405711887,160,0.603125,0.518847,0.030593887265097375,0.05685673745057568,0.049412305119137134,-0.06701000035366778,0.014279714405711887,3.9875,0.9875,0.0125,0.0,0.0125,0.0,0.1125,0.3375,0.0,0.0,0.04375,0.025,0.51875,1.1875,0.5052631578947369,0.20526315789473684,0.873015873015873,0,0,1,0,1
69,bnc_spoken.train.txt,0.014489710205795885,160,0.65,0.547507,0.03101116003503812,0.0790220076008587,0.07147603998975283,-0.10464303848431955,0.014489710205795885,3.75,1.0,0.0,0.0,0.0,0.0,0.1375,0.33125,0.0,0.0,0.01875,0.0375,0.5375,1.16875,0.5561497326203209,0.1497326203208556,0.8924731182795699,0,1,1,0,1
70,bnc_spoken.train.txt,0.014699706005879883,160,0.65,0.515288,0.04175691585904562,0.049786351131136886,0.03962561111831514,-0.04370949742180741,0.014699706005879883,4.0375,0.99375,0.00625,0.0,0.00625,0.0,0.14375,0.3375,0.0,0.0,0.025,0.025,0.55625,1.25,0.54,0.165,0.8844221105527639,0,0,1,0,1
71,bnc_spoken.train.txt,0.01490970180596388,160,0.590625,0.525317,-0.023201619294559883,0.026277194875174548,0.031922861387621404,-0.06831072140866545,0.01490970180596388,4.43125,1.0,0.0,0.0,0.0,0.0,0.08125,0.38125,0.0,0.00625,0.025,0.05625,0.6,1.21875,0.5743589743589743,0.21025641025641026,0.9123711340206185,1,0,1,0,1
72,bnc_spoken.train.txt,0.015119697606047878,160,0.70625,0.522068,0.10119904121051748,0.09036839819059539,0.06574356357019706,-0.05393309223189047,0.015119697606047878,3.65,1.0,0.0,0.0,0.0,0.0,0.15625,0.2875,0.0,0.0,0.0375,0.05625,0.50625,1.225,0.4744897959183674,0.14795918367346939,0.8358974358974359,0,1,1,0,1
73,bnc_spoken.train.txt,0.015329693406131877,160,0.621875,0.457171,0.06691657201135726,0.05713448850159786,0.04085163147614623,-0.031164120707129594,0.015329693406131877,3.78125,0.9875,0.0125,0.0,0.0125,0.0,0.1375,0.28125,0.0,0.00625,0.06875,0.05,0.5125,1.2,0.4791666666666667,0.10416666666666667,0.8272251308900523,0,1,1,0,0
74,bnc_spoken.train.txt,0.015539689206215875,160,0.55625,0.459139,0.014628814286994363,0.011448344350844686,0.007888704573621785,-0.005024140939501653,0.015539689206215875,3.84375,1.0,0.0,0.0,0.0,0.0125,0.14375,0.30625,0.0,0.0,0.05625,0.0125,0.51875,1.175,0.5372340425531915,0.13829787234042554,0.8983957219251337,1,0,1,0,0
75,bnc_spoken.train.txt,0.015749685006299873,160,0.6375,0.450203,-0.01446990803174275,-0.014291605926957995,-0.010770632921761225,0.010063970648844678,0.015749685006299873,3.8875,1.0,0.0,0.0,0.0,0.0,0.2125,0.3125,0.0,0.0,0.0375,0.025,0.5125,1.125,0.5111111111111111,0.13333333333333333,0.9106145251396648,0,1,1,0,0
