model_key,uid,domain,idx,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,selection_pattern,selection_DiD_item,score_candidate0_context1_target1,score_candidate1_context2_target1,margin_c0_minus_c1,pred_candidate_index,correct,official_prediction_match,num_cand0_completion_tokens,num_cand1_completion_tokens
clean430,agent-properties_29,agent-properties,29,believe,doubt,indirect,antonym,concept swap,,,-30.44001007080078,-33.33666229248047,2.8966522216796875,0,1,1,12,12
clean430,agent-properties_30,agent-properties,30,believe,doubt,indirect,antonym,concept swap,,,-17.39406394958496,-19.85841941833496,2.46435546875,0,1,1,11,11
clean430,agent-properties_31,agent-properties,31,believe,doubt,indirect,antonym,concept swap,,,-28.99120330810547,-27.021560668945312,-1.9696426391601562,1,0,1,12,12
clean430,agent-properties_32,agent-properties,32,believe,doubt,indirect,antonym,concept swap,,,-15.40156364440918,-13.46986198425293,-1.93170166015625,1,0,1,11,11
clean430,agent-properties_33,agent-properties,33,believe,doubt,indirect,antonym,concept swap,,,-25.461210250854492,-27.520687103271484,2.059476852416992,0,1,1,12,12
clean430,agent-properties_34,agent-properties,34,believe,doubt,indirect,antonym,concept swap,,,-15.899299621582031,-17.855594635009766,1.9562950134277344,0,1,1,10,10
clean430,agent-properties_35,agent-properties,35,believe,doubt,indirect,antonym,concept swap,,,-36.05615234375,-33.57636260986328,-2.4797897338867188,1,0,1,11,11
clean430,agent-properties_36,agent-properties,36,believe,doubt,indirect,antonym,concept swap,,,-21.43910789489746,-22.126121520996094,0.6870136260986328,0,1,1,10,10
clean430,agent-properties_37,agent-properties,37,believe,doubt,indirect,antonym,concept swap,,,-35.03407669067383,-34.115943908691406,-0.9181327819824219,1,0,1,11,11
clean430,agent-properties_38,agent-properties,38,believe,doubt,indirect,antonym,concept swap,,,-20.241031646728516,-19.842086791992188,-0.3989448547363281,1,0,1,10,10
clean430,agent-properties_39,agent-properties,39,believe,doubt,indirect,antonym,concept swap,,,-29.59931182861328,-30.570392608642578,0.9710807800292969,0,1,1,11,11
clean430,agent-properties_40,agent-properties,40,believe,doubt,indirect,antonym,concept swap,,,-17.750732421875,-20.249685287475586,2.498952865600586,0,1,1,10,10
clean430,agent-properties_41,agent-properties,41,believe,doubt,indirect,antonym,concept swap,,,-31.838573455810547,-29.91326332092285,-1.9253101348876953,1,0,1,11,11
clean430,agent-properties_42,agent-properties,42,believe,doubt,indirect,antonym,concept swap,,,-17.63759422302246,-15.181770324707031,-2.4558238983154297,1,0,1,10,10
clean430,agent-properties_43,agent-properties,43,believe,doubt,indirect,antonym,concept swap,,,-31.163061141967773,-33.11799240112305,1.9549312591552734,0,1,1,11,11
clean430,agent-properties_44,agent-properties,44,believe,doubt,indirect,antonym,concept swap,,,-12.97242546081543,-14.283208847045898,1.3107833862304688,0,1,1,11,11
clean430,agent-properties_45,agent-properties,45,believe,doubt,indirect,antonym,concept swap,,,-31.249004364013672,-28.93571662902832,-2.3132877349853516,1,0,1,12,12
clean430,agent-properties_46,agent-properties,46,believe,doubt,indirect,antonym,concept swap,,,-17.107704162597656,-16.03768539428711,-1.0700187683105469,1,0,1,11,11
clean430,agent-properties_47,agent-properties,47,believe,doubt,indirect,antonym,concept swap,,,-26.915767669677734,-27.265483856201172,0.3497161865234375,0,1,1,12,12
clean430,agent-properties_48,agent-properties,48,believe,doubt,indirect,antonym,concept swap,,,-15.937187194824219,-17.6529483795166,1.7157611846923828,0,1,1,11,11
clean430,agent-properties_49,agent-properties,49,believe,doubt,indirect,antonym,concept swap,,,-28.320117950439453,-27.866127014160156,-0.4539909362792969,1,0,1,12,12
clean430,agent-properties_50,agent-properties,50,believe,doubt,indirect,antonym,concept swap,,,-13.26662540435791,-15.348920822143555,2.0822954177856445,0,1,1,11,11
clean430,agent-properties_51,agent-properties,51,believe,doubt,indirect,antonym,concept swap,,,-25.001802444458008,-23.809499740600586,-1.1923027038574219,1,0,1,12,12
clean430,agent-properties_52,agent-properties,52,believe,doubt,indirect,antonym,concept swap,,,-11.126581192016602,-9.388978004455566,-1.7376031875610352,1,0,1,11,11
clean430,agent-properties_53,agent-properties,53,believe,doubt,indirect,antonym,concept swap,,,-22.683502197265625,-23.89201545715332,1.2085132598876953,0,1,1,12,12
clean430,agent-properties_54,agent-properties,54,believe,doubt,indirect,antonym,concept swap,,,-15.474876403808594,-17.815553665161133,2.340677261352539,0,1,1,11,11
clean430,agent-properties_55,agent-properties,55,believe,doubt,indirect,antonym,concept swap,,,-32.77067565917969,-31.297218322753906,-1.4734573364257812,1,0,1,12,12
clean430,agent-properties_56,agent-properties,56,believe,doubt,indirect,antonym,concept swap,,,-15.124914169311523,-16.726070404052734,1.601156234741211,0,1,1,10,10
clean430,agent-properties_57,agent-properties,57,believe,doubt,indirect,antonym,concept swap,,,-36.82892608642578,-34.33362579345703,-2.49530029296875,1,0,1,11,11
clean430,agent-properties_58,agent-properties,58,believe,doubt,indirect,antonym,concept swap,,,-18.283212661743164,-18.11693000793457,-0.16628265380859375,1,0,1,10,10
clean430,agent-properties_59,agent-properties,59,believe,doubt,indirect,antonym,concept swap,,,-32.3336181640625,-32.32547378540039,-0.008144378662109375,1,0,1,11,11
clean430,agent-properties_60,agent-properties,60,believe,doubt,indirect,antonym,concept swap,,,-17.681867599487305,-19.370952606201172,1.6890850067138672,0,1,1,10,10
clean430,agent-properties_61,agent-properties,61,believe,doubt,indirect,antonym,concept swap,,,-28.86792755126953,-28.73202896118164,-0.13589859008789062,1,0,1,11,11
clean430,agent-properties_62,agent-properties,62,believe,doubt,indirect,antonym,concept swap,,,-16.128089904785156,-18.493671417236328,2.365581512451172,0,1,1,10,10
clean430,agent-properties_63,agent-properties,63,believe,doubt,indirect,antonym,concept swap,,,-31.64537811279297,-29.990327835083008,-1.655050277709961,1,0,1,11,11
clean430,agent-properties_64,agent-properties,64,believe,doubt,indirect,antonym,concept swap,,,-14.677000999450684,-12.806633949279785,-1.8703670501708984,1,0,1,10,10
clean430,agent-properties_65,agent-properties,65,believe,doubt,indirect,antonym,concept swap,,,-27.355606079101562,-28.808156967163086,1.4525508880615234,0,1,1,11,11
clean430,agent-properties_66,agent-properties,66,believe,doubt,indirect,antonym,concept swap,,,-18.424732208251953,-20.916589736938477,2.4918575286865234,0,1,1,12,12
clean430,agent-properties_67,agent-properties,67,believe,doubt,indirect,antonym,concept swap,,,-34.179988861083984,-31.686052322387695,-2.493936538696289,1,0,1,13,13
clean430,agent-properties_68,agent-properties,68,believe,doubt,indirect,antonym,concept swap,,,-17.80286979675293,-20.402795791625977,2.599925994873047,0,1,1,11,11
clean430,agent-properties_69,agent-properties,69,believe,doubt,indirect,antonym,concept swap,,,-29.955026626586914,-27.51999282836914,-2.4350337982177734,1,0,1,12,12
clean430,agent-properties_70,agent-properties,70,believe,doubt,indirect,negation,concept swap,,,-7.233503818511963,-7.812851905822754,0.579348087310791,0,1,1,12,12
clean430,agent-properties_71,agent-properties,71,believe,doubt,indirect,negation,concept swap,,,-24.94638442993164,-25.61896514892578,0.6725807189941406,0,1,1,13,13
clean430,agent-properties_72,agent-properties,72,believe,doubt,indirect,negation,concept swap,,,-11.573674201965332,-11.013432502746582,-0.56024169921875,1,0,1,11,11
clean430,agent-properties_73,agent-properties,73,believe,doubt,indirect,negation,concept swap,,,-26.50486183166504,-27.22386932373047,0.7190074920654297,0,1,1,12,12
clean430,agent-properties_74,agent-properties,74,believe,doubt,indirect,negation,concept swap,,,-10.69937515258789,-9.857072830200195,-0.8423023223876953,1,0,1,10,10
clean430,agent-properties_75,agent-properties,75,believe,doubt,indirect,negation,concept swap,,,-28.088176727294922,-28.289676666259766,0.20149993896484375,0,1,1,11,11
clean430,agent-properties_76,agent-properties,76,believe,doubt,indirect,negation,concept swap,,,-10.559481620788574,-10.103167533874512,-0.4563140869140625,1,0,1,10,10
clean430,agent-properties_77,agent-properties,77,believe,doubt,indirect,negation,concept swap,,,-28.551362991333008,-27.447561264038086,-1.1038017272949219,1,0,1,11,11
clean430,agent-properties_78,agent-properties,78,believe,doubt,indirect,negation,concept swap,,,-9.866058349609375,-8.670184135437012,-1.1958742141723633,1,0,1,10,10
clean430,agent-properties_79,agent-properties,79,believe,doubt,indirect,negation,concept swap,,,-27.294309616088867,-27.396793365478516,0.10248374938964844,0,1,1,11,11
clean430,agent-properties_80,agent-properties,80,believe,doubt,indirect,other,concept swap,,,-9.460880279541016,-9.323802947998047,-0.13707733154296875,1,0,1,12,12
clean430,agent-properties_81,agent-properties,81,believe,doubt,indirect,other,concept swap,,,-25.107791900634766,-26.58358383178711,1.4757919311523438,0,1,1,13,13
clean430,agent-properties_82,agent-properties,82,believe,doubt,indirect,other,concept swap,,,-6.096375942230225,-6.024801254272461,-0.07157468795776367,1,0,1,11,11
clean430,agent-properties_83,agent-properties,83,believe,doubt,indirect,other,concept swap,,,-20.11966896057129,-20.115455627441406,-0.0042133331298828125,1,0,1,12,12
clean430,agent-properties_84,agent-properties,84,believe,doubt,indirect,other,concept swap,,,-10.235161781311035,-8.398852348327637,-1.8363094329833984,1,0,1,10,10
clean430,agent-properties_85,agent-properties,85,believe,doubt,indirect,other,concept swap,,,-23.95054817199707,-25.30144500732422,1.3508968353271484,0,1,1,11,11
clean430,agent-properties_86,agent-properties,86,believe,doubt,indirect,other,concept swap,,,-6.382112503051758,-5.839822769165039,-0.5422897338867188,1,0,1,10,10
clean430,agent-properties_87,agent-properties,87,believe,doubt,indirect,other,concept swap,,,-23.31538200378418,-22.557329177856445,-0.7580528259277344,1,0,1,11,11
clean430,agent-properties_88,agent-properties,88,believe,doubt,indirect,other,concept swap,,,-9.278053283691406,-8.803487777709961,-0.4745655059814453,1,0,1,11,11
clean430,agent-properties_89,agent-properties,89,believe,doubt,indirect,other,concept swap,,,-21.49444007873535,-21.625574111938477,0.131134033203125,0,1,1,12,12
clean430,agent-properties_90,agent-properties,90,believe,doubt,indirect,variable swap,concept swap,,,-17.372575759887695,-20.610397338867188,3.237821578979492,0,1,1,10,10
clean430,agent-properties_91,agent-properties,91,believe,doubt,indirect,variable swap,concept swap,,,-32.99527359008789,-32.333152770996094,-0.6621208190917969,1,0,1,11,11
clean430,agent-properties_92,agent-properties,92,believe,doubt,indirect,variable swap,concept swap,,,-27.11958885192871,-20.916589736938477,-6.202999114990234,1,0,1,12,12
clean430,agent-properties_93,agent-properties,93,believe,doubt,indirect,variable swap,concept swap,,,-34.179988861083984,-39.41096878051758,5.230979919433594,0,1,1,13,13
clean430,agent-properties_94,agent-properties,94,believe,doubt,indirect,variable swap,concept swap,,,-17.09779930114746,-18.403133392333984,1.3053340911865234,0,1,1,10,10
clean430,agent-properties_95,agent-properties,95,believe,doubt,indirect,variable swap,concept swap,,,-29.864362716674805,-31.722654342651367,1.8582916259765625,0,1,1,11,11
clean430,agent-properties_96,agent-properties,96,believe,doubt,indirect,variable swap,concept swap,,,-18.264097213745117,-20.402795791625977,2.1386985778808594,0,1,1,11,11
clean430,agent-properties_97,agent-properties,97,believe,doubt,indirect,variable swap,concept swap,,,-29.955026626586914,-30.880159378051758,0.9251327514648438,0,1,1,12,12
clean430,agent-properties_98,agent-properties,98,believe,doubt,indirect,variable swap,concept swap,,,-22.864662170410156,-19.874107360839844,-2.9905548095703125,1,0,1,10,10
clean430,agent-properties_99,agent-properties,99,believe,doubt,indirect,variable swap,concept swap,,,-34.550418853759766,-34.762794494628906,0.21237564086914062,0,1,1,11,11
clean430,agent-properties_100,agent-properties,100,believe,doubt,indirect,variable swap,concept swap,,,-17.580163955688477,-17.815553665161133,0.23538970947265625,0,1,1,11,11
clean430,agent-properties_101,agent-properties,101,believe,doubt,indirect,variable swap,concept swap,,,-32.77067565917969,-27.65237045288086,-5.118305206298828,1,0,1,12,12
clean430,agent-properties_102,agent-properties,102,believe,doubt,indirect,variable swap,concept swap,,,-15.474876403808594,-16.058334350585938,0.5834579467773438,0,1,1,11,11
clean430,agent-properties_103,agent-properties,103,believe,doubt,indirect,variable swap,concept swap,,,-26.67617416381836,-31.297218322753906,4.621044158935547,0,1,1,12,12
clean430,agent-properties_104,agent-properties,104,believe,doubt,indirect,variable swap,concept swap,,,-20.707233428955078,-19.16123390197754,-1.545999526977539,1,0,1,10,10
clean430,agent-properties_105,agent-properties,105,believe,doubt,indirect,variable swap,concept swap,,,-33.74366760253906,-32.00973892211914,-1.7339286804199219,1,0,1,11,11
clean430,agent-properties_106,agent-properties,106,believe,doubt,indirect,variable swap,concept swap,,,-18.424732208251953,-24.42051124572754,5.995779037475586,0,1,1,12,12
clean430,agent-properties_107,agent-properties,107,believe,doubt,indirect,variable swap,concept swap,,,-37.318946838378906,-31.686052322387695,-5.632894515991211,1,0,1,13,13
clean430,agent-properties_108,agent-properties,108,believe,doubt,indirect,variable swap,concept swap,,,-17.80286979675293,-15.818807601928711,-1.9840621948242188,1,0,1,11,11
clean430,agent-properties_109,agent-properties,109,believe,doubt,indirect,variable swap,concept swap,,,-28.62407112121582,-27.51999282836914,-1.1040782928466797,1,0,1,12,12
clean430,agent-properties_110,agent-properties,110,believe,imagine,direct,negation,concept swap,,,-9.169597625732422,-9.876614570617676,0.7070169448852539,0,1,1,12,12
clean430,agent-properties_111,agent-properties,111,believe,imagine,direct,negation,concept swap,,,-21.910167694091797,-21.440092086791992,-0.4700756072998047,1,0,1,13,13
clean430,agent-properties_112,agent-properties,112,believe,imagine,direct,negation,concept swap,,,-8.528087615966797,-9.56289005279541,1.0348024368286133,0,1,1,11,11
clean430,agent-properties_113,agent-properties,113,believe,imagine,direct,negation,concept swap,,,-20.35415267944336,-18.686630249023438,-1.6675224304199219,1,0,1,12,12
clean430,agent-properties_114,agent-properties,114,believe,imagine,direct,negation,concept swap,,,-9.289355278015137,-10.252168655395508,0.9628133773803711,0,1,1,10,10
clean430,agent-properties_115,agent-properties,115,believe,imagine,direct,negation,concept swap,,,-22.887826919555664,-21.970258712768555,-0.9175682067871094,1,0,1,11,11
clean430,agent-properties_116,agent-properties,116,believe,imagine,direct,negation,concept swap,,,-6.588741302490234,-7.839356422424316,1.250615119934082,0,1,1,11,11
clean430,agent-properties_117,agent-properties,117,believe,imagine,direct,negation,concept swap,,,-20.488203048706055,-18.89917755126953,-1.5890254974365234,1,0,1,12,12
clean430,agent-properties_118,agent-properties,118,believe,imagine,direct,negation,concept swap,,,-7.335466384887695,-9.012557029724121,1.6770906448364258,0,1,1,10,10
clean430,agent-properties_119,agent-properties,119,believe,imagine,direct,negation,concept swap,,,-22.206058502197266,-20.994903564453125,-1.2111549377441406,1,0,1,11,11
clean430,agent-properties_120,agent-properties,120,believe,imagine,direct,other,concept swap,,,-9.635823249816895,-11.848832130432129,2.2130088806152344,0,1,1,12,12
clean430,agent-properties_121,agent-properties,121,believe,imagine,direct,other,concept swap,,,-20.88968849182129,-21.0428466796875,0.15315818786621094,0,1,1,13,13
clean430,agent-properties_122,agent-properties,122,believe,imagine,direct,other,concept swap,,,-8.851119041442871,-10.338299751281738,1.4871807098388672,0,1,1,11,11
clean430,agent-properties_123,agent-properties,123,believe,imagine,direct,other,concept swap,,,-17.416645050048828,-18.322994232177734,0.9063491821289062,0,1,1,12,12
clean430,agent-properties_124,agent-properties,124,believe,imagine,direct,other,concept swap,,,-10.012316703796387,-11.917526245117188,1.9052095413208008,0,1,1,10,10
clean430,agent-properties_125,agent-properties,125,believe,imagine,direct,other,concept swap,,,-21.992586135864258,-22.208576202392578,0.2159900665283203,0,1,1,11,11
clean430,agent-properties_126,agent-properties,126,believe,imagine,direct,other,concept swap,,,-6.6552228927612305,-7.817094802856445,1.1618719100952148,0,1,1,11,11
clean430,agent-properties_127,agent-properties,127,believe,imagine,direct,other,concept swap,,,-18.353696823120117,-18.93925666809082,0.5855598449707031,0,1,1,12,12
clean430,agent-properties_128,agent-properties,128,believe,imagine,direct,other,concept swap,,,-7.343670845031738,-8.67764949798584,1.3339786529541016,0,1,1,10,10
clean430,agent-properties_129,agent-properties,129,believe,imagine,direct,other,concept swap,,,-18.984668731689453,-20.28658103942871,1.3019123077392578,0,1,1,11,11
clean430,agent-properties_130,agent-properties,130,choose,-,indirect,antonym,variable swap,,,-27.77567481994629,-27.211584091186523,-0.5640907287597656,1,0,1,7,7
clean430,agent-properties_131,agent-properties,131,choose,-,indirect,antonym,variable swap,,,-44.187068939208984,-43.31658935546875,-0.8704795837402344,1,0,1,7,7
clean430,agent-properties_132,agent-properties,132,choose,-,indirect,antonym,variable swap,,,-25.984346389770508,-24.819469451904297,-1.164876937866211,1,0,1,8,8
clean430,agent-properties_133,agent-properties,133,choose,-,indirect,antonym,variable swap,,,-32.376991271972656,-35.60641860961914,3.2294273376464844,0,1,1,8,8
clean430,agent-properties_134,agent-properties,134,choose,-,indirect,antonym,variable swap,,,-24.51718521118164,-26.46235466003418,1.945169448852539,0,1,1,8,8
clean430,agent-properties_135,agent-properties,135,choose,-,indirect,antonym,variable swap,,,-43.037635803222656,-36.96430969238281,-6.073326110839844,1,0,1,8,8
clean430,agent-properties_136,agent-properties,136,choose,-,indirect,antonym,variable swap,,,-32.32396697998047,-32.29266357421875,-0.03130340576171875,1,0,1,9,9
clean430,agent-properties_137,agent-properties,137,choose,-,indirect,antonym,variable swap,,,-46.70512390136719,-47.17245864868164,0.4673347473144531,0,1,1,9,9
clean430,agent-properties_138,agent-properties,138,choose,-,indirect,antonym,variable swap,,,-31.729982376098633,-32.31685256958008,0.5868701934814453,0,1,1,8,8
clean430,agent-properties_139,agent-properties,139,choose,-,indirect,antonym,variable swap,,,-38.00015640258789,-38.301937103271484,0.30178070068359375,0,1,1,8,8
clean430,agent-properties_140,agent-properties,140,choose,-,indirect,antonym,variable swap,,,-38.828895568847656,-38.361717224121094,-0.4671783447265625,1,0,1,8,8
clean430,agent-properties_141,agent-properties,141,choose,-,indirect,antonym,variable swap,,,-35.81212615966797,-37.30743408203125,1.4953079223632812,0,1,1,8,8
clean430,agent-properties_142,agent-properties,142,choose,-,indirect,antonym,variable swap,,,-37.79405975341797,-38.867393493652344,1.073333740234375,0,1,1,8,8
clean430,agent-properties_143,agent-properties,143,choose,-,indirect,antonym,variable swap,,,-34.4476318359375,-33.92261505126953,-0.5250167846679688,1,0,1,8,8
clean430,agent-properties_144,agent-properties,144,choose,-,indirect,antonym,variable swap,,,-30.83112144470215,-31.596521377563477,0.7653999328613281,0,1,1,7,7
clean430,agent-properties_145,agent-properties,145,choose,-,indirect,antonym,variable swap,,,-41.94207000732422,-41.86623764038086,-0.07583236694335938,1,0,1,7,7
clean430,agent-properties_146,agent-properties,146,choose,-,indirect,antonym,variable swap,,,-31.582691192626953,-31.04600715637207,-0.5366840362548828,1,0,1,9,9
clean430,agent-properties_147,agent-properties,147,choose,-,indirect,antonym,variable swap,,,-47.97901916503906,-48.13450622558594,0.155487060546875,0,1,1,9,9
clean430,agent-properties_148,agent-properties,148,choose,-,indirect,antonym,variable swap,,,-25.4580020904541,-25.94646644592285,0.48846435546875,0,1,1,9,9
clean430,agent-properties_149,agent-properties,149,choose,-,indirect,antonym,variable swap,,,-45.50959396362305,-43.413482666015625,-2.096111297607422,1,0,1,9,9
clean430,agent-properties_150,agent-properties,150,choose,-,indirect,antonym,variable swap,,,-30.34778594970703,-32.21305465698242,1.8652687072753906,0,1,1,9,9
clean430,agent-properties_151,agent-properties,151,choose,-,indirect,antonym,variable swap,,,-34.57242965698242,-33.76587677001953,-0.8065528869628906,1,0,1,9,9
clean430,agent-properties_152,agent-properties,152,choose,-,indirect,antonym,variable swap,,,-27.532011032104492,-27.076902389526367,-0.455108642578125,1,0,1,8,8
clean430,agent-properties_153,agent-properties,153,choose,-,indirect,antonym,variable swap,,,-36.74143981933594,-36.98090362548828,0.23946380615234375,0,1,1,8,8
clean430,agent-properties_154,agent-properties,154,choose,-,indirect,antonym,variable swap,,,-48.403682708740234,-45.96071243286133,-2.4429702758789062,1,0,1,8,8
clean430,agent-properties_155,agent-properties,155,choose,-,indirect,antonym,variable swap,,,-45.63821792602539,-48.68885040283203,3.0506324768066406,0,1,1,8,8
clean430,agent-properties_156,agent-properties,156,choose,-,indirect,antonym,variable swap,,,-46.86647033691406,-49.254608154296875,2.3881378173828125,0,1,1,8,8
clean430,agent-properties_157,agent-properties,157,choose,-,indirect,antonym,variable swap,,,-50.353843688964844,-48.709388732910156,-1.6444549560546875,1,0,1,8,8
clean430,agent-properties_158,agent-properties,158,choose,-,indirect,antonym,variable swap,,,-23.403059005737305,-23.4189395904541,0.015880584716796875,0,1,1,10,10
clean430,agent-properties_159,agent-properties,159,choose,-,indirect,antonym,variable swap,,,-27.27973175048828,-27.333173751831055,0.05344200134277344,0,1,1,10,10
clean430,agent-properties_160,agent-properties,160,choose,-,indirect,antonym,variable swap,,,-51.777503967285156,-51.075077056884766,-0.7024269104003906,1,0,1,8,8
clean430,agent-properties_161,agent-properties,161,choose,-,indirect,antonym,variable swap,,,-49.338924407958984,-49.40070343017578,0.061779022216796875,0,1,1,8,8
clean430,agent-properties_162,agent-properties,162,choose,-,indirect,antonym,variable swap,,,-53.114906311035156,-51.83589553833008,-1.2790107727050781,1,0,1,8,8
clean430,agent-properties_163,agent-properties,163,choose,-,indirect,antonym,variable swap,,,-51.087608337402344,-51.77754592895508,0.6899375915527344,0,1,1,8,8
clean430,agent-properties_164,agent-properties,164,choose,-,indirect,antonym,variable swap,,,-53.900611877441406,-52.986141204833984,-0.9144706726074219,1,0,1,8,8
clean430,agent-properties_165,agent-properties,165,choose,-,indirect,antonym,variable swap,,,-55.01728820800781,-55.76318359375,0.7458953857421875,0,1,1,8,8
clean430,agent-properties_166,agent-properties,166,choose,-,indirect,antonym,variable swap,,,-39.905311584472656,-38.69084548950195,-1.2144660949707031,1,0,1,8,8
clean430,agent-properties_167,agent-properties,167,choose,-,indirect,antonym,variable swap,,,-36.51405715942383,-36.50178146362305,-0.01227569580078125,1,0,1,8,8
clean430,agent-properties_168,agent-properties,168,choose,-,indirect,antonym,variable swap,,,-24.075231552124023,-23.76557731628418,-0.30965423583984375,1,0,1,10,10
clean430,agent-properties_169,agent-properties,169,choose,-,indirect,antonym,variable swap,,,-30.96014976501465,-30.955360412597656,-0.0047893524169921875,1,0,1,10,10
clean430,agent-properties_170,agent-properties,170,choose,-,indirect,antonym,variable swap,,,-22.69744110107422,-23.664642333984375,0.9672012329101562,0,1,1,10,10
clean430,agent-properties_171,agent-properties,171,choose,-,indirect,antonym,variable swap,,,-29.570358276367188,-29.121051788330078,-0.4493064880371094,1,0,1,10,10
clean430,agent-properties_172,agent-properties,172,choose,-,indirect,antonym,variable swap,,,-24.982650756835938,-25.012292861938477,0.029642105102539062,0,1,1,10,10
clean430,agent-properties_173,agent-properties,173,choose,-,indirect,antonym,variable swap,,,-27.867658615112305,-27.41377067565918,-0.453887939453125,1,0,1,10,10
clean430,agent-properties_174,agent-properties,174,choose,-,indirect,antonym,variable swap,,,-30.140729904174805,-31.522584915161133,1.3818550109863281,0,1,1,7,7
