model_name,seed,arm,checkpoint,probe_set,packet_id,slot_mode,condition,packet_type,gold_state_type,competitor_state_type,updated_conflict_heuristic,state_type_source,state_type_new,swap_pair_id,source_state,original_new_state,swapped_new_state,full_lp_source,full_lp_original_new,full_lp_swapped_new,full_m_orig_new_minus_source,full_m_source_minus_orig_new,full_m_source_minus_swapped_new,full_m_orig_new_minus_swapped_new,full_gold_margin_vs_original_competitor,full_retention_margin_vs_swapped_new,content_lp_source,content_lp_original_new,content_lp_swapped_new,content_m_orig_new_minus_source,content_m_source_minus_orig_new,content_m_source_minus_swapped_new,content_m_orig_new_minus_swapped_new,content_gold_margin_vs_original_competitor,content_retention_margin_vs_swapped_new
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_021141,template,T,UNCHANGED_DISTRACTOR_USE,possession_artifact,possession_artifact,,possession_artifact,possession_artifact,rw2s0_007606,had never seen red hair before,now wear bright blue wigs,source of personal gathering evidence,-0.6630088795597354,-2.6944171466554203,-6.956385785341263,-2.031408267095685,2.031408267095685,6.293376905781527,4.261968638685843,2.031408267095685,6.293376905781527,-0.03805918013677001,-2.175639424100518,-8.64634883403778,-2.137580243963748,2.137580243963748,8.60828965390101,6.470709409937262,2.137580243963748,8.60828965390101
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_021141,template,U,UNCHANGED_DISTRACTOR_USE,possession_artifact,possession_artifact,,possession_artifact,possession_artifact,rw2s0_007606,had never seen red hair before,now wear bright blue wigs,source of personal gathering evidence,-0.4938128587479393,-6.509891351064046,-5.497664526104927,-6.016078492316106,6.016078492316106,5.0038516673569875,-1.0122268249591189,6.016078492316106,5.0038516673569875,-0.03646166296675801,-6.58169641494751,-6.81832492351532,-6.545234751980752,6.545234751980752,6.781863260548562,0.2366285085678097,6.545234751980752,6.781863260548562
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_021141,template,N,UNCHANGED_DISTRACTOR_USE,possession_artifact,possession_artifact,,possession_artifact,possession_artifact,rw2s0_007606,had never seen red hair before,now wear bright blue wigs,source of personal gathering evidence,-0.6920359817643961,-6.588122407595317,-6.938565522432327,-5.896086425830921,5.896086425830921,6.2465295406679315,0.3504431148370104,5.896086425830921,6.2465295406679315,-0.03236437076702714,-6.729189062118531,-8.634102582931519,-6.6968246913515035,6.6968246913515035,8.601738212164491,1.904913520812988,6.6968246913515035,8.601738212164491
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_016104,template,T,UNCHANGED_DISTRACTOR_USE,status_condition_event,status_condition_event,,status_condition_event,status_condition_event,rw2s0_022730,defeated in the first rounds,retired from fighting,regional carrier base,-4.617063879966736,-1.6077026401956875,-9.224637627601624,3.0093612397710485,-3.0093612397710485,4.607573747634888,7.616934987405936,-3.0093612397710485,4.607573747634888,-7.368245442708333,-2.3972168266773224,-9.224637627601624,4.971028616031011,-4.971028616031011,1.8563921848932905,6.827420800924301,-4.971028616031011,1.8563921848932905
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_016104,template,U,UNCHANGED_DISTRACTOR_USE,status_condition_event,status_condition_event,,status_condition_event,status_condition_event,rw2s0_022730,defeated in the first rounds,retired from fighting,regional carrier base,-4.546001785993576,-5.206583301226298,-1.9092097212560475,-0.6605815152327219,0.6605815152327219,-2.636792064737529,-3.297373579970251,0.6605815152327219,-2.636792064737529,-7.450961271921794,-7.273756265640259,-1.9092097212560475,0.17720500628153513,-0.17720500628153513,-5.541751550665746,-5.364546544384211,-0.17720500628153513,-5.541751550665746
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_016104,template,N,UNCHANGED_DISTRACTOR_USE,status_condition_event,status_condition_event,,status_condition_event,status_condition_event,rw2s0_022730,defeated in the first rounds,retired from fighting,regional carrier base,-4.042041189223528,-5.0131049156188965,-9.00034785270691,-0.9710637263953688,0.9710637263953688,4.9583066634833814,3.9872429370880127,0.9710637263953688,4.9583066634833814,-6.689406553904216,-6.933052062988281,-9.00034785270691,-0.24364550908406546,0.24364550908406546,2.3109412988026934,2.067295789718628,0.24364550908406546,2.3109412988026934
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_021911,template,T,UNCHANGED_DISTRACTOR_USE,other_relation_state,location_containment,,other_relation_state,location_containment,rw_002632,husband of the daughter of Tantalus,resides in the clouds of Olympus,living between Treves and Metz,-1.2288960383739322,-1.7474317374289967,-5.07266719852175,-0.5185356990550645,0.5185356990550645,3.843771160147818,3.3252354610927535,0.5185356990550645,3.843771160147818,-1.4762736493721604,-2.5561165984719993,-5.89657461643219,-1.079842949099839,1.079842949099839,4.4203009670600295,3.3404580179601906,1.079842949099839,4.4203009670600295
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_021911,template,U,UNCHANGED_DISTRACTOR_USE,other_relation_state,location_containment,,other_relation_state,location_containment,rw_002632,husband of the daughter of Tantalus,resides in the clouds of Olympus,living between Treves and Metz,-1.3595671821385622,-4.344154663616791,-0.260125349957629,-2.984587481478229,2.984587481478229,-1.0994418321809332,-4.084029313659163,2.984587481478229,-1.0994418321809332,-1.5188044518232346,-6.622679042816162,-0.3032492430259784,-5.103874590992927,5.103874590992927,-1.2155552087972563,-6.319429799790184,5.103874590992927,-1.2155552087972563
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_021911,template,N,UNCHANGED_DISTRACTOR_USE,other_relation_state,location_containment,,other_relation_state,location_containment,rw_002632,husband of the daughter of Tantalus,resides in the clouds of Olympus,living between Treves and Metz,-1.2388007804984227,-4.187659722636454,-5.323919549584389,-2.948858942138031,2.948858942138031,4.085118769085966,1.136259826947935,2.948858942138031,4.085118769085966,-1.490600666962564,-6.525740242004394,-6.189207951227824,-5.03513957504183,5.03513957504183,4.69860728426526,-0.33653229077657,5.03513957504183,4.69860728426526
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_010657,template,T,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_011096,contains names of Korean agents,faced economic collapse,forgotten by everyone,-1.4387669682502746,-3.035724992553393,-5.692972183227539,-1.5969580243031183,1.5969580243031183,4.254205214977264,2.657247190674146,1.5969580243031183,4.254205214977264,-1.7860145960003138,-3.035724992553393,-8.120227813720703,-1.2497103965530791,1.2497103965530791,6.334213217720389,5.084502821167311,1.2497103965530791,6.334213217720389
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_010657,template,U,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_011096,contains names of Korean agents,faced economic collapse,forgotten by everyone,-1.2041685432195663,-8.897611459096273,-6.332053283850352,-7.693442915876707,7.693442915876707,5.127884740630786,-2.565558175245921,7.693442915876707,5.127884740630786,-1.5004577059298754,-8.897611459096273,-9.0099515914917,-7.397153753166398,7.397153753166398,7.509493885561824,0.11234013239542584,7.397153753166398,7.509493885561824
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_010657,template,N,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_011096,contains names of Korean agents,faced economic collapse,forgotten by everyone,-1.1578026879578829,-8.603716532389322,-5.70696226755778,-7.445913844431439,7.445913844431439,4.549159579599897,-2.896754264831542,7.445913844431439,4.549159579599897,-1.4421665892004967,-8.603716532389322,-7.964583158493042,-7.161549943188826,7.161549943188826,6.522416569292545,-0.6391333738962803,7.161549943188826,6.522416569292545
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_032195,template,T,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s1_030906,tired of being taken off main roster cards,excited about joining new promotion,matches that of similar peers,-1.1776351823161046,-0.270629708096385,-8.157222867012024,0.9070054742197197,-0.9070054742197197,6.979587684695919,7.886593158915639,-0.9070054742197197,6.979587684695919,-1.5010009620870863,-0.4358980804681778,-8.873799860477448,1.0651028816189085,-1.0651028816189085,7.372798898390361,8.43790178000927,-1.0651028816189085,7.372798898390361
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_032195,template,U,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s1_030906,tired of being taken off main roster cards,excited about joining new promotion,matches that of similar peers,-0.4767944032533301,-6.067296409606934,-1.5334794791415334,-5.590502006353604,5.590502006353604,1.0566850758882032,-4.533816930465401,5.590502006353604,1.0566850758882032,-0.6111878034259591,-8.168910503387451,-1.532830651383847,-7.557722699961492,7.557722699961492,0.9216428479578879,-6.636079852003604,7.557722699961492,0.9216428479578879
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s0_032195,template,N,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s1_030906,tired of being taken off main roster cards,excited about joining new promotion,matches that of similar peers,-0.46509629563014543,-6.016613483428955,-7.908452987670898,-5.55151718779881,5.55151718779881,7.443356692040753,1.8918395042419434,5.55151718779881,7.443356692040753,-0.5969079413584301,-7.8733229637146,-8.541887521743774,-7.276415022356169,7.276415022356169,7.944979580385344,0.6685645580291748,7.276415022356169,7.944979580385344
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s1_008877,template,T,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_022730,wore blood-drenched clothes,contained folded garments,regional carrier base,-2.196443727860848,-9.383299032847086,-9.423169612884521,-7.1868553049862385,7.1868553049862385,7.226725885023674,0.03987058003743549,7.1868553049862385,7.226725885023674,-2.196443727860848,-9.383299032847086,-9.423169612884521,-7.1868553049862385,7.1868553049862385,7.226725885023674,0.03987058003743549,7.1868553049862385,7.226725885023674
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s1_008877,template,U,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_022730,wore blood-drenched clothes,contained folded garments,regional carrier base,-1.9918477687363823,-9.04844363530477,-2.048349323682487,-7.056595866568387,7.056595866568387,0.05650155494610476,-7.0000943116222825,7.056595866568387,0.05650155494610476,-1.9918477687363823,-9.04844363530477,-2.048349323682487,-7.056595866568387,7.056595866568387,0.05650155494610476,-7.0000943116222825,7.056595866568387,0.05650155494610476
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s1_008877,template,N,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_022730,wore blood-drenched clothes,contained folded garments,regional carrier base,-2.0724075183582804,-9.393071174621582,-9.85394549369812,-7.320663656263301,7.320663656263301,7.781537975339839,0.4608743190765381,7.320663656263301,7.781537975339839,-2.0724075183582804,-9.393071174621582,-9.85394549369812,-7.320663656263301,7.320663656263301,7.781537975339839,0.4608743190765381,7.320663656263301,7.781537975339839
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s1_030906,template,T,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_011493,claims education funding was wasted,matches that of similar peers,artificially bred for the market,-7.7853675365448,-1.6160305269683402,-6.462772778102329,6.169337009576459,-6.169337009576459,-1.3225947584424702,4.846742251133989,-6.169337009576459,-1.3225947584424702,-9.043065130710602,-1.9735905122943223,-8.142227172851562,7.0694746184162796,-7.0694746184162796,-0.9008379578590393,6.16863666055724,-7.0694746184162796,-0.9008379578590393
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s1_030906,template,U,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_011493,claims education funding was wasted,matches that of similar peers,artificially bred for the market,-7.57963650226593,-7.794161359469096,-0.8454852471394199,-0.21452485720316616,0.21452485720316616,-6.73415125512651,-6.948676112329676,0.21452485720316616,-6.73415125512651,-9.038750380277634,-8.795171618461609,-1.166026597470045,0.24357876181602478,-0.24357876181602478,-7.872723782807588,-7.629145020991563,-0.24357876181602478,-7.872723782807588
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s1_030906,template,N,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_011493,claims education funding was wasted,matches that of similar peers,artificially bred for the market,-6.979385733604431,-7.918310642242432,-5.823698891060693,-0.9389249086380005,0.9389249086380005,-1.155686842543738,-2.0946117511817386,0.9389249086380005,-1.155686842543738,-8.566407710313797,-9.044426798820496,-7.415501689910888,-0.4780190885066986,0.4780190885066986,-1.1509060204029087,-1.6289251089096073,0.4780190885066986,-1.1509060204029087
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s1_008903,template,T,UNCHANGED_DISTRACTOR_USE,other_relation_state,property_attribute,,other_relation_state,property_attribute,rw2s0_021911,dull prison of the castle,calm mirror of the sky,resides in the clouds of Olympus,-2.9675883784890176,-1.4617028180509806,-4.131482367753051,1.505885560438037,-1.505885560438037,1.1638939892640336,2.6697795497020707,-1.505885560438037,1.1638939892640336,-4.227272629737854,-2.3832590728998184,-6.347014045715332,1.8440135568380356,-1.8440135568380356,2.1197414159774777,3.9637549728155133,-1.8440135568380356,2.1197414159774777
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s1_008903,template,U,UNCHANGED_DISTRACTOR_USE,other_relation_state,property_attribute,,other_relation_state,property_attribute,rw2s0_021911,dull prison of the castle,calm mirror of the sky,resides in the clouds of Olympus,-2.8835930943489076,-6.145856387540698,-2.740411112026777,-3.2622632931917908,3.2622632931917908,-0.14318198232213053,-3.4054452755139213,3.2622632931917908,-0.14318198232213053,-3.936132858196894,-9.57957379023234,-4.1082726418972015,-5.643440932035446,5.643440932035446,0.17213978370030736,-5.471301148335138,5.643440932035446,0.17213978370030736
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s1_008903,template,N,UNCHANGED_DISTRACTOR_USE,other_relation_state,property_attribute,,other_relation_state,property_attribute,rw2s0_021911,dull prison of the castle,calm mirror of the sky,resides in the clouds of Olympus,-2.540848273038864,-6.241734130121768,-4.164646305842325,-3.7008858570829037,3.7008858570829037,1.6237980328034611,-2.0770878242794426,3.7008858570829037,1.6237980328034611,-3.3553516368071237,-9.795415242513021,-6.41308069229126,-6.440063605705898,6.440063605705898,3.057729055484136,-3.3823345502217617,6.440063605705898,3.057729055484136
seed43022_base,43022,base,chck_86M,extended_nontrain,rw2s1_009894,template,T,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s1_018012,album for Interscope,movie studio,replaced by a jarring pause of German adjectives,-1.1708139376714826,-3.5921222120523453,-6.037450302730907,-2.4213082743808627,2.4213082743808627,4.866636365059424,2.4453280906785615,2.4213082743808627,4.866636365059424,-1.149055766686797,-3.5921222120523453,-7.8481767773628235,-2.443066445365548,2.443066445365548,6.699121010676026,4.256054565310478,2.443066445365548,6.699121010676026
