pair_id,match_level,pair_cost,category,target_class,target_token_len,target_token_pattern,target_freq_bin_a,target_freq_bin_b,target_freq_bin_delta,distance_bin_a,distance_bin_b,distance_bin_delta,row_a,row_b,source_a,source_b,target_norm_a,target_norm_b,pivot_norm_a,pivot_norm_b
p0000027,0,0.007,causal_connector,adjectival,1,S,101-250,101-250,0,2,2,0,33695,34526,fw_preserved_compact_view,qwen_pair_packed,initial,steal,if,if
p0000028,0,0.0,causal_connector,adjectival,1,S,101-250,101-250,0,3-4,3-4,0,63525,39684,gutenberg,open_subtitles,dreadful,educational,if,unless
p0000029,0,0.0,causal_connector,adjectival,1,S,101-250,101-250,0,2,2,0,4917,39635,simple_wiki,open_subtitles,internal,tropical,because,because
p0000030,0,0.0,causal_connector,adjectival,1,S,101-250,101-250,0,3-4,3-4,0,20911,37923,gutenberg,open_subtitles,sensitive,survive,though,if
p0000031,0,0.0,causal_connector,adjectival,1,S,101-250,101-250,0,2,2,0,60315,22752,open_subtitles,gutenberg,steal,rival,if,if
p0000032,0,0.006,causal_connector,adjectival,1,S,101-250,101-250,0,2,2,0,50798,34026,qwen_pair_packed,fw_preserved_compact_view,initial,actual,although,though
p0000033,0,0.0,causal_connector,adjectival,1,S,101-250,101-250,0,3-4,3-4,0,14539,16137,bnc_spoken,open_subtitles,enormous,impressive,thus,because
p0000034,0,0.0,causal_connector,adjectival,1,S,101-250,101-250,0,3-4,3-4,0,42635,36057,open_subtitles,gutenberg,attractive,arrival,because,because
p0000035,0,0.0,causal_connector,adjectival,1,S,101-250,101-250,0,3-4,3-4,0,14682,19075,open_subtitles,childes,useless,magnetic,because,if
p0000036,0,0.0,causal_connector,adjectival,1,S,101-250,101-250,0,2,2,0,13891,39481,simple_wiki,gutenberg,initial,arrival,because,if
p0000037,0,0.1,causal_connector,adjectival,1,S,101-250,101-250,0,3-4,3-4,0,6721,44370,gutenberg,open_subtitles,delightful,emotional,if,if
p0000038,0,0.033,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,370,41736,qwen_pair_packed,fw_preserved_compact_view,numerous,unable,because,if
p0000039,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,18042,9901,simple_wiki,gutenberg,official,impossible,although,unless
p0000040,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,10027,2670,open_subtitles,gutenberg,global,legal,because,if
p0000041,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,17984,16918,simple_wiki,gutenberg,official,anxious,although,if
p0000042,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,2,2,0,1545,17134,open_subtitles,gutenberg,active,trial,because,though
p0000043,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,47313,47404,childes,gutenberg,potential,dangerous,because,though
p0000044,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,2,2,0,44299,3671,bnc_spoken,simple_wiki,individual,specific,therefore,although
p0000045,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,5-8,5-8,0,2919,53980,open_subtitles,bnc_spoken,ordinary,physical,because,because
p0000046,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,550,39806,bnc_spoken,simple_wiki,additional,official,if,although
p0000047,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,18646,54478,gutenberg,open_subtitles,impossible,critical,if,because
p0000048,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,5-8,5-8,0,45056,55000,bnc_spoken,childes,ordinary,awful,if,though
p0000049,0,0.002,causal_connector,adjectival,1,S,251-500,251-500,0,2,2,0,56099,36472,fw_preserved_compact_view,qwen_pair_packed,specific,official,if,although
p0000050,0,0.017,causal_connector,adjectival,1,S,251-500,251-500,0,5-8,5-8,0,6643,52477,gutenberg,fw_preserved_compact_view,powerful,legal,if,therefore
p0000051,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,56540,63250,gutenberg,childes,forgive,religious,if,because
p0000052,0,0.027,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,30219,62936,simple_wiki,qwen_pair_packed,goal,additional,because,if
p0000053,1,2.2,causal_connector,adjectival,1,S,251-500,251-500,0,5-8,3-4,1,62451,59249,gutenberg,simple_wiki,useful,potential,though,because
p0000054,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,2,2,0,28882,25265,gutenberg,open_subtitles,religious,receive,if,if
p0000055,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,32022,57815,gutenberg,open_subtitles,anxious,financial,if,because
p0000056,0,0.003,causal_connector,adjectival,1,S,251-500,251-500,0,1,1,0,13559,15160,fw_preserved_compact_view,qwen_pair_packed,responsible,numerous,thus,although
p0000057,0,0.012,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,23220,14784,qwen_pair_packed,gutenberg,unable,critical,if,if
p0000058,0,0.0,causal_connector,adjectival,1,S,251-500,251-500,0,2,2,0,30220,12407,open_subtitles,gutenberg,scientific,active,because,unless
p0000059,0,0.009000000000000001,causal_connector,adjectival,1,S,251-500,251-500,0,2,2,0,50869,6544,qwen_pair_packed,fw_preserved_compact_view,specific,successful,although,if
p0000060,0,0.007,causal_connector,adjectival,1,S,251-500,251-500,0,2,2,0,9874,2268,qwen_pair_packed,simple_wiki,additional,previous,because,although
p0000061,0,0.023,causal_connector,adjectival,1,S,251-500,251-500,0,1,1,0,25309,41565,qwen_pair_packed,fw_preserved_compact_view,anxious,numerous,if,although
p0000062,0,0.03,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,23083,6182,fw_preserved_compact_view,qwen_pair_packed,numerous,unable,because,although
p0000063,0,0.005,causal_connector,adjectival,1,S,251-500,251-500,0,3-4,3-4,0,38824,50917,qwen_pair_packed,simple_wiki,unable,previous,if,because
p0000064,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,3-4,3-4,0,14685,45885,open_subtitles,childes,personal,magic,though,because
p0000065,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,3-4,3-4,0,7583,9515,gutenberg,open_subtitles,personal,terrible,if,because
p0000066,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,5-8,5-8,0,18388,15647,bnc_spoken,gutenberg,total,wonderful,if,if
p0000067,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,2,2,0,53372,17025,open_subtitles,bnc_spoken,federal,total,because,although
p0000068,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,5-8,5-8,0,63751,27518,bnc_spoken,childes,various,normal,if,because
p0000069,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,2,2,0,20972,61112,bnc_spoken,gutenberg,animal,famous,because,therefore
p0000070,0,0.005,causal_connector,adjectival,1,S,501-1000,501-1000,0,2,2,0,32410,56022,qwen_pair_packed,bnc_spoken,final,available,although,because
p0000071,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,3-4,3-4,0,7148,63983,bnc_spoken,gutenberg,final,natural,because,though
p0000072,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,2,2,0,28795,41692,bnc_spoken,simple_wiki,total,political,although,though
p0000073,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,3-4,3-4,0,49273,61730,simple_wiki,childes,serious,magic,if,if
p0000074,0,0.228,causal_connector,adjectival,1,S,501-1000,501-1000,0,5-8,5-8,0,18082,41612,fw_preserved_compact_view,open_subtitles,necessary,serious,thus,if
p0000075,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,1,1,0,31859,54392,bnc_spoken,gutenberg,necessary,natural,if,therefore
p0000076,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,3-4,3-4,0,3146,5352,bnc_spoken,open_subtitles,necessary,plastic,though,if
p0000077,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,3-4,3-4,0,26486,61952,gutenberg,simple_wiki,careful,political,if,because
p0000078,0,0.018000000000000002,causal_connector,adjectival,1,S,501-1000,501-1000,0,3-4,3-4,0,7965,59343,open_subtitles,fw_preserved_compact_view,various,natural,because,thus
p0000079,0,0.017,causal_connector,adjectival,1,S,501-1000,501-1000,0,2,2,0,51057,38013,qwen_pair_packed,fw_preserved_compact_view,capital,original,although,because
p0000080,0,0.1,causal_connector,adjectival,1,S,501-1000,501-1000,0,3-4,3-4,0,45530,12249,open_subtitles,simple_wiki,social,medical,because,if
p0000081,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,2,2,0,41621,49906,simple_wiki,gutenberg,social,capital,because,although
p0000082,0,0.003,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,7779,12502,qwen_pair_packed,gutenberg,give,possible,though,thus
p0000083,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,1,1,0,51527,5227,childes,bnc_spoken,table,local,if,if
p0000084,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,5-8,5-8,0,44552,63206,childes,bnc_spoken,table,able,if,therefore
p0000085,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,53304,47232,bnc_spoken,gutenberg,real,special,if,if
p0000086,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,39122,34729,open_subtitles,bnc_spoken,give,real,if,because
p0000087,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,1,1,0,9980,17407,open_subtitles,gutenberg,give,possible,if,if
p0000088,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,52257,5552,open_subtitles,bnc_spoken,able,give,if,because
p0000089,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,42045,55752,gutenberg,open_subtitles,beautiful,real,if,if
p0000090,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,60662,907,bnc_spoken,open_subtitles,five,music,if,because
p0000091,0,0.001,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,53191,14798,qwen_pair_packed,fw_preserved_compact_view,give,several,if,because
p0000092,0,0.008,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,31515,34254,qwen_pair_packed,open_subtitles,give,drive,if,because
p0000093,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,36248,30220,bnc_spoken,open_subtitles,give,deal,if,if
p0000094,0,0.06,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,23237,59961,qwen_pair_packed,open_subtitles,give,drive,if,if
p0000095,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,9708,31583,gutenberg,open_subtitles,live,music,if,because
p0000096,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,40257,57554,gutenberg,qwen_pair_packed,real,able,because,if
p0000097,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,22089,11120,gutenberg,open_subtitles,real,possible,if,if
p0000098,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,22612,39186,childes,bnc_spoken,table,give,although,if
p0000099,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,56785,2908,gutenberg,simple_wiki,give,several,though,although
p0000100,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,5-8,5-8,0,27484,4242,bnc_spoken,gutenberg,give,beautiful,if,if
p0000101,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,5-8,5-8,0,33292,7819,gutenberg,childes,beautiful,five,because,if
p0000102,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,6280,33621,simple_wiki,bnc_spoken,deal,local,because,because
p0000103,0,0.01,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,34826,14697,qwen_pair_packed,simple_wiki,give,special,if,if
p0000104,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,19672,7811,open_subtitles,gutenberg,real,able,if,if
p0000105,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,1094,15546,gutenberg,open_subtitles,give,live,if,because
p0000106,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,60318,42309,open_subtitles,gutenberg,live,real,if,although
p0000107,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,33567,32839,simple_wiki,bnc_spoken,give,live,if,if
p0000108,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,61161,17034,gutenberg,open_subtitles,general,give,if,if
p0000109,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,5-8,5-8,0,25504,9847,bnc_spoken,gutenberg,give,able,if,though
p0000110,1,2.1,causal_connector,adjectival,1,S,1001+,1001+,0,1,2,1,33213,29053,gutenberg,bnc_spoken,give,local,therefore,if
p0000111,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,9612,5276,childes,gutenberg,real,give,because,if
p0000112,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,41108,15541,bnc_spoken,gutenberg,five,live,if,though
p0000113,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,20494,39350,open_subtitles,gutenberg,deal,give,if,if
p0000114,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,57482,22857,gutenberg,open_subtitles,give,live,if,if
p0000115,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,34352,19434,bnc_spoken,open_subtitles,public,possible,if,if
p0000116,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,17940,46734,gutenberg,open_subtitles,give,drive,if,because
p0000117,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,8605,50266,bnc_spoken,childes,give,real,if,if
p0000118,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,56641,37288,open_subtitles,gutenberg,give,special,if,though
p0000119,0,0.001,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,41919,26753,qwen_pair_packed,bnc_spoken,live,give,if,if
p0000120,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,25871,55277,gutenberg,childes,music,give,if,if
p0000121,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,48862,53725,open_subtitles,childes,table,give,though,if
p0000122,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,5-8,5-8,0,31530,33476,childes,bnc_spoken,give,able,if,because
p0000123,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,16327,59193,open_subtitles,gutenberg,able,give,because,if
p0000124,1,2.1,causal_connector,adjectival,1,S,1001+,1001+,0,1,2,1,62391,37763,gutenberg,bnc_spoken,possible,live,if,because
p0000125,0,0.024,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,15446,3528,qwen_pair_packed,open_subtitles,real,live,because,if
p0000126,1,2.2,causal_connector,adjectival,1,S,1001+,1001+,0,5-8,3-4,1,32641,5509,childes,gutenberg,give,real,because,though
p0000127,1,2.1,causal_connector,adjectival,1,S,1001+,1001+,0,5-8,3-4,1,59946,56801,bnc_spoken,open_subtitles,general,real,if,because
p0000128,0,0.043000000000000003,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,8271,56821,open_subtitles,qwen_pair_packed,give,live,if,if
p0000129,0,0.1,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,54090,9494,open_subtitles,gutenberg,give,live,if,if
p0000130,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,1,1,0,24034,38026,gutenberg,simple_wiki,several,give,though,thus
p0000131,0,0.021,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,56517,26559,fw_preserved_compact_view,gutenberg,real,drive,thus,unless
p0000132,0,0.1,causal_connector,adjectival,2,SC,1-2,1-2,0,3-4,3-4,0,809,54922,open_subtitles,gutenberg,gocious,peaceable,if,if
p0000133,0,0.009000000000000001,causal_connector,adjectival,2,SC,3-5,3-5,0,3-4,3-4,0,40795,17722,qwen_pair_packed,simple_wiki,regretful,conclusive,although,although
p0000134,0,0.007,causal_connector,adjectival,2,SC,3-5,3-5,0,1,1,0,52001,22092,fw_preserved_compact_view,gutenberg,budgetary,regretful,although,though
p0000135,0,0.1,causal_connector,adjectival,2,SC,3-5,3-5,0,3-4,3-4,0,39027,49101,open_subtitles,simple_wiki,beardless,inductive,if,because
p0000136,0,0.025,causal_connector,adjectival,2,SC,11-25,11-25,0,2,2,0,45545,57546,qwen_pair_packed,gutenberg,radioactive,imperative,because,because
p0000137,0,0.0,causal_connector,adjectival,2,SC,11-25,11-25,0,3-4,3-4,0,8702,59427,open_subtitles,gutenberg,cancerous,truthful,if,because
p0000138,0,0.0,causal_connector,adjectival,2,SC,11-25,11-25,0,3-4,3-4,0,56524,60433,gutenberg,simple_wiki,temporal,sinful,though,because
p0000139,0,0.0,causal_connector,adjectival,2,SC,26-50,26-50,0,2,2,0,48735,58998,gutenberg,simple_wiki,hateful,scenic,because,because
p0000140,0,0.002,causal_connector,adjectival,2,SC,26-50,26-50,0,2,2,0,61689,41377,gutenberg,fw_preserved_compact_view,rascal,variable,if,if
p0000141,0,0.0,causal_connector,adjectival,2,SC,26-50,26-50,0,3-4,3-4,0,35296,6264,gutenberg,open_subtitles,priceless,infectious,unless,if
p0000142,0,0.1,causal_connector,adjectival,2,SC,26-50,26-50,0,5-8,5-8,0,1336,63283,bnc_spoken,open_subtitles,theoretical,architectural,if,because
p0000143,0,0.029,causal_connector,adjectival,2,SC,26-50,26-50,0,3-4,3-4,0,28791,62571,qwen_pair_packed,open_subtitles,thrive,shameful,although,although
p0000144,1,2.2,causal_connector,adjectival,2,SC,26-50,26-50,0,5-8,3-4,1,6480,26387,bnc_spoken,gutenberg,luxurious,priceless,if,if
p0000145,1,2.2070000000000003,causal_connector,adjectival,2,SC,26-50,26-50,0,3-4,2,1,55932,43679,bnc_spoken,fw_preserved_compact_view,yous,victorious,if,thus
p0000146,0,0.0,causal_connector,adjectival,2,SC,51-100,51-100,0,2,2,0,15498,28386,open_subtitles,gutenberg,oral,sanctuary,although,therefore
p0000147,0,0.0,causal_connector,adjectival,2,SC,51-100,51-100,0,3-4,3-4,0,33019,54690,bnc_spoken,gutenberg,comparative,comparable,if,though
p0000148,1,2.121,causal_connector,adjectival,2,SC,51-100,51-100,0,1,2,1,55295,32087,fw_preserved_compact_view,qwen_pair_packed,harmful,comparable,therefore,if
p0000149,0,0.0,causal_connector,adjectival,2,SC,51-100,51-100,0,3-4,3-4,0,33966,43943,open_subtitles,bnc_spoken,reliable,seasonal,if,because
p0000150,0,0.0,causal_connector,adjectival,2,SC,51-100,51-100,0,2,2,0,25936,54853,gutenberg,open_subtitles,solitary,synthetic,though,because
p0000151,0,0.034,causal_connector,adjectival,2,SC,101-250,101-250,0,5-8,5-8,0,27965,587,qwen_pair_packed,simple_wiki,signal,substantial,if,although
p0000152,0,0.014,causal_connector,adjectival,2,SC,101-250,101-250,0,1,1,0,37498,2562,gutenberg,qwen_pair_packed,memorial,tribal,though,though
p0000153,0,0.0,causal_connector,adjectival,2,SC,101-250,101-250,0,2,2,0,6759,40645,gutenberg,open_subtitles,relative,impressive,although,though
p0000154,0,0.0,causal_connector,adjectival,2,SC,101-250,101-250,0,3-4,3-4,0,48446,51726,gutenberg,simple_wiki,faithful,crystal,because,because
p0000155,1,2.1,causal_connector,adjectival,2,SC,501-1000,501-1000,0,2,3-4,1,7583,52768,gutenberg,open_subtitles,magic,normal,if,if
p0000156,1,2.116,causal_connector,adjectival,2,SC,501-1000,501-1000,0,1,2,1,6093,21347,qwen_pair_packed,gutenberg,necessary,magic,if,if
p0000157,1,2.1,causal_connector,adjectival,2,SC,501-1000,501-1000,0,1,2,1,45901,56989,simple_wiki,gutenberg,necessary,magic,if,if
p0000158,0,0.1,causal_connector,adjectival,2,SC,501-1000,501-1000,0,5-8,5-8,0,42604,25163,simple_wiki,gutenberg,hospital,serious,because,if
p0000159,0,0.1,causal_connector,adjectival,2,SC,501-1000,501-1000,0,3-4,3-4,0,27388,26359,open_subtitles,gutenberg,alive,necessary,because,if
p0000160,1,2.1,causal_connector,adjectival,2,SC,501-1000,501-1000,0,2,3-4,1,33697,26355,gutenberg,childes,magic,careful,if,if
p0000161,0,0.1,causal_connector,adjectival,2,SC,501-1000,501-1000,0,3-4,3-4,0,18068,48875,gutenberg,open_subtitles,careful,serious,if,because
p0000162,1,2.1,causal_connector,adjectival,2,SC,501-1000,501-1000,0,3-4,2,1,48519,32080,simple_wiki,gutenberg,alive,magic,if,if
p0000163,1,2.1,causal_connector,adjectival,2,SC,501-1000,501-1000,0,2,3-4,1,45810,58085,gutenberg,childes,magic,alive,if,if
p0000164,0,0.003,causal_connector,adjectival,2,SC,1001+,1001+,0,1,1,0,57401,37442,gutenberg,qwen_pair_packed,music,possible,if,if
p0000165,1,2.1,causal_connector,adjectival,2,SC,1001+,1001+,0,1,2,1,53123,31951,gutenberg,open_subtitles,possible,drive,if,if
p0000166,0,0.0,causal_connector,adjectival,2,SC,1001+,1001+,0,3-4,3-4,0,44775,7461,gutenberg,open_subtitles,beautiful,live,because,if
p0000167,0,0.047,causal_connector,adjectival,2,SC,1001+,1001+,0,3-4,3-4,0,6886,44837,qwen_pair_packed,childes,possible,special,if,because
p0000168,0,0.1,causal_connector,adjectival,2,SC,1001+,1001+,0,3-4,3-4,0,62939,13184,open_subtitles,gutenberg,deal,possible,if,if
p0000169,0,0.1,causal_connector,adjectival,2,SC,1001+,1001+,0,3-4,3-4,0,43624,33383,open_subtitles,gutenberg,beautiful,possible,because,if
p0000170,1,2.1,causal_connector,adjectival,3,SCC,3-5,3-5,0,1,2,1,25818,18675,simple_wiki,gutenberg,immoral,abominable,thus,if
p0000171,0,0.1,causal_connector,adjectival,3,SCC,6-10,6-10,0,3-4,3-4,0,37852,60639,childes,gutenberg,objectionable,delectable,if,if
p0000172,0,0.016,causal_connector,adjectival,3,SCC,6-10,6-10,0,3-4,3-4,0,8224,52724,qwen_pair_packed,open_subtitles,factual,seismic,though,because
p0000173,0,0.028,causal_connector,adjectival,3,SCC,6-10,6-10,0,2,2,0,27975,1029,simple_wiki,fw_preserved_compact_view,monotropic,presumptive,because,although
p0000174,1,2.132,causal_connector,adjectival,3,SCC,6-10,6-10,0,2,1,1,50650,15336,fw_preserved_compact_view,gutenberg,numeric,brimful,if,though
p0000175,0,0.025,causal_connector,adjectival,3,SCC,11-25,11-25,0,2,2,0,13326,13515,fw_preserved_compact_view,gutenberg,complementary,conscientious,because,if
p0000176,0,0.0,causal_connector,adjectival,3,SCC,11-25,11-25,0,3-4,3-4,0,48039,61786,childes,bnc_spoken,glottal,harmonic,because,because
p0000177,0,0.0,causal_connector,adjectival,3,SCC,26-50,26-50,0,2,2,0,15489,2237,simple_wiki,open_subtitles,traumatic,unanimous,because,unless
p0000178,1,2.4299999999999997,causal_connector,adjectival,3,SCC,26-50,26-50,0,3-4,5-8,1,31957,30451,fw_preserved_compact_view,gutenberg,formidable,prosperous,because,if
