pair_id,match_level,pair_cost,category,target_class,target_token_len,target_token_pattern,target_freq_bin_a,target_freq_bin_b,target_freq_bin_delta,distance_bin_a,distance_bin_b,distance_bin_delta,row_a,row_b,source_a,source_b,target_norm_a,target_norm_b,pivot_norm_a,pivot_norm_b
p0000019,0,0.007,causal_connector,adjectival,1,S,251-500,251-500,0,2,2,0,3671,9874,simple_wiki,qwen_pair_packed,specific,additional,although,because
p0000020,0,0.003,causal_connector,adjectival,1,S,251-500,251-500,0,1,1,0,13559,15160,fw_preserved_compact_view,qwen_pair_packed,responsible,numerous,thus,although
p0000021,0,0.039,causal_connector,adjectival,1,S,251-500,251-500,0,2,2,0,6544,12407,fw_preserved_compact_view,gutenberg,successful,active,if,unless
p0000022,1,2.17,causal_connector,adjectival,1,S,251-500,251-500,0,2,3-4,1,2268,6182,simple_wiki,qwen_pair_packed,previous,unable,although,although
p0000023,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,3-4,3-4,0,14685,12249,open_subtitles,simple_wiki,personal,medical,though,if
p0000024,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,3-4,3-4,0,7583,9515,gutenberg,open_subtitles,personal,terrible,if,because
p0000025,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,5-8,5-8,0,18388,15647,bnc_spoken,gutenberg,total,wonderful,if,if
p0000026,0,0.0,causal_connector,adjectival,1,S,501-1000,501-1000,0,3-4,3-4,0,7148,7965,bnc_spoken,open_subtitles,final,various,because,because
p0000027,1,2.128,causal_connector,adjectival,1,S,501-1000,501-1000,0,5-8,3-4,1,18082,5352,fw_preserved_compact_view,open_subtitles,necessary,plastic,thus,if
p0000028,0,0.003,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,7779,12502,qwen_pair_packed,gutenberg,give,possible,though,thus
p0000029,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,1,1,0,9980,17407,open_subtitles,gutenberg,give,possible,if,if
p0000030,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,9708,6280,gutenberg,simple_wiki,live,deal,if,because
p0000031,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,19672,7811,open_subtitles,gutenberg,real,able,if,if
p0000032,1,2.1,causal_connector,adjectival,1,S,1001+,1001+,0,1,2,1,5227,15546,bnc_spoken,open_subtitles,local,live,if,because
p0000033,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,1094,14697,gutenberg,simple_wiki,give,special,if,if
p0000034,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,9612,5276,childes,gutenberg,real,give,because,if
p0000035,0,0.007,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,17940,14798,gutenberg,fw_preserved_compact_view,give,several,if,because
p0000036,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,2,2,0,8605,16559,bnc_spoken,gutenberg,give,able,if,though
p0000037,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,5552,907,bnc_spoken,open_subtitles,give,music,because,because
p0000038,0,0.0,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,15541,19434,gutenberg,open_subtitles,live,possible,though,if
p0000039,1,2.1,causal_connector,adjectival,1,S,1001+,1001+,0,2,3-4,1,17034,2908,open_subtitles,simple_wiki,give,several,if,although
p0000040,0,0.024,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,16327,15446,open_subtitles,qwen_pair_packed,able,real,because,because
p0000041,0,0.1,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,11120,5509,open_subtitles,gutenberg,possible,real,if,though
p0000042,0,0.1,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,3-4,0,8271,9494,open_subtitles,gutenberg,give,live,if,if
p0000043,1,2.2,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,5-8,1,3528,4242,open_subtitles,gutenberg,live,beautiful,if,if
p0000044,1,2.1,causal_connector,adjectival,1,S,1001+,1001+,0,3-4,5-8,1,17340,9847,open_subtitles,gutenberg,give,able,if,though
p0000045,0,0.1,causal_connector,adjectival,1,S,1001+,1001+,0,5-8,5-8,0,17932,7819,open_subtitles,childes,give,five,because,if
p0000046,0,0.0,causal_connector,adjectival,2,SC,11-25,11-25,0,3-4,3-4,0,8702,10224,open_subtitles,gutenberg,cancerous,friendless,if,if
p0000047,1,2.2,causal_connector,adjectival,2,SC,26-50,26-50,0,5-8,3-4,1,1336,6264,bnc_spoken,open_subtitles,theoretical,infectious,if,if
p0000048,1,2.114,causal_connector,adjectival,2,SC,101-250,101-250,0,2,1,1,6759,2562,gutenberg,qwen_pair_packed,relative,tribal,although,though
p0000049,1,2.116,causal_connector,adjectival,2,SC,501-1000,501-1000,0,2,1,1,7583,6093,gutenberg,qwen_pair_packed,magic,necessary,if,if
p0000050,0,0.14700000000000002,causal_connector,adjectival,2,SC,1001+,1001+,0,3-4,3-4,0,6886,7461,qwen_pair_packed,open_subtitles,possible,live,if,if
p0000051,1,2.112,causal_connector,adjectival,3,SCC,6-10,6-10,0,3-4,2,1,8224,1029,qwen_pair_packed,fw_preserved_compact_view,factual,presumptive,though,although
p0000052,0,0.025,causal_connector,adjectival,3,SCC,11-25,11-25,0,2,2,0,13326,13515,fw_preserved_compact_view,gutenberg,complementary,conscientious,because,if
p0000053,0,0.0,causal_connector,adjectival,3,SCC,26-50,26-50,0,2,2,0,15489,2237,simple_wiki,open_subtitles,traumatic,unanimous,because,unless
p0000054,0,0.1,causal_connector,adjectival,3,SCC,51-100,51-100,0,3-4,3-4,0,17306,3293,simple_wiki,open_subtitles,prehistoric,scandal,if,because
p0000055,1,2.1,causal_connector,adverbish,1,S,51-100,51-100,0,3-4,2,1,4848,18483,gutenberg,open_subtitles,wholly,accidentally,because,if
p0000056,0,0.0,causal_connector,adverbish,1,S,51-100,51-100,0,2,2,0,10615,12217,open_subtitles,gutenberg,practically,wholly,because,though
p0000057,0,0.016,causal_connector,adverbish,1,S,51-100,51-100,0,2,2,0,19699,17711,qwen_pair_packed,open_subtitles,rely,bully,because,if
p0000058,0,0.0,causal_connector,adverbish,1,S,101-250,101-250,0,2,2,0,19535,5468,gutenberg,bnc_spoken,strongly,severely,therefore,though
p0000059,0,0.02,causal_connector,adverbish,1,S,101-250,101-250,0,2,2,0,6544,1107,fw_preserved_compact_view,qwen_pair_packed,successfully,frequently,if,although
p0000060,0,0.028,causal_connector,adverbish,1,S,101-250,101-250,0,3-4,3-4,0,7627,16349,qwen_pair_packed,gutenberg,hastily,ugly,though,because
p0000061,0,0.006,causal_connector,adverbish,1,S,101-250,101-250,0,2,2,0,14725,5460,qwen_pair_packed,gutenberg,rarely,greatly,although,if
p0000062,1,2.1,causal_connector,adverbish,1,S,101-250,101-250,0,2,3-4,1,5356,5090,gutenberg,simple_wiki,utterly,barely,if,though
p0000063,1,2.2,causal_connector,adverbish,1,S,101-250,101-250,0,2,3-4,1,1645,8509,gutenberg,bnc_spoken,frequently,necessarily,though,because
p0000064,0,0.14,causal_connector,adverbish,1,S,251-500,251-500,0,3-4,3-4,0,12078,11869,qwen_pair_packed,gutenberg,currently,generally,because,because
p0000065,0,0.0,causal_connector,adverbish,1,S,251-500,251-500,0,2,2,0,9942,1498,gutenberg,open_subtitles,possibly,clearly,if,although
p0000066,0,0.0,causal_connector,adverbish,1,S,251-500,251-500,0,1,1,0,10782,6503,bnc_spoken,gutenberg,seriously,clearly,though,although
p0000067,1,2.1,causal_connector,adverbish,1,S,251-500,251-500,0,1,2,1,9477,8209,gutenberg,bnc_spoken,apparently,directly,though,because
p0000068,1,2.1,causal_connector,adverbish,1,S,251-500,251-500,0,1,2,1,18878,17540,gutenberg,open_subtitles,hardly,totally,though,because
p0000069,1,2.157,causal_connector,adverbish,1,S,251-500,251-500,0,5-8,3-4,1,19180,16493,open_subtitles,qwen_pair_packed,definitely,fully,if,if
p0000070,1,2.1430000000000002,causal_connector,adverbish,1,S,251-500,251-500,0,3-4,2,1,5935,5017,gutenberg,qwen_pair_packed,fully,recently,though,because
p0000071,0,0.0,causal_connector,adverbish,1,S,501-1000,501-1000,0,2,2,0,6498,20089,gutenberg,open_subtitles,simply,suddenly,if,if
p0000072,0,0.0,causal_connector,adverbish,1,S,501-1000,501-1000,0,3-4,3-4,0,12366,14023,gutenberg,simple_wiki,likely,completely,if,because
p0000073,0,0.0,causal_connector,adverbish,1,S,501-1000,501-1000,0,2,2,0,14700,13150,gutenberg,open_subtitles,quickly,suddenly,although,because
p0000074,0,0.022,causal_connector,adverbish,1,S,501-1000,501-1000,0,3-4,3-4,0,18121,11358,open_subtitles,fw_preserved_compact_view,likely,lovely,because,because
p0000075,0,0.039,causal_connector,adverbish,1,S,501-1000,501-1000,0,2,2,0,12057,581,qwen_pair_packed,gutenberg,suddenly,especially,though,therefore
p0000076,1,2.114,causal_connector,adverbish,1,S,501-1000,501-1000,0,2,1,1,9624,11346,qwen_pair_packed,gutenberg,finally,suddenly,although,if
p0000077,0,0.027,causal_connector,adverbish,1,S,501-1000,501-1000,0,3-4,3-4,0,3339,7990,qwen_pair_packed,gutenberg,completely,likely,because,if
p0000078,0,0.0,causal_connector,adverbish,1,S,1001+,1001+,0,3-4,3-4,0,962,7820,bnc_spoken,gutenberg,actually,usually,if,though
p0000079,0,0.0,causal_connector,adverbish,1,S,1001+,1001+,0,5-8,5-8,0,12491,18583,gutenberg,bnc_spoken,certainly,actually,if,if
p0000080,1,2.1,causal_connector,adverbish,1,S,1001+,1001+,0,3-4,2,1,9726,8136,open_subtitles,childes,really,family,unless,because
p0000081,0,0.0,causal_connector,adverbish,1,S,1001+,1001+,0,5-8,5-8,0,6298,9203,gutenberg,switchboard,really,actually,if,though
p0000082,1,2.1,causal_connector,adverbish,1,S,1001+,1001+,0,3-4,2,1,8004,19936,bnc_spoken,gutenberg,actually,exactly,because,though
p0000083,1,2.221,causal_connector,adverbish,1,S,1001+,1001+,0,3-4,2,1,13253,7055,qwen_pair_packed,gutenberg,really,probably,if,though
p0000084,1,2.1,causal_connector,adverbish,1,S,1001+,1001+,0,3-4,2,1,7610,4572,gutenberg,bnc_spoken,really,actually,if,if
p0000085,0,0.0,causal_connector,adverbish,1,S,1001+,1001+,0,2,2,0,16620,5923,open_subtitles,gutenberg,actually,really,if,if
p0000086,1,2.111,causal_connector,adverbish,1,S,1001+,1001+,0,3-4,2,1,16049,3740,gutenberg,qwen_pair_packed,really,actually,if,if
p0000087,1,2.117,causal_connector,adverbish,2,SC,6-10,6-10,0,3-4,5-8,1,14676,5663,gutenberg,fw_preserved_compact_view,basely,logically,though,because
p0000088,1,2.2,causal_connector,adverbish,2,SC,11-25,11-25,0,5-8,3-4,1,7305,8305,bnc_spoken,gutenberg,unnecessarily,cruelly,because,although
p0000089,1,2.115,causal_connector,adverbish,2,SC,11-25,11-25,0,2,3-4,1,7800,13058,fw_preserved_compact_view,simple_wiki,fundamentally,loosely,although,because
p0000090,1,2.1,causal_connector,adverbish,2,SC,1001+,1001+,0,3-4,5-8,1,4728,9911,open_subtitles,gutenberg,family,really,because,if
p0000091,0,0.021,causal_connector,adverbish,3,SCC,6-10,6-10,0,1,1,0,13474,3712,gutenberg,fw_preserved_compact_view,informally,domestically,thus,if
p0000092,0,0.0,causal_connector,capitalized,1,S,51-100,51-100,0,2,2,0,3615,9297,gutenberg,bnc_spoken,fleming,kenneth,if,though
p0000093,0,0.0,causal_connector,capitalized,1,S,51-100,51-100,0,1,1,0,19357,4371,gutenberg,bnc_spoken,cissy,stuart,though,if
p0000094,0,0.1,causal_connector,capitalized,1,S,51-100,51-100,0,3-4,3-4,0,1298,17198,childes,open_subtitles,sesame,portia,because,if
p0000095,0,0.0,causal_connector,capitalized,1,S,101-250,101-250,0,2,2,0,3478,6536,gutenberg,open_subtitles,merle,khan,if,if
p0000096,0,0.0,causal_connector,capitalized,1,S,101-250,101-250,0,2,2,0,6652,3782,bnc_spoken,gutenberg,russians,greeks,if,although
p0000097,0,0.0,causal_connector,capitalized,1,S,101-250,101-250,0,1,1,0,4644,3222,childes,open_subtitles,sandra,sean,if,if
p0000098,0,0.1,causal_connector,capitalized,1,S,101-250,101-250,0,3-4,3-4,0,6113,15860,bnc_spoken,open_subtitles,steve,oliver,if,if
p0000099,0,0.0,causal_connector,capitalized,1,S,101-250,101-250,0,3-4,3-4,0,15613,5091,bnc_spoken,open_subtitles,jan,dale,if,if
p0000100,0,0.0,causal_connector,capitalized,1,S,101-250,101-250,0,1,1,0,1035,14134,gutenberg,open_subtitles,lincoln,riley,though,if
p0000101,0,0.0,causal_connector,capitalized,1,S,101-250,101-250,0,1,1,0,13560,8971,bnc_spoken,simple_wiki,iraq,leo,if,thus
p0000102,0,0.0,causal_connector,capitalized,1,S,101-250,101-250,0,1,1,0,1511,2891,bnc_spoken,open_subtitles,jerusalem,kim,because,because
p0000103,1,2.1,causal_connector,capitalized,1,S,101-250,101-250,0,3-4,2,1,3582,11950,open_subtitles,gutenberg,dale,russians,if,though
p0000104,1,2.1,causal_connector,capitalized,1,S,101-250,101-250,0,2,3-4,1,14237,14129,gutenberg,open_subtitles,persian,dale,although,if
p0000105,0,0.0,causal_connector,capitalized,1,S,251-500,251-500,0,3-4,3-4,0,1581,10673,open_subtitles,simple_wiki,climate,easter,unless,because
p0000106,0,0.0,causal_connector,capitalized,1,S,251-500,251-500,0,2,2,0,11715,6414,open_subtitles,gutenberg,americans,earl,if,if
p0000107,0,0.0,causal_connector,capitalized,1,S,251-500,251-500,0,2,2,0,3746,11426,open_subtitles,simple_wiki,manager,australian,if,though
p0000108,1,2.109,causal_connector,capitalized,1,S,251-500,251-500,0,1,2,1,17669,15350,fw_preserved_compact_view,gutenberg,egypt,americans,if,if
p0000109,0,0.0,causal_connector,capitalized,1,S,501-1000,501-1000,0,1,1,0,5345,10042,gutenberg,bnc_spoken,jack,china,if,if
p0000110,0,0.023,causal_connector,capitalized,1,S,501-1000,501-1000,0,2,2,0,1149,2321,fw_preserved_compact_view,gutenberg,german,dorothy,thus,though
p0000111,0,0.0,causal_connector,capitalized,1,S,1001+,1001+,0,2,2,0,11772,7166,gutenberg,simple_wiki,sir,world,thus,because
p0000112,0,0.0,causal_connector,capitalized,1,S,1001+,1001+,0,1,1,0,7406,5782,gutenberg,childes,uncle,mommy,if,if
p0000113,0,0.0,causal_connector,capitalized,1,S,1001+,1001+,0,1,1,0,12621,13170,gutenberg,bnc_spoken,uncle,now,although,if
p0000114,0,0.1,causal_connector,capitalized,1,S,1001+,1001+,0,3-4,3-4,0,10247,6872,open_subtitles,bnc_spoken,men,council,because,because
p0000115,1,2.3,causal_connector,capitalized,1,S,1001+,1001+,0,5-8,3-4,1,12924,15591,gutenberg,open_subtitles,south,mother,if,because
p0000116,0,0.0,causal_connector,capitalized,1,S,1001+,1001+,0,2,2,0,17208,2614,gutenberg,simple_wiki,english,person,if,unless
p0000117,1,2.1,causal_connector,capitalized,1,S,1001+,1001+,0,2,3-4,1,7165,13738,gutenberg,open_subtitles,miss,care,if,if
p0000118,1,2.1,causal_connector,capitalized,1,S,1001+,1001+,0,2,1,1,13111,12076,gutenberg,open_subtitles,john,miss,if,if
p0000119,1,2.2,causal_connector,capitalized,1,S,1001+,1001+,0,3-4,2,1,17352,16091,gutenberg,open_subtitles,english,could,if,if
p0000120,0,0.1,causal_connector,capitalized,1,S,1001+,1001+,0,3-4,3-4,0,13680,17092,open_subtitles,gutenberg,now,old,if,though
p0000121,1,2.108,causal_connector,capitalized,2,SC,3-5,3-5,0,1,2,1,17468,6462,fw_preserved_compact_view,open_subtitles,stanley's,tamils,though,if
p0000122,0,0.0,causal_connector,capitalized,2,SC,6-10,6-10,0,1,1,0,4843,5287,simple_wiki,open_subtitles,sars,steiner,because,if
p0000123,0,0.0,causal_connector,capitalized,2,SC,6-10,6-10,0,2,2,0,18048,15843,open_subtitles,simple_wiki,outed,corbyn's,because,because
p0000124,0,0.0,causal_connector,capitalized,2,SC,11-25,11-25,0,2,2,0,2384,18268,open_subtitles,bnc_spoken,neel,reds,if,if
p0000125,0,0.0,causal_connector,capitalized,2,SC,11-25,11-25,0,1,1,0,9835,4173,open_subtitles,childes,misa,chie,because,though
p0000126,0,0.0,causal_connector,capitalized,2,SC,11-25,11-25,0,1,1,0,16701,16885,open_subtitles,gutenberg,meynell,nettie's,if,because
p0000127,1,2.1,causal_connector,capitalized,2,SC,11-25,11-25,0,3-4,2,1,2109,14079,simple_wiki,open_subtitles,winter's,formics,if,if
p0000128,1,2.1,causal_connector,capitalized,2,SC,26-50,26-50,0,1,2,1,12089,8317,gutenberg,simple_wiki,mildred's,egyptians,though,although
p0000129,1,2.138,causal_connector,capitalized,2,SC,26-50,26-50,0,1,2,1,8125,10918,gutenberg,fw_preserved_compact_view,marcia's,sam's,because,because
p0000130,0,0.0,causal_connector,capitalized,2,SC,51-100,51-100,0,1,1,0,1132,19469,gutenberg,open_subtitles,i’d,sheila,if,if
p0000131,0,0.0,causal_connector,capitalized,2,SC,51-100,51-100,0,2,2,0,19731,18222,open_subtitles,gutenberg,casey,i’ll,because,if
p0000132,0,0.1,causal_connector,capitalized,2,SC,51-100,51-100,0,3-4,3-4,0,8489,11966,switchboard,gutenberg,summers,jonah,because,though
p0000133,1,2.1,causal_connector,capitalized,2,SC,101-250,101-250,0,2,3-4,1,19922,16634,open_subtitles,simple_wiki,tables,nazis,if,because
p0000134,0,0.0,causal_connector,capitalized,2,SC,101-250,101-250,0,1,1,0,12130,18877,open_subtitles,bnc_spoken,oregon,god's,because,because
p0000135,1,2.1,causal_connector,capitalized,2,SC,251-500,251-500,0,2,1,1,5115,5270,gutenberg,open_subtitles,mummy,darkness,if,though
p0000136,1,2.2,causal_connector,capitalized,2,SC,251-500,251-500,0,2,3-4,1,6751,6536,gutenberg,open_subtitles,powers,majesty,though,because
p0000137,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,1,1,0,14772,8133,open_subtitles,gutenberg,that's,i'd,if,if
p0000138,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,1,1,0,18825,11140,open_subtitles,gutenberg,i'm,i'd,if,if
p0000139,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,1,1,0,8544,6701,open_subtitles,bnc_spoken,i'd,i'm,if,if
p0000140,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,1,1,0,11635,2289,open_subtitles,gutenberg,i'm,i'd,though,if
p0000141,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,1,1,0,12264,1882,gutenberg,open_subtitles,i'd,i've,if,if
p0000142,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,1,1,0,4453,17194,bnc_spoken,childes,i've,i'm,because,because
p0000143,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,2,2,0,2730,19557,open_subtitles,childes,kids,mark,because,if
p0000144,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,1,1,0,16717,6161,gutenberg,open_subtitles,i've,i'd,because,if
p0000145,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,3-4,3-4,0,9329,19988,bnc_spoken,gutenberg,it's,i'll,if,if
p0000146,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,5-8,5-8,0,16447,9370,childes,bnc_spoken,i'll,i've,if,if
p0000147,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,3-4,3-4,0,2301,14543,open_subtitles,childes,that's,i'll,if,if
p0000148,1,2.1,causal_connector,capitalized,2,SC,1001+,1001+,0,2,1,1,16914,9786,open_subtitles,bnc_spoken,there's,i've,if,because
p0000149,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,1,1,0,19978,13972,gutenberg,open_subtitles,i'm,i've,if,if
p0000150,1,2.1,causal_connector,capitalized,2,SC,1001+,1001+,0,2,3-4,1,17406,1978,open_subtitles,gutenberg,mother,june,because,though
p0000151,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,3-4,3-4,0,13009,5535,open_subtitles,childes,i'll,mark,if,if
p0000152,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,1,1,0,9187,12675,open_subtitles,childes,i'm,i've,because,because
p0000153,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,3-4,3-4,0,12163,14709,gutenberg,open_subtitles,i'll,i'm,if,because
p0000154,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,1,1,0,17314,7027,gutenberg,bnc_spoken,i'd,i've,if,if
p0000155,1,2.1,causal_connector,capitalized,2,SC,1001+,1001+,0,2,3-4,1,1664,13237,open_subtitles,gutenberg,coffee,i'd,because,if
p0000156,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,3-4,3-4,0,13990,12762,bnc_spoken,open_subtitles,you've,i'd,if,if
p0000157,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,3-4,3-4,0,7979,8827,open_subtitles,gutenberg,you'll,i'm,if,because
p0000158,1,2.1,causal_connector,capitalized,2,SC,1001+,1001+,0,1,2,1,1623,14324,childes,open_subtitles,i'm,i've,because,because
p0000159,1,2.1,causal_connector,capitalized,2,SC,1001+,1001+,0,1,2,1,14250,11038,gutenberg,open_subtitles,i'm,find,if,if
p0000160,0,0.0,causal_connector,capitalized,2,SC,1001+,1001+,0,5-8,5-8,0,9876,9767,childes,gutenberg,i'll,i'd,if,if
p0000161,0,0.0,causal_connector,capitalized,3,SCC,1-2,1-2,0,3-4,3-4,0,4943,15350,open_subtitles,gutenberg,still...you,"jews,--would",if,though
p0000162,1,2.1,causal_connector,capitalized,3,SCC,1-2,1-2,0,1,2,1,15627,5924,open_subtitles,simple_wiki,drill's,woosley,if,because
p0000163,0,0.0,causal_connector,capitalized,3,SCC,3-5,3-5,0,2,2,0,5625,12437,simple_wiki,gutenberg,v-tach,norseman,if,because
p0000164,0,0.0,causal_connector,capitalized,3,SCC,6-10,6-10,0,1,1,0,4337,4587,open_subtitles,gutenberg,houshou,stonewell,because,if
p0000165,1,2.1,causal_connector,capitalized,3,SCC,6-10,6-10,0,2,1,1,15156,5890,gutenberg,open_subtitles,paganism,sofus,though,because
p0000166,0,0.0,causal_connector,capitalized,3,SCC,11-25,11-25,0,1,1,0,9187,1233,open_subtitles,childes,matsuda,vicki,if,because
p0000167,0,0.0,causal_connector,capitalized,3,SCC,11-25,11-25,0,2,2,0,17031,15672,open_subtitles,childes,eminence,hulks,if,if
p0000168,0,0.0,causal_connector,capitalized,3,SCC,26-50,26-50,0,1,1,0,11678,5571,open_subtitles,gutenberg,highlands,hampden,because,if
p0000169,1,2.1,causal_connector,capitalized,3,SCC,26-50,26-50,0,1,2,1,5335,12709,open_subtitles,gutenberg,andromeda,clerke,if,if
p0000170,0,0.0,causal_connector,capitalized,3,SCC,51-100,51-100,0,3-4,3-4,0,10664,738,simple_wiki,gutenberg,pandemic,democrats,because,because
p0000171,1,2.2430000000000003,causal_connector,capitalized,4,SCCC,1-2,1-2,0,3-4,2,1,16445,2359,open_subtitles,fw_preserved_compact_view,adorb'd,chromosom,if,because
p0000172,0,0.0,causal_connector,capitalized,4,SCCC,3-5,3-5,0,3-4,3-4,0,17078,13981,simple_wiki,gutenberg,yevgeny,vendean,because,thus
p0000173,0,0.0,causal_connector,capitalized,4,SCCC,6-10,6-10,0,2,2,0,7222,6254,simple_wiki,open_subtitles,naacp,rlf's,because,though
p0000174,1,2.3,causal_connector,content,1,S,26-50,26-50,0,5-8,3-4,1,7359,7730,open_subtitles,simple_wiki,adapt,reject,because,if
p0000175,0,0.0,causal_connector,content,1,S,26-50,26-50,0,2,2,0,15139,12674,childes,open_subtitles,syllables,announce,if,if
p0000176,0,0.0,causal_connector,content,1,S,51-100,51-100,0,2,2,0,7264,4537,open_subtitles,simple_wiki,utter,tore,if,because
p0000177,0,0.0,causal_connector,content,1,S,51-100,51-100,0,3-4,3-4,0,11751,12969,childes,open_subtitles,sandwiches,thrill,because,if
p0000178,0,0.07100000000000001,causal_connector,content,1,S,51-100,51-100,0,2,2,0,6154,13441,qwen_pair_packed,childes,intend,tickle,if,if
p0000179,0,0.0,causal_connector,content,1,S,51-100,51-100,0,1,1,0,3852,8847,gutenberg,bnc_spoken,gratitude,profile,if,if
p0000180,0,0.0,causal_connector,content,1,S,51-100,51-100,0,2,2,0,20090,2144,open_subtitles,simple_wiki,bulk,rat,because,because
p0000181,0,0.0,causal_connector,content,1,S,51-100,51-100,0,2,2,0,16851,19247,gutenberg,open_subtitles,afterward,leak,therefore,if
