global_step,epoch,stage_length,step_in_epoch,n_chunks,charged_words,active_tokens,masked_tokens,microbatches,cumulative_words
220,0,256,219,315,38419,57242,8557,5,8696638
221,0,256,220,315,39741,57708,8639,5,8736379
222,0,256,221,315,38621,57225,8745,5,8775000
223,0,256,222,315,39447,57390,8822,5,8814447
224,0,256,223,315,39147,57303,8593,5,8853594
225,0,256,224,315,38499,56926,8364,5,8892093
226,0,256,225,315,39833,57684,8785,5,8931926
227,0,256,226,315,38956,57274,8689,5,8970882
228,0,256,227,315,38557,56922,8478,5,9009439
229,0,256,228,315,41014,59910,9192,5,9050453
230,0,256,229,315,38948,57448,8776,5,9089401
231,0,256,230,315,40441,58785,8980,5,9129842
232,0,256,231,315,39456,57533,8660,5,9169298
233,0,256,232,315,38554,57046,8503,5,9207852
234,0,256,233,315,39460,58286,8813,5,9247312
235,0,256,234,315,39035,57250,8799,5,9286347
236,0,256,235,315,42495,61186,9221,5,9328842
237,0,256,236,315,39338,57097,8591,5,9368180
238,0,256,237,315,39104,57302,8493,5,9407284
239,0,256,238,315,39843,58191,8682,5,9447127
240,0,256,239,315,39471,57746,8842,5,9486598
241,0,256,240,315,39164,57493,8758,5,9525762
242,0,256,241,315,39863,57150,8584,5,9565625
243,0,256,242,315,38264,56420,8294,5,9603889
244,0,256,243,315,38477,56453,8509,5,9642366
245,0,256,244,315,40485,58885,8760,5,9682851
246,0,256,245,315,39613,57644,8306,5,9722464
247,0,256,246,315,39562,57626,8584,5,9762026
248,0,256,247,315,38857,56674,8714,5,9800883
249,0,256,248,315,39510,57809,8576,5,9840393
250,0,256,249,315,39931,58554,8757,5,9880324
251,0,256,250,315,39873,58385,8705,5,9920197
252,0,256,251,315,39734,58007,8782,5,9959931
253,0,256,252,315,40069,58432,8605,5,10000000
254,1,256,0,316,40456,59288,8925,5,10040456
255,1,256,1,316,39346,58045,8647,5,10079802
256,1,256,2,316,40006,58350,8627,5,10119808
257,1,256,3,316,40479,58578,8714,5,10160287
258,1,256,4,316,39049,57216,8533,5,10199336
259,1,256,5,316,40263,59063,8797,5,10239599
260,1,256,6,316,39474,57716,8713,5,10279073
261,1,256,7,316,38910,57298,8504,5,10317983
262,1,256,8,316,40333,58371,8770,5,10358316
263,1,256,9,316,39564,58188,8662,5,10397880
264,1,256,10,316,39332,57304,8385,5,10437212
265,1,256,11,316,39106,57480,8676,5,10476318
266,1,256,12,316,39734,58484,8955,5,10516052
267,1,256,13,316,39353,57330,8557,5,10555405
268,1,256,14,316,39408,57627,8588,5,10594813
269,1,256,15,316,39566,57611,8740,5,10634379
270,1,256,16,316,38178,57165,8622,5,10672557
271,1,256,17,316,39743,57671,8576,5,10712300
272,1,256,18,316,40827,59850,9136,5,10753127
273,1,256,19,316,39442,58718,8908,5,10792569
274,1,256,20,316,38516,57131,8605,5,10831085
275,1,256,21,316,40127,58712,8976,5,10871212
276,1,256,22,316,39377,57582,8551,5,10910589
277,1,256,23,316,39452,57524,8504,5,10950041
278,1,256,24,316,38577,56711,8588,5,10988618
279,1,256,25,316,40439,58951,8821,5,11029057
280,1,256,26,316,37449,56035,8431,5,11066506
281,1,256,27,316,39462,58297,8612,5,11105968
282,1,256,28,316,38461,56944,8483,5,11144429
283,1,256,29,316,39375,57754,8698,5,11183804
284,1,256,30,316,39108,57591,8461,5,11222912
285,1,256,31,316,40230,58493,8566,5,11263142
286,1,256,32,316,40674,58681,8775,5,11303816
287,1,256,33,316,39223,57568,8702,5,11343039
288,1,256,34,316,39414,57565,8705,5,11382453
289,1,256,35,316,38047,56548,8464,5,11420500
290,1,256,36,316,38948,56839,8519,5,11459448
291,1,256,37,316,39663,58058,8587,5,11499111
292,1,256,38,316,41036,59581,9062,5,11540147
293,1,256,39,316,40104,58760,8979,5,11580251
294,1,256,40,316,40433,58887,8907,5,11620684
295,1,256,41,316,40024,58344,8816,5,11660708
296,1,256,42,316,39053,57941,9214,5,11699761
297,1,256,43,316,38762,57231,8600,5,11738523
298,1,256,44,316,38894,57720,8236,5,11777417
299,1,256,45,316,39213,57043,8633,5,11816630
300,1,256,46,316,39186,57740,8682,5,11855816
301,1,256,47,316,38543,57004,8669,5,11894359
302,1,256,48,316,40618,59077,9170,5,11934977
303,1,256,49,316,39238,57387,8631,5,11974215
304,1,256,50,316,39589,58339,8908,5,12013804
305,1,256,51,316,41117,59725,8912,5,12054921
306,1,256,52,316,39016,57309,8441,5,12093937
307,1,256,53,316,39443,57690,8459,5,12133380
308,1,256,54,316,39217,57819,8689,5,12172597
309,1,256,55,316,39755,58534,8992,5,12212352
310,1,256,56,316,39396,57651,8521,5,12251748
311,1,256,57,316,40080,58358,8916,5,12291828
312,1,256,58,316,40233,59119,8793,5,12332061
313,1,256,59,316,39739,57488,8615,5,12371800
314,1,256,60,316,40668,58677,8964,5,12412468
315,1,256,61,316,39668,57694,8455,5,12452136
316,1,256,62,316,38138,57149,8613,5,12490274
317,1,256,63,316,40331,58736,8801,5,12530605
318,1,256,64,316,40909,59298,8659,5,12571514
319,1,256,65,316,38033,56468,8758,5,12609547
320,1,256,66,316,39902,57928,8566,5,12649449
321,1,256,67,316,38630,56754,8531,5,12688079
322,1,256,68,316,40472,58651,8764,5,12728551
323,1,256,69,316,40715,58787,8971,5,12769266
324,1,256,70,316,39588,57986,8621,5,12808854
325,1,256,71,316,40509,58588,8814,5,12849363
326,1,256,72,316,38926,57247,8663,5,12888289
327,1,256,73,316,39791,58582,8801,5,12928080
328,1,256,74,316,40318,58613,8844,5,12968398
329,1,256,75,316,38101,55965,8603,5,13006499
330,1,256,76,316,39876,58816,8901,5,13046375
331,1,256,77,316,38835,57008,8692,5,13085210
332,1,256,78,316,38734,57121,8480,5,13123944
333,1,256,79,316,39478,57679,8859,5,13163422
334,1,256,80,316,40787,58483,8884,5,13204209
335,1,256,81,316,39599,58191,8786,5,13243808
336,1,256,82,316,38768,57554,8431,5,13282576
337,1,256,83,316,39308,58229,8977,5,13321884
338,1,256,84,316,38785,57119,8740,5,13360669
339,1,256,85,316,39686,58452,8794,5,13400355
340,1,256,86,316,40215,59225,8888,5,13440570
341,1,256,87,316,39531,57048,8493,5,13480101
342,1,256,88,316,40086,58829,8698,5,13520187
343,1,256,89,316,39025,57298,8574,5,13559212
344,1,256,90,316,40928,59026,8859,5,13600140
345,1,256,91,316,39994,58553,8781,5,13640134
346,1,256,92,316,39509,57821,8755,5,13679643
347,1,256,93,316,40787,59263,8865,5,13720430
348,1,256,94,316,38796,57218,8561,5,13759226
349,1,256,95,316,41272,60165,9162,5,13800498
350,1,256,96,316,39074,58421,8696,5,13839572
351,1,256,97,316,38866,57491,8595,5,13878438
352,1,256,98,316,40294,58910,8686,5,13918732
353,1,256,99,316,38917,57041,8485,5,13957649
354,1,256,100,316,40047,59479,8880,5,13997696
355,1,256,101,316,39044,58245,8698,5,14036740
356,1,256,102,316,39964,58602,8602,5,14076704
357,1,256,103,316,40507,59458,8690,5,14117211
358,1,256,104,316,40814,59521,8861,5,14158025
359,1,256,105,316,38814,57280,8561,5,14196839
360,1,256,106,316,39599,58748,8820,5,14236438
361,1,256,107,316,38883,56912,8394,5,14275321
362,1,256,108,316,39683,58215,8906,5,14315004
363,1,256,109,316,39170,57645,8580,5,14354174
364,1,256,110,316,40023,58307,8966,5,14394197
365,1,256,111,316,40905,59703,8895,5,14435102
366,1,256,112,316,39095,57406,8508,5,14474197
367,1,256,113,316,39592,57700,8421,5,14513789
368,1,256,114,316,38701,57366,8593,5,14552490
369,1,256,115,316,39889,58193,8644,5,14592379
370,1,256,116,316,38732,56425,8639,5,14631111
371,1,256,117,316,39554,57931,8614,5,14670665
372,1,256,118,316,40114,58293,8836,5,14710779
373,1,256,119,316,41387,59754,8909,5,14752166
374,1,256,120,316,38531,57174,8320,5,14790697
375,1,256,121,316,40029,58500,8789,5,14830726
376,1,256,122,316,39873,57928,8861,5,14870599
377,1,256,123,316,39053,57948,8858,5,14909652
378,1,256,124,316,39432,57945,8629,5,14949084
379,1,256,125,316,38904,57542,8840,5,14987988
380,1,256,126,316,41296,59425,9008,5,15029284
381,1,256,127,316,39927,57904,8808,5,15069211
382,1,256,128,316,38470,57316,8572,5,15107681
383,1,256,129,316,40505,59445,8900,5,15148186
384,1,256,130,316,41136,59599,8885,5,15189322
385,1,256,131,316,39209,57604,8461,5,15228531
386,1,256,132,316,38865,57431,8668,5,15267396
387,1,256,133,316,40139,59268,9119,5,15307535
388,1,256,134,316,38685,56782,8587,5,15346220
389,1,256,135,316,38805,57093,8674,5,15385025
390,1,256,136,316,39458,57877,8650,5,15424483
391,1,256,137,316,40614,58863,8749,5,15465097
392,1,256,138,316,39970,58682,8713,5,15505067
393,1,256,139,316,38654,56618,8388,5,15543721
394,1,256,140,316,39067,57961,8818,5,15582788
395,1,256,141,316,40128,58795,8938,5,15622916
396,1,256,142,316,39328,57961,8692,5,15662244
397,1,256,143,316,39739,58520,8699,5,15701983
398,1,256,144,316,38822,57444,8627,5,15740805
399,1,256,145,316,39784,58719,8900,5,15780589
400,1,256,146,316,40172,58357,8622,5,15820761
401,1,256,147,316,40188,59400,9085,5,15860949
402,1,256,148,316,39527,58817,8720,5,15900476
403,1,256,149,316,39166,57891,8836,5,15939642
404,1,256,150,316,38395,56591,8397,5,15978037
405,1,256,151,316,39284,57771,8661,5,16017321
406,1,256,152,316,39748,57763,8535,5,16057069
407,1,256,153,316,38544,57282,8540,5,16095613
408,1,256,154,316,39668,58440,8871,5,16135281
409,1,256,155,316,39598,57686,8464,5,16174879
410,1,256,156,316,40594,58806,8839,5,16215473
411,1,256,157,316,40371,58688,8932,5,16255844
412,1,256,158,316,39875,58302,8662,5,16295719
413,1,256,159,316,39295,57384,8495,5,16335014
414,1,256,160,316,38606,56774,8445,5,16373620
415,1,256,161,316,38103,56774,8354,5,16411723
416,1,256,162,316,40526,58909,8993,5,16452249
417,1,256,163,316,38796,57318,8476,5,16491045
418,1,256,164,316,40651,58741,8851,5,16531696
419,1,256,165,316,39835,58767,8752,5,16571531
420,1,256,166,316,40809,59068,8798,5,16612340
421,1,256,167,316,40440,59490,8908,5,16652780
422,1,256,168,316,38759,57206,8590,5,16691539
423,1,256,169,316,39558,58007,8823,5,16731097
424,1,256,170,316,39205,57895,8443,5,16770302
425,1,256,171,316,39364,58515,8755,5,16809666
426,1,256,172,316,39512,57706,8693,5,16849178
427,1,256,173,316,38503,56782,8533,5,16887681
428,1,256,174,316,39507,57801,8675,5,16927188
429,1,256,175,316,40325,58738,8757,5,16967513
430,1,256,176,316,39713,58305,8750,5,17007226
431,1,256,177,316,39692,58288,8724,5,17046918
432,1,256,178,316,40037,58568,8870,5,17086955
433,1,256,179,316,40248,58486,8799,5,17127203
434,1,256,180,316,37832,56415,8596,5,17165035
435,1,256,181,316,41203,59821,8945,5,17206238
436,1,256,182,316,38816,57799,8606,5,17245054
437,1,256,183,316,39142,57460,8631,5,17284196
438,1,256,184,316,39395,57791,8751,5,17323591
439,1,256,185,316,39044,57719,8553,5,17362635
440,1,256,186,316,40468,58975,8736,5,17403103
441,1,256,187,315,38443,57261,8475,5,17441546
442,1,256,188,315,39386,57660,8634,5,17480932
443,1,256,189,315,40043,58439,8629,5,17520975
444,1,256,190,315,39716,58239,8813,5,17560691
445,1,256,191,315,38435,56789,8433,5,17599126
446,1,256,192,315,39679,57915,8546,5,17638805
447,1,256,193,315,38858,57484,8641,5,17677663
448,1,256,194,315,39290,57992,8801,5,17716953
449,1,256,195,315,40269,58510,8557,5,17757222
450,1,256,196,315,40908,58951,8860,5,17798130
451,1,256,197,315,38694,57651,8694,5,17836824
452,1,256,198,315,38774,57103,8646,5,17875598
453,1,256,199,315,40129,59029,8938,5,17915727
454,1,256,200,315,37736,55835,8532,5,17953463
455,1,256,201,315,39874,58821,8754,5,17993337
456,1,256,202,315,39088,57615,8561,5,18032425
457,1,256,203,315,39611,57962,8604,5,18072036
458,1,256,204,315,38773,56954,8585,5,18110809
459,1,256,205,315,40190,59381,8865,5,18150999
460,1,256,206,315,39276,57509,8699,5,18190275
461,1,256,207,315,39390,57658,8819,5,18229665
462,1,256,208,315,39329,58205,8787,5,18268994
463,1,256,209,315,40505,59268,8889,5,18309499
464,1,256,210,315,39575,57845,8680,5,18349074
465,1,256,211,315,40566,59250,8758,5,18389640
466,1,256,212,315,40468,58457,8700,5,18430108
467,1,256,213,315,39046,57690,8787,5,18469154
468,1,256,214,315,37904,55391,8275,5,18507058
469,1,256,215,315,37801,56370,8481,5,18544859
470,1,256,216,315,39170,57339,8609,5,18584029
471,1,256,217,315,39749,58376,8675,5,18623778
472,1,256,218,315,38496,56588,8590,5,18662274
473,1,256,219,315,38984,56991,8483,5,18701258
474,1,256,220,315,40154,58291,8761,5,18741412
475,1,256,221,315,39628,58494,8990,5,18781040
476,1,256,222,315,38267,55885,8272,5,18819307
477,1,256,223,315,39768,58137,8605,5,18859075
478,1,256,224,315,40630,58660,8904,5,18899705
479,1,256,225,315,37677,56301,8614,5,18937382
480,1,256,226,315,38793,57335,8610,5,18976175
481,1,256,227,315,39384,58142,8965,5,19015559
482,1,256,228,315,38129,56432,8436,5,19053688
483,1,256,229,315,40312,58408,8738,5,19094000
484,1,256,230,315,39287,57418,8957,5,19133287
485,1,256,231,315,40929,58834,8943,5,19174216
486,1,256,232,315,40077,57603,8678,5,19214293
487,1,256,233,315,39645,57497,8697,5,19253938
488,1,256,234,315,39559,58385,8891,5,19293497
489,1,256,235,315,39490,57794,8553,5,19332987
490,1,256,236,315,39994,58322,8585,5,19372981
491,1,256,237,315,38889,57581,8687,5,19411870
492,1,256,238,315,39673,58098,8602,5,19451543
493,1,256,239,315,39754,58609,8719,5,19491297
494,1,256,240,315,38829,57634,8481,5,19530126
495,1,256,241,315,37597,56099,8560,5,19567723
496,1,256,242,315,39023,57333,8710,5,19606746
497,1,256,243,315,40055,58634,8576,5,19646801
498,1,256,244,315,39016,57511,8408,5,19685817
499,1,256,245,315,41261,58924,8721,5,19727078
500,1,256,246,315,39652,57515,8570,5,19766730
501,1,256,247,315,39697,57637,8680,5,19806427
502,1,256,248,315,38261,56426,8447,5,19844688
503,1,256,249,315,39407,57955,8539,5,19884095
504,1,256,250,315,38447,56391,8382,5,19922542
505,1,256,251,315,38986,57552,8621,5,19961528
506,1,256,252,315,38472,56163,8605,5,20000000
