global_step,epoch,stage_length,n_chunks,charged_words,active_tokens,masked_tokens,microbatches,cumulative_words
60,0,256,301,39752,55601,8568,5,2400234
61,0,256,301,39333,55203,8289,5,2439567
62,0,256,301,38793,54687,8237,5,2478360
63,0,256,301,38878,54290,8156,5,2517238
64,0,256,301,39707,55515,8157,5,2556945
65,0,256,301,39185,54568,8112,5,2596130
66,0,256,301,38279,53545,8244,5,2634409
67,0,256,301,39778,55370,8399,5,2674187
68,0,256,301,38702,54759,8108,5,2712889
69,0,256,301,38976,55170,8262,5,2751865
70,0,256,301,39930,55851,8200,5,2791795
71,0,256,301,39887,55232,8348,5,2831682
72,0,256,301,38717,54152,8185,5,2870399
73,0,256,301,38553,53450,7900,5,2908952
74,0,256,301,39159,54880,8319,5,2948111
75,0,256,301,38665,54447,8135,5,2986776
76,0,256,301,40372,56430,8717,5,3027148
77,0,256,301,39150,54370,7992,5,3066298
78,0,256,301,39884,55646,8369,5,3106182
79,0,256,301,39716,55688,8534,5,3145898
80,0,256,301,39682,55017,8060,5,3185580
81,0,256,301,39659,55861,8370,5,3225239
82,0,256,301,40456,56241,8547,5,3265695
83,0,256,301,39396,54485,8142,5,3305091
84,0,256,301,39867,55439,8195,5,3344958
85,0,256,301,39282,54596,8150,5,3384240
86,0,256,301,38722,53825,7991,5,3422962
87,0,256,301,39213,55370,8251,5,3462175
88,0,256,301,39013,54694,8234,5,3501188
89,0,256,301,38228,54150,8185,5,3539416
90,0,256,301,38958,54927,8236,5,3578374
91,0,256,301,39816,56074,8264,5,3618190
92,0,256,301,40590,56054,8419,5,3658780
93,0,256,301,39737,55420,8300,5,3698517
94,0,256,301,38737,54542,8116,5,3737254
95,0,256,301,38939,54104,7973,5,3776193
96,0,256,301,38072,52757,7980,5,3814265
97,0,256,301,40109,55882,8136,5,3854374
98,0,256,301,40465,56241,8497,5,3894839
99,0,256,301,39623,55869,8487,5,3934462
100,0,256,301,39102,55053,8400,5,3973564
101,0,256,301,39081,54867,8411,5,4012645
102,0,256,301,39210,55056,8236,5,4051855
103,0,256,301,38455,54092,7976,5,4090310
104,0,256,301,38826,55054,8147,5,4129136
105,0,256,301,39201,54782,8057,5,4168337
106,0,256,301,40866,56084,8645,5,4209203
107,0,256,301,39464,54904,8365,5,4248667
108,0,256,301,39797,55117,8148,5,4288464
109,0,256,301,39412,54918,8189,5,4327876
110,0,256,301,38392,53685,8264,5,4366268
111,0,256,301,39758,55043,8128,5,4406026
112,0,256,301,38776,54579,8259,5,4444802
113,0,256,301,40345,55937,8224,5,4485147
114,0,256,301,39642,55570,8343,5,4524789
115,0,256,301,40669,56157,8221,5,4565458
116,0,256,301,39604,55542,8270,5,4605062
117,0,256,301,39430,54873,8228,5,4644492
118,0,256,301,39621,55493,8110,5,4684113
119,0,256,301,39169,54254,8075,5,4723282
120,0,256,301,39203,54546,8186,5,4762485
121,0,256,301,40065,56157,8322,5,4802550
122,0,256,301,40547,55991,8406,5,4843097
123,0,256,301,38784,54979,8125,5,4881881
124,0,256,301,40514,55986,8438,5,4922395
125,0,256,301,38785,54603,8265,5,4961180
126,0,256,301,39136,54839,8365,5,5000316
127,0,256,301,39716,56074,8414,5,5040032
128,0,256,301,40043,55654,8183,5,5080075
129,0,256,301,40306,54995,8341,5,5120381
130,0,256,301,39782,55623,8309,5,5160163
131,0,256,301,39056,54457,8412,5,5199219
132,0,256,301,39747,55159,8451,5,5238966
133,0,256,301,39174,55108,8022,5,5278140
134,0,256,301,39092,55183,8199,5,5317232
135,0,256,301,38911,54696,8160,5,5356143
136,0,256,301,38896,55183,8389,5,5395039
137,0,256,301,39417,55176,8233,5,5434456
138,0,256,301,40325,56498,8269,5,5474781
139,0,256,301,38396,54151,8041,5,5513177
140,0,256,301,39286,54636,8412,5,5552463
141,0,256,301,39379,54620,8252,5,5591842
142,0,256,301,38431,54282,8152,5,5630273
143,0,256,301,39379,54823,8151,5,5669652
144,0,256,301,40022,55554,8386,5,5709674
145,0,256,301,38539,54402,8154,5,5748213
146,0,256,301,39410,54949,8226,5,5787623
147,0,256,301,39834,55435,8165,5,5827457
148,0,256,301,38486,54335,8191,5,5865943
149,0,256,301,37796,53175,8037,5,5903739
150,0,256,301,39287,55338,8468,5,5943026
151,0,256,301,38451,53735,8246,5,5981477
152,0,256,301,39353,55367,8400,5,6020830
153,0,256,301,40621,55882,8470,5,6061451
154,0,256,301,40267,55732,8410,5,6101718
155,0,256,301,39802,55186,8491,5,6141520
156,0,256,301,38589,54223,8160,5,6180109
157,0,256,301,39231,54667,8170,5,6219340
158,0,256,301,38714,54860,8084,5,6258054
159,0,256,301,40867,56630,8568,5,6298921
160,0,256,301,39247,54793,8433,5,6338168
161,0,256,301,39123,55842,8196,5,6377291
162,0,256,301,40771,56624,8711,5,6418062
163,0,256,301,39795,55445,8425,5,6457857
164,0,256,301,39554,54591,8275,5,6497411
165,0,256,301,39058,54666,8064,5,6536469
166,0,256,301,39814,54727,8216,5,6576283
167,0,256,301,39662,54851,8082,5,6615945
168,0,256,301,38451,54271,8012,5,6654396
169,0,256,301,40386,56929,8394,5,6694782
170,0,256,301,39694,55475,8416,5,6734476
171,0,256,301,39274,55365,8189,5,6773750
172,0,256,301,40328,56338,8446,5,6814078
173,0,256,301,38948,55151,8299,5,6853026
174,0,256,301,38252,54401,8230,5,6891278
175,0,256,301,40192,56070,8308,5,6931470
176,0,256,301,40097,56396,8508,5,6971567
177,0,256,301,39788,54958,8305,5,7011355
178,0,256,301,39836,54842,8207,5,7051191
179,0,256,301,38497,54627,8245,5,7089688
180,0,256,301,38235,53631,8014,5,7127923
181,0,256,301,38350,54137,8204,5,7166273
182,0,256,301,40010,55780,8350,5,7206283
183,0,256,301,39709,56245,8543,5,7245992
184,0,256,301,40113,55636,8412,5,7286105
185,0,256,301,38654,54569,8198,5,7324759
186,0,256,301,39441,55261,8160,5,7364200
187,0,256,301,38987,55131,8329,5,7403187
188,0,256,301,37306,53558,8179,5,7440493
189,0,256,301,37456,53593,7824,5,7477949
190,0,256,301,39796,55413,8358,5,7517745
191,0,256,301,38973,54115,8323,5,7556718
192,0,256,301,38635,54427,7922,5,7595353
193,0,256,301,40246,55748,8293,5,7635599
194,0,256,301,38536,54952,8304,5,7674135
195,0,256,301,38920,54572,8145,5,7713055
196,0,256,301,40069,56075,8464,5,7753124
197,0,256,301,39008,54890,8460,5,7792132
198,0,256,301,39596,55589,8344,5,7831728
199,0,256,301,40011,55724,8335,5,7871739
200,0,256,301,38245,54395,8134,5,7909984
201,0,256,301,40283,55971,8306,5,7950267
202,0,256,301,40021,56036,8290,5,7990288
203,0,256,301,39448,55466,8454,5,8029736
204,0,256,301,39135,54603,8368,5,8068871
205,0,256,301,39923,55128,8346,5,8108794
206,0,256,301,40295,56098,8282,5,8149089
207,0,256,301,40355,56045,8338,5,8189444
208,0,256,301,38669,54909,8185,5,8228113
209,0,256,301,40426,56561,8338,5,8268539
210,0,256,301,38454,53920,8196,5,8306993
211,0,256,301,39493,55088,8278,5,8346486
212,0,256,301,39388,54435,8298,5,8385874
213,0,256,301,40770,56740,8567,5,8426644
214,0,256,301,40382,56351,8688,5,8467026
215,0,256,301,39141,55073,8234,5,8506167
216,0,256,301,39891,55984,8283,5,8546058
217,0,256,301,37940,53776,8217,5,8583998
218,0,256,301,39080,55221,8058,5,8623078
219,0,256,301,39889,56226,8644,5,8662967
220,0,256,301,38259,54312,8220,5,8701226
221,0,256,301,39344,54859,8417,5,8740570
222,0,256,301,38778,54459,8269,5,8779348
223,0,256,301,39639,54928,8176,5,8818987
224,0,256,301,37776,53247,7848,5,8856763
225,0,256,301,39032,54872,8306,5,8895795
226,0,256,301,39754,55464,8195,5,8935549
227,0,256,301,39191,54743,8208,5,8974740
228,0,256,301,38700,54298,8155,5,9013440
229,0,256,301,40222,55645,8408,5,9053662
230,0,256,301,38626,54160,8293,5,9092288
231,0,256,301,38527,54268,8124,5,9130815
232,0,256,301,38909,54231,8227,5,9169724
233,0,256,301,39315,54309,8144,5,9209039
234,0,256,301,40061,55027,8345,5,9249100
235,0,256,301,38977,55210,8310,5,9288077
236,0,256,301,39521,55151,8314,5,9327598
237,0,256,301,37831,53983,8092,5,9365429
238,0,256,301,39853,55557,8306,5,9405282
239,0,256,301,39274,54662,8189,5,9444556
240,0,256,301,38995,54526,8152,5,9483551
241,0,256,301,39367,54843,8155,5,9522918
242,0,256,301,41307,56568,8449,5,9564225
243,0,256,301,39489,55497,8302,5,9603714
244,0,256,301,39975,55390,8373,5,9643689
245,0,256,301,39097,54798,8105,5,9682786
246,0,256,301,40066,55774,8569,5,9722852
247,0,256,301,39849,55797,8334,5,9762701
248,0,256,301,39518,55477,8432,5,9802219
249,0,256,301,39460,54787,8335,5,9841679
250,0,256,301,40093,55962,8321,5,9881772
251,0,256,301,39847,55226,8151,5,9921619
252,0,256,301,38978,54733,8200,5,9960597
253,0,256,301,39403,55274,8196,5,10000000
254,1,256,302,42118,54397,8204,5,10042118
255,1,256,302,42401,54633,8156,5,10084519
256,1,256,302,41924,54070,8371,5,10126443
257,1,256,302,42473,54386,8129,5,10168916
258,1,256,302,42356,54586,8200,5,10211272
259,1,256,302,42912,55965,8354,5,10254184
260,1,256,302,42950,55607,8576,5,10297134
261,1,256,302,42585,55122,8156,5,10339719
262,1,256,302,42750,55218,8245,5,10382469
263,1,256,302,42574,55012,8083,5,10425043
264,1,256,302,40430,56068,8295,5,10465473
265,1,256,301,39767,55769,8250,5,10505240
266,1,256,301,40206,56229,8309,5,10545446
267,1,256,301,40495,56447,8497,5,10585941
268,1,256,301,39782,55557,8300,5,10625723
269,1,256,301,38517,54104,8012,5,10664240
270,1,256,301,39181,54516,8171,5,10703421
271,1,256,301,39489,55269,8324,5,10742910
272,1,256,301,39369,55177,8295,5,10782279
273,1,256,301,39051,54999,8265,5,10821330
274,1,256,301,39971,55711,8628,5,10861301
275,1,256,301,40650,55883,8654,5,10901951
276,1,256,301,38143,53969,7996,5,10940094
277,1,256,301,41108,56338,8392,5,10981202
278,1,256,301,38766,55249,8365,5,11019968
279,1,256,301,39043,54965,8324,5,11059011
280,1,256,301,39239,54898,8310,5,11098250
281,1,256,301,38742,54783,8260,5,11136992
282,1,256,301,39681,55176,8444,5,11176673
283,1,256,301,40392,55803,8562,5,11217065
284,1,256,301,38033,53967,8049,5,11255098
285,1,256,301,40819,56368,8179,5,11295917
286,1,256,301,39214,55240,8362,5,11335131
287,1,256,301,38488,53849,8211,5,11373619
288,1,256,301,40653,56170,8180,5,11414272
289,1,256,301,40222,55919,8369,5,11454494
290,1,256,301,41258,56509,8305,5,11495752
291,1,256,301,36733,52372,7720,5,11532485
292,1,256,301,39966,55503,8446,5,11572451
293,1,256,301,39502,55462,8030,5,11611953
294,1,256,301,40656,56940,8434,5,11652609
295,1,256,301,39009,55168,8281,5,11691618
296,1,256,301,38322,54276,8081,5,11729940
297,1,256,301,38980,54144,8232,5,11768920
298,1,256,301,40049,55688,8251,5,11808969
299,1,256,301,38775,54685,7953,5,11847744
300,1,256,301,38290,54983,8052,5,11886034
301,1,256,301,38821,54451,8130,5,11924855
302,1,256,301,40719,56880,8675,5,11965574
303,1,256,301,37980,54071,8062,5,12003554
304,1,256,301,40015,55799,8216,5,12043569
305,1,256,301,41673,57036,8577,5,12085242
306,1,256,301,39461,54829,8194,5,12124703
307,1,256,301,38530,54658,8142,5,12163233
308,1,256,301,39019,54555,8243,5,12202252
309,1,256,301,39073,55032,8338,5,12241325
310,1,256,301,40157,56359,8512,5,12281482
311,1,256,301,38833,53676,8087,5,12320315
312,1,256,301,40167,56327,8517,5,12360482
313,1,256,301,39752,55601,8487,5,12400234
314,1,256,301,39333,55203,8354,5,12439567
315,1,256,301,38793,54687,8197,5,12478360
316,1,256,301,38878,54290,7927,5,12517238
317,1,256,301,39707,55515,8166,5,12556945
318,1,256,301,39185,54568,7898,5,12596130
319,1,256,301,38279,53545,8051,5,12634409
320,1,256,301,39778,55370,8269,5,12674187
321,1,256,301,38702,54759,8222,5,12712889
322,1,256,301,38976,55170,8249,5,12751865
323,1,256,301,39930,55851,8360,5,12791795
324,1,256,301,39887,55232,8528,5,12831682
325,1,256,301,38717,54152,7892,5,12870399
326,1,256,301,38553,53450,8094,5,12908952
327,1,256,301,39159,54880,8316,5,12948111
328,1,256,301,38665,54447,8083,5,12986776
329,1,256,301,40372,56430,8581,5,13027148
330,1,256,301,39150,54370,8085,5,13066298
331,1,256,301,39884,55646,8151,5,13106182
332,1,256,301,39716,55688,8526,5,13145898
333,1,256,301,39682,55017,8213,5,13185580
334,1,256,301,39659,55861,8377,5,13225239
335,1,256,301,40456,56241,8440,5,13265695
336,1,256,301,39396,54485,8162,5,13305091
337,1,256,301,39867,55439,8244,5,13344958
338,1,256,301,39282,54596,8270,5,13384240
339,1,256,301,38722,53825,8186,5,13422962
340,1,256,301,39213,55370,8205,5,13462175
341,1,256,301,39013,54694,8286,5,13501188
342,1,256,301,38228,54150,8087,5,13539416
343,1,256,301,38958,54927,8376,5,13578374
344,1,256,301,39816,56074,8747,5,13618190
345,1,256,301,40590,56054,8188,5,13658780
346,1,256,301,39737,55420,8379,5,13698517
347,1,256,301,38737,54542,8024,5,13737254
348,1,256,301,38939,54104,8165,5,13776193
349,1,256,301,38072,52757,7824,5,13814265
350,1,256,301,40109,55882,8277,5,13854374
351,1,256,301,40465,56241,8405,5,13894839
352,1,256,301,39623,55869,8311,5,13934462
353,1,256,301,39102,55053,8286,5,13973564
354,1,256,301,39081,54867,8359,5,14012645
355,1,256,301,39210,55056,8334,5,14051855
356,1,256,301,38455,54092,8057,5,14090310
357,1,256,301,38826,55054,8318,5,14129136
358,1,256,301,39201,54782,8230,5,14168337
359,1,256,301,40866,56084,8435,5,14209203
360,1,256,301,39464,54904,8406,5,14248667
361,1,256,301,39797,55117,8252,5,14288464
362,1,256,301,39412,54918,8355,5,14327876
363,1,256,301,38392,53685,8196,5,14366268
364,1,256,301,39758,55043,8410,5,14406026
365,1,256,301,38776,54579,8183,5,14444802
366,1,256,301,40345,55937,8516,5,14485147
367,1,256,301,39642,55570,8092,5,14524789
368,1,256,301,40669,56157,8375,5,14565458
369,1,256,301,39604,55542,8421,5,14605062
370,1,256,301,39430,54873,8126,5,14644492
371,1,256,301,39621,55493,8139,5,14684113
372,1,256,301,39169,54254,8134,5,14723282
373,1,256,301,39203,54546,7975,5,14762485
374,1,256,301,40065,56157,8651,5,14802550
375,1,256,301,40547,55991,8377,5,14843097
376,1,256,301,38784,54979,8276,5,14881881
377,1,256,301,40514,55986,8427,5,14922395
378,1,256,301,38785,54603,8098,5,14961180
379,1,256,301,39136,54839,8077,5,15000316
380,1,256,301,39716,56074,8278,5,15040032
381,1,256,301,40043,55654,8396,5,15080075
382,1,256,301,40306,54995,8187,5,15120381
383,1,256,301,39782,55623,8272,5,15160163
384,1,256,301,39056,54457,8400,5,15199219
385,1,256,301,39747,55159,8296,5,15238966
386,1,256,301,39174,55108,8057,5,15278140
387,1,256,301,39092,55183,8166,5,15317232
388,1,256,301,38911,54696,8378,5,15356143
389,1,256,301,38896,55183,8431,5,15395039
390,1,256,301,39417,55176,8343,5,15434456
391,1,256,301,40325,56498,8437,5,15474781
392,1,256,301,38396,54151,8379,5,15513177
393,1,256,301,39286,54636,8433,5,15552463
394,1,256,301,39379,54620,8002,5,15591842
395,1,256,301,38431,54282,8146,5,15630273
396,1,256,301,39379,54823,8207,5,15669652
397,1,256,301,40022,55554,8259,5,15709674
398,1,256,301,38539,54402,8166,5,15748213
399,1,256,301,39410,54949,8307,5,15787623
400,1,256,301,39834,55435,8389,5,15827457
401,1,256,301,38486,54335,8002,5,15865943
402,1,256,301,37796,53175,7788,5,15903739
403,1,256,301,39287,55338,8189,5,15943026
404,1,256,301,38451,53735,8053,5,15981477
405,1,256,301,39353,55367,8243,5,16020830
406,1,256,301,40621,55882,8338,5,16061451
407,1,256,301,40267,55732,8514,5,16101718
408,1,256,301,39802,55186,8430,5,16141520
409,1,256,301,38589,54223,8302,5,16180109
410,1,256,301,39231,54667,8203,5,16219340
411,1,256,301,38714,54860,8215,5,16258054
412,1,256,301,40867,56630,8657,5,16298921
413,1,256,301,39247,54793,8274,5,16338168
414,1,256,301,39123,55842,8441,5,16377291
415,1,256,301,40771,56624,8434,5,16418062
416,1,256,301,39795,55445,8436,5,16457857
417,1,256,301,39554,54591,8116,5,16497411
418,1,256,301,39058,54666,8221,5,16536469
419,1,256,301,39814,54727,8091,5,16576283
420,1,256,301,39662,54851,8253,5,16615945
421,1,256,301,38451,54271,8307,5,16654396
422,1,256,301,40386,56929,8286,5,16694782
423,1,256,301,39694,55475,8068,5,16734476
424,1,256,301,39274,55365,8248,5,16773750
425,1,256,301,40328,56338,8565,5,16814078
426,1,256,301,38948,55151,8238,5,16853026
427,1,256,301,38252,54401,7970,5,16891278
428,1,256,301,40192,56070,8457,5,16931470
429,1,256,301,40097,56396,8605,5,16971567
430,1,256,301,39788,54958,8229,5,17011355
431,1,256,301,39836,54842,8196,5,17051191
432,1,256,301,38497,54627,8250,5,17089688
433,1,256,301,38235,53631,8039,5,17127923
434,1,256,301,38350,54137,8101,5,17166273
435,1,256,301,40010,55780,8406,5,17206283
436,1,256,301,39709,56245,8209,5,17245992
437,1,256,301,40113,55636,8334,5,17286105
438,1,256,301,38654,54569,8287,5,17324759
439,1,256,301,39441,55261,8133,5,17364200
440,1,256,301,38987,55131,8311,5,17403187
441,1,256,301,37306,53558,8187,5,17440493
442,1,256,301,37456,53593,8002,5,17477949
443,1,256,301,39796,55413,8301,5,17517745
444,1,256,301,38973,54115,8162,5,17556718
445,1,256,301,38635,54427,8214,5,17595353
446,1,256,301,40246,55748,8232,5,17635599
447,1,256,301,38536,54952,8207,5,17674135
448,1,256,301,38920,54572,8357,5,17713055
449,1,256,301,40069,56075,8280,5,17753124
450,1,256,301,39008,54890,8311,5,17792132
451,1,256,301,39596,55589,8260,5,17831728
452,1,256,301,40011,55724,8291,5,17871739
453,1,256,301,38245,54395,8117,5,17909984
454,1,256,301,40283,55971,8362,5,17950267
455,1,256,301,40021,56036,8634,5,17990288
456,1,256,301,39448,55466,8345,5,18029736
457,1,256,301,39135,54603,8150,5,18068871
458,1,256,301,39923,55128,8247,5,18108794
459,1,256,301,40295,56098,8418,5,18149089
460,1,256,301,40355,56045,8420,5,18189444
461,1,256,301,38669,54909,8105,5,18228113
462,1,256,301,40426,56561,8387,5,18268539
463,1,256,301,38454,53920,8178,5,18306993
464,1,256,301,39493,55088,8145,5,18346486
465,1,256,301,39388,54435,8081,5,18385874
466,1,256,301,40770,56740,8640,5,18426644
467,1,256,301,40382,56351,8371,5,18467026
468,1,256,301,39141,55073,8112,5,18506167
469,1,256,301,39891,55984,8341,5,18546058
470,1,256,301,37940,53776,7888,5,18583998
471,1,256,301,39080,55221,8133,5,18623078
472,1,256,301,39889,56226,8513,5,18662967
473,1,256,301,38259,54312,8238,5,18701226
474,1,256,301,39344,54859,8152,5,18740570
475,1,256,301,38778,54459,8241,5,18779348
476,1,256,301,39639,54928,8311,5,18818987
477,1,256,301,37776,53247,7972,5,18856763
478,1,256,301,39032,54872,8273,5,18895795
479,1,256,301,39754,55464,8155,5,18935549
480,1,256,301,39191,54743,8154,5,18974740
481,1,256,301,38700,54298,8155,5,19013440
482,1,256,301,40222,55645,8483,5,19053662
483,1,256,301,38626,54160,8243,5,19092288
484,1,256,301,38527,54268,8133,5,19130815
485,1,256,301,38909,54231,8265,5,19169724
486,1,256,301,39315,54309,8115,5,19209039
487,1,256,301,40061,55027,8313,5,19249100
488,1,256,301,38977,55210,8239,5,19288077
489,1,256,301,39521,55151,8485,5,19327598
490,1,256,301,37831,53983,8234,5,19365429
491,1,256,301,39853,55557,8403,5,19405282
492,1,256,301,39274,54662,8351,5,19444556
493,1,256,301,38995,54526,8146,5,19483551
494,1,256,301,39367,54843,8156,5,19522918
495,1,256,301,41307,56568,8584,5,19564225
496,1,256,301,39489,55497,8332,5,19603714
497,1,256,301,39975,55390,8310,5,19643689
498,1,256,301,39097,54798,8259,5,19682786
499,1,256,301,40066,55774,8313,5,19722852
500,1,256,301,39849,55797,8511,5,19762701
501,1,256,301,39518,55477,8360,5,19802219
502,1,256,301,39460,54787,8396,5,19841679
503,1,256,301,40093,55962,8339,5,19881772
504,1,256,301,39847,55226,8367,5,19921619
505,1,256,301,38978,54733,8123,5,19960597
506,1,256,301,39403,55274,8159,5,20000000
507,2,256,302,42118,54397,8382,5,20042118
508,2,256,302,42401,54633,8285,5,20084519
509,2,256,302,41924,54070,8074,5,20126443
510,2,256,302,42473,54386,8065,5,20168916
511,2,256,302,42356,54586,8287,5,20211272
512,2,256,302,42912,55965,8282,5,20254184
513,2,256,302,42950,55607,8329,5,20297134
514,2,256,302,42585,55122,8136,5,20339719
515,2,256,302,42750,55218,8191,5,20382469
516,2,256,302,42574,55012,8212,5,20425043
517,2,256,302,40430,56068,8527,5,20465473
518,2,256,301,39767,55769,8322,5,20505240
519,2,256,301,40206,56229,8187,5,20545446
520,2,256,301,40495,56447,8390,5,20585941
521,2,256,301,39782,55557,8439,5,20625723
522,2,256,301,38517,54104,8249,5,20664240
523,2,256,301,39181,54516,8187,5,20703421
524,2,256,301,39489,55269,8218,5,20742910
525,2,256,301,39369,55177,8363,5,20782279
526,2,256,301,39051,54999,8236,5,20821330
527,2,256,301,39971,55711,8411,5,20861301
528,2,256,301,40650,55883,8120,5,20901951
529,2,256,301,38143,53969,7822,5,20940094
530,2,256,301,41108,56338,8248,5,20981202
531,2,256,301,38766,55249,8159,5,21019968
532,2,256,301,39043,54965,8240,5,21059011
533,2,256,301,39239,54898,8207,5,21098250
534,2,256,301,38742,54783,8245,5,21136992
535,2,256,301,39681,55176,8208,5,21176673
536,2,256,301,40392,55803,8276,5,21217065
537,2,256,301,38033,53967,8015,5,21255098
538,2,256,301,40819,56368,8586,5,21295917
539,2,256,301,39214,55240,8307,5,21335131
540,2,256,301,38488,53849,8049,5,21373619
541,2,256,301,40653,56170,8504,5,21414272
542,2,256,301,40222,55919,8357,5,21454494
543,2,256,301,41258,56509,8380,5,21495752
544,2,256,301,36733,52372,7817,5,21532485
545,2,256,301,39966,55503,8286,5,21572451
546,2,256,301,39502,55462,8543,5,21611953
547,2,256,301,40656,56940,8380,5,21652609
548,2,256,301,39009,55168,8273,5,21691618
549,2,256,301,38322,54276,8226,5,21729940
550,2,256,301,38980,54144,8315,5,21768920
551,2,256,301,40049,55688,8436,5,21808969
552,2,256,301,38775,54685,8239,5,21847744
553,2,256,301,38290,54983,8177,5,21886034
554,2,256,301,38821,54451,8253,5,21924855
555,2,256,301,40719,56880,8783,5,21965574
556,2,256,301,37980,54071,8093,5,22003554
557,2,256,301,40015,55799,8377,5,22043569
558,2,256,301,41673,57036,8500,5,22085242
559,2,256,301,39461,54829,8365,5,22124703
560,2,256,301,38530,54658,8237,5,22163233
561,2,256,301,39019,54555,8264,5,22202252
562,2,256,301,39073,55032,8350,5,22241325
563,2,256,301,40157,56359,8532,5,22281482
564,2,256,301,38833,53676,7985,5,22320315
565,2,256,301,40167,56327,8313,5,22360482
566,2,256,301,39752,55601,8368,5,22400234
567,2,256,301,39333,55203,8160,5,22439567
568,2,256,301,38793,54687,8408,5,22478360
569,2,256,301,38878,54290,8106,5,22517238
570,2,256,301,39707,55515,8256,5,22556945
571,2,256,301,39185,54568,8221,5,22596130
572,2,256,301,38279,53545,7950,5,22634409
573,2,256,301,39778,55370,8372,5,22674187
574,2,256,301,38702,54759,8205,5,22712889
575,2,256,301,38976,55170,8499,5,22751865
576,2,256,301,39930,55851,8399,5,22791795
577,2,256,301,39887,55232,8313,5,22831682
578,2,256,301,38717,54152,8169,5,22870399
579,2,256,301,38553,53450,8171,5,22908952
580,2,256,301,39159,54880,8215,5,22948111
581,2,256,301,38665,54447,7948,5,22986776
582,2,256,301,40372,56430,8366,5,23027148
583,2,256,301,39150,54370,7917,5,23066298
584,2,256,301,39884,55646,8362,5,23106182
585,2,256,301,39716,55688,8400,5,23145898
586,2,256,301,39682,55017,8141,5,23185580
587,2,256,301,39659,55861,8471,5,23225239
588,2,256,301,40456,56241,8448,5,23265695
589,2,256,301,39396,54485,8179,5,23305091
590,2,256,301,39867,55439,8270,5,23344958
591,2,256,301,39282,54596,8223,5,23384240
592,2,256,301,38722,53825,8219,5,23422962
593,2,256,301,39213,55370,8350,5,23462175
594,2,256,301,39013,54694,8247,5,23501188
595,2,256,301,38228,54150,8315,5,23539416
596,2,256,301,38958,54927,8427,5,23578374
597,2,256,301,39816,56074,8471,5,23618190
598,2,256,301,40590,56054,8391,5,23658780
599,2,256,301,39737,55420,8374,5,23698517
600,2,256,301,38737,54542,8127,5,23737254
601,2,256,301,38939,54104,8099,5,23776193
602,2,256,301,38072,52757,7832,5,23814265
603,2,256,301,40109,55882,8551,5,23854374
604,2,256,301,40465,56241,8377,5,23894839
605,2,256,301,39623,55869,8329,5,23934462
