regime,match_key,target_words_each_arm,transition_rows_available,control_rows_available,transition_words_available,control_words_available,transition_rows_selected,control_rows_selected
surface_no_quote,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'physical_anchor', '1_3', '4_8', '0_0', '1_3')",542,17,10,970,542,10,10
surface_no_quote,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'physical_anchor', '1_3', '4_8', '0_0', '4_8')",1706,29,31,1706,1866,29,28
surface_no_quote,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'physical_anchor', '1_3', '9_plus', '0_0', '1_3')",62,2,1,114,62,1,1
surface_no_quote,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'physical_anchor', '4_7', '1_3', '0_0', '4_8')",121,11,4,614,259,2,2
surface_no_quote,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'physical_anchor', '4_7', '4_8', '0_0', '4_8')",588,12,10,724,588,10,10
surface_no_quote,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'physical_anchor', '4_7', '4_8', '0_0', '9_plus')",120,5,4,321,238,2,2
surface_no_quote,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'spatial_anchor', '1_3', '1_3', '0_0', '4_8')",125,5,3,294,185,2,2
surface_no_quote,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'spatial_anchor', '1_3', '4_8', '0_0', '4_8')",315,6,7,376,428,5,5
surface_no_quote,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'spatial_anchor', '4_7', '4_8', '0_0', '4_8')",231,5,4,295,231,4,4
surface_no_quote,"('compact_experience_aligned_10m_rows', 'open_subtitles', '26_35', 'physical_anchor', '1_3', '1_3', '0_0', '1_3')",32,2,1,67,32,1,1
surface_no_quote,"('compact_experience_aligned_10m_rows', 'open_subtitles', '36_50', 'physical_anchor', '4_7', '4_8', '0_0', '0_0')",65,1,1,65,65,1,1
surface_no_quote,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '26_35', 'physical_anchor', '1_3', '1_3', '0_0', '1_3')",61,3,3,89,94,2,2
surface_no_quote,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '26_35', 'spatial_anchor', '1_3', '4_8', '0_0', '1_3')",35,1,2,35,64,1,1
surface_no_quote,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '1_3', '0_0', '0_0', '1_3')",41,3,4,124,178,1,1
surface_no_quote,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '1_3', '1_3', '0_0', '1_3')",121,11,3,446,121,3,3
surface_no_quote,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '1_3', '1_3', '0_0', '4_8')",90,5,4,212,181,2,2
surface_no_quote,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '1_3', '4_8', '0_0', '1_3')",169,6,5,249,217,4,4
surface_no_quote,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '1_3', '4_8', '0_0', '4_8')",43,4,3,178,134,1,1
surface_no_quote,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'quantity_anchor', '1_3', '4_8', '0_0', '1_3')",42,1,1,42,42,1,1
surface_no_quote,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'spatial_anchor', '1_3', '1_3', '0_0', '4_8')",42,3,1,121,42,1,1
surface_no_quote,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '51_70', 'physical_anchor', '0_0', '1_3', '0_0', '4_8')",54,1,1,54,54,1,1
