regime,match_key,target_words_each_arm,transition_rows_available,control_rows_available,transition_words_available,control_words_available,transition_rows_selected,control_rows_selected
medium_style,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '26_35', 'physical_anchor', '0_0', '1_3', '0_0')",124,7,4,217,124,4,4
medium_style,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '26_35', 'spatial_anchor', '0_0', '1_3', '0_0')",35,2,6,69,177,1,1
medium_style,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '0_0', '0_0', '0_0')",204,8,5,337,204,5,5
medium_style,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '0_0', '1_3', '0_0')",395,19,9,784,395,10,9
medium_style,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '0_0', '4_7', '0_0')",38,1,1,38,38,1,1
medium_style,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '1_2', '1_3', '0_0')",301,9,7,380,301,7,7
medium_style,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '3_6', '1_3', '0_0')",92,2,6,92,250,2,2
medium_style,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'quantity_anchor', '0_0', '1_3', '0_0')",42,1,1,42,42,1,1
medium_style,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'spatial_anchor', '0_0', '1_3', '0_0')",42,5,2,209,84,1,1
medium_style,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'spatial_anchor', '1_2', '1_3', '0_0')",40,2,2,82,79,1,1
medium_style,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '51_70', 'physical_anchor', '1_2', '0_0', '0_0')",54,1,1,54,54,1,1
medium_style,"('compact_experience_aligned_10m_rows', 'simple_wiki', '16_25', 'physical_anchor', '0_0', '1_3', '0_0')",24,2,1,40,24,1,1
medium_style,"('compact_experience_aligned_10m_rows', 'simple_wiki', '26_35', 'physical_anchor', '0_0', '1_3', '0_0')",63,2,3,63,98,2,2
