row_index,line_index,source,words,text_sha256
1593,951593,fw_preserved_compact_view,159,ffad4b1a34b57dcd476c01919fb5c23d924b1273c305586388ff975a4e8fa335
1596,951596,fw_preserved_compact_view,159,44b773b83e12a84234cdea21628dd2c4b8aa61de69a967a9692b89a168612bc5
1684,951684,fw_preserved_compact_view,159,57f0520dfb6df12a14912479d746e4f51b3438de06d37221fc5fcc1f264b511b
1694,951694,fw_preserved_compact_view,159,7c9538ad7d8d6f949e86f6b6d918a86dc71d832948bff3dae222ce265371f6b3
1695,951695,fw_preserved_compact_view,159,556e4852db0329bb9114356f1900995b661233ee867a36887484d9db29dbd289
1700,951700,fw_preserved_compact_view,159,d9b9a721ace693b62d208fb40ec70d175a5a4181c40ab43c37dad6238ead0f59
1747,951747,fw_preserved_compact_view,159,bd8ef1f185ec88999718e9a5c772687a47e30fbc9086a1f1bd6db04d57e51ab3
1765,951765,fw_preserved_compact_view,159,9b51223685fff2a29be03db2bf770cbc8fc21088273b4e3e65be0e329ff7b521
1819,951819,fw_preserved_compact_view,159,aae12362e2f987611f37ed7744a20ceb5d3bdbc6a20247c7dbb8a5dfe80a90e9
1850,951850,fw_preserved_compact_view,159,dd82ce710ad1a61f1187dd0c4dfd4e0056a0da827180ce630c1eff3049dd89b7
1912,951912,fw_preserved_compact_view,159,2421cdeaa1d524336163fa50856d7d179270e5e8264c9a9315671387062c1f43
1984,951984,fw_preserved_compact_view,159,7f4372ba119390928b831e374204ede7788e8fadfb2e6d2c0360a866ab3e817a
1990,951990,fw_preserved_compact_view,159,7828cfd94b15cc77b1d5434c8411fac2fb2e0db393066dc00c51d57c57cdeec7
1995,951995,fw_preserved_compact_view,159,36178204788b102b1b191104393f35e9312adbccf827aa0d8048446078ea51a8
