regime,match_key,target_words_each_arm,transition_rows_available,control_rows_available,transition_words_available,control_words_available,transition_rows_selected,control_rows_selected
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'childes', '26_35', 'physical_anchor', '0_0')",146,9,5,272,146,5,5
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'childes', '36_50', 'physical_anchor', '0_0')",45,2,3,88,126,1,1
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '16_25', 'physical_anchor', '1_3')",71,3,11,71,240,3,3
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '26_35', 'physical_anchor', '0_0')",148,6,5,178,148,5,5
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '26_35', 'physical_anchor', '1_3')",865,34,28,1055,865,28,28
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '36_50', 'physical_anchor', '0_0')",286,7,13,286,542,7,7
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '36_50', 'physical_anchor', '1_3')",2831,73,66,3196,2831,65,66
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '36_50', 'physical_anchor', '4_7')",518,12,19,518,866,12,11
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '36_50', 'quantity_anchor', '1_3')",130,4,5,167,229,3,3
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '36_50', 'spatial_anchor', '0_0')",46,1,4,46,179,1,1
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '36_50', 'spatial_anchor', '1_3')",435,14,10,614,435,10,10
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'physical_anchor', '0_0')",228,9,5,538,279,4,4
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'physical_anchor', '1_3')",3754,65,66,3754,3872,65,64
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'physical_anchor', '4_7')",1590,46,27,2754,1590,27,27
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'physical_anchor', '8_plus')",60,2,2,121,126,1,1
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'spatial_anchor', '1_3')",1059,21,17,1285,1059,17,17
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'gutenberg', '51_70', 'spatial_anchor', '4_7')",596,11,11,656,647,10,10
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'open_subtitles', '26_35', 'physical_anchor', '1_3')",94,4,5,129,153,3,3
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'open_subtitles', '36_50', 'physical_anchor', '4_7')",65,2,2,104,108,1,1
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'open_subtitles', '51_70', 'physical_anchor', '4_7')",63,2,1,115,63,1,1
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '16_25', 'physical_anchor', '1_3')",22,8,2,194,43,1,1
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '26_35', 'physical_anchor', '0_0')",95,5,5,149,163,3,3
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '26_35', 'physical_anchor', '1_3')",150,10,5,299,150,5,5
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '26_35', 'spatial_anchor', '1_3')",64,3,6,98,177,2,2
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '0_0')",246,8,8,337,320,6,6
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '1_3')",987,30,23,1256,987,24,23
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'physical_anchor', '4_7')",127,4,3,170,127,3,3
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'quantity_anchor', '1_3')",42,1,1,42,42,1,1
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '36_50', 'spatial_anchor', '1_3')",163,7,4,291,163,4,4
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '51_70', 'physical_anchor', '0_0')",54,1,1,54,54,1,1
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'qwen_pair_packed', '51_70', 'physical_anchor', '1_3')",113,5,4,287,221,2,2
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'simple_wiki', '16_25', 'physical_anchor', '1_3')",24,2,2,40,44,1,1
source_origin_len_cap_proper,"('compact_experience_aligned_10m_rows', 'simple_wiki', '26_35', 'physical_anchor', '1_3')",63,4,3,119,98,2,2
