endpoint,anchor,input_form,bin_field,bin,n_masked_tokens,delta_isolation_token_loss,se_delta,fraction_improved
half_98098_alpha075,chck82_slow_scale1p75,no_special,input_edge_bin,1,188,0.13898701299596258,0.08870825229466386,0.46808510638297873
half_98098_alpha075,chck82_slow_scale1p75,no_special,input_edge_bin,16+,231,-0.05034857870694915,0.02466418094091949,0.5151515151515151
half_98098_alpha075,chck82_slow_scale1p75,no_special,input_edge_bin,2-3,380,-0.05809835549336736,0.03496020579458723,0.5447368421052632
half_98098_alpha075,chck82_slow_scale1p75,no_special,input_edge_bin,4-7,677,-0.13273236448917036,0.02007687418794138,0.5805022156573116
half_98098_alpha075,chck82_slow_scale1p75,no_special,input_edge_bin,8-15,557,-0.07572144056881448,0.017922593413927684,0.5655296229802513
half_98098_alpha075,chck82_slow_scale1p75,no_special,distance_to_boundary_special_bin,NA,2236,-0.03996268773975847,0.013771432868364422,0.5353309481216458
chck82_slow_scale1p75,coherent86_alpha075,no_special,target_edge_bin,0_edge_token,203,0.028519628433570303,0.015569257455258938,0.4630541871921182
chck82_slow_scale1p75,coherent86_alpha075,no_special,target_edge_bin,1,188,0.003145696754782353,0.011653922513825027,0.5
chck82_slow_scale1p75,coherent86_alpha075,no_special,target_edge_bin,16+,231,0.007567108448081271,0.008596706775095992,0.4805194805194805
chck82_slow_scale1p75,coherent86_alpha075,no_special,target_edge_bin,2-3,380,-0.00034220880309619945,0.007133368704183431,0.5263157894736842
chck82_slow_scale1p75,coherent86_alpha075,no_special,target_edge_bin,4-7,677,0.014269480200624643,0.0054007056732562056,0.4711964549483013
chck82_slow_scale1p75,coherent86_alpha075,no_special,target_edge_bin,8-15,557,0.0076466092603326,0.005668681191236684,0.47755834829443444
chck82_slow_scale1p75,coherent86_alpha075,no_special,input_edge_bin,0_edge_token,203,0.028519628433570303,0.015569257455258938,0.4630541871921182
chck82_slow_scale1p75,coherent86_alpha075,no_special,input_edge_bin,1,188,0.003145696754782353,0.011653922513825027,0.5
chck82_slow_scale1p75,coherent86_alpha075,no_special,input_edge_bin,16+,231,0.007567108448081271,0.008596706775095992,0.4805194805194805
chck82_slow_scale1p75,coherent86_alpha075,no_special,input_edge_bin,2-3,380,-0.00034220880309619945,0.007133368704183431,0.5263157894736842
chck82_slow_scale1p75,coherent86_alpha075,no_special,input_edge_bin,4-7,677,0.014269480200624643,0.0054007056732562056,0.4711964549483013
chck82_slow_scale1p75,coherent86_alpha075,no_special,input_edge_bin,8-15,557,0.0076466092603326,0.005668681191236684,0.47755834829443444
chck82_slow_scale1p75,coherent86_alpha075,no_special,distance_to_boundary_special_bin,NA,2236,0.009802521342608323,0.0031442233538203634,0.4847942754919499
half_98097_alpha075,coherent86_alpha075,no_special,target_edge_bin,0_edge_token,203,0.24074594173156036,0.060823791147942716,0.37438423645320196
half_98097_alpha075,coherent86_alpha075,no_special,target_edge_bin,1,188,0.10202662052394404,0.07970481656860927,0.48936170212765956
half_98097_alpha075,coherent86_alpha075,no_special,target_edge_bin,16+,231,-0.03482327156511712,0.02276202540420637,0.5497835497835498
half_98097_alpha075,coherent86_alpha075,no_special,target_edge_bin,2-3,380,-0.055198202884414634,0.03262066705149024,0.5842105263157895
half_98097_alpha075,coherent86_alpha075,no_special,target_edge_bin,4-7,677,-0.10872861025643303,0.016865039311399994,0.5893648449039882
half_98097_alpha075,coherent86_alpha075,no_special,target_edge_bin,8-15,557,-0.0716314818530737,0.01585508857320918,0.5511669658886894
half_98097_alpha075,coherent86_alpha075,no_special,input_edge_bin,0_edge_token,203,0.24074594173156036,0.060823791147942716,0.37438423645320196
half_98097_alpha075,coherent86_alpha075,no_special,input_edge_bin,1,188,0.10202662052394404,0.07970481656860927,0.48936170212765956
half_98097_alpha075,coherent86_alpha075,no_special,input_edge_bin,16+,231,-0.03482327156511712,0.02276202540420637,0.5497835497835498
half_98097_alpha075,coherent86_alpha075,no_special,input_edge_bin,2-3,380,-0.055198202884414634,0.03262066705149024,0.5842105263157895
half_98097_alpha075,coherent86_alpha075,no_special,input_edge_bin,4-7,677,-0.10872861025643303,0.016865039311399994,0.5893648449039882
half_98097_alpha075,coherent86_alpha075,no_special,input_edge_bin,8-15,557,-0.0716314818530737,0.01585508857320918,0.5511669658886894
half_98097_alpha075,coherent86_alpha075,no_special,distance_to_boundary_special_bin,NA,2236,-0.03330727483603694,0.012552187230706344,0.5469588550983899
half_98098_alpha075,coherent86_alpha075,no_special,target_edge_bin,0_edge_token,203,0.27609806043082125,0.06730837247457871,0.35960591133004927
half_98098_alpha075,coherent86_alpha075,no_special,target_edge_bin,1,188,0.14213270975074493,0.08742405440498788,0.4627659574468085
half_98098_alpha075,coherent86_alpha075,no_special,target_edge_bin,16+,231,-0.04278147025886788,0.025047713796416373,0.5281385281385281
half_98098_alpha075,coherent86_alpha075,no_special,target_edge_bin,2-3,380,-0.058440564296463555,0.034684312734246985,0.5526315789473685
half_98098_alpha075,coherent86_alpha075,no_special,target_edge_bin,4-7,677,-0.11846288428854573,0.019489450625189482,0.5760709010339734
half_98098_alpha075,coherent86_alpha075,no_special,target_edge_bin,8-15,557,-0.0680748313084819,0.018309616316701704,0.5529622980251346
half_98098_alpha075,coherent86_alpha075,no_special,input_edge_bin,0_edge_token,203,0.27609806043082125,0.06730837247457871,0.35960591133004927
half_98098_alpha075,coherent86_alpha075,no_special,input_edge_bin,1,188,0.14213270975074493,0.08742405440498788,0.4627659574468085
half_98098_alpha075,coherent86_alpha075,no_special,input_edge_bin,16+,231,-0.04278147025886788,0.025047713796416373,0.5281385281385281
half_98098_alpha075,coherent86_alpha075,no_special,input_edge_bin,2-3,380,-0.058440564296463555,0.034684312734246985,0.5526315789473685
half_98098_alpha075,coherent86_alpha075,no_special,input_edge_bin,4-7,677,-0.11846288428854573,0.019489450625189482,0.5760709010339734
half_98098_alpha075,coherent86_alpha075,no_special,input_edge_bin,8-15,557,-0.0680748313084819,0.018309616316701704,0.5529622980251346
half_98098_alpha075,coherent86_alpha075,no_special,distance_to_boundary_special_bin,NA,2236,-0.03016016639715015,0.01393017990001647,0.5322003577817531
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,0_edge_token,203,0.02893384910083096,0.011842595920864233,0.4187192118226601
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,1,188,-0.004838582180379122,0.011576797130526398,0.4946808510638298
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,16+,231,-0.007258943039661846,0.008300498935354669,0.5108225108225108
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,2-3,380,0.0034270954544952377,0.007629792712580294,0.4631578947368421
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,4-7,677,-0.014276386863579026,0.005516163543459788,0.5258493353028065
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,8-15,557,-0.01084764391461881,0.005829301989512887,0.5080789946140036
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,0_edge_token,203,0.02893384910083096,0.011842595920864233,0.4187192118226601
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,1,188,-0.004838582180379122,0.011576797130526398,0.4946808510638298
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,16+,231,-0.007258943039661846,0.008300498935354669,0.5108225108225108
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,2-3,380,0.0034270954544952377,0.007629792712580294,0.4631578947368421
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,4-7,677,-0.014276386863579026,0.005516163543459788,0.5258493353028065
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,8-15,557,-0.01084764391461881,0.005829301989512887,0.5080789946140036
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,0_edge_token,203,0.02893384910083096,0.011842595920864233,0.4187192118226601
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,1,188,-0.004838582180379122,0.011576797130526398,0.4946808510638298
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,16+,231,-0.007258943039661846,0.008300498935354669,0.5108225108225108
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,2-3,380,0.0034270954544952377,0.007629792712580294,0.4631578947368421
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,4-7,677,-0.014276386863579026,0.005516163543459788,0.5258493353028065
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,8-15,557,-0.01084764391461881,0.005829301989512887,0.5080789946140036
half_98097_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,0_edge_token,203,-1.5976629003653304,0.232783277464655,0.6354679802955665
half_98097_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,1,188,-0.1461643490606693,0.0685329070183053,0.6276595744680851
half_98097_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,16+,231,-0.05683503986776754,0.027707363449619812,0.5021645021645021
half_98097_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,2-3,380,-0.18456433096201325,0.03781487365124548,0.5789473684210527
half_98097_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,4-7,677,-0.1508247886539898,0.020350406992579943,0.5937961595273265
half_98097_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,8-15,557,-0.10421440558703503,0.019524266173006462,0.585278276481149
half_98097_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,0_edge_token,203,-1.5976629003653304,0.232783277464655,0.6354679802955665
half_98097_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,1,188,-0.1461643490606693,0.0685329070183053,0.6276595744680851
half_98097_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,16+,231,-0.05683503986776754,0.027707363449619812,0.5021645021645021
half_98097_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,2-3,380,-0.18456433096201325,0.03781487365124548,0.5789473684210527
half_98097_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,4-7,677,-0.1508247886539898,0.020350406992579943,0.5937961595273265
half_98097_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,8-15,557,-0.10421440558703503,0.019524266173006462,0.585278276481149
half_98097_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,0_edge_token,203,-1.5976629003653304,0.232783277464655,0.6354679802955665
half_98097_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,1,188,-0.1461643490606693,0.0685329070183053,0.6276595744680851
half_98097_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,16+,231,-0.05683503986776754,0.027707363449619812,0.5021645021645021
half_98097_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,2-3,380,-0.18456433096201325,0.03781487365124548,0.5789473684210527
half_98097_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,4-7,677,-0.1508247886539898,0.020350406992579943,0.5937961595273265
half_98097_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,8-15,557,-0.10421440558703503,0.019524266173006462,0.585278276481149
half_98098_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,0_edge_token,203,-1.691124987761545,0.22184842031691404,0.645320197044335
half_98098_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,1,188,-0.1481702634810256,0.07045403822847107,0.6329787234042553
half_98098_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,16+,231,-0.06830438772618097,0.030761537473228254,0.5281385281385281
half_98098_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,2-3,380,-0.19136184901508385,0.03583945909738335,0.5842105263157895
half_98098_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,4-7,677,-0.1554008149986042,0.0219399830915871,0.5760709010339734
half_98098_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,8-15,557,-0.09748977991671749,0.02112691208585256,0.5763016157989228
half_98098_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,0_edge_token,203,-1.691124987761545,0.22184842031691404,0.645320197044335
half_98098_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,1,188,-0.1481702634810256,0.07045403822847107,0.6329787234042553
half_98098_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,16+,231,-0.06830438772618097,0.030761537473228254,0.5281385281385281
half_98098_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,2-3,380,-0.19136184901508385,0.03583945909738335,0.5842105263157895
half_98098_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,4-7,677,-0.1554008149986042,0.0219399830915871,0.5760709010339734
half_98098_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,8-15,557,-0.09748977991671749,0.02112691208585256,0.5763016157989228
half_98098_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,0_edge_token,203,-1.691124987761545,0.22184842031691404,0.645320197044335
half_98098_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,1,188,-0.1481702634810256,0.07045403822847107,0.6329787234042553
half_98098_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,16+,231,-0.06830438772618097,0.030761537473228254,0.5281385281385281
half_98098_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,2-3,380,-0.19136184901508385,0.03583945909738335,0.5842105263157895
half_98098_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,4-7,677,-0.1554008149986042,0.0219399830915871,0.5760709010339734
half_98098_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,8-15,557,-0.09748977991671749,0.02112691208585256,0.5763016157989228
chck82_slow_scale1p75,coherent86_alpha075,with_special,target_edge_bin,0_edge_token,203,-0.02893384910083096,0.011842595920864233,0.5812807881773399
chck82_slow_scale1p75,coherent86_alpha075,with_special,target_edge_bin,1,188,0.004838582180379122,0.011576797130526398,0.5053191489361702
chck82_slow_scale1p75,coherent86_alpha075,with_special,target_edge_bin,16+,231,0.007258943039661846,0.008300498935354669,0.48917748917748916
chck82_slow_scale1p75,coherent86_alpha075,with_special,target_edge_bin,2-3,380,-0.0034270954544952377,0.007629792712580294,0.5368421052631579
chck82_slow_scale1p75,coherent86_alpha075,with_special,target_edge_bin,4-7,677,0.014276386863579026,0.005516163543459788,0.4741506646971935
chck82_slow_scale1p75,coherent86_alpha075,with_special,target_edge_bin,8-15,557,0.01084764391461881,0.005829301989512887,0.4919210053859964
chck82_slow_scale1p75,coherent86_alpha075,with_special,input_edge_bin,0_edge_token,203,-0.02893384910083096,0.011842595920864233,0.5812807881773399
chck82_slow_scale1p75,coherent86_alpha075,with_special,input_edge_bin,1,188,0.004838582180379122,0.011576797130526398,0.5053191489361702
chck82_slow_scale1p75,coherent86_alpha075,with_special,input_edge_bin,16+,231,0.007258943039661846,0.008300498935354669,0.48917748917748916
chck82_slow_scale1p75,coherent86_alpha075,with_special,input_edge_bin,2-3,380,-0.0034270954544952377,0.007629792712580294,0.5368421052631579
chck82_slow_scale1p75,coherent86_alpha075,with_special,input_edge_bin,4-7,677,0.014276386863579026,0.005516163543459788,0.4741506646971935
chck82_slow_scale1p75,coherent86_alpha075,with_special,input_edge_bin,8-15,557,0.01084764391461881,0.005829301989512887,0.4919210053859964
chck82_slow_scale1p75,coherent86_alpha075,with_special,distance_to_boundary_special_bin,0_edge_token,203,-0.02893384910083096,0.011842595920864233,0.5812807881773399
chck82_slow_scale1p75,coherent86_alpha075,with_special,distance_to_boundary_special_bin,1,188,0.004838582180379122,0.011576797130526398,0.5053191489361702
chck82_slow_scale1p75,coherent86_alpha075,with_special,distance_to_boundary_special_bin,16+,231,0.007258943039661846,0.008300498935354669,0.48917748917748916
chck82_slow_scale1p75,coherent86_alpha075,with_special,distance_to_boundary_special_bin,2-3,380,-0.0034270954544952377,0.007629792712580294,0.5368421052631579
chck82_slow_scale1p75,coherent86_alpha075,with_special,distance_to_boundary_special_bin,4-7,677,0.014276386863579026,0.005516163543459788,0.4741506646971935
chck82_slow_scale1p75,coherent86_alpha075,with_special,distance_to_boundary_special_bin,8-15,557,0.01084764391461881,0.005829301989512887,0.4919210053859964
half_98097_alpha075,coherent86_alpha075,with_special,target_edge_bin,0_edge_token,203,-1.6265967494661615,0.23394631051166204,0.6305418719211823
half_98097_alpha075,coherent86_alpha075,with_special,target_edge_bin,1,188,-0.14132576688029017,0.06880442689259281,0.5957446808510638
half_98097_alpha075,coherent86_alpha075,with_special,target_edge_bin,16+,231,-0.049576096828105695,0.026780235254455678,0.5151515151515151
half_98097_alpha075,coherent86_alpha075,with_special,target_edge_bin,2-3,380,-0.18799142641650848,0.039622983619940697,0.5894736842105263
half_98097_alpha075,coherent86_alpha075,with_special,target_edge_bin,4-7,677,-0.13654840179041078,0.019775248641815152,0.5864106351550961
half_98097_alpha075,coherent86_alpha075,with_special,target_edge_bin,8-15,557,-0.09336676167241623,0.01996694199295972,0.5637342908438061
half_98097_alpha075,coherent86_alpha075,with_special,input_edge_bin,0_edge_token,203,-1.6265967494661615,0.23394631051166204,0.6305418719211823
half_98097_alpha075,coherent86_alpha075,with_special,input_edge_bin,1,188,-0.14132576688029017,0.06880442689259281,0.5957446808510638
half_98097_alpha075,coherent86_alpha075,with_special,input_edge_bin,16+,231,-0.049576096828105695,0.026780235254455678,0.5151515151515151
half_98097_alpha075,coherent86_alpha075,with_special,input_edge_bin,2-3,380,-0.18799142641650848,0.039622983619940697,0.5894736842105263
half_98097_alpha075,coherent86_alpha075,with_special,input_edge_bin,4-7,677,-0.13654840179041078,0.019775248641815152,0.5864106351550961
half_98097_alpha075,coherent86_alpha075,with_special,input_edge_bin,8-15,557,-0.09336676167241623,0.01996694199295972,0.5637342908438061
half_98097_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,0_edge_token,203,-1.6265967494661615,0.23394631051166204,0.6305418719211823
half_98097_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,1,188,-0.14132576688029017,0.06880442689259281,0.5957446808510638
half_98097_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,16+,231,-0.049576096828105695,0.026780235254455678,0.5151515151515151
half_98097_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,2-3,380,-0.18799142641650848,0.039622983619940697,0.5894736842105263
half_98097_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,4-7,677,-0.13654840179041078,0.019775248641815152,0.5864106351550961
half_98097_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,8-15,557,-0.09336676167241623,0.01996694199295972,0.5637342908438061
half_98098_alpha075,coherent86_alpha075,with_special,target_edge_bin,0_edge_token,203,-1.7200588368623762,0.2230862958399551,0.6502463054187192
half_98098_alpha075,coherent86_alpha075,with_special,target_edge_bin,1,188,-0.1433316813006465,0.07085062575488554,0.6117021276595744
half_98098_alpha075,coherent86_alpha075,with_special,target_edge_bin,16+,231,-0.06104544468651913,0.03019736478601347,0.5324675324675324
half_98098_alpha075,coherent86_alpha075,with_special,target_edge_bin,2-3,380,-0.1947889444695791,0.0376711557693501,0.6078947368421053
half_98098_alpha075,coherent86_alpha075,with_special,target_edge_bin,4-7,677,-0.14112442813502518,0.021436273895858005,0.5982274741506647
half_98098_alpha075,coherent86_alpha075,with_special,target_edge_bin,8-15,557,-0.08664213600209868,0.02179348939924071,0.5834829443447038
half_98098_alpha075,coherent86_alpha075,with_special,input_edge_bin,0_edge_token,203,-1.7200588368623762,0.2230862958399551,0.6502463054187192
half_98098_alpha075,coherent86_alpha075,with_special,input_edge_bin,1,188,-0.1433316813006465,0.07085062575488554,0.6117021276595744
half_98098_alpha075,coherent86_alpha075,with_special,input_edge_bin,16+,231,-0.06104544468651913,0.03019736478601347,0.5324675324675324
half_98098_alpha075,coherent86_alpha075,with_special,input_edge_bin,2-3,380,-0.1947889444695791,0.0376711557693501,0.6078947368421053
half_98098_alpha075,coherent86_alpha075,with_special,input_edge_bin,4-7,677,-0.14112442813502518,0.021436273895858005,0.5982274741506647
half_98098_alpha075,coherent86_alpha075,with_special,input_edge_bin,8-15,557,-0.08664213600209868,0.02179348939924071,0.5834829443447038
half_98098_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,0_edge_token,203,-1.7200588368623762,0.2230862958399551,0.6502463054187192
half_98098_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,1,188,-0.1433316813006465,0.07085062575488554,0.6117021276595744
half_98098_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,16+,231,-0.06104544468651913,0.03019736478601347,0.5324675324675324
half_98098_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,2-3,380,-0.1947889444695791,0.0376711557693501,0.6078947368421053
half_98098_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,4-7,677,-0.14112442813502518,0.021436273895858005,0.5982274741506647
half_98098_alpha075,coherent86_alpha075,with_special,distance_to_boundary_special_bin,8-15,557,-0.08664213600209868,0.02179348939924071,0.5834829443447038
