stream_alias,stream_path,stream_row_index,stream_source,stream_example_id,stream_words,hit_type,heldout_row_id,screen,inherited_aln_pair_text_hit_row,text_preview
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,540,childes,20732,160,norm_text+source_example_id,heldout6992:row:childes:20732,heldout6992,False,and what felt like a stone wasn't really. *FAT: he was just telling me that. *FAT: he knew that it was really a sock being bunched up not a stone. *FAT: and then he walked down the basement. *FAT: he knew that Ross had b
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,540,childes,20732,160,norm_text+source_example_id,heldout2647:row:childes:20732,heldout2647,False,and what felt like a stone wasn't really. *FAT: he was just telling me that. *FAT: he knew that it was really a sock being bunched up not a stone. *FAT: and then he walked down the basement. *FAT: he knew that Ross had b
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,552,childes,7426,160,norm_text+source_example_id,heldout6992:row:childes:7426,heldout6992,False,at the table]. *CHI: it's cold. *MOT: no. *CHI: oh I hot. *CHI: I hot. *MOT: whose girl are you? *CHI: I hot. *MOT: yeah. *MOT: whose girl are you? *CHI: it's cold. *MOT: it is not. *MOT: whose girl are you? [Sarah plays
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,561,childes,5217,160,norm_text+source_example_id,heldout6992:row:childes:5217,heldout6992,False,two windows. [/s/ rather than /z/ plural] *RIC: mhm. *RIC: we have this small house... *RIC: and we have this small house. *CHI: what's that? [door opens] *RIC: probably Papa. *CHI: Papa. *RIC: so this is a house and we 
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,591,childes,4769,160,norm_text+source_example_id,heldout6992:row:childes:4769,heldout6992,False,you get down. *CHI: get down xxx the stool. *MOT: down the stool right. *CHI: Eve xxx the stool. *RIC: oh this is new one. *CHI: new one. *RIC: what is this? *CHI: Humm. *RIC: ham? *RIC: Humm? *CHI: Humm. *RIC: is that a
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,591,childes,4769,160,norm_text+source_example_id,heldout2647:row:childes:4769,heldout2647,False,you get down. *CHI: get down xxx the stool. *MOT: down the stool right. *CHI: Eve xxx the stool. *RIC: oh this is new one. *CHI: new one. *RIC: what is this? *CHI: Humm. *RIC: ham? *RIC: Humm? *CHI: Humm. *RIC: is that a
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,603,open_subtitles,41169,160,norm_text+source_example_id,heldout6992:row:open_subtitles:41169,heldout6992,True,"Well, how's our boy? No fever, no hypothermia, -nothing on the scan at all. -How about you guys? -RONON: Like I said, we're good. -Yeah, yeah. TEYLA: But we're not the ones who became unconscious. Yeah, well, I didn't ge"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,603,open_subtitles,41169,160,norm_text+source_example_id,heldout2647:row:open_subtitles:41169,heldout2647,True,"Well, how's our boy? No fever, no hypothermia, -nothing on the scan at all. -How about you guys? -RONON: Like I said, we're good. -Yeah, yeah. TEYLA: But we're not the ones who became unconscious. Yeah, well, I didn't ge"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,621,gutenberg,33334,160,norm_text+source_example_id,heldout6992:row:gutenberg:33334,heldout6992,False,"shipmates."" At the words ""good lady,"" Ben opened his eyes very wide at Edna and she collapsed into a fresh attack of giggles while Ben turned gravely to Mr. Ramsey to say, ""And I shall be delighted, too, Mr. Ramsey. I th"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,629,open_subtitles,41726,160,norm_text+source_example_id,heldout6992:row:open_subtitles:41726,heldout6992,False,"about flowers! Of course! She's Phoolan Devi! ('Phool' means flower) C'mon, scoot! Go! It's almost evening. I've been asking you since morning but nobody seems to know anything! Sonia! - Where've you been all morning? Wh"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,645,open_subtitles,50412,160,norm_text+source_example_id,heldout6992:row:open_subtitles:50412,heldout6992,False,"me something else! God, listen to me. You just say that this is all a dream, okay? But, I will atone for all the sins I have committed! Here, take that! That's for you. Alright? Enough? But, You are going to say that thi"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,648,childes,21483,160,norm_text+source_example_id,heldout6992:row:childes:21483,heldout6992,False,left. *MOT: this is what was up there. *MOT: this little package. *CHI: let's go up on chair. [Mother had climbed up on a chair to get nonna's package off the closet shelf] *MOT: yeah that's what I found when I went up o
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,649,open_subtitles,52397,160,norm_text+source_example_id,heldout6992:row:open_subtitles:52397,heldout6992,False,"born different. Hoist the torches! Berk was a land of ""kill-or-be-killed""... but I believed peace was possible. You'll only make it worse! It was a very unpopular opinion. Then, one night, a dragon broke into our house.."
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,650,open_subtitles,42992,160,norm_text+source_example_id,heldout6992:row:open_subtitles:42992,heldout6992,True,"Hey, this is too much. This is too much, How could she throw the eggs like that? Hey... - Oh, man...! This is really... Should we broadcast this? Why? What is it? This is a bit too... This is a bit too what? If we broadc"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,650,open_subtitles,42992,160,norm_text+source_example_id,heldout2647:row:open_subtitles:42992,heldout2647,True,"Hey, this is too much. This is too much, How could she throw the eggs like that? Hey... - Oh, man...! This is really... Should we broadcast this? Why? What is it? This is a bit too... This is a bit too what? If we broadc"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,657,gutenberg,24410,160,norm_text+source_example_id,heldout6992:row:gutenberg:24410,heldout6992,True,"standing motionless on the look-out for fish, his red body and long legs give him quite a military appearance—like a soldier at attention. The Flamingo prefers a warm climate, and by moving from place to place he manages"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,682,childes,6253,160,norm_text+source_example_id,heldout6992:row:childes:6253,heldout6992,False,dem. *CHI: oh oh a man tipped... *CHI: I don't want dis go on. *CHI: dis green. *CHI: this is de farthest. *URS: and did they have a race Adam? *URS: let's put them all in one place to start. *CHI: here's one. *URS: did 
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,682,childes,6253,160,norm_text+source_example_id,heldout2647:row:childes:6253,heldout2647,False,dem. *CHI: oh oh a man tipped... *CHI: I don't want dis go on. *CHI: dis green. *CHI: this is de farthest. *URS: and did they have a race Adam? *URS: let's put them all in one place to start. *CHI: here's one. *URS: did 
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,688,simple_wiki,55463,160,norm_text+source_example_id,heldout6992:row:simple_wiki:55463,heldout6992,False,"= = Brownington is a city in Henry County, Missouri, United States. = = = Calhoun, Missouri = = = Calhoun is a city in Henry County, Missouri, United States. = = = Deepwater, Missouri = = = Deepwater is a city in Henry C"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,688,simple_wiki,55463,160,norm_text+source_example_id,heldout2647:row:simple_wiki:55463,heldout2647,False,"= = Brownington is a city in Henry County, Missouri, United States. = = = Calhoun, Missouri = = = Calhoun is a city in Henry County, Missouri, United States. = = = Deepwater, Missouri = = = Deepwater is a city in Henry C"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,695,childes,19946,160,norm_text+source_example_id,heldout6992:row:childes:19946,heldout6992,False,second. *FAT: and Mary's going to tell about what Ross's done this morning. *MOT: Ross [yawns] took his bath... *FAT: mhm. *MOT: and he threw doo doo all over the floor... *FAT: mhm. *MOT: and when I walked in I saw it. 
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,704,open_subtitles,47550,160,norm_text+source_example_id,heldout6992:row:open_subtitles:47550,heldout6992,False,Who's on that list is a matter of grave importance. You've come for it? You want to find them? I'm glad you seem so worried. Are you on the list? You no doubt realize things can go terribly wrong with these abilities. If
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,708,childes,16468,160,norm_text+source_example_id,heldout6992:row:childes:16468,heldout6992,False,*MOT: what do you eat? *MOT: you got all the food. *CHI: yeah but I ate the nother half of it. *BRO: you gotta stop boy before you break my heart. %int: sings *MOT: hey Chi. *CHI: huh? *MOT: are you still taking French? 
