set,pair_id,original_id,source,example_id,original_words_field,rewrite_words_field,pair_words_field,base_same_source_example_rows,base_contains_exact_normalized_original,base_contains_count,base_match_sources,base_match_example_ids,replaced_in_dose21_by_same_source_example,replaced_in_dose25_by_same_source_example,selection_role
dose25_extra,dose56_rw2s0_020625,rw2s0_020625,gutenberg,30409,19,21,40,1,True,1,gutenberg,30409,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_043899,rw_043899,childes,15849,14,15,29,1,True,1,childes,15849,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_029935,rw2s0_029935,open_subtitles,43066,19,20,39,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_023101,rw2s1_023101,open_subtitles,51432,25,30,55,1,True,1,open_subtitles,51432,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_008475,rw2s1_008475,gutenberg,25339,24,25,49,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_024936,rw2s0_024936,gutenberg,33547,21,25,46,1,True,1,gutenberg,33547,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_029921,rw2s0_029921,simple_wiki,56602,22,23,45,1,True,1,simple_wiki,56602,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_028964,rw2s0_028964,simple_wiki,58161,19,19,38,1,True,1,simple_wiki,58161,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_040362,rw_040362,childes,14187,15,15,30,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_009237,rw2s1_009237,gutenberg,27481,47,49,96,1,True,1,gutenberg,27481,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_027911,rw_027911,gutenberg,34815,20,21,41,1,True,1,gutenberg,34815,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_027577,rw2s1_027577,bnc_spoken,1028,32,33,65,1,True,1,bnc_spoken,1028,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_000369,rw2s1_000369,gutenberg,35469,49,46,95,1,True,1,gutenberg,35469,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_013050,rw2s0_013050,simple_wiki,53030,25,26,51,1,True,1,simple_wiki,53030,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_029301,rw2s1_029301,gutenberg,35985,28,26,54,1,True,1,gutenberg,35985,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_030545,rw2s1_030545,gutenberg,23452,28,31,59,1,True,1,gutenberg,23452,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_032607,rw2s0_032607,childes,19511,27,28,55,1,True,1,childes,19511,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_015229,rw2s1_015229,gutenberg,32099,37,42,79,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_028218,rw2s1_028218,gutenberg,37947,23,32,55,1,True,1,gutenberg,37947,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_007411,rw2s0_007411,switchboard,62465,49,44,93,1,True,1,switchboard,62465,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_024734,rw2s1_024734,simple_wiki,56051,23,22,45,1,True,1,simple_wiki,56051,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_020584,rw2s1_020584,gutenberg,35561,18,20,38,1,True,1,gutenberg,35561,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_020086,rw2s0_020086,gutenberg,29189,34,31,65,1,True,1,gutenberg,29189,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_031909,rw2s1_031909,gutenberg,25006,54,50,104,1,True,1,gutenberg,25006,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_028452,rw2s1_028452,gutenberg,36067,19,23,42,1,True,1,gutenberg,36067,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_014468,rw2s1_014468,simple_wiki,60605,29,32,61,1,True,1,simple_wiki,60605,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_017701,rw2s1_017701,gutenberg,37114,22,19,41,1,True,1,gutenberg,37114,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_018717,rw_018717,childes,16173,19,20,39,1,True,1,childes,16173,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_014200,rw2s1_014200,gutenberg,36151,23,19,42,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_010834,rw2s0_010834,gutenberg,36724,45,40,85,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_032015,rw2s0_032015,bnc_spoken,4113,26,24,50,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_000047,rw2s1_000047,gutenberg,25654,33,30,63,1,True,1,gutenberg,25654,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_025502,rw2s0_025502,simple_wiki,56206,21,20,41,1,True,1,simple_wiki,56206,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_001393,rw2s1_001393,childes,19969,21,21,42,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_012163,rw2s1_012163,gutenberg,29566,33,34,67,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_015724,rw_015724,simple_wiki,61160,14,13,27,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_004700,rw2s0_004700,simple_wiki,54295,18,16,34,1,True,1,simple_wiki,54295,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_031894,rw2s1_031894,gutenberg,34458,28,30,58,1,True,1,gutenberg,34458,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_010215,rw2s1_010215,gutenberg,33419,20,21,41,1,True,1,gutenberg,33419,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_013387,rw2s1_013387,gutenberg,27453,24,18,42,1,True,1,gutenberg,27453,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_023000,rw2s1_023000,gutenberg,36972,43,49,92,1,True,1,gutenberg,36972,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_019005,rw2s1_019005,gutenberg,32574,25,21,46,1,True,1,gutenberg,32574,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_007223,rw2s0_007223,gutenberg,23137,18,17,35,1,True,1,gutenberg,23137,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_010049,rw2s1_010049,gutenberg,30925,19,19,38,1,True,1,gutenberg,30925,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_022045,rw_022045,childes,11657,13,15,28,1,True,1,childes,11657,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_015444,rw2s0_015444,gutenberg,29947,18,19,37,1,True,1,gutenberg,29947,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_026986,rw2s1_026986,simple_wiki,60018,22,23,45,1,True,1,simple_wiki,60018,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_010933,rw2s0_010933,bnc_spoken,899,53,40,93,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_012276,rw2s0_012276,gutenberg,29649,34,38,72,1,True,1,gutenberg,29649,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_029541,rw2s1_029541,gutenberg,33047,18,20,38,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_003026,rw2s1_003026,open_subtitles,44815,45,39,84,1,True,1,open_subtitles,44815,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_028362,rw2s0_028362,gutenberg,32763,23,26,49,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_025742,rw_025742,childes,12593,13,14,27,1,True,1,childes,12593,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_032581,rw2s1_032581,childes,13395,21,21,42,1,True,1,childes,13395,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_007300,rw2s1_007300,simple_wiki,59502,19,18,37,1,True,1,simple_wiki,59502,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_011498,rw2s0_011498,gutenberg,22736,22,13,35,1,True,1,gutenberg,22736,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_043300,rw_043300,childes,13187,14,13,27,1,True,1,childes,13187,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_011284,rw2s1_011284,simple_wiki,59717,24,25,49,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_034959,rw_034959,open_subtitles,48334,13,12,25,1,True,1,open_subtitles,48334,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_007505,rw2s1_007505,gutenberg,35919,32,26,58,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_015165,rw_015165,bnc_spoken,3530,14,16,30,1,True,1,bnc_spoken,3530,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_000420,rw2s1_000420,bnc_spoken,3915,24,23,47,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_016886,rw2s0_016886,open_subtitles,47674,24,23,47,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_032309,rw2s0_032309,bnc_spoken,3473,18,20,38,1,True,1,bnc_spoken,3473,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_011723,rw2s0_011723,gutenberg,37800,29,27,56,1,True,1,gutenberg,37800,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_027380,rw_027380,childes,9001,13,11,24,1,True,1,childes,9001,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_028313,rw2s0_028313,gutenberg,33868,22,20,42,1,True,1,gutenberg,33868,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_020398,rw2s0_020398,gutenberg,23361,22,17,39,1,True,1,gutenberg,23361,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_006732,rw2s0_006732,gutenberg,34514,24,24,48,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_005312,rw2s1_005312,gutenberg,36467,23,19,42,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_002939,rw2s1_002939,gutenberg,37922,54,46,100,1,True,1,gutenberg,37922,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_023624,rw2s1_023624,simple_wiki,52965,24,27,51,1,True,1,simple_wiki,52965,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_025452,rw2s0_025452,simple_wiki,56566,24,20,44,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_029988,rw2s1_029988,gutenberg,25084,18,20,38,1,True,1,gutenberg,25084,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_011260,rw2s0_011260,gutenberg,23753,45,36,81,1,True,1,gutenberg,23753,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_017294,rw_017294,childes,8676,13,14,27,1,True,1,childes,8676,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_022295,rw2s1_022295,gutenberg,31308,22,24,46,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_000394,rw2s1_000394,gutenberg,30025,43,43,86,1,True,1,gutenberg,30025,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_022764,rw2s1_022764,bnc_spoken,1281,20,19,39,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_016347,rw2s1_016347,simple_wiki,52941,23,16,39,1,True,1,simple_wiki,52941,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_005489,rw2s1_005489,gutenberg,33568,30,25,55,1,True,1,gutenberg,33568,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_025785,rw2s0_025785,open_subtitles,46537,22,20,42,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_040262,rw_040262,childes,18252,14,14,28,1,True,1,childes,18252,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_028196,rw2s1_028196,gutenberg,22622,22,20,42,1,True,1,gutenberg,22622,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_010028,rw2s0_010028,simple_wiki,61194,21,18,39,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_029136,rw2s0_029136,gutenberg,29155,33,25,58,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_002945,rw2s1_002945,childes,12372,18,20,38,1,True,1,childes,12372,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_019626,rw2s1_019626,simple_wiki,53480,20,17,37,1,True,1,simple_wiki,53480,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_023314,rw2s1_023314,open_subtitles,45062,23,22,45,1,True,1,open_subtitles,45062,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_014958,rw_014958,bnc_spoken,2552,35,37,72,1,True,1,bnc_spoken,2552,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_026273,rw2s1_026273,simple_wiki,61110,21,21,42,1,True,1,simple_wiki,61110,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_023880,rw2s1_023880,simple_wiki,55989,26,31,57,1,True,1,simple_wiki,55989,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_006419,rw2s1_006419,childes,15546,18,23,41,1,True,1,childes,15546,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_030998,rw2s1_030998,gutenberg,24069,25,23,48,1,True,1,gutenberg,24069,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_029725,rw2s0_029725,gutenberg,31734,39,36,75,1,True,1,gutenberg,31734,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_020541,rw2s0_020541,simple_wiki,59836,23,25,48,1,True,1,simple_wiki,59836,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_030795,rw_030795,childes,14580,15,13,28,1,True,1,childes,14580,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_023975,rw2s0_023975,simple_wiki,53477,18,18,36,1,True,1,simple_wiki,53477,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_011046,rw2s1_011046,gutenberg,35710,19,20,39,1,True,1,gutenberg,35710,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_031533,rw2s0_031533,open_subtitles,43367,18,20,38,1,True,1,open_subtitles,43367,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_006890,rw_006890,bnc_spoken,1416,35,30,65,1,True,1,bnc_spoken,1416,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_013060,rw2s1_013060,simple_wiki,59227,46,49,95,1,True,1,simple_wiki,59227,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_042361,rw_042361,childes,20550,17,24,41,1,True,1,childes,20550,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_024631,rw2s0_024631,gutenberg,23291,40,33,73,1,True,1,gutenberg,23291,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_007584,rw2s1_007584,open_subtitles,39903,52,44,96,1,True,1,open_subtitles,39903,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_018098,rw2s0_018098,open_subtitles,47207,33,27,60,1,True,1,open_subtitles,47207,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_018147,rw2s0_018147,bnc_spoken,2203,22,19,41,1,True,1,bnc_spoken,2203,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_007363,rw2s0_007363,gutenberg,24994,24,29,53,1,True,1,gutenberg,24994,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_022071,rw2s0_022071,gutenberg,37018,30,30,60,1,True,1,gutenberg,37018,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_003088,rw2s1_003088,gutenberg,24628,30,28,58,1,True,1,gutenberg,24628,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_029331,rw2s0_029331,gutenberg,35788,42,43,85,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_008821,rw2s1_008821,gutenberg,27868,21,24,45,1,True,1,gutenberg,27868,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_016663,rw2s0_016663,simple_wiki,58217,18,20,38,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_002477,rw2s1_002477,gutenberg,27034,28,24,52,1,True,1,gutenberg,27034,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_029693,rw2s1_029693,simple_wiki,59385,19,18,37,1,True,1,simple_wiki,59385,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_000454,rw2s0_000454,gutenberg,35466,31,31,62,1,True,1,gutenberg,35466,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_017016,rw_017016,childes,12772,13,14,27,1,True,1,childes,12772,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_001787,rw2s1_001787,simple_wiki,56567,24,25,49,1,True,1,simple_wiki,56567,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_032314,rw_032314,childes,19232,18,17,35,1,True,1,childes,19232,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_002270,rw2s0_002270,simple_wiki,57268,18,15,33,1,True,1,simple_wiki,57268,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_019826,rw2s0_019826,gutenberg,29095,23,21,44,1,True,1,gutenberg,29095,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_015947,rw2s0_015947,gutenberg,22734,22,22,44,1,True,1,gutenberg,22734,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_004575,rw2s1_004575,gutenberg,28196,24,23,47,1,True,1,gutenberg,28196,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_005830,rw2s0_005830,gutenberg,27696,35,36,71,1,True,1,gutenberg,27696,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_006939,rw2s0_006939,gutenberg,27591,29,27,56,1,True,1,gutenberg,27591,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_022480,rw_022480,bnc_spoken,1143,16,14,30,1,True,1,bnc_spoken,1143,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_010512,rw2s1_010512,gutenberg,29078,22,22,44,1,True,1,gutenberg,29078,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_018417,rw2s0_018417,open_subtitles,49904,19,20,39,1,True,1,open_subtitles,49904,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_044138,rw_044138,childes,10929,16,19,35,1,True,1,childes,10929,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_007483,rw_007483,childes,5977,15,14,29,1,True,1,childes,5977,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_025344,rw2s0_025344,gutenberg,34927,19,15,34,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_022858,rw_022858,childes,18928,16,13,29,1,True,1,childes,18928,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_017851,rw2s1_017851,gutenberg,35640,31,32,63,1,True,1,gutenberg,35640,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_011529,rw2s1_011529,childes,9090,23,20,43,1,True,1,childes,9090,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_007698,rw2s1_007698,simple_wiki,58055,20,20,40,1,True,1,simple_wiki,58055,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_038758,rw_038758,childes,9139,16,13,29,1,True,1,childes,9139,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_014229,rw2s0_014229,open_subtitles,51864,20,22,42,1,True,1,open_subtitles,51864,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_018775,rw2s0_018775,gutenberg,26994,38,41,79,1,True,1,gutenberg,26994,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_004435,rw2s0_004435,gutenberg,24396,23,23,46,1,True,1,gutenberg,24396,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_015807,rw2s0_015807,gutenberg,25872,45,47,92,1,True,1,gutenberg,25872,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_021351,rw2s1_021351,bnc_spoken,4302,18,16,34,1,True,1,bnc_spoken,4302,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_031166,rw2s1_031166,gutenberg,33796,42,40,82,1,True,1,gutenberg,33796,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_001378,rw2s0_001378,gutenberg,29191,29,27,56,1,True,1,gutenberg,29191,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_023383,rw_023383,gutenberg,25605,26,20,46,1,True,1,gutenberg,25605,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_001837,rw2s0_001837,bnc_spoken,1747,20,30,50,1,True,1,bnc_spoken,1747,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_012196,rw_012196,childes,6285,14,13,27,1,True,1,childes,6285,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s0_020659,rw2s0_020659,gutenberg,32348,43,45,88,1,True,1,gutenberg,32348,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_026683,rw2s1_026683,bnc_spoken,1917,22,13,35,1,True,1,bnc_spoken,1917,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_001401,rw2s1_001401,childes,5028,18,18,36,1,True,1,childes,5028,True,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_024594,rw2s1_024594,gutenberg,30141,22,26,48,1,True,1,gutenberg,30141,False,True,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_004631,rw2s1_004631,gutenberg,28722,21,20,41,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw2s1_019948,rw2s1_019948,gutenberg,25861,30,24,54,0,False,0,,,False,False,dose25_clean_shard0_extra_topup
dose25_extra,dose56_rw_026990,rw_026990,gutenberg,36116,12,14,26,1,True,1,gutenberg,36116,True,True,dose25_clean_shard0_extra_topup
