global_step,epoch,stage_length,n_chunks,charged_words,active_tokens,masked_tokens,microbatches,cumulative_words
61,0,256,316,38662,56691,8469,5,2449606
62,0,256,316,39094,57536,8516,5,2488700
63,0,256,316,38425,56870,8483,5,2527125
64,0,256,316,39378,58095,8696,5,2566503
65,0,256,316,38370,56109,8495,5,2604873
66,0,256,316,39380,57665,8595,5,2644253
67,0,256,316,38406,56702,8376,5,2682659
68,0,256,316,39410,58510,8739,5,2722069
69,0,256,316,39956,58723,8850,5,2762025
70,0,256,316,39357,58332,8464,5,2801382
71,0,256,316,40509,58486,8762,5,2841891
72,0,256,316,38480,56514,8405,5,2880371
73,0,256,316,38734,56578,8487,5,2919105
74,0,256,316,38553,56722,8564,5,2957658
75,0,256,316,39370,58026,8705,5,2997028
76,0,256,316,39701,58114,8925,5,3036729
77,0,256,316,39699,57611,8831,5,3076428
78,0,256,316,39202,57408,8589,5,3115630
79,0,256,316,39505,57861,8563,5,3155135
80,0,256,316,39137,57573,8696,5,3194272
81,0,256,316,39830,58598,8992,5,3234102
82,0,256,316,39664,58060,8535,5,3273766
83,0,256,316,39829,57798,8732,5,3313595
84,0,256,316,39685,58462,8798,5,3353280
85,0,256,316,39516,57755,8526,5,3392796
86,0,256,316,38243,55806,8286,5,3431039
87,0,256,316,39762,58884,8827,5,3470801
88,0,256,316,38405,56435,8278,5,3509206
89,0,256,316,38826,57691,8675,5,3548032
90,0,256,316,38695,57533,8684,5,3586727
91,0,256,316,39739,57763,8705,5,3626466
92,0,256,316,40594,59040,8700,5,3667060
93,0,256,316,39982,58724,8608,5,3707042
94,0,256,316,39331,57728,8682,5,3746373
95,0,256,316,39603,57243,8678,5,3785976
96,0,256,316,39032,57162,8451,5,3825008
97,0,256,316,39680,57870,8893,5,3864688
98,0,256,316,40767,59808,8872,5,3905455
99,0,256,316,38887,56908,8425,5,3944342
100,0,256,316,37424,55507,8258,5,3981766
101,0,256,316,40158,58772,8868,5,4021924
102,0,256,316,38355,57021,8486,5,4060279
103,0,256,316,38763,57601,8663,5,4099042
104,0,256,316,39562,58589,8736,5,4138604
105,0,256,316,39608,57717,8596,5,4178212
106,0,256,316,41647,59626,9156,5,4219859
107,0,256,316,39117,57265,8771,5,4258976
108,0,256,316,40142,58467,8762,5,4299118
109,0,256,316,40939,59897,9047,5,4340057
110,0,256,316,38674,57019,8589,5,4378731
111,0,256,316,39644,57445,8541,5,4418375
112,0,256,316,40052,58396,8669,5,4458427
113,0,256,316,38868,57564,8364,5,4497295
114,0,256,316,39983,58195,8746,5,4537278
115,0,256,316,40641,59107,8771,5,4577919
116,0,256,316,38816,57231,8441,5,4616735
117,0,256,316,39577,57815,8604,5,4656312
118,0,256,316,40115,58805,8769,5,4696427
119,0,256,316,40112,57892,8478,5,4736539
120,0,256,316,39043,57323,8793,5,4775582
121,0,256,316,39759,58202,8782,5,4815341
122,0,256,316,40149,59066,8988,5,4855490
123,0,256,316,40099,59105,9054,5,4895589
124,0,256,316,39510,57863,8601,5,4935099
125,0,256,316,39924,58602,8654,5,4975023
126,0,256,316,38904,57331,8528,5,5013927
127,0,256,316,39125,57661,8422,5,5053052
128,0,256,316,41035,59491,9033,5,5094087
129,0,256,316,39876,57715,8628,5,5133963
130,0,256,316,39738,57690,8673,5,5173701
131,0,256,316,39976,58398,8843,5,5213677
132,0,256,316,38688,56890,8572,5,5252365
133,0,256,316,38571,57285,8462,5,5290936
134,0,256,316,40293,58556,8773,5,5331229
135,0,256,316,38806,57544,8360,5,5370035
136,0,256,316,38855,57592,8597,5,5408890
137,0,256,316,39915,58476,8711,5,5448805
138,0,256,316,39428,58097,8592,5,5488233
139,0,256,316,39473,58224,8813,5,5527706
140,0,256,316,39188,57345,8387,5,5566894
141,0,256,316,39452,57698,8800,5,5606346
142,0,256,316,39592,57908,8675,5,5645938
143,0,256,316,39006,57622,8640,5,5684944
144,0,256,316,39640,58034,8840,5,5724584
145,0,256,316,38470,56718,8410,5,5763054
146,0,256,316,39990,58486,9014,5,5803044
147,0,256,316,38644,57035,8745,5,5841688
148,0,256,316,39223,57540,8785,5,5880911
149,0,256,316,38724,57033,8582,5,5919635
150,0,256,316,39428,58190,8817,5,5959063
151,0,256,316,38484,56920,8621,5,5997547
152,0,256,316,39926,58514,8711,5,6037473
153,0,256,316,40522,58261,8617,5,6077995
154,0,256,316,39987,58447,8857,5,6117982
155,0,256,316,39207,56871,8546,5,6157189
156,0,256,316,39498,58247,8815,5,6196687
157,0,256,316,39895,58754,8888,5,6236582
158,0,256,316,39268,57471,8771,5,6275850
159,0,256,316,39825,58147,8771,5,6315675
160,0,256,316,38425,57807,8782,5,6354100
161,0,256,316,39698,58299,8665,5,6393798
162,0,256,316,39904,58574,8596,5,6433702
163,0,256,316,40597,59195,8801,5,6474299
164,0,256,316,38309,56435,8552,5,6512608
165,0,256,316,40362,58383,8627,5,6552970
166,0,256,316,39010,56962,8692,5,6591980
167,0,256,316,38974,57325,8852,5,6630954
168,0,256,316,38456,56815,8325,5,6669410
169,0,256,316,40294,58881,8761,5,6709704
170,0,256,316,38923,57167,8699,5,6748627
171,0,256,316,39247,58196,8721,5,6787874
172,0,256,316,38934,57719,8672,5,6826808
173,0,256,316,39490,58144,8773,5,6866298
174,0,256,316,38487,56648,8240,5,6904785
175,0,256,316,40115,59018,8894,5,6944900
176,0,256,316,39884,58681,8833,5,6984784
177,0,256,316,39609,57345,8638,5,7024393
178,0,256,316,39253,57572,8566,5,7063646
179,0,256,316,37430,55937,8397,5,7101076
180,0,256,316,39014,57290,8395,5,7140090
181,0,256,316,39852,58567,8693,5,7179942
182,0,256,316,38524,56956,8526,5,7218466
183,0,256,316,39983,58517,8764,5,7258449
184,0,256,316,39926,58180,8727,5,7298375
185,0,256,316,38355,56712,8410,5,7336730
186,0,256,316,38019,55816,8340,5,7374749
187,0,256,316,38574,57671,8467,5,7413323
188,0,256,315,37362,56243,8347,5,7450685
189,0,256,315,37422,55750,8418,5,7488107
190,0,256,315,39902,58134,8577,5,7528009
191,0,256,315,39067,57094,8455,5,7567076
192,0,256,315,39146,57948,8695,5,7606222
193,0,256,315,39465,57669,8546,5,7645687
194,0,256,315,38531,57079,8554,5,7684218
195,0,256,315,39643,58302,8774,5,7723861
196,0,256,315,38839,57023,8514,5,7762700
197,0,256,315,38265,56409,8406,5,7800965
198,0,256,315,39531,58168,8721,5,7840496
199,0,256,315,39397,57811,8473,5,7879893
200,0,256,315,37874,56443,8496,5,7917767
201,0,256,315,39931,58527,8866,5,7957698
202,0,256,315,39409,57562,8588,5,7997107
203,0,256,315,38383,56744,8496,5,8035490
204,0,256,315,39007,56850,8524,5,8074497
205,0,256,315,40515,58708,8836,5,8115012
206,0,256,315,39080,57339,8660,5,8154092
207,0,256,315,39407,57786,8824,5,8193499
208,0,256,315,38463,57544,8677,5,8231962
209,0,256,315,39845,58375,8850,5,8271807
210,0,256,315,38127,56111,8499,5,8309934
211,0,256,315,39187,57761,8510,5,8349121
212,0,256,315,39246,56948,8714,5,8388367
213,0,256,315,40149,58668,8898,5,8428516
214,0,256,315,39470,57865,8755,5,8467986
215,0,256,315,38661,57264,8596,5,8506647
216,0,256,315,40035,58927,8797,5,8546682
217,0,256,315,38256,56820,8582,5,8584938
218,0,256,315,38764,57515,8774,5,8623702
219,0,256,315,39264,57966,8794,5,8662966
220,0,256,315,38244,57043,8306,5,8701210
221,0,256,315,40105,58536,8910,5,8741315
222,0,256,315,38802,57269,8610,5,8780117
223,0,256,315,39830,57777,8704,5,8819947
224,0,256,315,38377,56709,8341,5,8858324
225,0,256,315,38674,57114,8457,5,8896998
226,0,256,315,38855,57181,8713,5,8935853
227,0,256,315,39267,57196,8687,5,8975120
228,0,256,315,38800,56848,8573,5,9013920
229,0,256,315,40192,58522,8933,5,9054112
230,0,256,315,39509,57977,8779,5,9093621
231,0,256,315,38144,56136,8555,5,9131765
232,0,256,315,39399,57269,8646,5,9171164
233,0,256,315,39825,57445,8632,5,9210989
234,0,256,315,40459,58639,8738,5,9251448
235,0,256,315,38705,57273,8707,5,9290153
236,0,256,315,38649,56774,8504,5,9328802
237,0,256,315,38379,57138,8539,5,9367181
238,0,256,315,39493,57613,8369,5,9406674
239,0,256,315,40058,58299,8732,5,9446732
240,0,256,315,38508,56743,8614,5,9485240
241,0,256,315,39227,57520,8618,5,9524467
242,0,256,315,41128,59013,8810,5,9565595
243,0,256,315,39817,58592,8724,5,9605412
244,0,256,315,39372,57462,8503,5,9644784
245,0,256,315,39414,57765,8575,5,9684198
246,0,256,315,39875,58172,8502,5,9724073
247,0,256,315,39268,57771,8626,5,9763341
248,0,256,315,39945,58665,8856,5,9803286
249,0,256,315,39513,57566,8532,5,9842799
250,0,256,315,40085,58315,8771,5,9882884
251,0,256,315,40218,58503,8749,5,9923102
252,0,256,315,38118,56410,8592,5,9961220
253,0,256,315,38780,57199,8432,5,10000000
254,1,256,316,43415,61977,9214,5,10043415
255,1,256,316,43768,62457,9150,5,10087183
256,1,256,316,43267,61987,9196,5,10130450
257,1,256,316,44036,62489,9129,5,10174486
258,1,256,316,43672,62913,9520,5,10218158
259,1,256,316,43797,63602,9508,5,10261955
260,1,256,316,43875,63162,9410,5,10305830
261,1,256,316,43949,63411,9556,5,10349779
262,1,256,316,44217,63746,9708,5,10393996
263,1,256,316,42024,60508,9041,5,10436020
264,1,256,316,40937,59160,9018,5,10476957
265,1,256,316,40578,59763,8927,5,10517535
266,1,256,316,39856,58239,8711,5,10557391
267,1,256,316,39243,57644,8783,5,10596634
268,1,256,316,39111,57550,8570,5,10635745
269,1,256,316,39167,57790,8598,5,10674912
270,1,256,316,40290,58743,8848,5,10715202
271,1,256,316,39152,57614,8767,5,10754354
272,1,256,316,39998,58869,8575,5,10794352
273,1,256,316,40369,58841,8994,5,10834721
274,1,256,316,39243,57542,8833,5,10873964
275,1,256,316,40224,58388,8715,5,10914188
276,1,256,316,38651,56413,8466,5,10952839
277,1,256,316,40527,59167,8793,5,10993366
278,1,256,316,38823,57840,8750,5,11032189
279,1,256,316,39691,58613,8727,5,11071880
280,1,256,316,38404,56816,8486,5,11110284
281,1,256,316,38958,57173,8504,5,11149242
282,1,256,316,39336,57822,8510,5,11188578
283,1,256,316,38794,56843,8549,5,11227372
284,1,256,316,40041,58466,8771,5,11267413
285,1,256,316,40814,59738,8829,5,11308227
286,1,256,316,38274,56839,8657,5,11346501
287,1,256,316,38782,56695,8433,5,11385283
288,1,256,316,40360,58496,8742,5,11425643
289,1,256,316,40686,59595,8846,5,11466329
290,1,256,316,39684,58277,9146,5,11506013
291,1,256,316,37825,55853,8601,5,11543838
292,1,256,316,39337,57673,8403,5,11583175
293,1,256,316,39982,58963,9016,5,11623157
294,1,256,316,40634,59348,8690,5,11663791
295,1,256,316,38579,57552,8694,5,11702370
296,1,256,316,38996,57217,8631,5,11741366
297,1,256,316,39299,57195,8463,5,11780665
298,1,256,316,40388,59222,8773,5,11821053
299,1,256,316,38477,57322,8320,5,11859530
300,1,256,316,38923,57903,8698,5,11898453
301,1,256,316,38912,57107,8648,5,11937365
302,1,256,316,39921,58332,8523,5,11977286
303,1,256,316,37758,56549,8348,5,12015044
304,1,256,316,40651,59169,8879,5,12055695
305,1,256,316,40574,58914,8829,5,12096269
306,1,256,316,40048,58285,8576,5,12136317
307,1,256,316,37494,55959,8298,5,12173811
308,1,256,316,39055,57510,8323,5,12212866
309,1,256,316,39896,58599,8953,5,12252762
310,1,256,316,39714,58327,8724,5,12292476
311,1,256,316,38790,56706,8325,5,12331266
312,1,256,316,40449,59544,8947,5,12371715
313,1,256,316,39229,57786,8710,5,12410944
314,1,256,316,38662,56691,8585,5,12449606
315,1,256,316,39094,57536,8743,5,12488700
316,1,256,316,38425,56870,8633,5,12527125
317,1,256,316,39378,58095,9079,5,12566503
318,1,256,316,38370,56109,8449,5,12604873
319,1,256,316,39380,57665,8663,5,12644253
320,1,256,316,38406,56702,8492,5,12682659
321,1,256,316,39410,58510,8804,5,12722069
322,1,256,316,39956,58723,8770,5,12762025
323,1,256,316,39357,58332,8672,5,12801382
324,1,256,316,40509,58486,8852,5,12841891
325,1,256,316,38480,56514,8477,5,12880371
326,1,256,316,38734,56578,8457,5,12919105
327,1,256,316,38553,56722,8514,5,12957658
328,1,256,316,39370,58026,8552,5,12997028
329,1,256,316,39701,58114,8592,5,13036729
330,1,256,316,39699,57611,8731,5,13076428
331,1,256,316,39202,57408,8565,5,13115630
332,1,256,316,39505,57861,8856,5,13155135
333,1,256,316,39137,57573,8926,5,13194272
334,1,256,316,39830,58598,8533,5,13234102
335,1,256,316,39664,58060,8717,5,13273766
336,1,256,316,39829,57798,8500,5,13313595
337,1,256,316,39685,58462,8801,5,13353280
338,1,256,316,39516,57755,8590,5,13392796
339,1,256,316,38243,55806,8298,5,13431039
340,1,256,316,39762,58884,8778,5,13470801
341,1,256,316,38405,56435,8356,5,13509206
342,1,256,316,38826,57691,8718,5,13548032
343,1,256,316,38695,57533,8667,5,13586727
344,1,256,316,39739,57763,8557,5,13626466
345,1,256,316,40594,59040,8945,5,13667060
346,1,256,316,39982,58724,8685,5,13707042
347,1,256,316,39331,57728,8945,5,13746373
348,1,256,316,39603,57243,8613,5,13785976
349,1,256,316,39032,57162,8622,5,13825008
350,1,256,316,39680,57870,8883,5,13864688
351,1,256,316,40767,59808,8770,5,13905455
352,1,256,316,38887,56908,8478,5,13944342
353,1,256,316,37424,55507,8519,5,13981766
354,1,256,316,40158,58772,8723,5,14021924
355,1,256,316,38355,57021,8745,5,14060279
356,1,256,316,38763,57601,8607,5,14099042
357,1,256,316,39562,58589,8673,5,14138604
358,1,256,316,39608,57717,8581,5,14178212
359,1,256,316,41647,59626,9045,5,14219859
360,1,256,316,39117,57265,8534,5,14258976
361,1,256,316,40142,58467,8981,5,14299118
362,1,256,316,40939,59897,9095,5,14340057
363,1,256,316,38674,57019,8737,5,14378731
364,1,256,316,39644,57445,8526,5,14418375
365,1,256,316,40052,58396,8744,5,14458427
366,1,256,316,38868,57564,8505,5,14497295
367,1,256,316,39983,58195,8566,5,14537278
368,1,256,316,40641,59107,8839,5,14577919
369,1,256,316,38816,57231,8598,5,14616735
370,1,256,316,39577,57815,8614,5,14656312
371,1,256,316,40115,58805,8915,5,14696427
372,1,256,316,40112,57892,8696,5,14736539
373,1,256,316,39043,57323,8675,5,14775582
374,1,256,316,39759,58202,8682,5,14815341
375,1,256,316,40149,59066,8976,5,14855490
376,1,256,316,40099,59105,8675,5,14895589
377,1,256,316,39510,57863,8626,5,14935099
378,1,256,316,39924,58602,8856,5,14975023
379,1,256,316,38904,57331,8497,5,15013927
380,1,256,316,39125,57661,8752,5,15053052
381,1,256,316,41035,59491,8969,5,15094087
382,1,256,316,39876,57715,8677,5,15133963
383,1,256,316,39738,57690,8622,5,15173701
384,1,256,316,39976,58398,8677,5,15213677
385,1,256,316,38688,56890,8804,5,15252365
386,1,256,316,38571,57285,8715,5,15290936
387,1,256,316,40293,58556,8883,5,15331229
388,1,256,316,38806,57544,8466,5,15370035
389,1,256,316,38855,57592,8484,5,15408890
390,1,256,316,39915,58476,8779,5,15448805
391,1,256,316,39428,58097,8830,5,15488233
392,1,256,316,39473,58224,8596,5,15527706
393,1,256,316,39188,57345,8530,5,15566894
394,1,256,316,39452,57698,8842,5,15606346
395,1,256,316,39592,57908,8929,5,15645938
396,1,256,316,39006,57622,8689,5,15684944
397,1,256,316,39640,58034,8745,5,15724584
398,1,256,316,38470,56718,8499,5,15763054
399,1,256,316,39990,58486,8741,5,15803044
400,1,256,316,38644,57035,8358,5,15841688
401,1,256,316,39223,57540,8561,5,15880911
402,1,256,316,38724,57033,8639,5,15919635
403,1,256,316,39428,58190,8757,5,15959063
404,1,256,316,38484,56920,8599,5,15997547
405,1,256,316,39926,58514,8883,5,16037473
406,1,256,316,40522,58261,8625,5,16077995
407,1,256,316,39987,58447,8822,5,16117982
408,1,256,316,39207,56871,8519,5,16157189
409,1,256,316,39498,58247,8665,5,16196687
410,1,256,316,39895,58754,8822,5,16236582
411,1,256,316,39268,57471,8634,5,16275850
412,1,256,316,39825,58147,8657,5,16315675
413,1,256,316,38425,57807,8491,5,16354100
414,1,256,316,39698,58299,8795,5,16393798
415,1,256,316,39904,58574,8725,5,16433702
416,1,256,316,40597,59195,8895,5,16474299
417,1,256,316,38309,56435,8518,5,16512608
418,1,256,316,40362,58383,8789,5,16552970
419,1,256,316,39010,56962,8482,5,16591980
420,1,256,316,38974,57325,8656,5,16630954
421,1,256,316,38456,56815,8595,5,16669410
422,1,256,316,40294,58881,8708,5,16709704
423,1,256,316,38923,57167,8582,5,16748627
424,1,256,316,39247,58196,8723,5,16787874
425,1,256,316,38934,57719,8586,5,16826808
426,1,256,316,39490,58144,8672,5,16866298
427,1,256,316,38487,56648,8479,5,16904785
428,1,256,316,40115,59018,8735,5,16944900
429,1,256,316,39884,58681,8980,5,16984784
430,1,256,316,39609,57345,8724,5,17024393
431,1,256,316,39253,57572,8687,5,17063646
432,1,256,316,37430,55937,8536,5,17101076
433,1,256,316,39014,57290,8557,5,17140090
434,1,256,316,39852,58567,8855,5,17179942
435,1,256,316,38524,56956,8469,5,17218466
436,1,256,316,39983,58517,8731,5,17258449
437,1,256,316,39926,58180,8621,5,17298375
438,1,256,316,38355,56712,8454,5,17336730
439,1,256,316,38019,55816,8240,5,17374749
440,1,256,316,38574,57671,8615,5,17413323
441,1,256,315,37362,56243,8264,5,17450685
442,1,256,315,37422,55750,8301,5,17488107
443,1,256,315,39902,58134,8692,5,17528009
444,1,256,315,39067,57094,8644,5,17567076
445,1,256,315,39146,57948,8692,5,17606222
446,1,256,315,39465,57669,8373,5,17645687
447,1,256,315,38531,57079,8464,5,17684218
448,1,256,315,39643,58302,8807,5,17723861
449,1,256,315,38839,57023,8220,5,17762700
450,1,256,315,38265,56409,8410,5,17800965
451,1,256,315,39531,58168,8747,5,17840496
452,1,256,315,39397,57811,8713,5,17879893
453,1,256,315,37874,56443,8502,5,17917767
454,1,256,315,39931,58527,8895,5,17957698
455,1,256,315,39409,57562,8631,5,17997107
456,1,256,315,38383,56744,8417,5,18035490
457,1,256,315,39007,56850,8605,5,18074497
458,1,256,315,40515,58708,8888,5,18115012
459,1,256,315,39080,57339,8533,5,18154092
460,1,256,315,39407,57786,8721,5,18193499
461,1,256,315,38463,57544,8755,5,18231962
462,1,256,315,39845,58375,8748,5,18271807
463,1,256,315,38127,56111,8442,5,18309934
464,1,256,315,39187,57761,8580,5,18349121
465,1,256,315,39246,56948,8406,5,18388367
466,1,256,315,40149,58668,8674,5,18428516
467,1,256,315,39470,57865,8699,5,18467986
468,1,256,315,38661,57264,8620,5,18506647
469,1,256,315,40035,58927,9068,5,18546682
470,1,256,315,38256,56820,8485,5,18584938
471,1,256,315,38764,57515,8559,5,18623702
472,1,256,315,39264,57966,8918,5,18662966
473,1,256,315,38244,57043,8557,5,18701210
474,1,256,315,40105,58536,8700,5,18741315
475,1,256,315,38802,57269,8786,5,18780117
476,1,256,315,39830,57777,8541,5,18819947
477,1,256,315,38377,56709,8379,5,18858324
478,1,256,315,38674,57114,8660,5,18896998
479,1,256,315,38855,57181,8690,5,18935853
480,1,256,315,39267,57196,8583,5,18975120
481,1,256,315,38800,56848,8573,5,19013920
482,1,256,315,40192,58522,8730,5,19054112
483,1,256,315,39509,57977,8737,5,19093621
484,1,256,315,38144,56136,8597,5,19131765
485,1,256,315,39399,57269,8712,5,19171164
486,1,256,315,39825,57445,8613,5,19210989
487,1,256,315,40459,58639,8885,5,19251448
488,1,256,315,38705,57273,8799,5,19290153
489,1,256,315,38649,56774,8526,5,19328802
490,1,256,315,38379,57138,8509,5,19367181
491,1,256,315,39493,57613,8680,5,19406674
492,1,256,315,40058,58299,8853,5,19446732
493,1,256,315,38508,56743,8566,5,19485240
494,1,256,315,39227,57520,8588,5,19524467
495,1,256,315,41128,59013,9053,5,19565595
496,1,256,315,39817,58592,8755,5,19605412
497,1,256,315,39372,57462,8388,5,19644784
498,1,256,315,39414,57765,8564,5,19684198
499,1,256,315,39875,58172,8714,5,19724073
500,1,256,315,39268,57771,8750,5,19763341
501,1,256,315,39945,58665,8792,5,19803286
502,1,256,315,39513,57566,8772,5,19842799
503,1,256,315,40085,58315,8619,5,19882884
504,1,256,315,40218,58503,8768,5,19923102
505,1,256,315,38118,56410,8440,5,19961220
506,1,256,315,38780,57199,8756,5,20000000
507,2,256,316,43415,61977,9242,5,20043415
508,2,256,316,43768,62457,9478,5,20087183
509,2,256,316,43267,61987,9583,5,20130450
510,2,256,316,44036,62489,9325,5,20174486
511,2,256,316,43672,62913,9612,5,20218158
512,2,256,316,43797,63602,9600,5,20261955
513,2,256,316,43875,63162,9462,5,20305830
514,2,256,316,43949,63411,9329,5,20349779
515,2,256,316,44217,63746,9775,5,20393996
516,2,256,316,42024,60508,8979,5,20436020
517,2,256,316,40937,59160,8996,5,20476957
518,2,256,316,40578,59763,8863,5,20517535
519,2,256,316,39856,58239,8494,5,20557391
520,2,256,316,39243,57644,8602,5,20596634
521,2,256,316,39111,57550,8718,5,20635745
522,2,256,316,39167,57790,8548,5,20674912
523,2,256,316,40290,58743,8845,5,20715202
524,2,256,316,39152,57614,8706,5,20754354
525,2,256,316,39998,58869,8909,5,20794352
526,2,256,316,40369,58841,8717,5,20834721
527,2,256,316,39243,57542,8531,5,20873964
528,2,256,316,40224,58388,8694,5,20914188
529,2,256,316,38651,56413,8446,5,20952839
530,2,256,316,40527,59167,8897,5,20993366
531,2,256,316,38823,57840,8511,5,21032189
532,2,256,316,39691,58613,8637,5,21071880
533,2,256,316,38404,56816,8481,5,21110284
534,2,256,316,38958,57173,8541,5,21149242
535,2,256,316,39336,57822,8869,5,21188578
536,2,256,316,38794,56843,8578,5,21227372
537,2,256,316,40041,58466,8952,5,21267413
538,2,256,316,40814,59738,8783,5,21308227
539,2,256,316,38274,56839,8614,5,21346501
540,2,256,316,38782,56695,8315,5,21385283
541,2,256,316,40360,58496,8600,5,21425643
542,2,256,316,40686,59595,8939,5,21466329
543,2,256,316,39684,58277,8581,5,21506013
544,2,256,316,37825,55853,8606,5,21543838
545,2,256,316,39337,57673,8733,5,21583175
546,2,256,316,39982,58963,8713,5,21623157
547,2,256,316,40634,59348,8866,5,21663791
548,2,256,316,38579,57552,8510,5,21702370
549,2,256,316,38996,57217,8581,5,21741366
550,2,256,316,39299,57195,8636,5,21780665
551,2,256,316,40388,59222,8753,5,21821053
552,2,256,316,38477,57322,8529,5,21859530
553,2,256,316,38923,57903,8641,5,21898453
554,2,256,316,38912,57107,8635,5,21937365
555,2,256,316,39921,58332,8689,5,21977286
556,2,256,316,37758,56549,8516,5,22015044
557,2,256,316,40651,59169,8900,5,22055695
558,2,256,316,40574,58914,8963,5,22096269
559,2,256,316,40048,58285,8712,5,22136317
560,2,256,316,37494,55959,8480,5,22173811
561,2,256,316,39055,57510,8690,5,22212866
562,2,256,316,39896,58599,8944,5,22252762
563,2,256,316,39714,58327,8598,5,22292476
564,2,256,316,38790,56706,8532,5,22331266
565,2,256,316,40449,59544,8948,5,22371715
566,2,256,316,39229,57786,8558,5,22410944
567,2,256,316,38662,56691,8284,5,22449606
568,2,256,316,39094,57536,8526,5,22488700
569,2,256,316,38425,56870,8443,5,22527125
570,2,256,316,39378,58095,8709,5,22566503
571,2,256,316,38370,56109,8551,5,22604873
572,2,256,316,39380,57665,8672,5,22644253
573,2,256,316,38406,56702,8571,5,22682659
574,2,256,316,39410,58510,8883,5,22722069
575,2,256,316,39956,58723,8692,5,22762025
576,2,256,316,39357,58332,8846,5,22801382
577,2,256,316,40509,58486,8876,5,22841891
578,2,256,316,38480,56514,8245,5,22880371
579,2,256,316,38734,56578,8312,5,22919105
580,2,256,316,38553,56722,8321,5,22957658
581,2,256,316,39370,58026,8640,5,22997028
582,2,256,316,39701,58114,8780,5,23036729
583,2,256,316,39699,57611,8570,5,23076428
584,2,256,316,39202,57408,8721,5,23115630
585,2,256,316,39505,57861,8603,5,23155135
586,2,256,316,39137,57573,8504,5,23194272
587,2,256,316,39830,58598,8760,5,23234102
588,2,256,316,39664,58060,8726,5,23273766
589,2,256,316,39829,57798,8670,5,23313595
590,2,256,316,39685,58462,8898,5,23353280
591,2,256,316,39516,57755,8580,5,23392796
592,2,256,316,38243,55806,8135,5,23431039
593,2,256,316,39762,58884,8850,5,23470801
594,2,256,316,38405,56435,8513,5,23509206
595,2,256,316,38826,57691,8660,5,23548032
596,2,256,316,38695,57533,8788,5,23586727
597,2,256,316,39739,57763,8561,5,23626466
598,2,256,316,40594,59040,9040,5,23667060
599,2,256,316,39982,58724,8977,5,23707042
600,2,256,316,39331,57728,8403,5,23746373
601,2,256,316,39603,57243,8701,5,23785976
602,2,256,316,39032,57162,8713,5,23825008
603,2,256,316,39680,57870,8646,5,23864688
604,2,256,316,40767,59808,8969,5,23905455
605,2,256,316,38887,56908,8524,5,23944342
