endpoint,anchor,input_form,bin_field,bin,n_masked_tokens,delta_isolation_token_loss,se_delta,fraction_improved
clean_pres65_u0080,coherent86_alpha075,no_special,input_edge_bin,16+,231,0.036271729379994656,0.020209646232673094,0.4675324675324675
clean_pres65_u0080,coherent86_alpha075,no_special,input_edge_bin,2-3,380,0.05836205676529349,0.013040372030225393,0.4
clean_pres65_u0080,coherent86_alpha075,no_special,input_edge_bin,4-7,677,0.05118339271977495,0.009736912486794473,0.39438700147710487
clean_pres65_u0080,coherent86_alpha075,no_special,input_edge_bin,8-15,557,0.04587407445965018,0.009833292239893108,0.41831238779174146
clean_pres65_u0080,coherent86_alpha075,no_special,distance_to_boundary_special_bin,NA,2236,0.046308047619561116,0.006104437675686384,0.42352415026833634
dense64_u0080,coherent86_alpha075,no_special,target_edge_bin,0_edge_token,203,0.04412578924282642,0.04693142383165977,0.5024630541871922
dense64_u0080,coherent86_alpha075,no_special,target_edge_bin,1,188,0.09452489002518284,0.026791213316034936,0.4148936170212766
dense64_u0080,coherent86_alpha075,no_special,target_edge_bin,16+,231,0.058436162754108636,0.028384797838436414,0.47186147186147187
dense64_u0080,coherent86_alpha075,no_special,target_edge_bin,2-3,380,0.09674484763356879,0.018552341334973764,0.3763157894736842
dense64_u0080,coherent86_alpha075,no_special,target_edge_bin,4-7,677,0.08404216999663072,0.01387331804765061,0.37961595273264404
dense64_u0080,coherent86_alpha075,no_special,target_edge_bin,8-15,557,0.08339765656312674,0.014317400593686365,0.39497307001795334
dense64_u0080,coherent86_alpha075,no_special,input_edge_bin,0_edge_token,203,0.04412578924282642,0.04693142383165977,0.5024630541871922
dense64_u0080,coherent86_alpha075,no_special,input_edge_bin,1,188,0.09452489002518284,0.026791213316034936,0.4148936170212766
dense64_u0080,coherent86_alpha075,no_special,input_edge_bin,16+,231,0.058436162754108636,0.028384797838436414,0.47186147186147187
dense64_u0080,coherent86_alpha075,no_special,input_edge_bin,2-3,380,0.09674484763356879,0.018552341334973764,0.3763157894736842
dense64_u0080,coherent86_alpha075,no_special,input_edge_bin,4-7,677,0.08404216999663072,0.01387331804765061,0.37961595273264404
dense64_u0080,coherent86_alpha075,no_special,input_edge_bin,8-15,557,0.08339765656312674,0.014317400593686365,0.39497307001795334
dense64_u0080,coherent86_alpha075,no_special,distance_to_boundary_special_bin,NA,2236,0.08065252863656706,0.008487757833853499,0.4065295169946333
dense65_u0080,coherent86_alpha075,no_special,target_edge_bin,0_edge_token,203,0.042320304567148,0.048028940921021585,0.5024630541871922
dense65_u0080,coherent86_alpha075,no_special,target_edge_bin,1,188,0.09742286482035892,0.027168925731274295,0.4095744680851064
dense65_u0080,coherent86_alpha075,no_special,target_edge_bin,16+,231,0.06022003520973323,0.02866985168720457,0.4675324675324675
dense65_u0080,coherent86_alpha075,no_special,target_edge_bin,2-3,380,0.09806055817164777,0.01876931705945261,0.3868421052631579
dense65_u0080,coherent86_alpha075,no_special,target_edge_bin,4-7,677,0.08631346901747505,0.013988331506838649,0.37518463810930575
dense65_u0080,coherent86_alpha075,no_special,target_edge_bin,8-15,557,0.08575615124520655,0.014536065497433694,0.400359066427289
dense65_u0080,coherent86_alpha075,no_special,input_edge_bin,0_edge_token,203,0.042320304567148,0.048028940921021585,0.5024630541871922
dense65_u0080,coherent86_alpha075,no_special,input_edge_bin,1,188,0.09742286482035892,0.027168925731274295,0.4095744680851064
dense65_u0080,coherent86_alpha075,no_special,input_edge_bin,16+,231,0.06022003520973323,0.02866985168720457,0.4675324675324675
dense65_u0080,coherent86_alpha075,no_special,input_edge_bin,2-3,380,0.09806055817164777,0.01876931705945261,0.3868421052631579
dense65_u0080,coherent86_alpha075,no_special,input_edge_bin,4-7,677,0.08631346901747505,0.013988331506838649,0.37518463810930575
dense65_u0080,coherent86_alpha075,no_special,input_edge_bin,8-15,557,0.08575615124520655,0.014536065497433694,0.400359066427289
dense65_u0080,coherent86_alpha075,no_special,distance_to_boundary_special_bin,NA,2236,0.08241536467819487,0.008610657176200008,0.4074239713774597
clean_pres64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,0_edge_token,203,0.17110655659246557,0.025760964194862852,0.3251231527093596
clean_pres64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,1,188,0.02360878917557358,0.01905188213635664,0.43617021276595747
clean_pres64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,16+,231,0.02637460489114303,0.019582087127165446,0.4935064935064935
clean_pres64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,2-3,380,0.05557171809546401,0.01490950864923396,0.41842105263157897
clean_pres64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,4-7,677,0.02507070968090677,0.009999127090657612,0.44903988183161003
clean_pres64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,8-15,557,0.03470584200935871,0.011484574928417632,0.47755834829443444
clean_pres64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,0_edge_token,203,0.17110655659246557,0.025760964194862852,0.3251231527093596
clean_pres64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,1,188,0.02360878917557358,0.01905188213635664,0.43617021276595747
clean_pres64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,16+,231,0.02637460489114303,0.019582087127165446,0.4935064935064935
clean_pres64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,2-3,380,0.05557171809546401,0.01490950864923396,0.41842105263157897
clean_pres64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,4-7,677,0.02507070968090677,0.009999127090657612,0.44903988183161003
clean_pres64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,8-15,557,0.03470584200935871,0.011484574928417632,0.47755834829443444
clean_pres64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,0_edge_token,203,0.17110655659246557,0.025760964194862852,0.3251231527093596
clean_pres64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,1,188,0.02360878917557358,0.01905188213635664,0.43617021276595747
clean_pres64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,16+,231,0.02637460489114303,0.019582087127165446,0.4935064935064935
clean_pres64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,2-3,380,0.05557171809546401,0.01490950864923396,0.41842105263157897
clean_pres64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,4-7,677,0.02507070968090677,0.009999127090657612,0.44903988183161003
clean_pres64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,8-15,557,0.03470584200935871,0.011484574928417632,0.47755834829443444
clean_pres65_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,0_edge_token,203,0.16837431167383113,0.02553894242268502,0.33004926108374383
clean_pres65_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,1,188,0.025055416001665203,0.01877997981703255,0.4308510638297872
clean_pres65_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,16+,231,0.027228206491729776,0.019458635815060247,0.4805194805194805
clean_pres65_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,2-3,380,0.05487727706278843,0.014684909153502962,0.4263157894736842
clean_pres65_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,4-7,677,0.0260378297394787,0.009898849205838146,0.4460856720827179
clean_pres65_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,8-15,557,0.03452611071346448,0.011349476620213524,0.46858168761220825
clean_pres65_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,0_edge_token,203,0.16837431167383113,0.02553894242268502,0.33004926108374383
clean_pres65_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,1,188,0.025055416001665203,0.01877997981703255,0.4308510638297872
clean_pres65_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,16+,231,0.027228206491729776,0.019458635815060247,0.4805194805194805
clean_pres65_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,2-3,380,0.05487727706278843,0.014684909153502962,0.4263157894736842
clean_pres65_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,4-7,677,0.0260378297394787,0.009898849205838146,0.4460856720827179
clean_pres65_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,8-15,557,0.03452611071346448,0.011349476620213524,0.46858168761220825
clean_pres65_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,0_edge_token,203,0.16837431167383113,0.02553894242268502,0.33004926108374383
clean_pres65_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,1,188,0.025055416001665203,0.01877997981703255,0.4308510638297872
clean_pres65_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,16+,231,0.027228206491729776,0.019458635815060247,0.4805194805194805
clean_pres65_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,2-3,380,0.05487727706278843,0.014684909153502962,0.4263157894736842
clean_pres65_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,4-7,677,0.0260378297394787,0.009898849205838146,0.4460856720827179
clean_pres65_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,8-15,557,0.03452611071346448,0.011349476620213524,0.46858168761220825
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,0_edge_token,203,0.02893384910083096,0.011842595920864233,0.4187192118226601
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,1,188,-0.004838582180379122,0.011576797130526398,0.4946808510638298
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,16+,231,-0.007258943039661846,0.008300498935354669,0.5108225108225108
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,2-3,380,0.0034270954544952377,0.007629792712580294,0.4631578947368421
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,4-7,677,-0.014276386863579026,0.005516163543459788,0.5258493353028065
coherent86_alpha075,chck82_slow_scale1p75,with_special,target_edge_bin,8-15,557,-0.01084764391461881,0.005829301989512887,0.5080789946140036
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,0_edge_token,203,0.02893384910083096,0.011842595920864233,0.4187192118226601
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,1,188,-0.004838582180379122,0.011576797130526398,0.4946808510638298
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,16+,231,-0.007258943039661846,0.008300498935354669,0.5108225108225108
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,2-3,380,0.0034270954544952377,0.007629792712580294,0.4631578947368421
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,4-7,677,-0.014276386863579026,0.005516163543459788,0.5258493353028065
coherent86_alpha075,chck82_slow_scale1p75,with_special,input_edge_bin,8-15,557,-0.01084764391461881,0.005829301989512887,0.5080789946140036
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,0_edge_token,203,0.02893384910083096,0.011842595920864233,0.4187192118226601
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,1,188,-0.004838582180379122,0.011576797130526398,0.4946808510638298
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,16+,231,-0.007258943039661846,0.008300498935354669,0.5108225108225108
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,2-3,380,0.0034270954544952377,0.007629792712580294,0.4631578947368421
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,4-7,677,-0.014276386863579026,0.005516163543459788,0.5258493353028065
coherent86_alpha075,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,8-15,557,-0.01084764391461881,0.005829301989512887,0.5080789946140036
dense64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,0_edge_token,203,0.2533239293694404,0.03405703540825468,0.3103448275862069
dense64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,1,188,0.04121274012396362,0.02373400226198938,0.44148936170212766
dense64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,16+,231,0.048741046870197875,0.025998666213291527,0.4588744588744589
dense64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,2-3,380,0.0896575137377735,0.01918728302495542,0.37894736842105264
dense64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,4-7,677,0.05114568483749209,0.013462888654623919,0.42688330871491875
dense64_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,8-15,557,0.07074142828108017,0.015214994081943208,0.41831238779174146
dense64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,0_edge_token,203,0.2533239293694404,0.03405703540825468,0.3103448275862069
dense64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,1,188,0.04121274012396362,0.02373400226198938,0.44148936170212766
dense64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,16+,231,0.048741046870197875,0.025998666213291527,0.4588744588744589
dense64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,2-3,380,0.0896575137377735,0.01918728302495542,0.37894736842105264
dense64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,4-7,677,0.05114568483749209,0.013462888654623919,0.42688330871491875
dense64_u0080,chck82_slow_scale1p75,with_special,input_edge_bin,8-15,557,0.07074142828108017,0.015214994081943208,0.41831238779174146
dense64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,0_edge_token,203,0.2533239293694404,0.03405703540825468,0.3103448275862069
dense64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,1,188,0.04121274012396362,0.02373400226198938,0.44148936170212766
dense64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,16+,231,0.048741046870197875,0.025998666213291527,0.4588744588744589
dense64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,2-3,380,0.0896575137377735,0.01918728302495542,0.37894736842105264
dense64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,4-7,677,0.05114568483749209,0.013462888654623919,0.42688330871491875
dense64_u0080,chck82_slow_scale1p75,with_special,distance_to_boundary_special_bin,8-15,557,0.07074142828108017,0.015214994081943208,0.41831238779174146
dense65_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,0_edge_token,203,0.2565753729859128,0.03435234424817532,0.3103448275862069
dense65_u0080,chck82_slow_scale1p75,with_special,target_edge_bin,1,188,0.043807252708149384,0.023830468716046795,0.43617021276595747
