word,stream_count,stream_log_freq_per_million,child_status,child_aoa_month,model_status,model_aoa_log10_step,model_curve_first_minus_last,current_exposure_status,current_cross_log10_word_pos,current_cross_word_pos,count_src__bnc_spoken,logfreq_src__bnc_spoken,count_src__childes,logfreq_src__childes,count_src__cleanqwen_fineweb_compact_view_reinvest,logfreq_src__cleanqwen_fineweb_compact_view_reinvest,count_src__gutenberg,logfreq_src__gutenberg,count_src__neutral_cleanqwen_topup_compact_reinvest::open_subtitles,logfreq_src__neutral_cleanqwen_topup_compact_reinvest::open_subtitles,count_src__open_subtitles,logfreq_src__open_subtitles,count_src__qwen_pair_packed,logfreq_src__qwen_pair_packed,count_src__simple_wiki,logfreq_src__simple_wiki,count_src__switchboard,logfreq_src__switchboard,childes_spoken_first_cross_log10_word_pos,childes_spoken_first_cross_source,childes_bnc_simple_first_cross_log10_word_pos,childes_bnc_simple_first_cross_source,written_first_control_cross_log10_word_pos,written_first_control_cross_source,qwen_clean_first_control_cross_log10_word_pos,qwen_clean_first_control_cross_source,largest_sources_first_cross_log10_word_pos,largest_sources_first_cross_source,smallest_sources_first_cross_log10_word_pos,smallest_sources_first_cross_source,alphabetical_sources_cross_log10_word_pos,alphabetical_sources_cross_source,source_child_aoa_enrichment_first_cross_log10_word_pos,source_child_aoa_enrichment_first_cross_source
awake,2520,3.227042387534594,ok,25.8884576271836,threshold_above_upper_asymptote,,0.795611461003622,ok,7.699156432995127,50021468.0,40,1.9506423157698642,360,2.6391039326429104,20,1.57701558435169,960,3.944636546722139,0,8.622553707074063,600,3.4911676394325233,510,3.4279175135114373,30,1.0577787532308447,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
baby,50200,6.21861007980149,child_above_50pct_from_first_age,,not_attempted_no_child_aoa,,,ok,7.699052505419047,50009499.19042871,330,4.049947000949111,33660,7.175692297978997,480,4.731417926617675,3550,5.2520262821356765,0,8.622553707074063,9170,6.217152087303572,2430,4.988379152392227,580,4.003941870755425,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
babysitter,250,0.9182887345368282,,,,,,ok,7.699156432995127,50021468.0,0,-2.4438068389025744,120,1.5432617288486163,0,-2.136556482352618,0,-3.6159646160464174,0,8.622553707074063,100,1.7035627254116152,20,0.2129517620510794,10,-0.008572673219043673,0,0.8618025465900853,7.678674223643472,qwen_pair_packed,7.678674223643472,qwen_pair_packed,7.698969926163005,childes,7.693753594798004,simple_wiki,7.690014524717385,simple_wiki,7.698970004336019,childes,7.698786519592156,simple_wiki,7.6937536739156185,open_subtitles
backyard,600,1.7925924555319468,ok,27.587137860896238,ok,7.175732232914403,1.992706060409546,ok,7.699156432995127,50021468.0,10,0.6007155988208485,320,2.5214942522786314,40,2.2578926723198207,10,-0.5714421783229946,0,8.622553707074063,120,1.8850547508431947,80,1.5807840603312346,20,0.6604769557618412,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
bad,30900,5.733357457996604,ok,25.24613058723793,ok,6.703423777826876,0.6956010937690733,ok,7.698987748318442,50002042.893203884,1370,5.4722712574002115,9270,5.886204570455814,770,5.203630352967498,5750,5.734224651046164,0,8.622553707074063,9350,6.23659009470126,3090,5.228615045006045,1160,4.696658295331971,140,6.5001572159238314,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
ball,21170,5.355193796189734,child_above_50pct_from_first_age,,not_attempted_no_child_aoa,,,ok,7.6990333323105515,50007291.43410487,360,4.136832298382375,15140,6.376740527463105,520,4.811380586262351,1110,4.08974820784801,0,8.622553707074063,1270,4.240570800672704,2020,4.803627160425245,740,4.247377703325332,10,3.906324984313508,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
balloon,3110,3.437368577966983,ok,18.890724143191804,flat_or_zero_amplitude,,-0.8947498798370361,ok,7.699156432995127,50021468.0,10,0.6007155988208485,2760,4.674779077642006,60,2.6592340632441234,20,0.09760745065789034,0,8.622553707074063,60,1.1960483629492806,180,2.3882576536796525,20,0.6604769557618412,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
banana,1540,2.734692132048631,ok,16.111616257951134,threshold_above_upper_asymptote,,-1.847770478990343,ok,7.699156432995127,50021468.0,0,-2.4438068389025744,1330,3.9449220663356503,60,2.6592340632441234,10,-0.5714421783229946,0,8.622553707074063,30,0.5111316815258509,80,1.5807840603312346,30,1.0577787532308447,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.693753594798004,simple_wiki,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.6937536739156185,open_subtitles
basement,1070,2.370710922041646,child_never_reaches_50pct,,not_attempted_no_child_aoa,,,ok,7.699156432995127,50021468.0,10,0.6007155988208485,260,2.314214837111328,0,-2.136556482352618,40,0.7784845386260214,0,8.622553707074063,480,3.2682322263228323,180,2.3882576536796525,100,2.250209797116609,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.695090635461614,bnc_spoken,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
basket,3910,3.6662503360535745,ok,26.039532817543783,threshold_above_upper_asymptote,,-0.3039721727371223,ok,7.699156432995127,50021468.0,30,1.667067025270737,1940,4.322312926726868,0,-2.136556482352618,1240,4.200452367645384,0,8.622553707074063,150,2.1073680821014156,510,3.4279175135114373,40,1.3413540437299722,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.695090635461614,bnc_spoken,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
bat,2090,3.0399883648085284,ok,27.097241206641463,threshold_above_upper_asymptote,,0.6821257352828987,ok,7.698742637165621,49973830.23809524,10,0.6007155988208485,730,3.345341207108661,120,3.3482404511380373,390,3.0446105337932683,0,8.622553707074063,470,3.2472009569379194,200,2.493341122653341,160,2.718346012187549,10,3.906324984313508,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
bath,5660,4.0360973205300725,ok,18.505566610748357,ok,7.152780239871319,1.3926371455192559,ok,7.698697445434993,49968630.34154929,180,3.4450711194303065,4020,5.05077352790611,50,2.4785640344886417,410,3.094558493406011,0,8.622553707074063,530,3.3672249559665226,340,3.022942001496284,130,2.511425296380227,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
bathroom,4080,3.7088046229212064,ok,23.557409105204858,ok,7.640538512676481,1.7137692690826958,ok,7.698944019836639,49997008.51344743,200,3.5501545884039944,2460,4.559731836223939,60,2.6592340632441234,40,0.7784845386260214,0,8.622553707074063,950,3.950393159840969,270,2.792798974193253,100,2.250209797116609,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
bathtub,880,2.1753197419481696,ok,22.49947524893918,flat_or_zero_amplitude,,-1.5397355556488037,ok,7.699156432995127,50021468.0,0,-2.4438068389025744,780,3.4115467158733934,0,-2.136556482352618,10,-0.5714421783229946,0,8.622553707074063,60,1.1960483629492806,30,0.610253559520083,0,-3.0530951109424667,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.684342500389608,gutenberg,7.680521159554612,qwen_pair_packed,7.698970004336019,childes,7.689485027938436,qwen_pair_packed,7.6937536739156185,open_subtitles
beach,8150,4.400664368058253,ok,26.499831193868143,ok,7.2886553257249584,2.8395446263253685,ok,7.699156432995127,50021468.0,50,2.171313677938685,3900,5.020472004946274,240,4.039310787753143,1320,4.262948296250714,0,8.622553707074063,680,3.6162328200040057,1330,4.385836966324461,630,4.086565225022453,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
beads,1230,2.510005683843019,child_never_reaches_50pct,,not_attempted_no_child_aoa,,,ok,7.699156432995127,50021468.0,0,-2.4438068389025744,630,3.1981251313228807,20,1.57701558435169,280,2.7137562894762786,0,8.622553707074063,70,1.349017707730708,180,2.3882576536796525,50,1.5620254058987928,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.693753594798004,simple_wiki,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.6937536739156185,open_subtitles
beans,2810,3.3359474964540383,ok,25.33209562564099,threshold_above_upper_asymptote,,0.3879165887832645,ok,7.698542177324736,49950768.84805654,0,-2.4438068389025744,1860,4.280212523704583,210,3.9060763513297636,310,2.8153664658870614,0,8.622553707074063,270,2.6936770961990213,100,1.8026846034058475,60,1.7426954346542745,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.693753594798004,simple_wiki,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.6937536739156185,open_subtitles
bear,23680,5.4672370176518,ok,20.255559869502484,model_fit_exception,,0.19572739601135147,ok,7.699046149328629,50008767.28480744,240,3.7320604312031866,17100,6.498474957747266,270,4.156862796493864,3200,5.148244891095586,0,8.622553707074063,880,3.8738949258487456,1660,4.607400916723519,330,3.4406587289092196,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
bed,25170,5.528257766862519,ok,20.670831293608018,ok,6.937220315880226,0.7838598728179935,ok,7.698983997537393,50001611.05279873,870,5.0184081008656145,10570,6.0174343573530935,300,4.26203845218259,6260,5.81919789762253,0,8.622553707074063,3810,5.338920691018657,3130,5.241474891092082,230,3.080302932054182,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
bedroom,3280,3.490580942796841,ok,25.160391755050476,ok,7.047629378867176,1.1455280214548118,ok,7.699156432995127,50021468.0,360,4.136832298382375,920,3.5765289765910393,0,-2.136556482352618,800,3.762419096950297,0,8.622553707074063,610,3.5076832914632443,530,3.466346833960755,60,1.7426954346542745,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.695090635461614,bnc_spoken,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
bee,2180,3.08213930129473,ok,21.516560770858195,threshold_above_upper_asymptote,,-0.4651041030883789,ok,7.699156432995127,50021468.0,10,0.6007155988208485,680,3.274439798009427,260,4.119193559400749,440,3.165093009889762,0,8.622553707074063,280,2.729978722875236,310,2.9307107772802503,200,2.9408663163641027,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
belt,2120,3.054237002926554,ok,28.65699534588996,threshold_above_upper_asymptote,,-0.26697314083576273,ok,7.699156432995127,50021468.0,50,2.171313677938685,740,3.35893760962576,70,2.8122034080255505,240,2.5599026540593437,0,8.622553707074063,610,3.5076832914632443,270,2.792798974193253,140,2.585259558391279,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
bench,1350,2.603059987244579,child_never_reaches_50pct,,not_attempted_no_child_aoa,,,ok,7.699156432995127,50021468.0,60,2.3519837066941665,390,2.7190399451976472,10,0.907965955370805,380,3.0186687418152682,0,8.622553707074063,150,2.1073680821014156,270,2.792798974193253,90,2.145401920323359,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
better,49950,6.213617608048518,ok,27.4836269032841,ok,6.69970685892443,1.8892177224159248,ok,7.698999876615471,50003439.29154986,2310,5.994559571967692,14910,6.361432917654998,1870,6.090551751995529,12280,6.4929504819981405,0,8.622553707074063,12400,6.518897071273325,4220,5.540235759330492,1890,5.184648692948466,70,5.810562436968254,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
bib,330,1.1954364733036495,ok,24.42989021903271,ok,7.470658950713971,1.1454118092854824,ok,7.699156432995127,50021468.0,0,-2.4438068389025744,310,2.48979587729144,0,-2.136556482352618,10,-0.5714421783229946,0,8.622553707074063,10,-0.5552197449240375,0,-3.5006203046532285,0,-3.0530951109424667,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.684342500389608,gutenberg,7.665240175346143,open_subtitles,7.698970004336019,childes,7.674521652395041,open_subtitles,7.6937536739156185,open_subtitles
bicycle,2950,3.384559740509132,ok,22.29181500457535,threshold_above_upper_asymptote,,0.2267423237071302,ok,7.699156432995127,50021468.0,80,2.6375975260818887,1860,4.280212523704583,30,1.9743173818206934,200,2.3779968112601515,0,8.622553707074063,510,3.328795635517205,170,2.3312621726302885,100,2.250209797116609,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
big,66490,6.499644173307944,ok,22.607359585163238,ok,6.701221799096622,1.6861366033554086,ok,7.698973650269231,50000419.75533514,2930,6.232268677573854,36820,7.265422010189091,1050,5.513612218492383,8500,6.125062828791312,0,8.622553707074063,9720,6.27539733437318,5100,5.729620729029291,2200,5.336491955868625,170,6.693685023873602,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
bird,11990,4.786699762581836,ok,18.06848056468084,ok,7.38864451128322,2.3917923517525193,ok,7.698790416377524,49979328.44650379,90,2.754690192363251,6890,5.589510906233106,380,4.498076875509068,2010,4.683321290850857,0,8.622553707074063,680,3.6162328200040057,1400,4.43711147060688,540,3.9325467066967414,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
bite,6180,4.123984267339786,ok,22.943816797389026,threshold_above_upper_asymptote,,0.7686776876449581,ok,7.698876162773952,49989197.258064516,70,2.5049530514755936,4260,5.108753779185917,160,3.634884640777398,600,3.474945206033566,0,8.622553707074063,680,3.6162328200040057,410,3.2099028047991998,0,-3.0530951109424667,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.689485027938436,qwen_pair_packed,7.698786519592156,bnc_spoken
black,42130,6.04335703694208,ok,25.804687037784696,ok,6.722076141829876,2.8875520557165144,ok,7.6990532666575815,50009586.847981,890,5.041123444387087,20890,6.698661765079163,1360,5.772198256430628,5340,5.660257125043278,0,8.622553707074063,2190,4.785290105166438,7340,6.093689115086232,4120,5.963781863820917,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
blanket,4120,3.718559608215347,ok,21.042952598226645,model_fit_exception,,-0.855814562903511,ok,7.699156432995127,50021468.0,50,2.171313677938685,3250,4.83817608556243,60,2.6592340632441234,410,3.094558493406011,0,8.622553707074063,100,1.7035627254116152,230,2.63277773834342,20,0.6604769557618412,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
block,6440,4.1651912698480515,ok,21.984059781669306,ok,7.062174455707691,0.7253532648086551,ok,7.699156432995127,50021468.0,180,3.4450711194303065,2940,4.737946889817917,480,4.731417926617675,400,3.069896331021942,0,8.622553707074063,930,3.9291270739947906,890,3.9843099786364333,620,4.0705776742621405,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
blow,4710,3.852379152500631,ok,24.239916417068418,threshold_above_upper_asymptote,,0.2355821132659912,ok,7.698606364919391,49958151.98734177,60,2.3519837066941665,1060,3.718107749922644,50,2.4785640344886417,1630,4.473824559742901,0,8.622553707074063,910,3.9073988970801476,950,4.049515037835201,50,1.5620254058987928,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
blue,23180,5.445896500992256,ok,22.642599694308036,flat_or_zero_amplitude,,-0.2394533872604363,ok,7.699044105013549,50008531.883620694,450,4.359698418705763,9950,5.956990056064274,790,5.2292563548568545,5220,5.637531026243693,0,8.622553707074063,2590,4.953011184167328,3090,5.228615045006045,1090,4.634443655259163,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
