global_step,epoch,stage_length,n_chunks,charged_words,active_tokens,masked_tokens,microbatches,cumulative_words
184,0,64,997,39565,54863,8415,16,7283112
185,0,64,997,38654,54720,8537,16,7321766
186,0,64,997,39275,54869,8156,16,7361041
187,0,64,997,38767,54646,8248,16,7399808
188,0,64,997,38304,55244,8219,16,7438112
189,0,64,997,38570,54938,8143,16,7476682
190,0,64,997,39593,55382,8200,16,7516275
191,0,64,997,39963,55473,8373,16,7556238
192,0,64,997,39088,54987,8285,16,7595326
193,0,64,997,39873,55237,8207,16,7635199
194,0,64,997,38790,55244,8393,16,7673989
195,0,64,997,39424,55321,8290,16,7713413
196,0,64,997,39313,55049,8188,16,7752726
197,0,64,997,39160,55052,8170,16,7791886
198,0,64,997,39258,55209,8443,16,7831144
199,0,64,997,39768,55364,8366,16,7870912
200,0,64,997,38779,55059,8285,16,7909691
201,0,64,997,39688,55200,8161,16,7949379
202,0,64,997,39316,55034,8277,16,7988695
203,0,64,997,39386,55215,8351,16,8028081
204,0,64,997,39645,55438,8437,16,8067726
205,0,64,997,39882,55108,8415,16,8107608
206,0,64,997,39959,55649,8380,16,8147567
207,0,64,997,40039,55554,8246,16,8187606
208,0,64,997,39070,55325,8013,16,8226676
209,0,64,997,39250,55358,8383,16,8265926
210,0,64,997,39548,55272,8285,16,8305474
211,0,64,997,39445,54831,8209,16,8344919
212,0,64,997,39674,55068,8373,16,8384593
213,0,64,997,39882,55074,8143,16,8424475
214,0,64,997,39312,55212,8385,16,8463787
215,0,64,997,39339,55256,8178,16,8503126
216,0,64,997,39004,54762,8269,16,8542130
217,0,64,997,39356,55445,8444,16,8581486
218,0,64,997,39256,55273,8353,16,8620742
219,0,64,997,39041,55585,8275,16,8659783
220,0,64,997,39035,55609,8339,16,8698818
221,0,64,997,39302,54779,8231,16,8738120
222,0,64,997,39504,55110,8460,16,8777624
223,0,64,997,39425,54756,8081,16,8817049
224,0,64,997,39037,55041,8189,16,8856086
225,0,64,997,39172,55028,8244,16,8895258
226,0,64,997,39196,54811,8165,16,8934454
227,0,64,997,39568,55244,8431,16,8974022
228,0,64,997,38984,54718,8301,16,9013006
229,0,64,997,39856,55068,8058,16,9052862
230,0,64,997,39173,54952,8568,16,9092035
231,0,64,997,38907,54749,8274,16,9130942
232,0,64,997,39500,55120,8374,16,9170442
233,0,64,997,39776,54821,8313,16,9210218
234,0,64,997,39955,55045,8282,16,9250173
235,0,64,997,38704,54642,8352,16,9288877
236,0,64,997,39716,55460,8164,16,9328593
237,0,64,997,38841,55428,8149,16,9367434
238,0,64,997,39602,55143,8367,16,9407036
239,0,64,997,39498,54946,8462,16,9446534
240,0,64,997,39408,55002,8310,16,9485942
241,0,64,997,39611,55242,8438,16,9525553
242,0,64,997,40312,55258,8369,16,9565865
243,0,64,997,39227,55020,8304,16,9605092
244,0,64,997,39692,55335,8521,16,9644784
245,0,64,997,39715,55527,8457,16,9684499
246,0,64,997,39788,55379,8168,16,9724287
247,0,64,997,39372,55058,8439,16,9763659
248,0,64,997,39350,55349,8386,16,9803009
249,0,64,997,39393,54631,8318,16,9842402
250,0,64,997,39412,55016,8228,16,9881814
251,0,64,997,39485,54689,8206,16,9921299
252,0,64,997,39298,55206,8416,16,9960597
253,0,64,997,39403,55274,8332,16,10000000
254,1,64,998,42165,54461,8149,16,10042165
255,1,64,998,42553,54835,8234,16,10084718
256,1,64,998,42251,54483,8003,16,10126969
257,1,64,998,42734,54706,8262,16,10169703
258,1,64,998,42056,54260,8060,16,10211759
259,1,64,998,41703,54357,8549,16,10253462
260,1,64,998,42288,54638,8134,16,10295750
261,1,64,998,42212,54744,8426,16,10337962
262,1,64,998,42242,54403,8259,16,10380204
263,1,64,998,42439,54996,8423,16,10422643
264,1,64,998,39546,54872,8228,16,10462189
265,1,64,998,39616,55203,8277,16,10501805
266,1,64,998,39683,55513,8557,16,10541488
267,1,64,998,39341,55046,8263,16,10580829
268,1,64,998,39819,55515,8343,16,10620648
269,1,64,998,39223,54970,8316,16,10659871
270,1,64,998,39438,54734,8182,16,10699309
271,1,64,998,38857,54564,8210,16,10738166
272,1,64,998,39473,55112,8338,16,10777639
273,1,64,998,39284,55506,8434,16,10816923
274,1,64,998,39942,55660,8434,16,10856865
275,1,64,998,39804,54688,7991,16,10896669
276,1,64,998,39067,55384,8165,16,10935736
277,1,64,998,40178,55196,8280,16,10975914
278,1,64,998,39271,55583,8353,16,11015185
279,1,64,998,39322,55447,8527,16,11054507
280,1,64,998,38993,54774,8253,16,11093500
281,1,64,998,39429,55223,8208,16,11132929
282,1,64,998,39324,55011,8267,16,11172253
283,1,64,997,39661,55025,8235,16,11211914
284,1,64,997,39012,55119,8092,16,11250926
285,1,64,997,40096,55625,8278,16,11291022
286,1,64,997,39399,55019,8334,16,11330421
287,1,64,997,39309,55244,8219,16,11369730
288,1,64,997,39707,54915,8245,16,11409437
289,1,64,997,39805,55253,8327,16,11449242
290,1,64,997,40059,55202,8081,16,11489301
291,1,64,997,39065,55232,8223,16,11528366
292,1,64,997,39640,55102,8463,16,11568006
293,1,64,997,39179,54970,8353,16,11607185
294,1,64,997,39695,55353,8109,16,11646880
295,1,64,997,39127,55404,8260,16,11686007
296,1,64,997,38641,55024,8008,16,11724648
297,1,64,997,39543,54870,8394,16,11764191
298,1,64,997,39508,54821,8296,16,11803699
299,1,64,997,39515,55820,8260,16,11843214
300,1,64,997,38515,55169,8396,16,11881729
301,1,64,997,39058,54862,8369,16,11920787
302,1,64,997,39510,55212,8237,16,11960297
303,1,64,997,39138,55162,8113,16,11999435
304,1,64,997,39870,55543,8300,16,12039305
305,1,64,997,39761,55151,8319,16,12079066
306,1,64,997,39562,54953,8204,16,12118628
307,1,64,997,39173,55208,8322,16,12157801
308,1,64,997,39178,54970,8433,16,12196979
309,1,64,997,38982,54881,8351,16,12235961
310,1,64,997,39320,55286,8501,16,12275281
311,1,64,997,39612,54829,8169,16,12314893
312,1,64,997,40220,55562,8379,16,12355113
313,1,64,997,39088,55178,8224,16,12394201
314,1,64,997,38910,55107,8299,16,12433111
315,1,64,997,39548,55295,8326,16,12472659
316,1,64,997,39319,54853,8346,16,12511978
317,1,64,997,39200,55056,8349,16,12551178
318,1,64,997,39452,55155,8386,16,12590630
319,1,64,997,39321,54835,8306,16,12629951
320,1,64,997,39687,54887,8162,16,12669638
321,1,64,997,38863,55278,8002,16,12708501
322,1,64,997,39033,54947,8244,16,12747534
323,1,64,997,39474,55479,8405,16,12787008
324,1,64,997,39319,54887,8233,16,12826327
325,1,64,997,39968,55273,8321,16,12866295
326,1,64,997,39334,54631,8199,16,12905629
327,1,64,997,39303,55191,8182,16,12944932
328,1,64,997,39404,55487,8138,16,12984336
329,1,64,997,39873,55714,8495,16,13024209
330,1,64,997,39331,54740,8218,16,13063540
331,1,64,997,39308,54876,8122,16,13102848
332,1,64,997,39724,55458,8346,16,13142572
333,1,64,997,39483,54903,8191,16,13182055
334,1,64,997,39313,54890,8293,16,13221368
335,1,64,997,39476,55152,8247,16,13260844
336,1,64,997,39664,54924,8184,16,13300508
337,1,64,997,40161,55656,8299,16,13340669
338,1,64,997,39358,55257,8048,16,13380027
339,1,64,997,39641,54706,8283,16,13419668
340,1,64,997,39196,55335,8043,16,13458864
341,1,64,997,39532,55547,8249,16,13498396
342,1,64,997,39127,55148,8135,16,13537523
343,1,64,997,38695,54959,8331,16,13576218
344,1,64,997,39416,55447,8458,16,13615634
345,1,64,997,40139,55207,8381,16,13655773
346,1,64,997,39601,55291,8386,16,13695374
347,1,64,997,38985,54828,8343,16,13734359
348,1,64,997,39208,54293,7938,16,13773567
349,1,64,997,39040,54414,8075,16,13812607
350,1,64,997,39686,55288,8269,16,13852293
351,1,64,997,39508,55072,8297,16,13891801
352,1,64,997,39488,55304,8228,16,13931289
353,1,64,997,39118,55136,8354,16,13970407
354,1,64,997,39121,55094,8260,16,14009528
355,1,64,997,39529,55354,8275,16,14049057
356,1,64,997,39339,55380,8091,16,14088396
357,1,64,997,38863,55261,8044,16,14127259
358,1,64,997,39640,55311,8169,16,14166899
359,1,64,997,40451,55529,8450,16,14207350
360,1,64,997,39868,55316,8445,16,14247218
361,1,64,997,39829,55068,8109,16,14287047
362,1,64,997,39404,54920,8044,16,14326451
363,1,64,997,39211,54965,8239,16,14365662
364,1,64,997,39955,55427,8293,16,14405617
365,1,64,997,39077,54929,8273,16,14444694
366,1,64,997,39785,55278,8220,16,14484479
367,1,64,997,39190,54794,8346,16,14523669
368,1,64,997,39996,55231,8303,16,14563665
369,1,64,997,39113,54736,8370,16,14602778
370,1,64,997,39773,55260,8212,16,14642551
371,1,64,997,39122,54870,8318,16,14681673
372,1,64,997,39471,54863,8239,16,14721144
373,1,64,997,39478,54940,8032,16,14760622
374,1,64,997,39450,55244,8438,16,14800072
375,1,64,997,39886,55116,8376,16,14839958
376,1,64,997,39272,55495,8314,16,14879230
377,1,64,997,39834,55209,8352,16,14919064
378,1,64,997,39331,55149,8290,16,14958395
379,1,64,997,39512,55454,8332,16,14997907
380,1,64,997,38931,55096,8278,16,15036838
381,1,64,997,39715,55017,8227,16,15076553
382,1,64,997,40284,55114,8453,16,15116837
383,1,64,997,39123,54912,8281,16,15155960
384,1,64,997,39674,55097,8215,16,15195634
385,1,64,997,39472,54953,8286,16,15235106
386,1,64,997,39608,55407,8339,16,15274714
387,1,64,997,39211,55214,8167,16,15313925
388,1,64,997,39326,55163,8314,16,15353251
389,1,64,997,38890,55305,8281,16,15392141
390,1,64,997,39107,54927,8282,16,15431248
391,1,64,997,39530,55296,8196,16,15470778
392,1,64,997,38997,55277,8355,16,15509775
393,1,64,997,39707,55080,8390,16,15549482
394,1,64,997,39586,54672,8251,16,15589068
395,1,64,997,38933,55043,8222,16,15628001
396,1,64,997,39755,55490,8347,16,15667756
397,1,64,997,39556,55024,8211,16,15707312
398,1,64,997,39279,55270,8221,16,15746591
399,1,64,997,39298,54731,8259,16,15785889
400,1,64,997,39328,54931,8277,16,15825217
401,1,64,997,38924,55099,8279,16,15864141
402,1,64,997,38947,54563,8263,16,15903088
403,1,64,997,39230,55274,8458,16,15942318
404,1,64,997,39234,54852,8461,16,15981552
405,1,64,997,39211,55160,8346,16,16020763
406,1,64,997,39981,55078,8353,16,16060744
407,1,64,997,40005,55307,8101,16,16100749
408,1,64,997,39657,54891,8289,16,16140406
409,1,64,997,39534,55546,8474,16,16179940
410,1,64,997,39528,55135,8151,16,16219468
411,1,64,997,38644,54743,8400,16,16258112
412,1,64,997,40050,55443,8167,16,16298162
413,1,64,997,39592,55227,8377,16,16337754
414,1,64,997,38828,55532,8071,16,16376582
415,1,64,997,39804,55214,8173,16,16416386
416,1,64,997,39420,54976,8228,16,16455806
417,1,64,997,39889,55100,8238,16,16495695
418,1,64,997,39536,55275,8366,16,16535231
419,1,64,997,39932,54834,8149,16,16575163
420,1,64,997,39696,55032,8281,16,16614859
421,1,64,997,39120,55154,8522,16,16653979
422,1,64,997,39120,55363,8026,16,16693099
423,1,64,997,39630,55115,8259,16,16732729
424,1,64,997,38941,54917,8271,16,16771670
425,1,64,997,39342,54837,8248,16,16811012
426,1,64,997,39317,55733,8325,16,16850329
427,1,64,997,38977,55347,8125,16,16889306
428,1,64,997,39686,55354,8161,16,16928992
429,1,64,997,39413,55439,8181,16,16968405
430,1,64,997,39392,54562,8097,16,17007797
431,1,64,997,39796,54977,8344,16,17047593
432,1,64,997,39121,55446,8506,16,17086714
433,1,64,997,39283,54868,8348,16,17125997
434,1,64,997,38611,54680,8126,16,17164608
435,1,64,997,39480,55094,7975,16,17204088
436,1,64,997,39459,55739,8178,16,17243547
437,1,64,997,39565,54863,8103,16,17283112
438,1,64,997,38654,54720,8099,16,17321766
439,1,64,997,39275,54869,8132,16,17361041
440,1,64,997,38767,54646,8276,16,17399808
441,1,64,997,38304,55244,8431,16,17438112
442,1,64,997,38570,54938,8183,16,17476682
443,1,64,997,39593,55382,8336,16,17516275
444,1,64,997,39963,55473,8216,16,17556238
445,1,64,997,39088,54987,8384,16,17595326
446,1,64,997,39873,55237,8174,16,17635199
447,1,64,997,38790,55244,8288,16,17673989
448,1,64,997,39424,55321,8251,16,17713413
449,1,64,997,39313,55049,8426,16,17752726
450,1,64,997,39160,55052,8262,16,17791886
451,1,64,997,39258,55209,8463,16,17831144
452,1,64,997,39768,55364,8144,16,17870912
453,1,64,997,38779,55059,8038,16,17909691
454,1,64,997,39688,55200,8385,16,17949379
455,1,64,997,39316,55034,8153,16,17988695
456,1,64,997,39386,55215,8351,16,18028081
457,1,64,997,39645,55438,8368,16,18067726
458,1,64,997,39882,55108,8382,16,18107608
459,1,64,997,39959,55649,8391,16,18147567
460,1,64,997,40039,55554,8561,16,18187606
461,1,64,997,39070,55325,8414,16,18226676
462,1,64,997,39250,55358,8259,16,18265926
463,1,64,997,39548,55272,8235,16,18305474
464,1,64,997,39445,54831,8147,16,18344919
465,1,64,997,39674,55068,8335,16,18384593
466,1,64,997,39882,55074,8374,16,18424475
467,1,64,997,39312,55212,8182,16,18463787
468,1,64,997,39339,55256,8315,16,18503126
469,1,64,997,39004,54762,8295,16,18542130
470,1,64,997,39356,55445,8171,16,18581486
471,1,64,997,39256,55273,8303,16,18620742
472,1,64,997,39041,55585,8426,16,18659783
473,1,64,997,39035,55609,8106,16,18698818
474,1,64,997,39302,54779,8244,16,18738120
475,1,64,997,39504,55110,8366,16,18777624
476,1,64,997,39425,54756,7909,16,18817049
477,1,64,997,39037,55041,8325,16,18856086
478,1,64,997,39172,55028,8217,16,18895258
479,1,64,997,39196,54811,8379,16,18934454
480,1,64,997,39568,55244,8320,16,18974022
481,1,64,997,38984,54718,8183,16,19013006
482,1,64,997,39856,55068,8312,16,19052862
483,1,64,997,39173,54952,8015,16,19092035
484,1,64,997,38907,54749,8338,16,19130942
485,1,64,997,39500,55120,8269,16,19170442
486,1,64,997,39776,54821,8208,16,19210218
487,1,64,997,39955,55045,8172,16,19250173
488,1,64,997,38704,54642,8157,16,19288877
489,1,64,997,39716,55460,8339,16,19328593
490,1,64,997,38841,55428,8339,16,19367434
491,1,64,997,39602,55143,8378,16,19407036
492,1,64,997,39498,54946,8440,16,19446534
493,1,64,997,39408,55002,8437,16,19485942
494,1,64,997,39611,55242,8291,16,19525553
495,1,64,997,40312,55258,8247,16,19565865
496,1,64,997,39227,55020,8296,16,19605092
497,1,64,997,39692,55335,8392,16,19644784
498,1,64,997,39715,55527,8376,16,19684499
499,1,64,997,39788,55379,8342,16,19724287
500,1,64,997,39372,55058,8221,16,19763659
501,1,64,997,39350,55349,8296,16,19803009
502,1,64,997,39393,54631,8162,16,19842402
503,1,64,997,39412,55016,8401,16,19881814
504,1,64,997,39485,54689,8217,16,19921299
505,1,64,997,39298,55206,8483,16,19960597
506,1,64,997,39403,55274,8169,16,20000000
507,2,64,998,42165,54461,8206,16,20042165
508,2,64,998,42553,54835,8074,16,20084718
509,2,64,998,42251,54483,8325,16,20126969
510,2,64,998,42734,54706,8204,16,20169703
511,2,64,998,42056,54260,8116,16,20211759
512,2,64,998,41703,54357,8073,16,20253462
513,2,64,998,42288,54638,8145,16,20295750
514,2,64,998,42212,54744,8161,16,20337962
515,2,64,998,42242,54403,7985,16,20380204
516,2,64,998,42439,54996,8199,16,20422643
517,2,64,998,39546,54872,8164,16,20462189
518,2,64,998,39616,55203,8292,16,20501805
519,2,64,998,39683,55513,8186,16,20541488
520,2,64,998,39341,55046,8268,16,20580829
521,2,64,998,39819,55515,8381,16,20620648
522,2,64,998,39223,54970,8428,16,20659871
523,2,64,998,39438,54734,8105,16,20699309
524,2,64,998,38857,54564,8161,16,20738166
525,2,64,998,39473,55112,8392,16,20777639
526,2,64,998,39284,55506,8249,16,20816923
527,2,64,998,39942,55660,8297,16,20856865
528,2,64,998,39804,54688,8267,16,20896669
529,2,64,998,39067,55384,8227,16,20935736
530,2,64,998,40178,55196,8299,16,20975914
531,2,64,998,39271,55583,8175,16,21015185
532,2,64,998,39322,55447,8540,16,21054507
533,2,64,998,38993,54774,8155,16,21093500
534,2,64,998,39429,55223,8376,16,21132929
535,2,64,998,39324,55011,8236,16,21172253
536,2,64,997,39661,55025,8283,16,21211914
537,2,64,997,39012,55119,8229,16,21250926
538,2,64,997,40096,55625,8366,16,21291022
539,2,64,997,39399,55019,8220,16,21330421
540,2,64,997,39309,55244,8361,16,21369730
541,2,64,997,39707,54915,8183,16,21409437
542,2,64,997,39805,55253,8163,16,21449242
543,2,64,997,40059,55202,8372,16,21489301
544,2,64,997,39065,55232,8448,16,21528366
545,2,64,997,39640,55102,8378,16,21568006
546,2,64,997,39179,54970,8228,16,21607185
547,2,64,997,39695,55353,8206,16,21646880
548,2,64,997,39127,55404,8194,16,21686007
549,2,64,997,38641,55024,8361,16,21724648
550,2,64,997,39543,54870,8164,16,21764191
551,2,64,997,39508,54821,8312,16,21803699
552,2,64,997,39515,55820,8605,16,21843214
553,2,64,997,38515,55169,8379,16,21881729
554,2,64,997,39058,54862,8111,16,21920787
555,2,64,997,39510,55212,8374,16,21960297
556,2,64,997,39138,55162,8297,16,21999435
557,2,64,997,39870,55543,8442,16,22039305
558,2,64,997,39761,55151,8255,16,22079066
559,2,64,997,39562,54953,8231,16,22118628
560,2,64,997,39173,55208,8387,16,22157801
561,2,64,997,39178,54970,8182,16,22196979
562,2,64,997,38982,54881,8204,16,22235961
563,2,64,997,39320,55286,8369,16,22275281
564,2,64,997,39612,54829,8385,16,22314893
565,2,64,997,40220,55562,8197,16,22355113
566,2,64,997,39088,55178,8043,16,22394201
567,2,64,997,38910,55107,8336,16,22433111
568,2,64,997,39548,55295,8360,16,22472659
569,2,64,997,39319,54853,8252,16,22511978
570,2,64,997,39200,55056,8060,16,22551178
571,2,64,997,39452,55155,8224,16,22590630
572,2,64,997,39321,54835,8238,16,22629951
573,2,64,997,39687,54887,8383,16,22669638
574,2,64,997,38863,55278,8170,16,22708501
575,2,64,997,39033,54947,8310,16,22747534
576,2,64,997,39474,55479,8196,16,22787008
577,2,64,997,39319,54887,8280,16,22826327
578,2,64,997,39968,55273,8307,16,22866295
579,2,64,997,39334,54631,8155,16,22905629
580,2,64,997,39303,55191,8182,16,22944932
581,2,64,997,39404,55487,8097,16,22984336
582,2,64,997,39873,55714,8389,16,23024209
583,2,64,997,39331,54740,8194,16,23063540
584,2,64,997,39308,54876,8158,16,23102848
585,2,64,997,39724,55458,8141,16,23142572
586,2,64,997,39483,54903,8281,16,23182055
587,2,64,997,39313,54890,8200,16,23221368
588,2,64,997,39476,55152,8307,16,23260844
589,2,64,997,39664,54924,8088,16,23300508
590,2,64,997,40161,55656,8233,16,23340669
591,2,64,997,39358,55257,8431,16,23380027
592,2,64,997,39641,54706,8408,16,23419668
593,2,64,997,39196,55335,8386,16,23458864
594,2,64,997,39532,55547,8370,16,23498396
595,2,64,997,39127,55148,8214,16,23537523
596,2,64,997,38695,54959,8185,16,23576218
597,2,64,997,39416,55447,8257,16,23615634
598,2,64,997,40139,55207,8198,16,23655773
599,2,64,997,39601,55291,8117,16,23695374
600,2,64,997,38985,54828,8091,16,23734359
601,2,64,997,39208,54293,8176,16,23773567
602,2,64,997,39040,54414,8100,16,23812607
603,2,64,997,39686,55288,8189,16,23852293
604,2,64,997,39508,55072,8100,16,23891801
605,2,64,997,39488,55304,8194,16,23931289
