target,decoder_mode,layer_index,layer,pair_id,family,template_id,alt_type,alt_0,alt_1,correct_AB,correct_BA,margin_AB,margin_BA,four_cell_M,both_correct,swap_both_correct,erased_bias,s_AB_alt0,s_AB_alt1,s_BA_alt0,s_BA_alt1,s_erased_alt0,s_erased_alt1
scale1p75_live_80M,raw,0,emb,151010,natural_transfer,nt01,people,Rosa,Sofia,Sofia,Rosa,-6.510601043701172,6.510601043701172,0.0,False,False,-6.481985092163086,-22.421100616455078,-28.93170166015625,-22.421100616455078,-28.93170166015625,-21.466453552246094,-27.94843864440918
scale1p75_live_80M,raw,0,emb,151011,natural_transfer,nt01,people,Dylan,Mina,Mina,Dylan,11.038246154785156,-11.038246154785156,0.0,False,False,11.933795928955078,-31.759014129638672,-20.720767974853516,-31.759014129638672,-20.720767974853516,-31.57455825805664,-19.640762329101562
scale1p75_live_80M,raw,0,emb,151012,natural_transfer,nt01,people,Nina,Ruby,Ruby,Nina,-13.724964141845703,13.724964141845703,0.0,False,False,-12.970772743225098,-12.005136489868164,-25.730100631713867,-12.005136489868164,-25.730100631713867,-11.278216361999512,-24.24898910522461
scale1p75_live_80M,raw,0,emb,151013,natural_transfer,nt01,people,Caleb,Noah,Noah,Caleb,10.352373123168945,-10.352373123168945,0.0,False,False,11.27522087097168,-31.849655151367188,-21.497282028198242,-31.849655151367188,-21.497282028198242,-31.5084285736084,-20.23320770263672
scale1p75_live_80M,raw,0,emb,151014,natural_transfer,nt01,people,Theo,Leo,Leo,Theo,2.0842180252075195,-2.0842180252075195,0.0,False,False,2.0086889266967773,-14.950852394104004,-12.866634368896484,-14.950852394104004,-12.866634368896484,-14.841036796569824,-12.832347869873047
scale1p75_live_80M,raw,0,emb,151015,natural_transfer,nt01,people,Theo,Mina,Mina,Theo,-5.329681396484375,5.329681396484375,0.0,False,False,-4.799725532531738,-15.124324798583984,-20.45400619506836,-15.124324798583984,-20.45400619506836,-14.841036796569824,-19.640762329101562
scale1p75_live_80M,raw,0,emb,151016,natural_transfer,nt01,people,Nora,Nina,Nina,Nora,10.670114517211914,-10.670114517211914,0.0,False,False,9.948708534240723,-22.675251007080078,-12.005136489868164,-22.675251007080078,-12.005136489868164,-21.226924896240234,-11.278216361999512
scale1p75_live_80M,raw,0,emb,151017,natural_transfer,nt01,people,Sofia,Nina,Nina,Sofia,17.752894401550293,-17.752894401550293,0.0,False,False,16.670222282409668,-29.129077911376953,-11.37618350982666,-29.129077911376953,-11.37618350982666,-27.94843864440918,-11.278216361999512
scale1p75_live_80M,raw,0,emb,151018,natural_transfer,nt01,people,Tara,Mira,Mira,Tara,-1.757598876953125,1.757598876953125,0.0,False,False,-1.7079925537109375,-21.985477447509766,-23.74307632446289,-21.985477447509766,-23.74307632446289,-21.143009185791016,-22.851001739501953
scale1p75_live_80M,raw,0,emb,151019,natural_transfer,nt01,people,Maya,Leah,Leah,Maya,4.176609039306641,-4.176609039306641,0.0,False,False,3.9825057983398438,-18.167598724365234,-13.990989685058594,-18.167598724365234,-13.990989685058594,-17.636028289794922,-13.653522491455078
scale1p75_live_80M,raw,0,emb,151020,natural_transfer,nt01,people,Nora,Iris,Iris,Nora,2.874347686767578,-2.874347686767578,0.0,False,False,2.4134063720703125,-22.800857543945312,-19.926509857177734,-22.800857543945312,-19.926509857177734,-21.226924896240234,-18.813518524169922
scale1p75_live_80M,raw,0,emb,151021,natural_transfer,nt01,people,Caleb,Miles,Miles,Caleb,8.944568634033203,-8.944568634033203,0.0,False,False,7.90580940246582,-32.16038513183594,-23.215816497802734,-32.16038513183594,-23.215816497802734,-31.5084285736084,-23.602619171142578
scale1p75_live_80M,raw,0,emb,151022,natural_transfer,nt01,people,Noah,Hana,Hana,Noah,-3.447551727294922,3.447551727294922,0.0,False,False,-3.3894004821777344,-20.617542266845703,-24.065093994140625,-20.617542266845703,-24.065093994140625,-20.23320770263672,-23.622608184814453
scale1p75_live_80M,raw,0,emb,151023,natural_transfer,nt01,people,Theo,Simon,Simon,Theo,1.6328277587890625,-1.6328277587890625,0.0,False,False,2.3721580505371094,-15.124324798583984,-13.491497039794922,-15.124324798583984,-13.491497039794922,-14.841036796569824,-12.468878746032715
scale1p75_live_80M,raw,0,emb,151024,natural_transfer,nt02,people,Omar,Eli,Eli,Omar,10.955177307128906,-10.955177307128906,0.0,False,False,9.973294258117676,-25.934249877929688,-14.979072570800781,-25.934249877929688,-14.979072570800781,-24.53584861755371,-14.562554359436035
scale1p75_live_80M,raw,0,emb,151025,natural_transfer,nt02,people,Zoe,Jonah,Jonah,Zoe,-1.1418495178222656,1.1418495178222656,0.0,False,False,-0.5539321899414062,-23.835552215576172,-24.977401733398438,-23.835552215576172,-24.977401733398438,-23.501401901245117,-24.055334091186523
scale1p75_live_80M,raw,0,emb,151026,natural_transfer,nt02,people,Ruby,Mina,Mina,Ruby,4.215902328491211,-4.215902328491211,0.0,False,False,3.8423728942871094,-25.0595645904541,-20.84366226196289,-25.0595645904541,-20.84366226196289,-24.83106231689453,-20.988689422607422
scale1p75_live_80M,raw,0,emb,151027,natural_transfer,nt02,people,Oscar,Omar,Omar,Oscar,-11.8529052734375,11.8529052734375,0.0,False,False,-10.762222290039062,-14.081344604492188,-25.934249877929688,-14.081344604492188,-25.934249877929688,-13.773626327514648,-24.53584861755371
scale1p75_live_80M,raw,0,emb,151028,natural_transfer,nt02,people,Ava,Clara,Clara,Ava,8.757827758789062,-8.757827758789062,0.0,False,False,7.531048774719238,-22.88658332824707,-14.128755569458008,-22.88658332824707,-14.128755569458008,-21.681800842285156,-14.150752067565918
scale1p75_live_80M,raw,0,emb,151029,natural_transfer,nt02,people,Clara,Miles,Miles,Clara,-10.444128036499023,10.444128036499023,0.0,False,False,-9.505021095275879,-13.576864242553711,-24.020992279052734,-13.576864242553711,-24.020992279052734,-14.150752067565918,-23.655773162841797
scale1p75_live_80M,raw,0,emb,151030,natural_transfer,nt02,people,Pia,Caleb,Caleb,Pia,-10.361499786376953,10.361499786376953,0.0,False,False,-10.371578216552734,-22.495616912841797,-32.85711669921875,-22.495616912841797,-32.85711669921875,-21.012786865234375,-31.38436508178711
scale1p75_live_80M,raw,0,emb,151031,natural_transfer,nt02,people,Hana,Rosa,Rosa,Hana,1.8308143615722656,-1.8308143615722656,0.0,False,False,2.195322036743164,-23.708446502685547,-21.87763214111328,-23.708446502685547,-21.87763214111328,-23.72399139404297,-21.528669357299805
scale1p75_live_80M,raw,0,emb,151032,natural_transfer,nt02,people,Mina,Owen,Owen,Mina,7.379291534423828,-7.379291534423828,0.0,False,False,8.137221336364746,-20.552576065063477,-13.173284530639648,-20.552576065063477,-13.173284530639648,-20.988689422607422,-12.851468086242676
scale1p75_live_80M,raw,0,emb,151033,natural_transfer,nt02,people,Simon,Mina,Mina,Simon,-7.773431777954102,7.773431777954102,0.0,False,False,-7.8141069412231445,-13.070230484008789,-20.84366226196289,-13.070230484008789,-20.84366226196289,-13.174582481384277,-20.988689422607422
scale1p75_live_80M,raw,0,emb,151034,natural_transfer,nt02,people,Noah,Sofia,Sofia,Noah,-7.573554992675781,7.573554992675781,0.0,False,False,-7.282602310180664,-21.636524200439453,-29.210079193115234,-21.636524200439453,-29.210079193115234,-20.427295684814453,-27.709897994995117
scale1p75_live_80M,raw,0,emb,151035,natural_transfer,nt02,people,Clara,Arun,Arun,Clara,-10.66556167602539,10.66556167602539,0.0,False,False,-9.893204689025879,-13.576864242553711,-24.2424259185791,-13.576864242553711,-24.2424259185791,-14.150752067565918,-24.043956756591797
scale1p75_live_80M,raw,0,emb,151036,natural_transfer,nt02,people,Simon,Oscar,Oscar,Simon,-0.4018993377685547,0.4018993377685547,0.0,False,False,-0.5990438461303711,-13.406116485595703,-13.808015823364258,-13.406116485595703,-13.808015823364258,-13.174582481384277,-13.773626327514648
scale1p75_live_80M,raw,0,emb,151037,natural_transfer,nt02,people,Mira,Sofia,Sofia,Mira,-6.501140594482422,6.501140594482422,0.0,False,False,-3.670022964477539,-23.016197204589844,-29.517337799072266,-23.016197204589844,-29.517337799072266,-24.039875030517578,-27.709897994995117
scale1p75_live_80M,raw,0,emb,151038,natural_transfer,nt02,people,Eli,Felix,Felix,Eli,-14.135492324829102,14.135492324829102,0.0,False,False,-13.258671760559082,-14.979072570800781,-29.114564895629883,-14.979072570800781,-29.114564895629883,-14.562554359436035,-27.821226119995117
scale1p75_live_80M,raw,0,emb,151039,natural_transfer,nt02,people,Leah,Oscar,Oscar,Leah,0.1310253143310547,-0.1310253143310547,0.0,False,False,0.5007123947143555,-13.939041137695312,-13.808015823364258,-13.939041137695312,-13.808015823364258,-14.274338722229004,-13.773626327514648
scale1p75_live_80M,raw,0,emb,151040,natural_transfer,nt02,people,Rosa,Jules,Jules,Rosa,-2.702455520629883,2.702455520629883,0.0,False,False,-3.1042652130126953,-21.87763214111328,-24.580087661743164,-21.87763214111328,-24.580087661743164,-21.528669357299805,-24.6329345703125
scale1p75_live_80M,raw,0,emb,151041,natural_transfer,nt02,people,Maya,Felix,Felix,Maya,-10.162296295166016,10.162296295166016,0.0,False,False,-10.238832473754883,-18.46361541748047,-28.625911712646484,-18.46361541748047,-28.625911712646484,-17.582393646240234,-27.821226119995117
scale1p75_live_80M,raw,0,emb,151042,natural_transfer,nt02,people,Omar,Clara,Clara,Omar,11.80549430847168,-11.80549430847168,0.0,False,False,10.385096549987793,-25.934249877929688,-14.128755569458008,-25.934249877929688,-14.128755569458008,-24.53584861755371,-14.150752067565918
scale1p75_live_80M,raw,0,emb,151043,natural_transfer,nt02,people,Omar,Leo,Leo,Omar,12.558021545410156,-12.558021545410156,0.0,False,False,11.606559753417969,-25.934249877929688,-13.376228332519531,-25.934249877929688,-13.376228332519531,-24.53584861755371,-12.929288864135742
scale1p75_live_80M,raw,0,emb,151044,natural_transfer,nt02,people,Owen,Noah,Noah,Owen,-8.41183853149414,8.41183853149414,0.0,False,False,-7.575827598571777,-13.173284530639648,-21.58512306213379,-13.173284530639648,-21.58512306213379,-12.851468086242676,-20.427295684814453
scale1p75_live_80M,raw,0,emb,151045,natural_transfer,nt02,people,Mira,Tara,Tara,Mira,1.6267890930175781,-1.6267890930175781,0.0,False,False,1.7429580688476562,-23.85222816467285,-22.225439071655273,-23.85222816467285,-22.225439071655273,-24.039875030517578,-22.296916961669922
scale1p75_live_80M,raw,0,emb,151046,natural_transfer,nt02,people,Liam,Mira,Mira,Liam,0.7384052276611328,-0.7384052276611328,0.0,False,False,-0.29496192932128906,-24.590633392333984,-23.85222816467285,-24.590633392333984,-23.85222816467285,-23.74491310119629,-24.039875030517578
scale1p75_live_80M,raw,0,emb,151047,natural_transfer,nt02,people,Iris,Rosa,Rosa,Iris,-3.1416759490966797,3.1416759490966797,0.0,False,False,-2.1269607543945312,-18.7359561920166,-21.87763214111328,-18.7359561920166,-21.87763214111328,-19.401708602905273,-21.528669357299805
scale1p75_live_80M,raw,0,emb,151048,natural_transfer,nt03,people,Hana,Nora,Nora,Hana,1.2642364501953125,-1.2642364501953125,0.0,False,False,1.9150543212890625,-24.065093994140625,-22.800857543945312,-24.065093994140625,-22.800857543945312,-23.79470443725586,-21.879650115966797
scale1p75_live_80M,raw,0,emb,151049,natural_transfer,nt03,people,Jonah,Mira,Mira,Jonah,1.6600761413574219,-1.6600761413574219,0.0,False,False,1.3517932891845703,-24.731109619140625,-23.071033477783203,-24.731109619140625,-23.071033477783203,-24.52989959716797,-23.1781063079834
scale1p75_live_80M,raw,0,emb,151050,natural_transfer,nt03,people,Pia,Noah,Noah,Pia,0.443267822265625,-0.443267822265625,0.0,False,False,0.6945533752441406,-21.060810089111328,-20.617542266845703,-21.060810089111328,-20.617542266845703,-21.433761596679688,-20.739208221435547
scale1p75_live_80M,raw,0,emb,151051,natural_transfer,nt03,people,Leo,Nina,Nina,Leo,2.205720901489258,-2.205720901489258,0.0,False,False,1.6639442443847656,-12.866634368896484,-10.660913467407227,-12.866634368896484,-10.660913467407227,-12.81318187713623,-11.149237632751465
scale1p75_live_80M,raw,0,emb,151052,natural_transfer,nt03,people,Simon,Maya,Maya,Simon,-5.879417419433594,5.879417419433594,0.0,False,False,-5.377925872802734,-13.491497039794922,-19.370914459228516,-13.491497039794922,-19.370914459228516,-12.74029541015625,-18.118221282958984
scale1p75_live_80M,raw,0,emb,151053,natural_transfer,nt03,people,Clara,Maya,Maya,Clara,-4.958765983581543,4.958765983581543,0.0,False,False,-4.562499046325684,-14.412148475646973,-19.370914459228516,-14.412148475646973,-19.370914459228516,-13.5557222366333,-18.118221282958984
scale1p75_live_80M,raw,0,emb,151054,natural_transfer,nt03,people,Felix,Ruby,Ruby,Felix,3.4243392944335938,-3.4243392944335938,0.0,False,False,3.934284210205078,-28.601478576660156,-25.177139282226562,-28.601478576660156,-25.177139282226562,-27.638286590576172,-23.704002380371094
scale1p75_live_80M,raw,0,emb,151055,natural_transfer,nt03,people,Felix,Leah,Leah,Felix,14.253467559814453,-14.253467559814453,0.0,False,False,13.76874828338623,-28.058822631835938,-13.805355072021484,-28.058822631835938,-13.805355072021484,-28.002880096435547,-14.234131813049316
scale1p75_live_80M,raw,0,emb,151056,natural_transfer,nt03,people,Mina,Tara,Tara,Mina,-1.1251373291015625,1.1251373291015625,0.0,False,False,-1.5615615844726562,-20.860340118408203,-21.985477447509766,-20.860340118408203,-21.985477447509766,-20.12731170654297,-21.688873291015625
scale1p75_live_80M,raw,0,emb,151057,natural_transfer,nt03,people,Nora,Mira,Mira,Nora,-0.9422187805175781,0.9422187805175781,0.0,False,False,-1.1441669464111328,-22.800857543945312,-23.74307632446289,-22.800857543945312,-23.74307632446289,-21.879650115966797,-23.02381706237793
scale1p75_live_80M,raw,0,emb,151058,natural_transfer,nt03,people,Hana,Clara,Clara,Hana,10.319462776184082,-10.319462776184082,0.0,False,False,9.966072082519531,-24.29937171936035,-13.97990894317627,-24.29937171936035,-13.97990894317627,-23.906597137451172,-13.94052505493164
scale1p75_live_80M,raw,0,emb,151059,natural_transfer,nt03,people,Jonah,Clara,Clara,Jonah,11.397051811218262,-11.397051811218262,0.0,False,False,10.692519187927246,-25.809200286865234,-14.412148475646973,-25.809200286865234,-14.412148475646973,-24.248241424560547,-13.5557222366333
scale1p75_live_80M,raw,0,emb,151060,natural_transfer,nt03,people,Nina,Omar,Omar,Nina,-14.039436340332031,14.039436340332031,0.0,False,False,-13.91317081451416,-11.146745681762695,-25.186182022094727,-11.146745681762695,-25.186182022094727,-10.903653144836426,-24.816823959350586
scale1p75_live_80M,raw,0,emb,151061,natural_transfer,nt03,people,Mina,Caleb,Caleb,Mina,-11.128887176513672,11.128887176513672,0.0,False,False,-12.120967864990234,-20.720767974853516,-31.849655151367188,-20.720767974853516,-31.849655151367188,-20.12731170654297,-32.2482795715332
scale1p75_live_80M,raw,0,emb,151062,natural_transfer,nt03,people,Oscar,Mina,Mina,Oscar,-5.533944129943848,5.533944129943848,0.0,False,False,-5.809426307678223,-14.920062065124512,-20.45400619506836,-14.920062065124512,-20.45400619506836,-14.317885398864746,-20.12731170654297
scale1p75_live_80M,raw,0,emb,151063,natural_transfer,nt03,people,Dylan,Eli,Eli,Dylan,18.45308780670166,-18.45308780670166,0.0,False,False,18.18426513671875,-32.76839828491211,-14.31531047821045,-32.76839828491211,-14.31531047821045,-31.96139907836914,-13.77713394165039
scale1p75_live_80M,raw,0,emb,151064,natural_transfer,nt03,people,Nina,Leo,Leo,Nina,-2.205720901489258,2.205720901489258,0.0,False,False,-1.6639442443847656,-10.660913467407227,-12.866634368896484,-10.660913467407227,-12.866634368896484,-11.149237632751465,-12.81318187713623
scale1p75_live_80M,raw,0,emb,151065,natural_transfer,nt03,people,Liam,Pia,Pia,Liam,2.664581298828125,-2.664581298828125,0.0,False,False,3.097881317138672,-23.57016372680664,-20.905582427978516,-23.57016372680664,-20.905582427978516,-23.45184898376465,-20.353967666625977
scale1p75_live_80M,raw,0,emb,151066,natural_transfer,nt03,people,Mina,Maya,Maya,Mina,1.8825645446777344,-1.8825645446777344,0.0,False,False,2.503194808959961,-19.892187118530273,-18.00962257385254,-19.892187118530273,-18.00962257385254,-20.45883560180664,-17.95564079284668
scale1p75_live_80M,raw,0,emb,151067,natural_transfer,nt03,people,Oscar,Liam,Liam,Oscar,-9.31026554107666,9.31026554107666,0.0,False,False,-9.407785415649414,-14.651124000549316,-23.961389541625977,-14.651124000549316,-23.961389541625977,-14.044063568115234,-23.45184898376465
scale1p75_live_80M,raw,0,emb,151068,natural_transfer,nt03,people,Ava,Dylan,Dylan,Ava,-8.634132385253906,8.634132385253906,0.0,False,False,-9.675378799438477,-23.124881744384766,-31.759014129638672,-23.124881744384766,-31.759014129638672,-22.286020278930664,-31.96139907836914
scale1p75_live_80M,raw,0,emb,151069,natural_transfer,nt03,people,Hana,Leah,Leah,Hana,8.741199493408203,-8.741199493408203,0.0,False,False,10.096335411071777,-23.240970611572266,-14.499771118164062,-23.240970611572266,-14.499771118164062,-23.79470443725586,-13.698369026184082
scale1p75_live_80M,raw,0,emb,151070,natural_transfer,nt03,people,Owen,Iris,Iris,Owen,-6.8643388748168945,6.8643388748168945,0.0,False,False,-6.401580810546875,-13.021265983581543,-19.885604858398438,-13.021265983581543,-19.885604858398438,-12.859447479248047,-19.261028289794922
scale1p75_live_80M,raw,0,emb,151071,natural_transfer,nt03,people,Iris,Ava,Ava,Iris,-2.7572803497314453,2.7572803497314453,0.0,False,False,-2.5882434844970703,-19.506072998046875,-22.26335334777832,-19.506072998046875,-22.26335334777832,-19.87987518310547,-22.46811866760254
scale1p75_live_80M,raw,0,emb,151072,natural_transfer,nt04,people,Maya,Leah,Leah,Maya,3.509490966796875,-3.509490966796875,0.0,False,False,3.725796699523926,-17.448532104492188,-13.939041137695312,-17.448532104492188,-13.939041137695312,-17.566152572631836,-13.84035587310791
scale1p75_live_80M,raw,0,emb,151073,natural_transfer,nt04,people,Miles,Maya,Maya,Miles,4.903261184692383,-4.903261184692383,0.0,False,False,5.846620559692383,-23.7198486328125,-18.816587448120117,-23.7198486328125,-18.816587448120117,-23.41277313232422,-17.566152572631836
scale1p75_live_80M,raw,0,emb,151074,natural_transfer,nt04,people,Ruby,Noah,Noah,Ruby,3.9081039428710938,-3.9081039428710938,0.0,False,False,3.6984100341796875,-25.493227005004883,-21.58512306213379,-25.493227005004883,-21.58512306213379,-23.91131591796875,-20.212905883789062
scale1p75_live_80M,raw,0,emb,151075,natural_transfer,nt04,people,Sofia,Leah,Leah,Sofia,16.194541931152344,-16.194541931152344,0.0,False,False,14.632880210876465,-30.327594757080078,-14.133052825927734,-30.327594757080078,-14.133052825927734,-28.473236083984375,-13.84035587310791
scale1p75_live_80M,raw,0,emb,151076,natural_transfer,nt04,people,Caleb,Zoe,Zoe,Caleb,8.763683319091797,-8.763683319091797,0.0,False,False,7.951303482055664,-31.59476089477539,-22.831077575683594,-31.59476089477539,-22.831077575683594,-31.71109962463379,-23.759796142578125
scale1p75_live_80M,raw,0,emb,151077,natural_transfer,nt04,people,Tara,Iris,Iris,Tara,2.917398452758789,-2.917398452758789,0.0,False,False,1.1216964721679688,-22.18943977355957,-19.27204132080078,-22.18943977355957,-19.27204132080078,-20.687576293945312,-19.565879821777344
scale1p75_live_80M,raw,0,emb,151078,natural_transfer,nt04,people,Liam,Simon,Simon,Liam,11.520402908325195,-11.520402908325195,0.0,False,False,11.78055477142334,-24.590633392333984,-13.070230484008789,-24.590633392333984,-13.070230484008789,-24.61164093017578,-12.831086158752441
scale1p75_live_80M,raw,0,emb,151079,natural_transfer,nt04,people,Sofia,Simon,Simon,Sofia,15.553864479064941,-15.553864479064941,0.0,False,False,16.36184597015381,-29.210079193115234,-13.656214714050293,-29.210079193115234,-13.656214714050293,-29.19293212890625,-12.831086158752441
scale1p75_live_80M,raw,0,emb,151080,natural_transfer,nt04,people,Ruby,Oscar,Oscar,Ruby,10.823888778686523,-10.823888778686523,0.0,False,False,10.28475284576416,-24.63190460205078,-13.808015823364258,-24.63190460205078,-13.808015823364258,-23.91131591796875,-13.62656307220459
scale1p75_live_80M,raw,0,emb,151081,natural_transfer,nt04,people,Miles,Nora,Nora,Miles,2.924346923828125,-2.924346923828125,0.0,False,False,1.7249393463134766,-24.940155029296875,-22.01580810546875,-24.940155029296875,-22.01580810546875,-23.78337860107422,-22.058439254760742
scale1p75_live_80M,raw,0,emb,151082,natural_transfer,nt04,people,Nina,Dylan,Dylan,Nina,-21.229095458984375,21.229095458984375,0.0,False,False,-20.312460899353027,-11.460914611816406,-32.69001007080078,-11.460914611816406,-32.69001007080078,-11.25620174407959,-31.568662643432617
scale1p75_live_80M,raw,0,emb,151083,natural_transfer,nt04,people,Theo,Jules,Jules,Theo,-8.297403335571289,8.297403335571289,0.0,False,False,-8.160399436950684,-15.542478561401367,-23.839881896972656,-15.542478561401367,-23.839881896972656,-15.160414695739746,-23.32081413269043
scale1p75_live_80M,raw,0,emb,151084,natural_transfer,nt04,people,Omar,Hana,Hana,Omar,2.277708053588867,-2.277708053588867,0.0,False,False,1.3725204467773438,-25.934249877929688,-23.65654182434082,-25.934249877929688,-23.65654182434082,-24.622600555419922,-23.250080108642578
scale1p75_live_80M,raw,0,emb,151085,natural_transfer,nt04,people,Oscar,Pia,Pia,Oscar,-6.68012809753418,6.68012809753418,0.0,False,False,-6.7125749588012695,-13.808015823364258,-20.488143920898438,-13.808015823364258,-20.488143920898438,-13.62656307220459,-20.33913803100586
scale1p75_live_80M,raw,0,emb,151086,natural_transfer,nt04,people,Iris,Dylan,Dylan,Iris,-14.564245223999023,14.564245223999023,0.0,False,False,-12.002782821655273,-18.7359561920166,-33.300201416015625,-18.7359561920166,-33.300201416015625,-19.565879821777344,-31.568662643432617
scale1p75_live_80M,raw,0,emb,151087,natural_transfer,nt04,people,Owen,Zoe,Zoe,Owen,-11.497629165649414,11.497629165649414,0.0,False,False,-10.854069709777832,-12.337923049926758,-23.835552215576172,-12.337923049926758,-23.835552215576172,-12.905726432800293,-23.759796142578125
scale1p75_live_80M,raw,0,emb,151088,natural_transfer,nt04,people,Hana,Jules,Jules,Hana,-0.5734615325927734,0.5734615325927734,0.0,False,False,-0.07073402404785156,-23.65654182434082,-24.230003356933594,-23.65654182434082,-24.230003356933594,-23.250080108642578,-23.32081413269043
scale1p75_live_80M,raw,0,emb,151089,natural_transfer,nt04,people,Ava,Simon,Simon,Ava,8.365997314453125,-8.365997314453125,0.0,False,False,9.486939430236816,-21.772113800048828,-13.406116485595703,-21.772113800048828,-13.406116485595703,-22.556041717529297,-13.06910228729248
scale1p75_live_80M,raw,0,emb,151090,natural_transfer,nt04,people,Theo,Ruby,Ruby,Theo,-9.089426040649414,9.089426040649414,0.0,False,False,-8.750901222229004,-15.542478561401367,-24.63190460205078,-15.542478561401367,-24.63190460205078,-15.160414695739746,-23.91131591796875
scale1p75_live_80M,raw,0,emb,151091,natural_transfer,nt04,people,Arun,Iris,Iris,Arun,4.9947357177734375,-4.9947357177734375,0.0,False,False,4.309907913208008,-24.26677703857422,-19.27204132080078,-24.26677703857422,-19.27204132080078,-23.87578773498535,-19.565879821777344
scale1p75_live_80M,raw,0,emb,151092,natural_transfer,nt04,people,Hana,Tara,Tara,Hana,1.46710205078125,-1.46710205078125,0.0,False,False,2.5625038146972656,-23.65654182434082,-22.18943977355957,-23.65654182434082,-22.18943977355957,-23.250080108642578,-20.687576293945312
scale1p75_live_80M,raw,0,emb,151093,natural_transfer,nt04,people,Leo,Eli,Eli,Leo,-0.5937709808349609,0.5937709808349609,0.0,False,False,-1.529740333557129,-13.485840797424316,-14.079611778259277,-13.485840797424316,-14.079611778259277,-12.988981246948242,-14.518721580505371
scale1p75_live_80M,raw,0,emb,151094,natural_transfer,nt04,people,Theo,Zoe,Zoe,Theo,-7.211725234985352,7.211725234985352,0.0,False,False,-8.048985481262207,-15.542478561401367,-22.75420379638672,-15.542478561401367,-22.75420379638672,-15.160414695739746,-23.209400177001953
scale1p75_live_80M,raw,0,emb,151095,natural_transfer,nt04,people,Felix,Nora,Nora,Felix,6.021764755249023,-6.021764755249023,0.0,False,False,6.092195510864258,-29.114564895629883,-23.09280014038086,-29.114564895629883,-23.09280014038086,-27.700178146362305,-21.607982635498047
scale1p75_live_80M,raw,0,emb,151096,heard_or_received,hr01,people,Tara,Maya,Maya,Tara,3.7618236541748047,-3.7618236541748047,0.0,False,False,3.5069808959960938,-22.225439071655273,-18.46361541748047,-22.225439071655273,-18.46361541748047,-21.143009185791016,-17.636028289794922
