global_step,epoch,stage_length,step_in_epoch,n_chunks,charged_words,active_tokens,masked_tokens,microbatches,cumulative_words
89,0,64,88,997,39297,54781,8360,16,3513464
90,0,64,89,997,39233,54759,8296,16,3552697
91,0,64,90,997,39868,55237,8149,16,3592565
92,0,64,91,997,39501,54384,7943,16,3632066
93,0,64,92,997,39207,55701,8188,16,3671273
94,0,64,93,997,39346,55032,8187,16,3710619
95,0,64,94,997,39394,54760,8187,16,3750013
96,0,64,95,997,39561,55128,8382,16,3789574
97,0,64,96,997,39190,54827,8114,16,3828764
98,0,64,97,997,39509,54881,8254,16,3868273
99,0,64,98,997,39603,54819,8175,16,3907876
100,0,64,99,997,40186,54652,8065,16,3948062
101,0,64,100,997,39298,55345,8351,16,3987360
102,0,64,101,997,39216,54567,8166,16,4026576
103,0,64,102,997,39918,54966,7925,16,4066494
104,0,64,103,997,39380,55004,8219,16,4105874
105,0,64,104,997,38891,55121,8219,16,4144765
106,0,64,105,997,39829,55409,8285,16,4184594
107,0,64,106,997,38819,55195,8307,16,4223413
108,0,64,107,997,39487,55189,8318,16,4262900
109,0,64,108,997,39076,54946,8473,16,4301976
110,0,64,109,997,39546,55006,8327,16,4341522
111,0,64,110,997,39919,55429,8247,16,4381441
112,0,64,111,997,39390,55205,8126,16,4420831
113,0,64,112,997,39502,54973,8404,16,4460333
114,0,64,113,997,39646,55293,8360,16,4499979
115,0,64,114,997,39749,55394,8337,16,4539728
116,0,64,115,997,39562,55160,8377,16,4579290
117,0,64,116,997,39407,55015,8225,16,4618697
118,0,64,117,997,39431,55285,8270,16,4658128
119,0,64,118,997,40186,55595,8283,16,4698314
120,0,64,119,997,39455,55155,8326,16,4737769
121,0,64,120,997,39295,55144,8326,16,4777064
122,0,64,121,997,39086,55141,8150,16,4816150
123,0,64,122,997,39562,54947,8158,16,4855712
124,0,64,123,997,39749,55343,8249,16,4895461
125,0,64,124,997,39647,55467,8345,16,4935108
126,0,64,125,997,39473,55076,8238,16,4974581
127,0,64,126,997,38858,55004,8233,16,5013439
128,0,64,127,997,39933,55394,8178,16,5053372
129,0,64,128,997,38980,54777,8295,16,5092352
130,0,64,129,997,39913,55422,8363,16,5132265
131,0,64,130,997,39410,54781,8199,16,5171675
132,0,64,131,997,39537,55150,8160,16,5211212
133,0,64,132,997,40268,54774,8080,16,5251480
134,0,64,133,997,39354,54930,8164,16,5290834
135,0,64,134,997,39791,54844,8273,16,5330625
136,0,64,135,997,40120,54673,8186,16,5370745
137,0,64,136,997,39584,55109,8205,16,5410329
138,0,64,137,997,39831,55384,8453,16,5450160
139,0,64,138,997,39885,54801,8059,16,5490045
140,0,64,139,997,39130,55191,8324,16,5529175
141,0,64,140,997,39297,54929,8214,16,5568472
142,0,64,141,997,39798,54899,8364,16,5608270
143,0,64,142,997,38937,54862,8220,16,5647207
144,0,64,143,997,39925,55457,8139,16,5687132
145,0,64,144,997,39257,54622,8206,16,5726389
146,0,64,145,997,39283,55147,8264,16,5765672
147,0,64,146,997,39145,54845,8102,16,5804817
148,0,64,147,997,39662,55231,8259,16,5844479
149,0,64,148,997,39002,54701,8280,16,5883481
150,0,64,149,997,38971,55332,8096,16,5922452
151,0,64,150,997,39334,55532,8109,16,5961786
152,0,64,151,997,39146,55086,8214,16,6000932
153,0,64,152,997,39927,55326,8149,16,6040859
154,0,64,153,997,40159,55273,8292,16,6081018
155,0,64,154,997,39493,54976,8197,16,6120511
156,0,64,155,997,39485,54961,8260,16,6159996
157,0,64,156,997,39434,54879,8216,16,6199430
158,0,64,157,997,40039,55093,8314,16,6239469
159,0,64,158,997,40016,54975,8272,16,6279485
160,0,64,159,997,39592,55111,8293,16,6319077
161,0,64,160,997,39551,54752,8208,16,6358628
162,0,64,161,997,39875,55124,8458,16,6398503
163,0,64,162,997,39553,55156,8206,16,6438056
164,0,64,163,997,39003,55494,8366,16,6477059
165,0,64,164,997,39578,55449,8482,16,6516637
166,0,64,165,997,39052,54792,8155,16,6555689
167,0,64,166,997,39543,55321,8361,16,6595232
168,0,64,167,997,39091,55112,8339,16,6634323
169,0,64,168,997,39635,55045,8353,16,6673958
170,0,64,169,997,39838,54776,8347,16,6713796
171,0,64,170,997,40288,55058,8359,16,6754084
172,0,64,171,997,39625,54706,8266,16,6793709
173,0,64,172,997,39329,54672,8201,16,6833038
174,0,64,173,997,39543,55185,8192,16,6872581
175,0,64,174,997,38961,54662,8398,16,6911542
176,0,64,175,997,39622,55173,8344,16,6951164
177,0,64,176,997,39168,55168,8214,16,6990332
178,0,64,177,997,38990,54947,8077,16,7029322
179,0,64,178,997,39784,55237,8197,16,7069106
180,0,64,179,997,39365,54860,8185,16,7108471
181,0,64,180,997,39663,55247,8372,16,7148134
182,0,64,181,997,39577,54873,8156,16,7187711
183,0,64,182,997,39326,55459,8349,16,7227037
184,0,64,183,997,39280,54816,8317,16,7266317
185,0,64,184,997,39802,55230,8445,16,7306119
186,0,64,185,997,39365,55361,8162,16,7345484
187,0,64,186,997,39383,54930,8094,16,7384867
188,0,64,187,997,39829,55083,8223,16,7424696
189,0,64,188,997,39152,55145,8217,16,7463848
190,0,64,189,997,39203,55152,8140,16,7503051
191,0,64,190,997,39495,55088,8221,16,7542546
192,0,64,191,997,40071,55201,8216,16,7582617
193,0,64,192,997,40092,55053,8185,16,7622709
194,0,64,193,997,39456,55055,8180,16,7662165
195,0,64,194,997,39951,55702,8322,16,7702116
196,0,64,195,997,39629,55139,8221,16,7741745
197,0,64,196,997,39405,54914,8248,16,7781150
198,0,64,197,997,38965,54747,8172,16,7820115
199,0,64,198,997,39615,55097,8446,16,7859730
200,0,64,199,997,39078,55122,8243,16,7898808
201,0,64,200,997,39536,55383,8267,16,7938344
202,0,64,201,997,39536,55175,8208,16,7977880
203,0,64,202,997,39800,55457,8315,16,8017680
204,0,64,203,997,39707,55042,8341,16,8057387
205,0,64,204,997,39601,55107,8272,16,8096988
206,0,64,205,997,39791,54546,8221,16,8136779
207,0,64,206,997,39192,55279,8208,16,8175971
208,0,64,207,997,39973,55212,8069,16,8215944
209,0,64,208,997,39317,55190,8444,16,8255261
210,0,64,209,997,39509,55376,8368,16,8294770
211,0,64,210,997,39844,55206,8309,16,8334614
212,0,64,211,997,38928,55050,8231,16,8373542
213,0,64,212,997,39050,55216,8084,16,8412592
214,0,64,213,997,39964,55213,8385,16,8452556
215,0,64,214,997,39620,55073,8363,16,8492176
216,0,64,215,997,39656,54874,8262,16,8531832
217,0,64,216,997,39080,55190,8344,16,8570912
218,0,64,217,997,40203,55206,8269,16,8611115
219,0,64,218,997,39999,55242,8236,16,8651114
220,0,64,219,997,38944,55091,8408,16,8690058
221,0,64,220,997,39803,54842,8258,16,8729861
222,0,64,221,997,39563,55641,8437,16,8769424
223,0,64,222,997,39630,55094,8024,16,8809054
224,0,64,223,997,39944,55156,8144,16,8848998
225,0,64,224,997,39156,55209,8438,16,8888154
226,0,64,225,997,39782,55251,8181,16,8927936
227,0,64,226,997,39895,55463,8301,16,8967831
228,0,64,227,997,39263,55220,8267,16,9007094
229,0,64,228,997,39644,55064,8278,16,9046738
230,0,64,229,997,39450,54990,8509,16,9086188
231,0,64,230,997,39744,55124,8359,16,9125932
232,0,64,231,997,40216,55278,8276,16,9166148
233,0,64,232,997,39334,55305,8255,16,9205482
234,0,64,233,997,39518,55469,8281,16,9245000
235,0,64,234,997,39580,55185,8269,16,9284580
236,0,64,235,997,40607,55277,8234,16,9325187
237,0,64,236,997,40018,55138,8169,16,9365205
238,0,64,237,997,39554,54859,8311,16,9404759
239,0,64,238,997,39905,55399,8383,16,9444664
240,0,64,239,997,39282,54883,8230,16,9483946
241,0,64,240,997,39906,55254,8349,16,9523852
242,0,64,241,997,40330,54802,8150,16,9564182
243,0,64,242,997,39387,55467,8336,16,9603569
244,0,64,243,997,38995,54735,8434,16,9642564
245,0,64,244,997,39736,54973,8232,16,9682300
246,0,64,245,997,39908,55291,8142,16,9722208
247,0,64,246,997,39667,54939,8363,16,9761875
248,0,64,247,997,39612,54881,8264,16,9801487
249,0,64,248,997,39992,55360,8385,16,9841479
250,0,64,249,997,39415,55175,8179,16,9880894
251,0,64,250,997,39714,55408,8260,16,9920608
252,0,64,251,997,39777,55167,8366,16,9960385
253,0,64,252,997,39615,54900,8266,16,10000000
254,1,64,0,998,40087,55547,8131,16,10040087
255,1,64,1,998,39341,54964,8151,16,10079428
256,1,64,2,998,39480,54865,8083,16,10118908
257,1,64,3,998,39720,54625,8139,16,10158628
258,1,64,4,998,39663,55062,8214,16,10198291
259,1,64,5,998,39293,54627,8272,16,10237584
260,1,64,6,998,39303,55036,7992,16,10276887
261,1,64,7,998,39374,55034,8505,16,10316261
262,1,64,8,998,39854,55098,8139,16,10356115
263,1,64,9,998,39562,55114,8340,16,10395677
264,1,64,10,998,39745,54955,8337,16,10435422
265,1,64,11,998,39613,55156,8283,16,10475035
266,1,64,12,998,39049,55048,8376,16,10514084
267,1,64,13,998,39683,55201,8320,16,10553767
268,1,64,14,998,40150,55425,8161,16,10593917
269,1,64,15,998,39455,54852,8353,16,10633372
270,1,64,16,998,39297,55877,8343,16,10672669
271,1,64,17,998,39791,55055,8300,16,10712460
272,1,64,18,998,39745,55559,8416,16,10752205
273,1,64,19,998,39322,55284,8240,16,10791527
274,1,64,20,998,38942,55300,8398,16,10830469
275,1,64,21,998,39354,54829,8246,16,10869823
276,1,64,22,998,39610,55173,8160,16,10909433
277,1,64,23,998,39850,55000,8288,16,10949283
278,1,64,24,998,39195,54816,8154,16,10988478
279,1,64,25,998,39795,55007,8312,16,11028273
280,1,64,26,998,38739,55171,8183,16,11067012
281,1,64,27,998,39545,55583,8328,16,11106557
282,1,64,28,998,39207,55277,8256,16,11145764
283,1,64,29,997,39381,55028,8051,16,11185145
284,1,64,30,997,39419,55058,8151,16,11224564
285,1,64,31,997,39483,54865,8191,16,11264047
286,1,64,32,997,40089,55107,8159,16,11304136
287,1,64,33,997,39344,54943,8371,16,11343480
288,1,64,34,997,39570,55007,8052,16,11383050
289,1,64,35,997,39036,55060,8371,16,11422086
290,1,64,36,997,39406,54957,8228,16,11461492
291,1,64,37,997,39639,55262,8276,16,11501131
292,1,64,38,997,39767,55188,8359,16,11540898
293,1,64,39,997,39657,55283,8475,16,11580555
294,1,64,40,997,39730,55031,8271,16,11620285
295,1,64,41,997,39839,55297,8232,16,11660124
296,1,64,42,997,38983,55030,8193,16,11699107
297,1,64,43,997,39096,55118,8275,16,11738203
298,1,64,44,997,39019,55215,8375,16,11777222
299,1,64,45,997,39927,55176,8073,16,11817149
300,1,64,46,997,39250,55072,8260,16,11856399
301,1,64,47,997,39369,55142,8383,16,11895768
302,1,64,48,997,39742,55034,8356,16,11935510
303,1,64,49,997,40146,55662,8164,16,11975656
304,1,64,50,997,39460,55337,8268,16,12015116
305,1,64,51,997,39981,55171,8491,16,12055097
306,1,64,52,997,39491,55074,8251,16,12094588
307,1,64,53,997,39571,55080,8380,16,12134159
308,1,64,54,997,39359,55030,8289,16,12173518
309,1,64,55,997,39314,55071,8344,16,12212832
310,1,64,56,997,39685,55202,8304,16,12252517
311,1,64,57,997,39804,55221,8368,16,12292321
312,1,64,58,997,39363,55274,8403,16,12331684
313,1,64,59,997,39829,55107,8384,16,12371513
314,1,64,60,997,40219,55071,8238,16,12411732
315,1,64,61,997,39260,54286,8256,16,12450992
316,1,64,62,997,38894,55192,8370,16,12489886
317,1,64,63,997,39955,55417,8200,16,12529841
318,1,64,64,997,39892,55123,8433,16,12569733
319,1,64,65,997,39037,54972,8436,16,12608770
320,1,64,66,997,40031,55139,8275,16,12648801
321,1,64,67,997,39428,55246,8090,16,12688229
322,1,64,68,997,40036,55213,8231,16,12728265
323,1,64,69,997,40093,54909,8273,16,12768358
324,1,64,70,997,39097,54432,8162,16,12807455
325,1,64,71,997,40114,54827,8189,16,12847569
326,1,64,72,997,39497,55346,8317,16,12887066
327,1,64,73,997,39396,55144,8130,16,12926462
328,1,64,74,997,39805,55185,8347,16,12966267
329,1,64,75,997,39805,55383,8208,16,13006072
330,1,64,76,997,39392,55231,8429,16,13045464
331,1,64,77,997,39282,55023,8130,16,13084746
332,1,64,78,997,39372,55502,8230,16,13124118
333,1,64,79,997,39578,55087,8333,16,13163696
334,1,64,80,997,40232,54857,8313,16,13203928
335,1,64,81,997,39614,55496,8459,16,13243542
336,1,64,82,997,39085,55112,8249,16,13282627
337,1,64,83,997,39097,55168,8107,16,13321724
338,1,64,84,997,39308,55275,8256,16,13361032
339,1,64,85,997,39885,55605,8475,16,13400917
340,1,64,86,997,39280,55118,8179,16,13440197
341,1,64,87,997,39744,54605,8302,16,13479941
342,1,64,88,997,39880,55650,8418,16,13519821
343,1,64,89,997,39679,55395,8283,16,13559500
344,1,64,90,997,40597,55441,8416,16,13600097
345,1,64,91,997,39674,55248,8345,16,13639771
346,1,64,92,997,39270,54637,8207,16,13679041
347,1,64,93,997,40112,55347,8124,16,13719153
348,1,64,94,997,39266,54852,7991,16,13758419
349,1,64,95,997,39924,54959,8205,16,13798343
350,1,64,96,997,38938,55449,8477,16,13837281
351,1,64,97,997,38983,55000,8258,16,13876264
352,1,64,98,997,39687,54886,8370,16,13915951
353,1,64,99,997,39575,55521,8400,16,13955526
354,1,64,100,997,38822,54883,8154,16,13994348
355,1,64,101,997,39293,55291,8211,16,14033641
356,1,64,102,997,39354,55160,8072,16,14072995
357,1,64,103,997,39570,55088,8139,16,14112565
358,1,64,104,997,39763,55380,8265,16,14152328
359,1,64,105,997,39674,55591,8444,16,14192002
360,1,64,106,997,39000,55134,8379,16,14231002
361,1,64,107,997,39870,55269,8241,16,14270872
362,1,64,108,997,39174,54694,8136,16,14310046
363,1,64,109,997,39369,54723,8128,16,14349415
364,1,64,110,997,39844,55539,8384,16,14389259
365,1,64,111,997,40085,55281,8305,16,14429344
366,1,64,112,997,39375,55202,8368,16,14468719
367,1,64,113,997,40012,55372,8518,16,14508731
368,1,64,114,997,39270,55194,8151,16,14548001
369,1,64,115,997,39456,54952,8445,16,14587457
370,1,64,116,997,39806,54924,8208,16,14627263
371,1,64,117,997,39827,55345,8486,16,14667090
372,1,64,118,997,40098,55110,8223,16,14707188
373,1,64,119,997,39953,55035,8068,16,14747141
374,1,64,120,997,39006,54870,8136,16,14786147
375,1,64,121,997,39727,55421,8407,16,14825874
376,1,64,122,997,40264,55399,8293,16,14866138
377,1,64,123,997,39051,55074,8128,16,14905189
378,1,64,124,997,39571,55424,8335,16,14944760
379,1,64,125,997,39419,55416,8382,16,14984179
380,1,64,126,997,40683,55634,8240,16,15024862
381,1,64,127,997,39760,55019,8245,16,15064622
382,1,64,128,997,39003,55165,8244,16,15103625
383,1,64,129,997,39391,55018,8330,16,15143016
384,1,64,130,997,40301,55574,8327,16,15183317
385,1,64,131,997,39811,55501,8339,16,15223128
386,1,64,132,997,39429,54909,8099,16,15262557
387,1,64,133,997,39251,55159,8216,16,15301808
388,1,64,134,997,39786,55224,8399,16,15341594
389,1,64,135,997,39884,55339,8102,16,15381478
390,1,64,136,997,39245,55142,8329,16,15420723
391,1,64,137,997,39493,54261,8068,16,15460216
392,1,64,138,997,39467,55298,8532,16,15499683
393,1,64,139,997,39590,54928,8373,16,15539273
394,1,64,140,997,39155,54976,8208,16,15578428
395,1,64,141,997,39564,54672,8287,16,15617992
396,1,64,142,997,39085,54934,8106,16,15657077
397,1,64,143,997,39046,54704,8094,16,15696123
398,1,64,144,997,39350,54767,8257,16,15735473
399,1,64,145,997,39197,55695,8292,16,15774670
400,1,64,146,997,40202,55091,8342,16,15814872
401,1,64,147,997,39013,55276,8126,16,15853885
402,1,64,148,997,38635,54556,8136,16,15892520
403,1,64,149,997,39117,54805,8124,16,15931637
404,1,64,150,997,39508,55369,8478,16,15971145
405,1,64,151,997,38720,54936,8384,16,16009865
406,1,64,152,997,39739,55048,8301,16,16049604
407,1,64,153,997,39147,55201,8182,16,16088751
408,1,64,154,997,39547,54991,8352,16,16128298
409,1,64,155,997,39936,55197,8302,16,16168234
410,1,64,156,997,39982,55372,8471,16,16208216
411,1,64,157,997,39737,54855,8379,16,16247953
412,1,64,158,997,39297,54574,8008,16,16287250
413,1,64,159,997,39635,55003,8335,16,16326885
414,1,64,160,997,39365,55106,8199,16,16366250
415,1,64,161,997,38606,54881,8326,16,16404856
416,1,64,162,997,39506,55131,8244,16,16444362
417,1,64,163,997,39191,54621,8149,16,16483553
418,1,64,164,997,40027,55098,8341,16,16523580
419,1,64,165,997,39956,55557,8283,16,16563536
420,1,64,166,997,39469,54931,8278,16,16603005
421,1,64,167,997,39807,55214,8539,16,16642812
422,1,64,168,997,38969,54891,8224,16,16681781
423,1,64,169,997,39131,55009,8324,16,16720912
424,1,64,170,997,40363,55529,8332,16,16761275
425,1,64,171,997,38796,55364,8287,16,16800071
426,1,64,172,997,39565,55199,8289,16,16839636
427,1,64,173,997,38818,54667,8057,16,16878454
428,1,64,174,997,39575,54684,8064,16,16918029
429,1,64,175,997,39783,55194,8160,16,16957812
430,1,64,176,997,39945,55405,8208,16,16997757
431,1,64,177,997,39094,55338,8292,16,17036851
432,1,64,178,997,39814,54992,8352,16,17076665
433,1,64,179,997,39751,55312,8289,16,17116416
434,1,64,180,997,38926,55121,8259,16,17155342
435,1,64,181,997,40511,55783,8159,16,17195853
436,1,64,182,997,39220,54990,8181,16,17235073
437,1,64,183,997,39177,54965,8092,16,17274250
438,1,64,184,997,39292,54640,8166,16,17313542
439,1,64,185,997,39334,55012,8073,16,17352876
440,1,64,186,997,39278,54618,8153,16,17392154
441,1,64,187,997,39263,55436,8382,16,17431417
442,1,64,188,997,39192,54903,8363,16,17470609
443,1,64,189,997,39882,55026,8174,16,17510491
444,1,64,190,997,39604,55609,8375,16,17550095
445,1,64,191,997,39869,55442,8263,16,17589964
446,1,64,192,997,39299,54568,8193,16,17629263
447,1,64,193,997,39426,55364,8181,16,17668689
448,1,64,194,997,39004,54945,8165,16,17707693
449,1,64,195,997,39964,55216,8285,16,17747657
450,1,64,196,997,40205,55065,8130,16,17787862
451,1,64,197,997,39141,55233,8367,16,17827003
452,1,64,198,997,39044,54894,8066,16,17866047
453,1,64,199,997,38870,54516,7949,16,17904917
454,1,64,200,997,38696,55107,8299,16,17943613
455,1,64,201,997,39839,54985,8273,16,17983452
456,1,64,202,997,39073,55213,8355,16,18022525
457,1,64,203,997,39570,55002,8101,16,18062095
458,1,64,204,997,39532,55200,8346,16,18101627
459,1,64,205,997,39350,54597,8278,16,18140977
460,1,64,206,997,39395,55399,8652,16,18180372
461,1,64,207,997,39857,55473,8271,16,18220229
462,1,64,208,997,39321,55158,8302,16,18259550
463,1,64,209,997,39837,55195,8243,16,18299387
464,1,64,210,997,39322,54621,8200,16,18338709
465,1,64,211,997,39072,54565,8123,16,18377781
466,1,64,212,997,39689,54617,8142,16,18417470
467,1,64,213,997,39452,54788,8088,16,18456922
468,1,64,214,997,39295,55065,8181,16,18496217
469,1,64,215,997,38801,55193,8284,16,18535018
470,1,64,216,997,40259,55596,8171,16,18575277
471,1,64,217,997,39130,54847,8173,16,18614407
472,1,64,218,997,39465,54939,8122,16,18653872
473,1,64,219,997,39543,55010,8183,16,18693415
474,1,64,220,997,39998,55400,8445,16,18733413
475,1,64,221,997,39436,55097,8226,16,18772849
476,1,64,222,997,38961,54939,8099,16,18811810
477,1,64,223,997,39931,54683,8203,16,18851741
478,1,64,224,997,39896,55060,8038,16,18891637
479,1,64,225,997,39321,55627,8479,16,18930958
480,1,64,226,997,39055,55108,8333,16,18970013
481,1,64,227,997,38993,55112,8174,16,19009006
482,1,64,228,997,39396,55026,8392,16,19048402
483,1,64,229,997,40072,55371,8155,16,19088474
484,1,64,230,997,39875,55216,8491,16,19128349
485,1,64,231,997,40120,55140,8347,16,19168469
486,1,64,232,997,40285,55198,8263,16,19208754
487,1,64,233,997,39881,54956,8250,16,19248635
488,1,64,234,997,39719,55335,8345,16,19288354
489,1,64,235,997,39731,55395,8335,16,19328085
490,1,64,236,997,39893,54973,8263,16,19367978
491,1,64,237,997,39323,54881,8404,16,19407301
492,1,64,238,997,39424,55199,8420,16,19446725
493,1,64,239,997,38991,54728,8307,16,19485716
494,1,64,240,997,39125,54843,8223,16,19524841
495,1,64,241,997,38578,55283,8300,16,19563419
496,1,64,242,997,39597,54941,8288,16,19603016
497,1,64,243,997,39836,55363,8301,16,19642852
498,1,64,244,997,38922,55010,8290,16,19681774
499,1,64,245,997,40302,54765,8355,16,19722076
500,1,64,246,997,40509,55574,8313,16,19762585
501,1,64,247,997,40003,54939,8290,16,19802588
502,1,64,248,997,39610,55241,8424,16,19842198
503,1,64,249,997,39229,55125,8417,16,19881427
504,1,64,250,997,39866,55165,8336,16,19921293
505,1,64,251,997,39129,54927,8344,16,19960422
506,1,64,252,997,39578,55030,8220,16,20000000
507,2,64,0,998,39484,55136,8376,16,20039484
508,2,64,1,998,39687,55676,8131,16,20079171
509,2,64,2,998,39572,54910,8186,16,20118743
510,2,64,3,998,39421,55201,8339,16,20158164
511,2,64,4,998,39721,54623,8039,16,20197885
512,2,64,5,998,39878,55068,8171,16,20237763
513,2,64,6,998,39110,54811,8341,16,20276873
514,2,64,7,998,39417,54978,8161,16,20316290
515,2,64,8,998,40116,55129,8350,16,20356406
516,2,64,9,998,38617,55125,8306,16,20395023
517,2,64,10,998,39716,55367,8278,16,20434739
518,2,64,11,998,39355,54856,8178,16,20474094
519,2,64,12,998,39169,55338,8180,16,20513263
520,2,64,13,998,40153,55587,8298,16,20553416
521,2,64,14,998,39623,55040,8334,16,20593039
522,2,64,15,998,39947,55418,8436,16,20632986
523,2,64,16,998,40066,55517,8370,16,20673052
524,2,64,17,998,39644,55089,8216,16,20712696
525,2,64,18,998,39925,55316,8408,16,20752621
526,2,64,19,998,39312,55546,8417,16,20791933
527,2,64,20,998,39968,55385,8456,16,20831901
528,2,64,21,998,39566,55668,8248,16,20871467
529,2,64,22,998,39832,55035,8454,16,20911299
530,2,64,23,998,38931,55227,8224,16,20950230
531,2,64,24,998,39447,55439,8086,16,20989677
532,2,64,25,998,39413,55383,8435,16,21029090
533,2,64,26,998,39145,55415,8355,16,21068235
534,2,64,27,998,39644,54688,8088,16,21107879
535,2,64,28,998,39893,54960,8204,16,21147772
536,2,64,29,997,39422,54964,8214,16,21187194
537,2,64,30,997,39393,55494,8391,16,21226587
538,2,64,31,997,40696,55623,8478,16,21267283
539,2,64,32,997,39146,54745,8210,16,21306429
540,2,64,33,997,39864,54880,8203,16,21346293
541,2,64,34,997,39085,54886,8119,16,21385378
542,2,64,35,997,39613,54908,8281,16,21424991
543,2,64,36,997,39765,55838,8424,16,21464756
544,2,64,37,997,40358,55203,8201,16,21505114
545,2,64,38,997,39182,54830,8317,16,21544296
546,2,64,39,997,39751,55069,8229,16,21584047
547,2,64,40,997,40369,55049,8115,16,21624416
548,2,64,41,997,39294,54886,8201,16,21663710
549,2,64,42,997,40074,54780,8286,16,21703784
550,2,64,43,997,40365,55513,8294,16,21744149
551,2,64,44,997,39425,54670,8300,16,21783574
552,2,64,45,997,39090,54933,8397,16,21822664
553,2,64,46,997,39566,55239,8488,16,21862230
554,2,64,47,997,39055,54772,8040,16,21901285
555,2,64,48,997,39611,55255,8154,16,21940896
556,2,64,49,997,39785,54714,8180,16,21980681
