global_step,epoch,stage_length,step_in_epoch,n_chunks,charged_words,active_tokens,masked_tokens,microbatches,cumulative_words
122,0,256,121,301,39832,56037,8452,5,4815782
123,0,256,122,301,39572,54981,8197,5,4855354
124,0,256,123,301,39853,55521,8335,5,4895207
125,0,256,124,301,39654,55446,8200,5,4934861
126,0,256,125,301,39880,55638,8397,5,4974741
127,0,256,126,301,37597,53269,8005,5,5012338
128,0,256,127,301,40601,56323,8304,5,5052939
129,0,256,128,301,39053,54869,8181,5,5091992
130,0,256,129,301,39649,55031,8386,5,5131641
131,0,256,130,301,39136,54395,8186,5,5170777
132,0,256,131,301,39548,55281,8233,5,5210325
133,0,256,132,301,40736,55306,8145,5,5251061
134,0,256,133,301,38911,54308,8037,5,5289972
135,0,256,134,301,39312,54310,8094,5,5329284
136,0,256,135,301,40359,54965,8176,5,5369643
137,0,256,136,301,39739,55206,8369,5,5409382
138,0,256,137,301,39424,54985,8100,5,5448806
139,0,256,138,301,40699,55795,8287,5,5489505
140,0,256,139,301,38605,54549,8098,5,5528110
141,0,256,140,301,39217,54758,8207,5,5567327
142,0,256,141,301,41415,57172,8618,5,5608742
143,0,256,142,301,38469,54182,8192,5,5647211
144,0,256,143,301,39761,55255,8306,5,5686972
145,0,256,144,301,40337,56083,8486,5,5727309
146,0,256,145,301,38910,54603,8189,5,5766219
147,0,256,146,301,40083,56162,8418,5,5806302
148,0,256,147,301,39582,55245,8273,5,5845884
149,0,256,148,301,38752,54209,8140,5,5884636
150,0,256,149,301,38332,54475,8349,5,5922968
151,0,256,150,301,38871,54918,8400,5,5961839
152,0,256,151,301,40086,56451,8473,5,6001925
153,0,256,152,301,40181,55677,8517,5,6042106
154,0,256,153,301,41000,56330,8622,5,6083106
155,0,256,154,301,39245,54731,8407,5,6122351
156,0,256,155,301,39017,54232,8118,5,6161368
157,0,256,156,301,39918,55583,8248,5,6201286
158,0,256,157,301,41013,56243,8311,5,6242299
159,0,256,158,301,40514,55744,8405,5,6282813
160,0,256,159,301,41121,57114,8538,5,6323934
161,0,256,160,301,38724,53941,8098,5,6362658
162,0,256,161,301,40301,55473,8474,5,6402959
163,0,256,162,301,38536,53919,8079,5,6441495
164,0,256,163,301,38317,54639,8207,5,6479812
165,0,256,164,301,39400,55370,8289,5,6519212
166,0,256,165,301,38911,54363,8091,5,6558123
167,0,256,166,301,39283,54857,8160,5,6597406
168,0,256,167,301,38810,54852,8263,5,6636216
169,0,256,168,301,40572,56207,8410,5,6676788
170,0,256,169,301,41220,56522,8579,5,6718008
171,0,256,170,301,39979,54665,7903,5,6757987
172,0,256,171,301,39654,55099,8230,5,6797641
173,0,256,172,301,40281,55573,8254,5,6837922
174,0,256,173,301,39084,54614,8079,5,6877006
175,0,256,174,301,39347,55300,8293,5,6916353
176,0,256,175,301,38899,54488,8296,5,6955252
177,0,256,176,301,37495,52656,7999,5,6992747
178,0,256,177,301,39155,55170,8366,5,7031902
179,0,256,178,301,39636,54825,8355,5,7071538
180,0,256,179,301,39614,55298,8116,5,7111152
181,0,256,180,301,40618,56577,8572,5,7151770
182,0,256,181,301,38870,53937,8269,5,7190640
183,0,256,182,301,38160,53830,8071,5,7228800
184,0,256,183,301,38331,53577,7999,5,7267131
185,0,256,184,301,40027,55412,8207,5,7307158
186,0,256,185,301,39157,55111,8217,5,7346315
187,0,256,186,301,38712,54020,8201,5,7385027
188,0,256,187,301,40345,55751,8559,5,7425372
189,0,256,188,301,39357,55527,8173,5,7464729
190,0,256,189,301,38408,54047,8226,5,7503137
191,0,256,190,301,40362,56379,8465,5,7543499
192,0,256,191,301,40902,56064,8363,5,7584401
193,0,256,192,301,39879,54953,8180,5,7624280
194,0,256,193,301,39269,54715,8224,5,7663549
195,0,256,194,301,39601,55189,8288,5,7703150
196,0,256,195,301,39266,54807,8312,5,7742416
197,0,256,196,301,40168,56003,8481,5,7782584
198,0,256,197,301,39228,54978,8116,5,7821812
199,0,256,198,301,39995,55714,8375,5,7861807
200,0,256,199,301,38164,53691,7970,5,7899971
201,0,256,200,301,40270,56279,8435,5,7940241
202,0,256,201,301,39546,55460,8280,5,7979787
203,0,256,202,301,40484,56216,8574,5,8020271
204,0,256,203,301,39482,54930,8214,5,8059753
205,0,256,204,301,40142,55760,8506,5,8099895
206,0,256,205,301,40564,55901,8420,5,8140459
207,0,256,206,301,38402,53849,7827,5,8178861
208,0,256,207,301,40223,55581,8426,5,8219084
209,0,256,208,301,39065,55057,8124,5,8258149
210,0,256,209,301,38676,54078,8137,5,8296825
211,0,256,210,301,39712,54889,8265,5,8336537
212,0,256,211,301,38009,53953,8202,5,8374546
213,0,256,212,301,39125,55222,8232,5,8413671
214,0,256,213,301,40572,56141,8529,5,8454243
215,0,256,214,301,39646,54954,8359,5,8493889
216,0,256,215,301,39817,55266,8393,5,8533706
217,0,256,216,301,37883,53606,8011,5,8571589
218,0,256,217,301,41364,56708,8361,5,8612953
219,0,256,218,301,40236,55684,8560,5,8653189
220,0,256,219,301,38052,53758,8052,5,8691241
221,0,256,220,301,39998,55075,8512,5,8731239
222,0,256,221,301,38937,54800,8150,5,8770176
223,0,256,222,301,39648,55076,8175,5,8809824
224,0,256,223,301,40098,55337,8246,5,8849922
225,0,256,224,301,38432,54246,8155,5,8888354
226,0,256,225,301,40328,55953,8359,5,8928682
227,0,256,226,301,39670,55240,8235,5,8968352
228,0,256,227,301,39382,55321,8157,5,9007734
229,0,256,228,301,40386,56016,8288,5,9048120
230,0,256,229,301,39017,54540,8374,5,9087137
231,0,256,230,301,39991,55201,8265,5,9127128
232,0,256,231,301,40140,55549,8419,5,9167268
233,0,256,232,301,38374,53816,7970,5,9205642
234,0,256,233,301,39567,55584,8430,5,9245209
235,0,256,234,301,39248,54696,8366,5,9284457
236,0,256,235,301,41944,57123,8678,5,9326401
237,0,256,236,301,40225,55421,8281,5,9366626
238,0,256,237,301,39253,54546,8188,5,9405879
239,0,256,238,301,40448,55859,8330,5,9446327
240,0,256,239,301,38550,54030,8004,5,9484877
241,0,256,240,301,40138,55656,8374,5,9525015
242,0,256,241,301,39977,54271,7969,5,9564992
243,0,256,242,301,38730,54584,8146,5,9603722
244,0,256,243,301,38644,54168,8255,5,9642366
245,0,256,244,301,39845,55161,8218,5,9682211
246,0,256,245,301,40260,55788,8493,5,9722471
247,0,256,246,301,40349,55710,8249,5,9762820
248,0,256,247,301,38378,53327,8262,5,9801198
249,0,256,248,301,40315,55816,8529,5,9841513
250,0,256,249,301,39451,55220,8276,5,9880964
251,0,256,250,301,39713,55409,8201,5,9920677
252,0,256,251,301,39275,54447,8054,5,9959952
253,0,256,252,301,40048,55527,8163,5,10000000
254,1,256,0,302,40296,55823,8363,5,10040296
255,1,256,1,302,40111,56128,8355,5,10080407
256,1,256,2,302,40187,56037,8546,5,10120594
257,1,256,3,302,40331,55109,8291,5,10160925
258,1,256,4,302,39955,55478,8330,5,10200880
259,1,256,5,302,40292,56258,8384,5,10241172
260,1,256,6,302,39710,55405,8500,5,10280882
261,1,256,7,302,39169,54705,8192,5,10320051
262,1,256,8,302,40461,55891,8315,5,10360512
263,1,256,9,302,39644,55332,8120,5,10400156
264,1,256,10,302,39369,54584,8015,5,10439525
265,1,256,11,301,39627,55515,8126,5,10479152
266,1,256,12,301,39437,55130,8139,5,10518589
267,1,256,13,301,39464,54790,8236,5,10558053
268,1,256,14,301,39408,54582,8162,5,10597461
269,1,256,15,301,38764,53806,8101,5,10636225
270,1,256,16,301,38511,54687,8184,5,10674736
271,1,256,17,301,40057,55380,8270,5,10714793
272,1,256,18,301,40165,56566,8580,5,10754958
273,1,256,19,301,39373,55480,8419,5,10794331
274,1,256,20,301,38570,54463,8228,5,10832901
275,1,256,21,301,39822,55292,8335,5,10872723
276,1,256,22,301,38807,54188,8282,5,10911530
277,1,256,23,301,40060,55390,8288,5,10951590
278,1,256,24,301,38468,53727,8171,5,10990058
279,1,256,25,301,40045,55445,8226,5,11030103
280,1,256,26,301,37700,53606,7905,5,11067803
281,1,256,27,301,39554,55580,8267,5,11107357
282,1,256,28,301,38313,54035,8112,5,11145670
283,1,256,29,301,39724,55515,8378,5,11185394
284,1,256,30,301,39069,54572,8177,5,11224463
285,1,256,31,301,39902,55392,8107,5,11264365
286,1,256,32,301,40538,55861,8358,5,11304903
287,1,256,33,301,39720,55277,8428,5,11344623
288,1,256,34,301,39288,54752,8207,5,11383911
289,1,256,35,301,38254,53951,8041,5,11422165
290,1,256,36,301,37923,52865,7881,5,11460088
291,1,256,37,301,39972,55607,8385,5,11500060
292,1,256,38,301,40409,56285,8327,5,11540469
293,1,256,39,301,40280,56065,8291,5,11580749
294,1,256,40,301,39796,55104,8118,5,11620545
295,1,256,41,301,40316,55915,8458,5,11660861
296,1,256,42,301,38582,54620,8055,5,11699443
297,1,256,43,301,39389,55521,8216,5,11738832
298,1,256,44,301,38745,54784,8131,5,11777577
299,1,256,45,301,39178,54167,7971,5,11816755
300,1,256,46,301,39592,55508,8458,5,11856347
301,1,256,47,301,38463,53905,8182,5,11894810
302,1,256,48,301,40292,55783,8185,5,11935102
303,1,256,49,301,38788,53869,8150,5,11973890
304,1,256,50,301,39602,55405,8074,5,12013492
305,1,256,51,301,40665,56065,8550,5,12054157
306,1,256,52,301,38684,54084,8100,5,12092841
307,1,256,53,301,39364,54779,8208,5,12132205
308,1,256,54,301,39752,55482,8287,5,12171957
309,1,256,55,301,39787,55729,8181,5,12211744
310,1,256,56,301,40004,55745,8458,5,12251748
311,1,256,57,301,40531,56180,8419,5,12292279
312,1,256,58,301,39314,55208,8129,5,12331593
313,1,256,59,301,39440,54651,7895,5,12371033
314,1,256,60,301,41115,56190,8427,5,12412148
315,1,256,61,301,39348,54390,8223,5,12451496
316,1,256,62,301,38627,54948,8113,5,12490123
317,1,256,63,301,40047,55523,8040,5,12530170
318,1,256,64,301,40881,56326,8389,5,12571051
319,1,256,65,301,38976,54913,8261,5,12610027
320,1,256,66,301,39582,54609,8222,5,12649609
321,1,256,67,301,38630,54142,8374,5,12688239
322,1,256,68,301,40632,55992,8445,5,12728871
323,1,256,69,301,40244,55185,8302,5,12769115
324,1,256,70,301,39899,55394,8455,5,12809014
325,1,256,71,301,40952,56218,8406,5,12849966
326,1,256,72,301,39108,54790,8219,5,12889074
327,1,256,73,301,39469,55067,8408,5,12928543
328,1,256,74,301,40184,55713,8371,5,12968727
329,1,256,75,301,39625,55490,8374,5,13008352
330,1,256,76,301,40011,55985,8133,5,13048363
331,1,256,77,301,38889,54273,8094,5,13087252
332,1,256,78,301,38707,54633,8103,5,13125959
333,1,256,79,301,39125,54386,8257,5,13165084
334,1,256,80,301,40010,54638,8229,5,13205094
335,1,256,81,301,39834,55863,8450,5,13244928
336,1,256,82,301,38448,54059,8094,5,13283376
337,1,256,83,301,38810,54997,8182,5,13322186
338,1,256,84,301,38643,54183,8217,5,13360829
339,1,256,85,301,40296,56218,8446,5,13401125
340,1,256,86,301,39330,55242,8264,5,13440455
341,1,256,87,301,39646,54384,8265,5,13480101
342,1,256,88,301,40232,56061,8416,5,13520333
343,1,256,89,301,39345,55070,8385,5,13559678
344,1,256,90,301,40462,55229,8387,5,13600140
345,1,256,91,301,39994,55632,8243,5,13640134
346,1,256,92,301,38604,53761,8023,5,13678738
347,1,256,93,301,40732,56165,8214,5,13719470
348,1,256,94,301,39116,54674,8275,5,13758586
349,1,256,95,301,41774,57705,8738,5,13800360
350,1,256,96,301,38779,55053,8209,5,13839139
351,1,256,97,301,38679,54608,8230,5,13877818
352,1,256,98,301,40474,56190,8412,5,13918292
353,1,256,99,301,39677,55379,8271,5,13957969
354,1,256,100,301,39407,55717,8322,5,13997376
355,1,256,101,301,38908,55027,8291,5,14036284
356,1,256,102,301,39984,55647,8240,5,14076268
357,1,256,103,301,40169,56283,8428,5,14116437
358,1,256,104,301,41138,56937,8676,5,14157575
359,1,256,105,301,39104,55151,8178,5,14196679
360,1,256,106,301,39765,55970,8513,5,14236444
361,1,256,107,301,39424,54755,8280,5,14275868
362,1,256,108,301,39141,54583,8306,5,14315009
363,1,256,109,301,39005,54383,8285,5,14354014
364,1,256,110,301,40019,55655,8305,5,14394033
365,1,256,111,301,40458,56016,8444,5,14434491
366,1,256,112,301,39072,54618,8279,5,14473563
367,1,256,113,301,40226,55758,8114,5,14513789
368,1,256,114,301,38221,53599,8054,5,14552010
369,1,256,115,301,39908,55484,8385,5,14591918
370,1,256,116,301,39033,53836,8122,5,14630951
371,1,256,117,301,40450,56130,8406,5,14671401
372,1,256,118,301,41102,56645,8606,5,14712503
373,1,256,119,301,41012,56288,8510,5,14753515
374,1,256,120,301,38860,54914,8274,5,14792375
375,1,256,121,301,39760,55400,8338,5,14832135
376,1,256,122,301,39992,55332,8256,5,14872127
377,1,256,123,301,38608,54481,8233,5,14910735
378,1,256,124,301,39938,55659,8412,5,14950673
379,1,256,125,301,39166,55079,8116,5,14989839
380,1,256,126,301,41401,56720,8501,5,15031240
381,1,256,127,301,40258,55387,8301,5,15071498
382,1,256,128,301,38250,54414,8331,5,15109748
383,1,256,129,301,40677,56610,8412,5,15150425
384,1,256,130,301,40294,55356,8382,5,15190719
385,1,256,131,301,38783,54231,8016,5,15229502
386,1,256,132,301,39479,55164,7993,5,15268981
387,1,256,133,301,39674,55612,8170,5,15308655
388,1,256,134,301,39082,54208,8281,5,15347737
389,1,256,135,301,38520,53970,8020,5,15386257
390,1,256,136,301,40209,55961,8368,5,15426466
391,1,256,137,301,39994,54762,8138,5,15466460
392,1,256,138,301,39804,55642,8412,5,15506264
393,1,256,139,301,38698,54161,8124,5,15544962
394,1,256,140,301,39056,54835,8093,5,15584018
395,1,256,141,301,40296,55813,8438,5,15624314
396,1,256,142,301,39204,54944,8157,5,15663518
397,1,256,143,301,39688,55541,8110,5,15703206
398,1,256,144,301,39152,55095,8347,5,15742358
399,1,256,145,301,39603,55752,8400,5,15781961
400,1,256,146,301,39775,54662,8289,5,15821736
401,1,256,147,301,39373,55652,8122,5,15861109
402,1,256,148,301,39075,55153,8088,5,15900184
403,1,256,149,301,38978,54775,8169,5,15939162
404,1,256,150,301,38385,53950,8089,5,15977547
405,1,256,151,301,39333,55183,8211,5,16016880
406,1,256,152,301,39869,55203,8227,5,16056749
407,1,256,153,301,38468,54409,8323,5,16095217
408,1,256,154,301,39584,55088,8508,5,16134801
409,1,256,155,301,39598,55172,8271,5,16174399
410,1,256,156,301,40595,55826,8458,5,16214994
411,1,256,157,301,39838,55284,8284,5,16254832
412,1,256,158,301,39293,54572,8286,5,16294125
413,1,256,159,301,39500,54716,8276,5,16333625
414,1,256,160,301,38326,53788,8053,5,16371951
415,1,256,161,301,37732,53542,8022,5,16409683
416,1,256,162,301,39721,55158,8236,5,16449404
417,1,256,163,301,39480,55173,8198,5,16488884
418,1,256,164,301,41109,56326,8470,5,16529993
419,1,256,165,301,40143,56102,8329,5,16570136
420,1,256,166,301,40305,55646,8397,5,16610441
421,1,256,167,301,39203,55043,8424,5,16649644
422,1,256,168,301,38309,53806,8051,5,16687953
423,1,256,169,301,38972,54518,7992,5,16726925
424,1,256,170,301,39943,55724,8211,5,16766868
425,1,256,171,301,38520,54722,8348,5,16805388
426,1,256,172,301,39160,54379,8164,5,16844548
427,1,256,173,301,38666,54196,7978,5,16883214
428,1,256,174,301,39888,55265,8257,5,16923102
429,1,256,175,301,39727,55113,8309,5,16962829
430,1,256,176,301,40391,56297,8521,5,17003220
431,1,256,177,301,38981,54654,8144,5,17042201
432,1,256,178,301,40019,55470,8178,5,17082220
433,1,256,179,301,40592,56380,8389,5,17122812
434,1,256,180,301,38643,54756,8227,5,17161455
435,1,256,181,301,40704,56047,8447,5,17202159
436,1,256,182,301,39073,55221,8153,5,17241232
437,1,256,183,301,39456,55016,8230,5,17280688
438,1,256,184,301,38753,53947,8057,5,17319441
439,1,256,185,301,39225,54824,8208,5,17358666
440,1,256,186,301,39059,54338,8141,5,17397725
441,1,256,187,301,37903,53648,8006,5,17435628
442,1,256,188,301,39668,55236,8304,5,17475296
443,1,256,189,301,39591,54984,8333,5,17514887
444,1,256,190,301,39875,55645,8442,5,17554762
445,1,256,191,301,39031,54494,8197,5,17593793
446,1,256,192,301,39541,55139,8189,5,17633334
447,1,256,193,301,39488,55320,8348,5,17672822
448,1,256,194,301,38688,54400,8349,5,17711510
449,1,256,195,301,40237,55592,8201,5,17751747
450,1,256,196,301,40632,55713,8392,5,17792379
451,1,256,197,301,38939,54830,8172,5,17831318
452,1,256,198,301,38692,54430,8148,5,17870010
453,1,256,199,301,38969,54766,8089,5,17908979
454,1,256,200,301,37790,53625,7998,5,17946769
455,1,256,201,301,40141,55741,8492,5,17986910
456,1,256,202,301,39430,55412,8415,5,18026340
457,1,256,203,301,39799,55441,8306,5,18066139
458,1,256,204,301,40088,55848,8200,5,18106227
459,1,256,205,301,39542,55368,8282,5,18145769
460,1,256,206,301,39649,55171,8284,5,18185418
461,1,256,207,301,39496,55250,8294,5,18224914
462,1,256,208,301,40354,56527,8310,5,18265268
463,1,256,209,301,40674,56363,8512,5,18305942
464,1,256,210,301,39007,54293,8018,5,18344949
465,1,256,211,301,40187,55926,8371,5,18385136
466,1,256,212,301,40287,55065,8395,5,18425423
467,1,256,213,301,38637,54447,8125,5,18464060
468,1,256,214,301,38456,53849,8020,5,18502516
469,1,256,215,301,39110,55074,8202,5,18541626
470,1,256,216,301,40410,56266,8385,5,18582036
471,1,256,217,301,39342,54823,8088,5,18621378
472,1,256,218,301,38206,53401,8006,5,18659584
473,1,256,219,301,40119,55678,8341,5,18699703
474,1,256,220,301,39859,55053,8233,5,18739562
475,1,256,221,301,39909,55958,8499,5,18779471
476,1,256,222,301,37709,52820,7987,5,18817180
477,1,256,223,301,39597,54724,8208,5,18856777
478,1,256,224,301,39520,54466,8200,5,18896297
479,1,256,225,301,38045,53980,7983,5,18934342
480,1,256,226,301,39061,54997,8197,5,18973403
481,1,256,227,301,39277,55335,8286,5,19012680
482,1,256,228,301,39436,55161,8264,5,19052116
483,1,256,229,301,39942,55087,8440,5,19092058
484,1,256,230,301,39496,54916,8168,5,19131554
485,1,256,231,301,40567,55476,8623,5,19172121
486,1,256,232,301,40334,55354,8361,5,19212455
487,1,256,233,301,39571,54668,8269,5,19252026
488,1,256,234,301,39634,55410,8297,5,19291660
489,1,256,235,301,39753,55065,8398,5,19331413
490,1,256,236,301,39996,55341,8509,5,19371409
491,1,256,237,301,39014,54714,8309,5,19410423
492,1,256,238,301,38545,53746,8314,5,19448968
493,1,256,239,301,38923,54495,8118,5,19487891
494,1,256,240,301,38583,54191,8212,5,19526474
495,1,256,241,301,37423,53496,8138,5,19563897
496,1,256,242,301,39237,54492,8048,5,19603134
497,1,256,243,301,40345,56102,8559,5,19643479
498,1,256,244,301,38192,53960,8087,5,19681671
499,1,256,245,301,40885,55569,8292,5,19722556
500,1,256,246,301,40350,55375,8468,5,19762906
501,1,256,247,301,40383,55527,8402,5,19803289
502,1,256,248,301,39430,55006,8274,5,19842719
503,1,256,249,301,40002,55981,8381,5,19882721
504,1,256,250,301,39212,54519,8208,5,19921933
505,1,256,251,301,39275,55002,8197,5,19961208
506,1,256,252,301,38792,53936,7960,5,20000000
507,2,256,0,302,39644,55359,8306,5,20039644
508,2,256,1,302,38543,54185,8119,5,20078187
509,2,256,2,302,40236,55736,8363,5,20118423
510,2,256,3,302,40029,56069,8332,5,20158452
511,2,256,4,302,40491,55651,8527,5,20198943
512,2,256,5,302,40347,55698,8421,5,20239290
513,2,256,6,302,39079,54818,8122,5,20278369
514,2,256,7,302,39364,54760,8095,5,20317733
515,2,256,8,302,40420,56009,8248,5,20358153
516,2,256,9,302,38886,55112,8402,5,20397039
517,2,256,10,302,40025,55846,8416,5,20437064
518,2,256,11,301,39866,55708,8446,5,20476930
519,2,256,12,301,39345,55316,8091,5,20516275
520,2,256,13,301,39967,55442,8317,5,20556242
521,2,256,14,301,40230,55778,8518,5,20596472
522,2,256,15,301,40236,55975,8291,5,20636708
523,2,256,16,301,41003,56782,8561,5,20677711
524,2,256,17,301,40175,55554,8238,5,20717886
525,2,256,18,301,39938,55859,8393,5,20757824
526,2,256,19,301,39240,55371,8165,5,20797064
527,2,256,20,301,40434,55960,8341,5,20837498
528,2,256,21,301,37719,53259,8014,5,20875217
529,2,256,22,301,40066,55407,8198,5,20915283
530,2,256,23,301,39121,55108,8132,5,20954404
531,2,256,24,301,39007,54837,8210,5,20993411
532,2,256,25,301,39817,56068,8627,5,21033228
533,2,256,26,301,39355,55586,8354,5,21072583
534,2,256,27,301,40036,55327,8410,5,21112619
535,2,256,28,301,40298,55502,8168,5,21152917
536,2,256,29,301,38474,53778,7925,5,21191391
537,2,256,30,301,39376,55180,8201,5,21230767
538,2,256,31,301,40886,56006,8527,5,21271653
539,2,256,32,301,39581,55247,8319,5,21311234
540,2,256,33,301,40210,55631,8406,5,21351444
541,2,256,34,301,39181,54898,8419,5,21390625
542,2,256,35,301,40120,55583,8281,5,21430745
543,2,256,36,301,39713,55774,8313,5,21470458
544,2,256,37,301,39573,54270,8135,5,21510031
545,2,256,38,301,40196,55946,8440,5,21550227
546,2,256,39,301,39759,55000,8244,5,21589986
547,2,256,40,301,40285,55361,8297,5,21630271
548,2,256,41,301,38837,54030,8174,5,21669108
549,2,256,42,301,41045,56263,8643,5,21710153
550,2,256,43,301,39920,55060,8246,5,21750073
551,2,256,44,301,40990,56458,8508,5,21791063
552,2,256,45,301,39426,55413,8305,5,21830489
553,2,256,46,301,39194,55203,8198,5,21869683
554,2,256,47,301,39500,54988,8305,5,21909183
555,2,256,48,301,40135,55936,8327,5,21949318
556,2,256,49,301,40477,55719,8354,5,21989795
