probe_arm,line_index,words,words_field,word_field_matches_actual,source_label,source_kind,origin_source,selected_route_bucket,required_capability,length_bin,text_sha256,in_compact,in_rowblock_breadth,in_interleaved_breadth,compact_row_source,rowblock_row_source,interleaved_row_source
transition,37,53,53,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,07d2b175696d17eba462322cb5b91b251e01b33d646bb7230313570e4b0b7585,True,True,True,gutenberg,gutenberg,gutenberg
transition,38,41,41,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,906ffec51b7cb370d8636f175abed0f0a56c72341cd37bac607fa97f762bdbf4,True,True,True,gutenberg,gutenberg,gutenberg
transition,39,52,52,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,bnc_spoken,physical_material_transition,physical_anchor,51_70,a8fda3eda05139df98e2ef46de4619cab453ad0cb3c375aefbdc3e0a69d13df0,True,True,True,bnc_spoken,bnc_spoken,bnc_spoken
transition,40,58,58,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,eb4ec69dae4e695b7af7b19ff593bca7ca28d2d87f902a14be06b6d3cacc2e3f,True,True,True,gutenberg,gutenberg,gutenberg
transition,41,36,36,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,f587c8ca8be4c6bfb6160faa6094aa997fdc1018b53695959d225e4515d68fe8,True,True,True,gutenberg,gutenberg,gutenberg
transition,42,45,45,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,395abbe31874592f46809f93c41e4e6ae76e74e947b0f0d055b2c58b1d5f05c1,True,True,True,gutenberg,gutenberg,gutenberg
transition,43,51,51,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,51_70,3ac9122caa9bdfabc4fed08e201d08c32e04fa902be7b0f2206dc38da11f2e8d,False,False,False,,,
transition,44,62,62,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,childes,physical_material_transition,physical_anchor,51_70,635701acf63df8324d00caeda7d37b1b8b16aeb530cb340266d43afaadc2deb2,True,True,True,childes,childes,childes
transition,45,55,55,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,180104b544aa4c5ef500e4017de67c0e5bfe810f281f3591dc778175d93c0610,True,True,True,gutenberg,gutenberg,gutenberg
transition,46,55,55,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,bnc_spoken,physical_material_transition,physical_anchor,51_70,e0770535f54110d76a28dcaf795cd99d55392969f4a68547df76a3e672652c8e,True,True,True,bnc_spoken,bnc_spoken,bnc_spoken
transition,47,45,45,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,childes,physical_material_transition,physical_anchor,36_50,fde33414e7896e1ff153b19bf0874192e3df6c60d845558daa3f59f0a4ceb2d3,True,True,True,childes,childes,childes
transition,48,58,58,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,2df83c40a479bb8c0e595556cdfb82df2eb542b3ca5dba9bd00b9b99efe95eca,True,True,True,gutenberg,gutenberg,gutenberg
transition,49,30,30,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,35918d27b4a4a54213d762f0042ea1b237e9277a492f6b5abcb8e603470f0d84,True,True,True,gutenberg,gutenberg,gutenberg
transition,50,56,56,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,91e3f2d2e2a2aafb7368112a4aa2412487b181395cf596a8f5720599594199b2,True,True,True,gutenberg,gutenberg,gutenberg
transition,51,61,61,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,730341d6452143e70b29dcccfff02711569555f6e971297aa01cf751775aa956,True,True,True,gutenberg,gutenberg,gutenberg
transition,52,23,23,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,childes,physical_material_transition,physical_anchor,16_25,d631d89b4682c1ba5be5703efeec98ed41295b744c30226ad7c7934f82d7b506,True,True,True,childes,childes,childes
transition,53,51,52,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,51_70,239ad93e19eac33968d051e330cf509ec60fddda1aec66db4b997cfb08c56dc0,True,True,True,qwen_pair_packed,qwen_pair_packed,qwen_pair_packed
transition,54,35,35,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,62cf47990391bcc81ff7640570596e6cd86d150640b6ff31592e26886ad5160d,True,True,True,gutenberg,gutenberg,gutenberg
transition,55,50,50,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,ea8a27cc10091f288141317dfe9ca4270089654af6ae7724275e8503fea8c694,True,True,True,gutenberg,gutenberg,gutenberg
transition,56,54,54,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,3c67fdb0d19ec6237af9bf01d9b9e20d82149e5c267470bd0a927b449bd710b1,True,True,True,gutenberg,gutenberg,gutenberg
transition,57,32,32,True,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,a02_compact_reinvest,physical_material_transition,physical_anchor,26_35,eae3330fa9794978c85bea8771effc28fbca587def328877c1c3d78017bbb9e1,True,True,True,fw_preserved_compact_view,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,58,52,53,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,6542fa05097d3b8b3c4f70dd8f2aa60656a20c01ad6de478e37db4240029182b,True,True,True,gutenberg,gutenberg,gutenberg
transition,59,33,33,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,childes,physical_material_transition,physical_anchor,26_35,feb7c7f54aa71f869de9dd0f7b53abca22a949abf36f00855df49da54b6ed76e,True,True,True,childes,childes,childes
transition,60,49,49,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,1fea83bb1a3f626e0fde0eefc703aca859c9ecb50b9b650b9ac74850cf9b7313,True,True,True,gutenberg,gutenberg,gutenberg
transition,61,57,57,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,e863809b494a92fd781d1d315292e2b08e1792e2d8001f8d1d030b7ae8b15012,True,True,True,gutenberg,gutenberg,gutenberg
transition,62,24,24,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,simple_wiki,physical_material_transition,physical_anchor,16_25,1ee7c87443fb4f3a448f7d15f1ee61e0051ab5c5909abaae680af7c5785ecb31,True,True,True,simple_wiki,simple_wiki,simple_wiki
transition,63,57,58,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,06a0fb3781fe4049132197be068633ed56d5c5d30d29daecfe5ca17c44181fa7,True,True,True,gutenberg,gutenberg,gutenberg
transition,64,62,62,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,2a03037e5d1036ccea4e5905cf35962e30907985c8582e247ff7a910ab7d7ff1,True,True,True,gutenberg,gutenberg,gutenberg
transition,65,69,69,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,60236308af6be81553f27aa941bbfe0ee5cd27faca84faab048159b980ad2c57,True,True,True,gutenberg,gutenberg,gutenberg
transition,66,55,55,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,c59a142252a6d77a71006fdd1325beadce6a10586db41a51e6658a85ec6dfcca,True,True,True,gutenberg,gutenberg,gutenberg
transition,67,43,43,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,c760e36d8cd0f50b22aa61dcea1ab8777fa99cac0aa2702d1918d46cfc252e20,True,True,True,gutenberg,gutenberg,gutenberg
transition,68,48,47,False,fw_breadth_whole_sentence_companions,selected_fineweb_breadth_companions,,physical_material_transition,physical_anchor,36_50,8cb2aec18e61e87395fcd4b9f48bc65d58588e22a52923bb8eaa555ec862c78a,False,True,True,,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,69,32,32,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,open_subtitles,physical_material_transition,physical_anchor,26_35,d4d8306de6d30c8374fafa0231c5d2e31082ac5c2a1fbe680ea234a4b21ec508,True,True,True,open_subtitles,open_subtitles,open_subtitles
transition,70,66,67,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,8a0d53620a7029a8809533824cc608b097edc08a24e1bec164f557e802914618,True,True,True,gutenberg,gutenberg,gutenberg
transition,71,31,31,True,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,v3_stable,physical_material_transition,physical_anchor,26_35,f2537f16db4fb5a9aa23fdb3eeb042fe6a3cefaef4f8c380a9d6482b0179aee2,True,True,True,fw_preserved_compact_view,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,72,53,53,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,51_70,57bac6eb90ef93a9752a9f7ffca629fcbbca2bd43d1813753b723045b82df4a5,False,False,False,,,
transition,73,55,55,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,7cd5121d398846770cf8621494e432702012f11df1189572c1aa89c6d2a889f0,True,True,True,gutenberg,gutenberg,gutenberg
transition,74,31,31,True,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,v3_stable,physical_material_transition,physical_anchor,26_35,528bc41c208ee699ef3416a0c7628603853cdb75b966b998c7357634e4c76b5a,False,False,False,,,
transition,75,39,39,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,f94b75999034ba66238960c13a47c5eaf59e3cb6eff433a97178ef836a2f7dc3,True,True,True,gutenberg,gutenberg,gutenberg
transition,76,44,45,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,20b28085e9a6c96c26910760bf5b81ed12218ea103209183e881e63c79fd0da9,True,True,True,gutenberg,gutenberg,gutenberg
transition,77,50,50,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,5c2badc4c720897e1719b53a0eb0bb08f00b5ce19407088fde7dc46c3c511537,True,True,True,gutenberg,gutenberg,gutenberg
transition,78,36,36,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,8f42a65aca7110212030dcdd5a6b8f354c90eb85b480e799fb664e0b0ea281e4,True,True,True,gutenberg,gutenberg,gutenberg
transition,79,40,41,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,f47ee60511182b334a970b6f3a0a97e6cba696d7e9ee8c4bce591b4182e9ffa4,True,True,True,gutenberg,gutenberg,gutenberg
transition,80,38,38,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,10995bc62f7ff475d1204f348bf14955034e23f9314446603c5a3e15173dbf46,True,True,True,gutenberg,gutenberg,gutenberg
transition,81,24,24,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,16_25,9524a26f879579398584cbcfd02231387e8012119a83a51149ac0b70902ae714,False,False,False,,,
transition,82,46,46,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,fe7007ff2a4f3e4726fb6ed57088bb2a695c7f0cecbc175a2848fa8ed17f1888,True,True,True,qwen_pair_packed,qwen_pair_packed,qwen_pair_packed
transition,83,59,59,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,b708cc602058589e55c622a4c35a0bbc5dee9e1862f07b9d1795535d10f22ae8,True,True,True,gutenberg,gutenberg,gutenberg
transition,84,48,48,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,358588846b212878b3d68d5fce25f5010f1b848f61f18663561f8bc38d7df25e,True,True,True,gutenberg,gutenberg,gutenberg
transition,85,46,46,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,b4c57707769730c711304e4d1eed5bd44d4b80fbe32ac752fa845f1b77f7d33b,True,True,True,gutenberg,gutenberg,gutenberg
transition,86,57,57,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,f5c8e1226bd86d716e68130782d2fd3bae6d32f99264e5b21d186bad898cd808,True,True,True,gutenberg,gutenberg,gutenberg
transition,87,44,44,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,77beb00cb46ce00008723f82af38d2a797b100829b1c351534a68e9a9522bdbd,True,True,True,gutenberg,gutenberg,gutenberg
transition,88,44,44,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,f21db3fd5d665e34037a0e1ac40cd024aa34181bd7ff9b123540e8ec860f64ff,False,False,False,,,
transition,89,49,49,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,c013aadb944aae4edaddf89ab1c070261cd34d6040b52186fc393bf58419be45,True,True,True,gutenberg,gutenberg,gutenberg
transition,90,54,54,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,1576ffbcbde1818605950dcf6b005396c833eb4c00485be72d979190fb7195a9,True,True,True,gutenberg,gutenberg,gutenberg
transition,91,27,27,True,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,v3_stable,physical_material_transition,physical_anchor,26_35,e4db4e98ec6217b33bb6e245692ebbf7b07c85857ff0d1d1cd86d216dac909ef,False,False,False,,,
transition,92,56,56,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,c21617bbec86f0b1ad34f5bead0f7fd8b17d365ad9e114cb63f455cfa36ee1a6,True,True,True,gutenberg,gutenberg,gutenberg
transition,93,46,46,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,2b5b3118c2e98d18b0083e26973e017644d0fa95a26ebe788d4460d45d4d4f20,True,True,True,gutenberg,gutenberg,gutenberg
transition,94,50,50,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,f78c7307ac8b77a9b1e54269116e1e88e7c9dcede6e00958e0ad4972766581de,True,True,True,gutenberg,gutenberg,gutenberg
transition,95,58,58,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,c05b6b31d789c8c27f0ee07a69fa0c62e13a78b2ce586a6b0bb7e0f3b5584af6,True,True,True,gutenberg,gutenberg,gutenberg
transition,96,40,40,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,2f635ea5099f693ab32015e81c9bb49d77a15cc939e5451df5dcee12e3ab0882,True,True,True,gutenberg,gutenberg,gutenberg
transition,97,37,37,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,5ee94a479f98b439fa995ca0f5235342fde9670d25816555399c87e53d1c1283,True,True,True,qwen_pair_packed,qwen_pair_packed,qwen_pair_packed
transition,98,49,49,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,6a28921dfd095026df3d829488476167ab031588dbf68379da7b7a8960fde527,True,True,True,gutenberg,gutenberg,gutenberg
transition,99,55,56,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,cdb50755c45a883b13f83f4fd2946459a153bc4f1e46e8b8f7d7b499afcb0eb9,True,True,True,gutenberg,gutenberg,gutenberg
transition,100,58,58,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,9452e4b9a40369d2280a665bbfbb63de54b5de22fdf6a64eaf6fe5bb25f8d3f8,True,True,True,gutenberg,gutenberg,gutenberg
transition,101,36,36,True,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,v3_stable,physical_material_transition,physical_anchor,36_50,45c0f648f403299db4ed1b4df894c5823fc98c5166fdb167dfcdfc762354430a,False,False,False,,,
transition,102,36,37,False,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,v3_stable,physical_material_transition,physical_anchor,36_50,ea8afcc5eca15618bc894c2a2dd46f2adbed132029435ff1b011d3924f7c5349,False,False,False,,,
transition,103,22,22,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,16_25,decef0ada7f31957f4c172a3366808ac5db07c3329d6c0eb3f64cb852b9eb468,True,True,True,gutenberg,gutenberg,gutenberg
