stream,stream_path,stream_row_index,pass_index,within_pass_row_index,stream_source,stream_example_id,stream_words,hit_type,heldout_row_id,heldout_source,heldout_example_id,heldout_words,norm_text_exact,pair_like_or_changed_source,inherited_aln_pair_text_hit_row,text_preview
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3320,0,3320,open_subtitles,41247,160,source_example_id,heldout6992:row:open_subtitles:41247,open_subtitles,41247,160,True,False,True,"aren't you? Which bit didn't you understand? I want to talk to you. On the street, after what just happened? I see you've got yourself a minder. Very prudent. Oleg has doubled his security. What exactly was Oleg's connection to Fran Price? Am I going to be asked to accompany you to the mortuary? She"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3322,0,3322,open_subtitles,47470,160,source_example_id,heldout6992:row:open_subtitles:47470,open_subtitles,47470,160,True,False,True,"I don't bake. Catch up. You know, not all neighbors have to be friends. Why don't you just let it go? Mike, they live 15 feet from us. If we have a fire, I wanna be sure That they like us enough to call 9-1-1. Ah, that's the real reason. You can't stand it when somebody doesn't like you. Well, maybe"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3369,0,3369,open_subtitles,42847,160,source_example_id,heldout6992:row:open_subtitles:42847,open_subtitles,42847,160,True,False,False,"sorry? Ain't no time two people staring at each other, standing still, Iove in both their eyes, at the same time, equal. Truth is, someone is chasing someone. That's the way we's built. So? Who's chasing? I knew that. I knew that. Don't touch things that aren't yours. -Do you have a radio, Mrs. Jone"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3384,0,3384,simple_wiki,55116,160,source_example_id,heldout6992:row:simple_wiki:55116,simple_wiki,55116,160,True,False,False,"during the 20th century. The two remaining hotels are the Ocean House and the Watch Hill Inn. Both went through major remodels during the 2000s. The Ocean House was originally opened in 1868. it was torn down in 2005, then completely rebuilt and reopened in 2010. The Ocean House today contains both "
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3405,0,3405,childes,5369,160,source_example_id,heldout6992:row:childes:5369,childes,5369,160,True,False,False,we had something to eat. *URS: you had something to eat. *CHI: these are the ones. *MOT: did you tell her what you had in there? *CHI: buds. *MOT: buds? *MOT: oh it's a rosebud I guess. *CHI: yeah rosebuds. *CHI: dose are rosebuds. *CHI: I'm the tallest one. *CHI: Mommy. *CHI: hey Urs'la you could t
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3426,0,3426,simple_wiki,56013,160,source_example_id,heldout6992:row:simple_wiki:56013,simple_wiki,56013,160,True,False,True,"He was an emeritus fellow of the National Institute of Advanced Industrial Science and Technology (AIST). Kondō was born in Tokyo, Japan. Kondō died on 11 March 2022 in Tokyo from pneumonia, aged 92. = = = Jessica Williams (musician) = = = Jessica Jennifer Williams (March 17, 1948 – March 12, 2022) "
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3431,0,3431,gutenberg,36865,160,source_example_id,heldout6992:row:gutenberg:36865,gutenberg,36865,160,True,False,True,"sort and be a humble teacher, patiently twirling stupid little boys and girls round and round over the smooth floor where she used to dance so happily when she was the pride of the class and the queen of the closing balls. But for Laura's sake she gratefully accepted the offer, glad to add her mite "
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3434,0,3434,gutenberg,33580,160,source_example_id,heldout6992:row:gutenberg:33580,gutenberg,33580,160,True,False,False,"in my wagon in an empty sack. Bad man, bad man, that Jeb Wilkins."" ""Jetty always barked at him,"" said Edna. ""I guess that accounts for it. Jeb got mad and thought he'd pay the little creature back. Barked at him, did he? Well, I don't blame the dog. I did some pretty tall growling myself before I di"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3443,0,3443,simple_wiki,56723,160,source_example_id,heldout6992:row:simple_wiki:56723,simple_wiki,56723,160,True,False,True,"At Play, Vol. 4 is a compilation album. It is from the Canadian progressive house musician deadmau5. It is also the fourth of the ""At Play"" series. Like the other ""At Play"" albums, this instalment contains tracks previously released on the 2006 album ""Vexillology"" and the 2007 EP ""Full Circle"". ""At "
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3506,0,3506,open_subtitles,47159,160,source_example_id,heldout6992:row:open_subtitles:47159,open_subtitles,47159,160,True,False,True,"site within a 20-block radius of grady's residence. Narrow the search to boutique shops. They'd need their privacy. -There's just one. -Just one? Boutique butcher's a dying industry. -Where? -Le cochon,mass avenue. All right,get a list of employees, owners past and present. Let's roll. Ms. Dalton. I"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3515,0,3515,childes,7982,160,source_example_id,heldout6992:row:childes:7982,childes,7982,160,True,False,False,*CHI: yeah. *GAI: yeah. *CHI: did it? *GAI: did it? *CHI: yep here. *CHI: I know. *CHI: the girls pickin' flowers. *CHI: I saw that. *CHI: oh here it is. *CHI: in snow time you don't see the sun and you can make a snowman. *CHI: can ya? *GAI: mhm. *CHI: and sometimes you put a pipe in it huh? *GAI: 
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3544,0,3544,simple_wiki,59343,160,source_example_id,heldout6992:row:simple_wiki:59343,simple_wiki,59343,160,True,False,False,"""Arbeitskommandos,"" and were located throughout southern Germany and Austria. The camps were liberated by U.S. forces in the spring of 1945. Camp statistics. Estimates of the number of people who died here vary widely. Complete records of how many died at Dachau do not exist. Three weeks before the "
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3554,0,3554,gutenberg,26449,160,source_example_id,heldout6992:row:gutenberg:26449,gutenberg,26449,160,True,False,True,"peewit or lapwing. And I warrant thee we shall eat our fill of peewits if we remain here long."" ""When thinkest thou of going?"" asked Hugo, interestedly. ""Why, that I know not. I would fain have another dream. I know not how it may be with other men, but when I am right weary I dream not. Which I tak"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3570,0,3570,open_subtitles,46548,160,source_example_id,heldout6992:row:open_subtitles:46548,open_subtitles,46548,160,True,False,False,"the temper and I clashed with a lot of people. Ultimately, it got me voted out of the game. BRADY: I don't know that I could have done anything differently after the first hour of the game. Things were polarized so quickly. Maybe that would have helped, I don't know. ( laughs ) SCOUT: Sweet, sweet B"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3571,0,3571,gutenberg,31142,160,source_example_id,heldout6992:row:gutenberg:31142,gutenberg,31142,160,True,False,True,"now he would think _this_ the Age of Miracles. If he heard you talk over a wire to a person a thousand miles away, he would think you a magician. If you showed him people moving and acting on a movie screen, he would think you a witch. If he saw you fly through the air in an airplane, he would think"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3578,0,3578,open_subtitles,47176,160,source_example_id,heldout6992:row:open_subtitles:47176,open_subtitles,47176,160,True,False,False,"52 seconds. -Sam, come on! -Sorry, I had to pee! Well, it's either that or I explode. -45 seconds! -We're on our way up! You know what to do? We sit together, me on the left, you on the right. Camera opens on the sign, pans down to me. ...we chat with all the kids with great talents. -You got it? -I"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3579,0,3579,open_subtitles,38621,160,source_example_id,heldout6992:row:open_subtitles:38621,open_subtitles,38621,160,True,False,False,"gorgeous, special things on earth. I would like to be a spoiled, rich white girl. [ Laughs ] They get what they want, whenever they want it. And they don't have to really struggle with finances and nice things and nice clothes. And they don't have to have that as a problem. I don't feel that there's"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3595,0,3595,bnc_spoken,1829,160,source_example_id,heldout6992:row:bnc_spoken:1829,bnc_spoken,1829,160,True,False,False,"that's been achieve for some measure. It's a strange time to rejoin the Tories. I don't think it is actually. No. We all know that the battle lines are being drawn for the next election. I want to step back into the line. When we took the step we did last May, we didn't desert the Tory Party, we reb"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3599,0,3599,open_subtitles,41539,160,source_example_id,heldout6992:row:open_subtitles:41539,open_subtitles,41539,160,True,False,False,"in together. Even her. Well. Rest assured. She doesn't have what you have. Jennifer Crane does. Do you really believe that? I guess not. Hold on. What's wrong? Don. It's okay. We've got all night. I wish you'd... just tell me what to do. We drank too much, you know. I don't even know where I am. You"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3603,0,3603,gutenberg,35617,160,source_example_id,heldout6992:row:gutenberg:35617,gutenberg,35617,160,True,False,True,"charming in white serge coats and little ermine caps, were going to post letters in the pillar-box. Gwen stood still and stared in utter amazement, first at Mavis's mud-stained garments and then at Bevis. The latter raised his cap, but Gwen did not acknowledge the courtesy, and remained gazing as if"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3612,0,3612,gutenberg,33629,160,source_example_id,heldout6992:row:gutenberg:33629,gutenberg,33629,160,True,False,True,"somebody, take a fellow your own size."" He wrenched the stick from the man's grasp and threw it away. ""Now,"" he said, ""have it out if you will. I'm ready."" He squared off, but the old man had neither strength nor desire to grapple with such a masterful opponent, and he slunk back against his door. """
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3625,0,3625,childes,5598,160,source_example_id,heldout6992:row:childes:5598,childes,5598,160,True,False,False,*CHI: I finished playing. *CHI: hi. *URS: hello said the bird. *URS: hello said the bunny. *URS: would you like to keep the birdie? *CHI: yep. *URS: alright. *CHI: what is dis? *URS: those are some pictures. *CHI: you don't play with pictures no never. [finds package of balloons] *CHI: never. [finds
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3629,0,3629,childes,20779,160,source_example_id,heldout6992:row:childes:20779,childes,20779,160,True,False,False,yeah he's real strong. *CHI: he's sitting down. [surprise intonation] *FAT: yeah I know. *CHI: do you sitting down? *FAT: yeah. *FAT: yeah. *CHI: oh you eat yogurt? [expresses confirmation of surprise touch] *FAT: yeah. *CHI: oh. *CHI: but I eat yogurt. *CHI: but how about Mommy? *CHI: how about Mar
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3634,0,3634,open_subtitles,48933,160,source_example_id,heldout6992:row:open_subtitles:48933,open_subtitles,48933,160,True,False,False,You are in big trouble... But... You needn't be if you just return the photos. He has the proof with him. They can prove you tried to blackmail... the minister with the photos for money. You then tried to involve Sameera in your little scheme. And when that didn't work You killed her and the doctor.
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3649,0,3649,open_subtitles,44368,160,source_example_id,heldout6992:row:open_subtitles:44368,open_subtitles,44368,160,True,False,False,"What about you? . What are your plans? . Oh, that's great, Ray. Where's she from? . Oh, I've heard that Georgia is beautiful. Well, that should be fun. Well, I guess I'll talk to you when you get back. Yeah, you too. -You don't have to do that. -I don't work Tuesday, it's no big deal. Don't worry ab"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3695,0,3695,childes,13288,160,source_example_id,heldout6992:row:childes:13288,childes,13288,160,True,False,True,*SIS2: yeah? *CHI: oh mama the baby giraffe! *CHI: see? *CHI: baby giraffe. *CHI: this the father giraffe. *CHI: oh xxx go in that way. *SIS2: xxx this see xxx. *CHI: [car noises]. *SIS2: Ma eat this all. *CHI: nothing in here. *SIS1: [babbles]. *CHI: what the shirt for? *CHI: what this for? *CHI: w
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3705,0,3705,open_subtitles,50709,160,source_example_id,heldout6992:row:open_subtitles:50709,open_subtitles,50709,160,True,False,False,"I could use a man who knows how to get things? I don't think I could make it on the outside, Andy. I've been in here most of my life? I'm an institutional man now? Just like Brooks was. Well, you underestimate yourself. I mean.? .in here, I'm the guy who can get things for you, sure? But outside, al"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3720,0,3720,bnc_spoken,1194,160,source_example_id,heldout6992:row:bnc_spoken:1194,bnc_spoken,1194,160,True,False,False,"do you promote it? We're asking the Councillors if they actually get out of their cars and get on buses and travel to and from council meetings and er shopping, that sort of thing for public transport. er the second one: do you promote recycling and do you use recycled products? There are a lot of w"
