domain,line_idx,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,PLL_0,PLL_1,margin,is_correct
agent-properties,44,believe,doubt,indirect,antonym,concept swap,-15.724351,-17.512886,1.788535,1
agent-properties,45,believe,doubt,indirect,antonym,concept swap,-25.965382,-24.470592,-1.494789,0
agent-properties,46,believe,doubt,indirect,antonym,concept swap,-15.984822,-17.371805,1.386983,1
agent-properties,47,believe,doubt,indirect,antonym,concept swap,-28.374701,-26.355301,-2.0194,0
agent-properties,48,believe,doubt,indirect,antonym,concept swap,-24.043392,-21.345341,-2.698051,0
agent-properties,49,believe,doubt,indirect,antonym,concept swap,-33.130257,-32.161812,-0.968445,0
agent-properties,50,believe,doubt,indirect,antonym,concept swap,-14.858658,-16.334002,1.475344,1
agent-properties,51,believe,doubt,indirect,antonym,concept swap,-25.864183,-24.671284,-1.1929,0
agent-properties,52,believe,doubt,indirect,antonym,concept swap,-12.038815,-9.911838,-2.126977,0
agent-properties,53,believe,doubt,indirect,antonym,concept swap,-21.380241,-23.019779,1.639538,1
agent-properties,54,believe,doubt,indirect,antonym,concept swap,-19.191174,-20.655424,1.464251,1
agent-properties,55,believe,doubt,indirect,antonym,concept swap,-35.065575,-33.636429,-1.429146,0
agent-properties,56,believe,doubt,indirect,antonym,concept swap,-15.759887,-17.429796,1.669909,1
agent-properties,57,believe,doubt,indirect,antonym,concept swap,-28.08074,-26.387726,-1.693014,0
agent-properties,58,believe,doubt,indirect,antonym,concept swap,-14.938218,-16.025904,1.087686,1
agent-properties,59,believe,doubt,indirect,antonym,concept swap,-30.435677,-29.093075,-1.342602,0
agent-properties,60,believe,doubt,indirect,antonym,concept swap,-22.546124,-19.799356,-2.746767,0
agent-properties,61,believe,doubt,indirect,antonym,concept swap,-34.321751,-34.546654,0.224903,1
agent-properties,62,believe,doubt,indirect,antonym,concept swap,-15.610809,-17.179302,1.568493,1
agent-properties,63,believe,doubt,indirect,antonym,concept swap,-29.193577,-27.567711,-1.625866,0
agent-properties,64,believe,doubt,indirect,antonym,concept swap,-12.619201,-10.526295,-2.092906,0
agent-properties,65,believe,doubt,indirect,antonym,concept swap,-22.79365,-25.034479,2.240829,1
agent-properties,66,believe,doubt,indirect,antonym,concept swap,-19.605997,-21.824221,2.218224,1
agent-properties,67,believe,doubt,indirect,antonym,concept swap,-37.054745,-34.944866,-2.109879,0
agent-properties,68,believe,doubt,indirect,antonym,concept swap,-17.711834,-19.391432,1.679598,1
agent-properties,69,believe,doubt,indirect,antonym,concept swap,-30.67852,-29.004457,-1.674063,0
agent-properties,70,believe,doubt,indirect,negation,concept swap,-9.31502,-9.694746,0.379726,1
agent-properties,71,believe,doubt,indirect,negation,concept swap,-24.626793,-26.758514,2.131721,1
agent-properties,72,believe,doubt,indirect,negation,concept swap,-10.984319,-10.876355,-0.107964,0
agent-properties,73,believe,doubt,indirect,negation,concept swap,-20.209064,-19.283152,-0.925913,0
agent-properties,74,believe,doubt,indirect,negation,concept swap,-9.300687,-10.398534,1.097847,1
agent-properties,75,believe,doubt,indirect,negation,concept swap,-23.226301,-22.58094,-0.645361,0
agent-properties,76,believe,doubt,indirect,negation,concept swap,-8.631029,-11.542748,2.911719,1
agent-properties,77,believe,doubt,indirect,negation,concept swap,-24.121489,-23.278807,-0.842682,0
agent-properties,78,believe,doubt,indirect,negation,concept swap,-8.400056,-9.603748,1.203692,1
agent-properties,79,believe,doubt,indirect,negation,concept swap,-24.605326,-24.227772,-0.377554,0
agent-properties,80,believe,doubt,indirect,other,concept swap,-9.860589,-9.004021,-0.856568,0
agent-properties,81,believe,doubt,indirect,other,concept swap,-19.417334,-20.476791,1.059458,1
agent-properties,82,believe,doubt,indirect,other,concept swap,-5.315709,-5.868959,0.55325,1
agent-properties,83,believe,doubt,indirect,other,concept swap,-15.755169,-15.795245,0.040076,1
agent-properties,84,believe,doubt,indirect,other,concept swap,-8.276342,-7.959898,-0.316444,0
agent-properties,85,believe,doubt,indirect,other,concept swap,-17.624937,-18.320648,0.695711,1
agent-properties,86,believe,doubt,indirect,other,concept swap,-6.719427,-5.9811,-0.738327,0
agent-properties,87,believe,doubt,indirect,other,concept swap,-16.807928,-17.597042,0.789114,1
agent-properties,88,believe,doubt,indirect,other,concept swap,-8.23365,-8.539779,0.306129,1
agent-properties,89,believe,doubt,indirect,other,concept swap,-17.887489,-17.743261,-0.144228,0
agent-properties,90,believe,doubt,indirect,variable swap,concept swap,-17.222145,-21.994974,4.772829,1
agent-properties,91,believe,doubt,indirect,variable swap,concept swap,-29.737961,-30.237766,0.499805,1
agent-properties,92,believe,doubt,indirect,variable swap,concept swap,-24.572365,-21.824221,-2.748144,0
agent-properties,93,believe,doubt,indirect,variable swap,concept swap,-37.054745,-37.710003,0.655258,1
agent-properties,94,believe,doubt,indirect,variable swap,concept swap,-14.736544,-17.913696,3.177153,1
agent-properties,95,believe,doubt,indirect,variable swap,concept swap,-27.151358,-28.629862,1.478504,1
agent-properties,96,believe,doubt,indirect,variable swap,concept swap,-18.768391,-19.391432,0.623041,1
agent-properties,97,believe,doubt,indirect,variable swap,concept swap,-30.67852,-27.834476,-2.844044,0
agent-properties,98,believe,doubt,indirect,variable swap,concept swap,-23.633535,-18.943016,-4.690519,0
agent-properties,99,believe,doubt,indirect,variable swap,concept swap,-31.880239,-31.435291,-0.444948,0
agent-properties,100,believe,doubt,indirect,variable swap,concept swap,-21.289234,-20.655424,-0.63381,0
agent-properties,101,believe,doubt,indirect,variable swap,concept swap,-35.065575,-27.163046,-7.902529,0
agent-properties,102,believe,doubt,indirect,variable swap,concept swap,-19.191174,-19.85351,0.662336,1
agent-properties,103,believe,doubt,indirect,variable swap,concept swap,-25.914417,-33.636429,7.722012,1
agent-properties,104,believe,doubt,indirect,variable swap,concept swap,-19.889509,-16.508043,-3.381466,0
agent-properties,105,believe,doubt,indirect,variable swap,concept swap,-30.597969,-29.141613,-1.456356,0
agent-properties,106,believe,doubt,indirect,variable swap,concept swap,-19.605997,-22.310186,2.704189,1
agent-properties,107,believe,doubt,indirect,variable swap,concept swap,-35.690166,-34.944866,-0.7453,0
agent-properties,108,believe,doubt,indirect,variable swap,concept swap,-17.711834,-17.169306,-0.542528,0
agent-properties,109,believe,doubt,indirect,variable swap,concept swap,-26.477577,-29.004457,2.52688,1
agent-properties,110,believe,imagine,direct,negation,concept swap,-11.847239,-11.850853,0.003613,1
agent-properties,111,believe,imagine,direct,negation,concept swap,-26.501219,-25.949766,-0.551453,0
agent-properties,112,believe,imagine,direct,negation,concept swap,-10.75472,-10.423555,-0.331164,0
agent-properties,113,believe,imagine,direct,negation,concept swap,-19.01775,-18.888433,-0.129316,0
agent-properties,114,believe,imagine,direct,negation,concept swap,-10.262153,-11.086028,0.823875,1
agent-properties,115,believe,imagine,direct,negation,concept swap,-22.159857,-21.15649,-1.003366,0
agent-properties,116,believe,imagine,direct,negation,concept swap,-8.810204,-9.69844,0.888236,1
agent-properties,117,believe,imagine,direct,negation,concept swap,-20.500067,-20.223827,-0.276239,0
agent-properties,118,believe,imagine,direct,negation,concept swap,-9.645393,-9.582004,-0.06339,0
agent-properties,119,believe,imagine,direct,negation,concept swap,-21.275,-20.730106,-0.544893,0
agent-properties,120,believe,imagine,direct,other,concept swap,-10.669785,-10.279797,-0.389988,0
agent-properties,121,believe,imagine,direct,other,concept swap,-25.732693,-24.463415,-1.269278,0
agent-properties,122,believe,imagine,direct,other,concept swap,-10.129583,-9.191952,-0.937632,0
agent-properties,123,believe,imagine,direct,other,concept swap,-16.613155,-17.582354,0.969198,1
agent-properties,124,believe,imagine,direct,other,concept swap,-8.840337,-8.292232,-0.548105,0
agent-properties,125,believe,imagine,direct,other,concept swap,-19.291845,-19.755381,0.463535,1
agent-properties,126,believe,imagine,direct,other,concept swap,-7.421547,-6.767241,-0.654307,0
agent-properties,127,believe,imagine,direct,other,concept swap,-17.711117,-18.067131,0.356014,1
agent-properties,128,believe,imagine,direct,other,concept swap,-8.133031,-7.497818,-0.635213,0
agent-properties,129,believe,imagine,direct,other,concept swap,-19.061375,-19.016876,-0.044498,0
agent-properties,130,choose,-,indirect,antonym,variable swap,-32.301338,-32.123821,-0.177517,0
agent-properties,131,choose,-,indirect,antonym,variable swap,-40.597912,-39.389111,-1.208801,0
agent-properties,132,choose,-,indirect,antonym,variable swap,-27.589451,-27.369156,-0.220295,0
agent-properties,133,choose,-,indirect,antonym,variable swap,-35.711052,-36.517532,0.80648,1
agent-properties,134,choose,-,indirect,antonym,variable swap,-24.773602,-25.365519,0.591917,1
agent-properties,135,choose,-,indirect,antonym,variable swap,-36.633392,-35.576397,-1.056995,0
agent-properties,136,choose,-,indirect,antonym,variable swap,-39.288132,-38.818451,-0.469681,0
agent-properties,137,choose,-,indirect,antonym,variable swap,-42.67955,-42.802967,0.123417,1
agent-properties,138,choose,-,indirect,antonym,variable swap,-25.186165,-24.903969,-0.282196,0
agent-properties,139,choose,-,indirect,antonym,variable swap,-38.69429,-38.888283,0.193993,1
agent-properties,140,choose,-,indirect,antonym,variable swap,-31.128725,-30.556408,-0.572317,0
agent-properties,141,choose,-,indirect,antonym,variable swap,-41.126816,-40.111279,-1.015537,0
agent-properties,142,choose,-,indirect,antonym,variable swap,-30.323524,-29.991995,-0.33153,0
agent-properties,143,choose,-,indirect,antonym,variable swap,-38.386986,-38.033619,-0.353367,0
agent-properties,144,choose,-,indirect,antonym,variable swap,-37.403545,-36.897667,-0.505878,0
agent-properties,145,choose,-,indirect,antonym,variable swap,-38.060841,-40.154888,2.094048,1
agent-properties,146,choose,-,indirect,antonym,variable swap,-30.8151,-29.910213,-0.904886,0
agent-properties,147,choose,-,indirect,antonym,variable swap,-40.884171,-40.738216,-0.145954,0
agent-properties,148,choose,-,indirect,antonym,variable swap,-28.776352,-31.888521,3.112169,1
agent-properties,149,choose,-,indirect,antonym,variable swap,-40.609039,-38.937157,-1.671883,0
agent-properties,150,choose,-,indirect,antonym,variable swap,-36.1581,-37.906513,1.748413,1
agent-properties,151,choose,-,indirect,antonym,variable swap,-42.993393,-40.959175,-2.034218,0
agent-properties,152,choose,-,indirect,antonym,variable swap,-32.921188,-35.051807,2.130619,1
agent-properties,153,choose,-,indirect,antonym,variable swap,-39.153458,-37.69799,-1.455467,0
agent-properties,154,choose,-,indirect,antonym,variable swap,-48.393242,-44.328625,-4.064617,0
agent-properties,155,choose,-,indirect,antonym,variable swap,-42.186607,-46.792057,4.60545,1
agent-properties,156,choose,-,indirect,antonym,variable swap,-42.221886,-46.483292,4.261406,1
agent-properties,157,choose,-,indirect,antonym,variable swap,-44.855904,-40.391933,-4.46397,0
agent-properties,158,choose,-,indirect,antonym,variable swap,-33.978741,-33.561317,-0.417423,0
agent-properties,159,choose,-,indirect,antonym,variable swap,-35.844036,-36.294724,0.450687,1
agent-properties,160,choose,-,indirect,antonym,variable swap,-32.49147,-32.055546,-0.435925,0
agent-properties,161,choose,-,indirect,antonym,variable swap,-49.658047,-49.853451,0.195404,1
agent-properties,162,choose,-,indirect,antonym,variable swap,-47.773438,-46.015297,-1.758141,0
agent-properties,163,choose,-,indirect,antonym,variable swap,-53.768063,-57.468906,3.700844,1
agent-properties,164,choose,-,indirect,antonym,variable swap,-42.534081,-43.578495,1.044415,1
agent-properties,165,choose,-,indirect,antonym,variable swap,-56.036366,-57.525257,1.488892,1
agent-properties,166,choose,-,indirect,antonym,variable swap,-45.652454,-44.227402,-1.425053,0
agent-properties,167,choose,-,indirect,antonym,variable swap,-38.874886,-40.991543,2.116657,1
agent-properties,168,choose,-,indirect,antonym,variable swap,-30.201284,-29.649801,-0.551483,0
agent-properties,169,choose,-,indirect,antonym,variable swap,-37.697128,-38.041321,0.344193,1
agent-properties,170,choose,-,indirect,antonym,variable swap,-28.187592,-29.142599,0.955008,1
agent-properties,171,choose,-,indirect,antonym,variable swap,-35.13155,-34.353748,-0.777802,0
agent-properties,172,choose,-,indirect,antonym,variable swap,-33.624786,-35.002384,1.377598,1
agent-properties,173,choose,-,indirect,antonym,variable swap,-40.079041,-38.577187,-1.501854,0
agent-properties,174,choose,-,indirect,antonym,variable swap,-30.414906,-32.648605,2.2337,1
agent-properties,175,choose,-,indirect,antonym,variable swap,-37.902069,-35.163937,-2.738132,0
agent-properties,176,choose,-,indirect,antonym,variable swap,-33.606556,-30.182638,-3.423918,0
agent-properties,177,choose,-,indirect,antonym,variable swap,-41.495628,-44.871326,3.375698,1
agent-properties,178,choose,-,indirect,antonym,variable swap,-29.003906,-32.811375,3.807468,1
agent-properties,179,choose,-,indirect,antonym,variable swap,-45.102657,-40.835464,-4.267193,0
agent-properties,180,choose,-,indirect,antonym,variable swap,-32.342728,-31.651539,-0.691189,0
agent-properties,181,choose,-,indirect,antonym,variable swap,-30.602638,-31.124712,0.522074,1
agent-properties,182,choose,-,indirect,antonym,variable swap,-45.820301,-44.942776,-0.877525,0
agent-properties,183,choose,-,indirect,antonym,variable swap,-55.592464,-55.64822,0.055756,1
agent-properties,184,choose,-,indirect,antonym,variable swap,-40.779694,-41.684975,0.905281,1
agent-properties,185,choose,-,indirect,antonym,variable swap,-54.575001,-53.571712,-1.003288,0
agent-properties,186,choose,-,indirect,antonym,variable swap,-34.539383,-33.899612,-0.639771,0
agent-properties,187,choose,-,indirect,antonym,variable swap,-48.330669,-48.391155,0.060486,1
agent-properties,188,choose,-,indirect,antonym,variable swap,-33.782845,-32.65733,-1.125515,0
agent-properties,189,choose,-,indirect,antonym,variable swap,-32.739548,-33.701988,0.96244,1
agent-properties,190,choose,-,indirect,antonym,variable swap,-26.279615,-24.982523,-1.297092,0
agent-properties,191,choose,-,indirect,antonym,variable swap,-28.929173,-29.614231,0.685059,1
agent-properties,192,choose,-,indirect,antonym,variable swap,-24.884802,-27.040041,2.155239,1
agent-properties,193,choose,-,indirect,antonym,variable swap,-30.28289,-29.156418,-1.126472,0
agent-properties,194,choose,-,indirect,antonym,variable swap,-31.561155,-34.082218,2.521063,1
agent-properties,195,choose,-,indirect,antonym,variable swap,-34.600151,-32.198383,-2.401768,0
agent-properties,196,choose,-,indirect,antonym,variable swap,-31.574905,-31.924406,0.349501,1
agent-properties,197,choose,-,indirect,antonym,variable swap,-34.966415,-32.271523,-2.694893,0
agent-properties,198,choose,-,indirect,antonym,variable swap,-26.972015,-25.37184,-1.600176,0
agent-properties,199,choose,-,indirect,antonym,variable swap,-35.395031,-38.370251,2.97522,1
agent-properties,200,choose,-,indirect,antonym,variable swap,-24.503262,-27.18508,2.681818,1
agent-properties,201,choose,-,indirect,antonym,variable swap,-39.637531,-36.046719,-3.590813,0
agent-properties,202,choose,-,indirect,antonym,variable swap,-29.804625,-29.401222,-0.403402,0
agent-properties,203,choose,-,indirect,antonym,variable swap,-31.416674,-31.916859,0.500185,1
agent-properties,204,choose,-,indirect,antonym,variable swap,-27.974695,-27.519976,-0.45472,0
agent-properties,205,choose,-,indirect,antonym,variable swap,-40.352646,-40.083408,-0.269238,0
agent-properties,206,choose,-,indirect,antonym,variable swap,-35.048523,-35.346371,0.297848,1
agent-properties,207,choose,-,indirect,antonym,variable swap,-46.016678,-45.089565,-0.927113,0
agent-properties,208,choose,-,indirect,antonym,variable swap,-32.04694,-32.922241,0.875301,1
agent-properties,209,choose,-,indirect,antonym,variable swap,-45.541588,-44.796967,-0.744621,0
agent-properties,210,choose,-,indirect,antonym,variable swap,-34.454208,-33.711575,-0.742634,0
agent-properties,211,choose,-,indirect,antonym,variable swap,-33.22187,-35.337753,2.115883,1
agent-properties,212,choose,-,indirect,antonym,variable swap,-27.924959,-26.973627,-0.951332,0
agent-properties,213,choose,-,indirect,antonym,variable swap,-31.179676,-31.714748,0.535072,1
agent-properties,214,choose,-,indirect,antonym,variable swap,-27.621725,-29.935371,2.313646,1
agent-properties,215,choose,-,indirect,antonym,variable swap,-32.254681,-30.96677,-1.28791,0
agent-properties,216,choose,-,indirect,antonym,variable swap,-27.23369,-29.515858,2.282167,1
agent-properties,217,choose,-,indirect,antonym,variable swap,-38.06815,-35.873104,-2.195045,0
agent-properties,218,choose,-,indirect,antonym,variable swap,-37.35519,-39.885315,2.530125,1
agent-properties,219,choose,-,indirect,antonym,variable swap,-46.988705,-43.8722,-3.116505,0
agent-properties,220,choose,-,indirect,antonym,variable swap,-32.095444,-30.996416,-1.099028,0
agent-properties,221,choose,-,indirect,antonym,variable swap,-38.885796,-41.263634,2.377838,1
agent-properties,222,choose,-,indirect,antonym,variable swap,-28.619993,-30.018715,1.398722,1
agent-properties,223,choose,-,indirect,antonym,variable swap,-40.174221,-37.224915,-2.949306,0
agent-properties,224,choose,-,indirect,antonym,variable swap,-31.846445,-31.432821,-0.413624,0
agent-properties,225,choose,-,indirect,antonym,variable swap,-39.099915,-39.19397,0.094055,1
agent-properties,226,choose,-,indirect,antonym,variable swap,-33.541313,-32.05386,-1.487453,0
agent-properties,227,choose,-,indirect,antonym,variable swap,-45.335934,-44.885201,-0.450733,0
agent-properties,228,choose,-,indirect,antonym,variable swap,-32.444519,-32.11055,-0.333969,0
agent-properties,229,choose,-,indirect,antonym,variable swap,-44.079346,-44.156273,0.076927,1
agent-properties,230,choose,-,indirect,antonym,variable swap,-29.916834,-29.747334,-0.1695,0
agent-properties,231,choose,-,indirect,antonym,variable swap,-42.646156,-42.379997,-0.266159,0
agent-properties,232,choose,-,indirect,antonym,variable swap,-42.147064,-40.298771,-1.848293,0
agent-properties,233,choose,-,indirect,antonym,variable swap,-39.928276,-41.422066,1.49379,1
agent-properties,234,choose,-,indirect,antonym,variable swap,-29.068327,-28.449265,-0.619062,0
agent-properties,235,choose,-,indirect,antonym,variable swap,-41.670715,-41.703545,0.032829,1
agent-properties,236,choose,-,indirect,antonym,variable swap,-25.753998,-27.082115,1.328117,1
agent-properties,237,choose,-,indirect,antonym,variable swap,-39.091721,-37.928204,-1.163517,0
agent-properties,238,choose,-,indirect,antonym,variable swap,-33.24284,-35.327614,2.084774,1
agent-properties,239,choose,-,indirect,antonym,variable swap,-41.767834,-39.844173,-1.92366,0
agent-properties,240,choose,-,indirect,variable swap,variable swap,-32.301338,-38.349266,6.047928,1
agent-properties,241,choose,-,indirect,variable swap,variable swap,-31.920513,-39.389111,7.468597,1
agent-properties,242,choose,-,indirect,variable swap,variable swap,-39.932293,-32.123821,-7.808472,0
agent-properties,243,choose,-,indirect,variable swap,variable swap,-40.597912,-34.559429,-6.038483,0
agent-properties,244,choose,-,indirect,variable swap,variable swap,-32.697052,-27.369156,-5.327896,0
agent-properties,245,choose,-,indirect,variable swap,variable swap,-35.711052,-33.167198,-2.543854,0
agent-properties,246,choose,-,indirect,variable swap,variable swap,-27.589451,-33.650417,6.060966,1
agent-properties,247,choose,-,indirect,variable swap,variable swap,-35.854881,-36.517532,0.662651,1
agent-properties,248,choose,-,indirect,variable swap,variable swap,-33.676727,-25.365519,-8.311209,0
agent-properties,249,choose,-,indirect,variable swap,variable swap,-36.633392,-34.587227,-2.046165,0
agent-properties,250,choose,-,indirect,variable swap,variable swap,-24.773602,-32.897945,8.124344,1
agent-properties,251,choose,-,indirect,variable swap,variable swap,-31.503567,-35.576397,4.07283,1
agent-properties,252,choose,-,indirect,variable swap,variable swap,-38.394127,-38.818451,0.424324,1
agent-properties,253,choose,-,indirect,variable swap,variable swap,-42.67955,-39.76651,-2.91304,0
agent-properties,254,choose,-,indirect,variable swap,variable swap,-39.288132,-38.942711,-0.345421,0
agent-properties,255,choose,-,indirect,variable swap,variable swap,-40.071236,-42.802967,2.731731,1
agent-properties,256,choose,-,indirect,variable swap,variable swap,-32.197357,-24.903969,-7.293388,0
agent-properties,257,choose,-,indirect,variable swap,variable swap,-38.69429,-30.183445,-8.510845,0
agent-properties,258,choose,-,indirect,variable swap,variable swap,-35.45446,-30.556408,-4.898052,0
agent-properties,259,choose,-,indirect,variable swap,variable swap,-41.126816,-39.031967,-2.094849,0
agent-properties,260,choose,-,indirect,variable swap,variable swap,-36.112175,-29.991995,-6.12018,0
agent-properties,261,choose,-,indirect,variable swap,variable swap,-38.386986,-35.380962,-3.006023,0
agent-properties,262,choose,-,indirect,variable swap,variable swap,-25.186165,-32.261467,7.075302,1
agent-properties,263,choose,-,indirect,variable swap,variable swap,-30.515762,-38.888283,8.37252,1
agent-properties,264,choose,-,indirect,variable swap,variable swap,-31.128725,-34.80563,3.676905,1
agent-properties,265,choose,-,indirect,variable swap,variable swap,-37.743565,-40.111279,2.367714,1
agent-properties,266,choose,-,indirect,variable swap,variable swap,-30.323524,-34.846302,4.522778,1
agent-properties,267,choose,-,indirect,variable swap,variable swap,-34.971447,-38.033619,3.062172,1
agent-properties,268,choose,-,indirect,variable swap,variable swap,-37.403545,-38.025452,0.621906,1
agent-properties,269,choose,-,indirect,variable swap,variable swap,-41.285065,-40.154888,-1.130177,0
agent-properties,270,choose,-,indirect,variable swap,variable swap,-36.252514,-36.897667,0.645153,1
agent-properties,271,choose,-,indirect,variable swap,variable swap,-38.060841,-39.768097,1.707256,1
agent-properties,272,choose,-,indirect,variable swap,variable swap,-32.407368,-29.910213,-2.497154,0
agent-properties,273,choose,-,indirect,variable swap,variable swap,-40.884171,-29.148045,-11.736126,0
agent-properties,274,choose,-,indirect,variable swap,variable swap,-33.107979,-31.888521,-1.219458,0
agent-properties,275,choose,-,indirect,variable swap,variable swap,-40.609039,-29.578773,-11.030266,0
agent-properties,276,choose,-,indirect,variable swap,variable swap,-30.8151,-32.898952,2.083853,1
agent-properties,277,choose,-,indirect,variable swap,variable swap,-29.997746,-40.738216,10.740471,1
agent-properties,278,choose,-,indirect,variable swap,variable swap,-28.776352,-30.614117,1.837765,1
agent-properties,279,choose,-,indirect,variable swap,variable swap,-27.936745,-38.937157,11.000412,1
agent-properties,280,choose,-,indirect,variable swap,variable swap,-40.610176,-37.906513,-2.703663,0
agent-properties,281,choose,-,indirect,variable swap,variable swap,-42.993393,-38.501827,-4.491566,0
agent-properties,282,choose,-,indirect,variable swap,variable swap,-36.1581,-38.815128,2.657028,1
agent-properties,283,choose,-,indirect,variable swap,variable swap,-36.678745,-40.959175,4.28043,1
agent-properties,284,choose,-,indirect,variable swap,variable swap,-32.921188,-41.327614,8.406425,1
agent-properties,285,choose,-,indirect,variable swap,variable swap,-33.611206,-37.69799,4.086784,1
agent-properties,286,choose,-,indirect,variable swap,variable swap,-43.264774,-35.051807,-8.212967,0
agent-properties,287,choose,-,indirect,variable swap,variable swap,-39.153458,-34.68462,-4.468838,0
agent-properties,288,choose,-,indirect,variable swap,variable swap,-47.154381,-44.328625,-2.825756,0
agent-properties,289,choose,-,indirect,variable swap,variable swap,-42.186607,-32.450272,-9.736336,0
agent-properties,290,choose,-,indirect,variable swap,variable swap,-48.393242,-51.192524,2.799282,1
agent-properties,291,choose,-,indirect,variable swap,variable swap,-38.272179,-46.792057,8.519878,1
agent-properties,292,choose,-,indirect,variable swap,variable swap,-50.161819,-46.483292,-3.678528,0
agent-properties,293,choose,-,indirect,variable swap,variable swap,-44.855904,-39.173412,-5.682491,0
agent-properties,294,choose,-,indirect,variable swap,variable swap,-42.221886,-44.539173,2.317287,1
agent-properties,295,choose,-,indirect,variable swap,variable swap,-30.997005,-40.391933,9.394928,1
agent-properties,296,choose,-,indirect,variable swap,variable swap,-31.61599,-33.561317,1.945328,1
agent-properties,297,choose,-,indirect,variable swap,variable swap,-35.844036,-37.882771,2.038734,1
agent-properties,298,choose,-,indirect,variable swap,variable swap,-33.978741,-32.117397,-1.861343,0
